"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SPONSORSHIPORIGINATOR","Display Value","Numeric","Low","High","Comments"
"SA_0000001537","PUBLISHED","2016","AFR","BEN","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","CPV","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","CIV","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","COD","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GHA","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","COL","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","BLZ","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ZMB","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SSD","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","RWA","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MOZ","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MUS","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","LBR","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","LSO","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","LSO","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","SLV","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","SLV","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","GRD","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","JAM","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","MEX","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SOM","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","PER","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","PER","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","URY","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","DJI","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","LBN","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","LBY","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","YEM","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","AZE","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","AUT","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BLR","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ROU","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","SWE","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","RUS","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MNE","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","NOR","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ROU","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","SVN","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","HRV","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","HRV","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","FRA","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","GEO","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ISL","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","LVA","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","LTU","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","TUR","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","BTN","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","KHM","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","JPN","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","MNG","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PHL","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","KOR","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GAB","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","RWA","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SWZ","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","HND","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","TUR","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","MMR","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","LAO","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","MNG","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ERI","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ETH","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","BWA","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","BDI","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","TCD","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","TCD","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GIN","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GIN","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CHL","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","DMA","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","DMA","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MWI","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MLI","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","NAM","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","NGA","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SYC","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SYC","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SLE","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","TGO","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","TZA","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","ARG","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","GUY","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","NIC","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SDN","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","VCT","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","VCT","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","SUR","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","IRQ","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","IRQ","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","OMN","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","PAK","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","AND","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ARM","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BEL","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BGR","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","DNK","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","DNK","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","EST","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","CHE","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","POL","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","SRB","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","SVK","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MKD","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","DEU","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","HUN","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ITA","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ITA","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MLT","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","POL","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","IND","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","MDV","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","GBR","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","GBR","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","VNM","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","THA","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","THA","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","VNM","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","MYS","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","MYS","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","WSM","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","AND","","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","ARG","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","PRY","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SDN","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","UZB","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ESP","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","BDI","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","CPV","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","CAF","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","COM","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","CIV","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","COD","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","DMA","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MLI","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MOZ","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CHL","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","NAM","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","RWA","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","STP","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SYC","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SLE","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SSD","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SWZ","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","TZA","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","ECU","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","SLV","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","GRD","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","GUY","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","MEX","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","URY","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","DJI","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","IRN","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","IRQ","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","JOR","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","LBN","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","LBY","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","PAK","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BLR","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ARM","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ROU","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","SVK","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","SWE","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","NOR","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","POL","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MDA","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BEL","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BGR","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","HRV","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","CYP","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","DNK","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","EST","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","HUN","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","RUS","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","SRB","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","KOR","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","VNM","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","WSM","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","MDV","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","MMR","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","LKA","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","THA","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","TLS","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","KHM","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ESP","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","AUT","","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","COG","","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","LSO","","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MDA","","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SLE","","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","BEN","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","TCD","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ETH","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","NGA","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","GEO","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","BFA","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","BFA","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","CMR","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","CMR","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","COM","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","CIV","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","COD","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ERI","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GMB","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GNB","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MUS","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","NER","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","NER","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","STP","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","STP","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SLE","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SSD","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","UGA","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ZWE","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CRI","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CRI","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","DOM","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","GRD","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","GUY","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","PAN","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","AFG","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","AFG","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","EGY","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","EGY","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","JOR","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","JOR","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","LBN","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","LBY","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","OMN","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","AZE","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BIH","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BIH","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","CYP","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","CYP","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","FRA","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","GRC","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","IRL","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MLT","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","NLD","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","NLD","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","PRT","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
