"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","Display Value","Numeric","Low","High","Comments"
"RSUD_790","PUBLISHED","2014","EMR","SDN","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SDN","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SDN","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SDN","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SEN","BACHELOR","Yes","","","",""
"RSUD_790","PUBLISHED","2014","WPR","SGP","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","WPR","SLB","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","WPR","SLB","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","WPR","SLB","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","WPR","SLB","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SLE","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SLE","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SLE","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SLE","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","AMR","SLV","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SOM","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SOM","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SOM","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SOM","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SRB","BACHELOR","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SRB","MASTER","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SRB","DOCTORAL","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AMR","SUR","MASTER","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AMR","SUR","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SVK","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SVN","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SWE","BACHELOR","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SWE","MASTER","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SWE","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SWE","DOCTORAL","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SWZ","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SWZ","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SWZ","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SWZ","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SYC","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SYC","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SYC","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SYC","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SYR","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SYR","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SYR","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SYR","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TCD","BACHELOR","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TCD","MASTER","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TCD","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TGO","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TGO","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TGO","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TGO","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","THA","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TJK","DOCTORAL","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AMR","TTO","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EMR","TUN","DOCTORAL","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TUR","MASTER","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TUR","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TUR","DOCTORAL","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TZA","BACHELOR","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AFR","UGA","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","UKR","BACHELOR","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","UKR","MASTER","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","UKR","DOCTORAL","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AMR","URY","MASTER","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AMR","URY","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AMR","USA","BACHELOR","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AMR","USA","MASTER","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AMR","USA","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","AMR","USA","DOCTORAL","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","UZB","MASTER","Yes","","","",""
"RSUD_790","PUBLISHED","2014","EUR","UZB","DOCTORAL","Yes","","","",""
"RSUD_790","PUBLISHED","2014","WPR","VNM","BACHELOR","Yes","","","",""
"RSUD_790","PUBLISHED","2014","WPR","VNM","MASTER","Yes","","","",""
"RSUD_790","PUBLISHED","2014","WPR","VNM","TERTIARY","Yes","","","",""
"RSUD_790","PUBLISHED","2014","WPR","VUT","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","WPR","VUT","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","WPR","VUT","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","WPR","VUT","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZAF","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZAF","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZAF","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZAF","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZMB","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZMB","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZMB","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZMB","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZWE","BACHELOR","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZWE","MASTER","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZWE","TERTIARY","No","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ZWE","DOCTORAL","No","","","",""
"RSUD_790","PUBLISHED","2014","EMR","AFG","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","AFG","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","AFG","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","AGO","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","AGO","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","AGO","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","AGO","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","ARE","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","ARE","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","ARG","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","ATG","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","ATG","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","ATG","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","ATG","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","BDI","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","BGD","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","BGD","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","BGD","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","BGD","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","BGR","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","BGR","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","BGR","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","BGR","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BHS","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BHS","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BHS","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BHS","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","BIH","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","BIH","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","BIH","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BOL","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BOL","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BOL","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BRA","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BRA","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BRB","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BRB","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","BRB","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","BWA","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","CHE","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","CHE","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","CHL","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","CHL","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","CHN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CIV","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CIV","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CIV","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CIV","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CMR","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CMR","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CMR","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CMR","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","COK","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","COK","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","COK","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","COK","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","COL","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CPV","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CPV","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CPV","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","CPV","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","CRI","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","CRI","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","CRI","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","CUB","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","CYP","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","CYP","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","CYP","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","DJI","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","DMA","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","DMA","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","DMA","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","DMA","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","DNK","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","DOM","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","DOM","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","DOM","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","DZA","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","EGY","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","EGY","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","EGY","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ERI","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ERI","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ERI","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","ERI","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","FIN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","FIN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","FIN","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","FJI","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","FJI","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","FJI","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","FRA","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","FRA","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","FRA","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","FSM","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","FSM","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","FSM","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GAB","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GAB","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GAB","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","GEO","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","GEO","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GIN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GIN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GIN","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GIN","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GMB","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GMB","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GMB","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GMB","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GNB","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GNB","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GNB","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GNB","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GNQ","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GNQ","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GNQ","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","GNQ","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","GRC","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","GRC","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","GRC","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","GRD","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","GRD","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","GRD","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","GTM","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","GTM","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","GTM","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","HRV","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","HRV","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","HTI","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","HTI","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","HTI","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","IDN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","IDN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","IDN","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","IND","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","IND","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","IND","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","IND","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","IRL","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","IRN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","IRN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","IRN","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","ISL","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","ISL","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","ISL","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","ITA","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","ITA","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","ITA","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","JAM","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","JAM","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","JAM","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","JOR","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","JOR","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","JOR","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","JPN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","JPN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","JPN","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","JPN","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","KAZ","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","KAZ","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","KEN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","KEN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","KEN","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","KEN","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","KGZ","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","KHM","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","KNA","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","KNA","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","KNA","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","KNA","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","KWT","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","KWT","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","KWT","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","LBR","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","LBR","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","LBR","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","LBR","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","LCA","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","LCA","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","LCA","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","LCA","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","LSO","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","LSO","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","LSO","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","LSO","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","LTU","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","LUX","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","LUX","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","LUX","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","LUX","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","LVA","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MCO","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MCO","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MCO","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MCO","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MDA","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","MDG","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","MDV","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","MDV","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","MDV","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","MDV","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","MEX","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","MEX","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","MEX","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","MHL","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","MHL","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","MHL","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","MHL","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MKD","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MKD","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MKD","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","MMR","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","MMR","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","MMR","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MNE","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MNE","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","MNE","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","MOZ","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","MOZ","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","MRT","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","MWI","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","MWI","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","MYS","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","MYS","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","MYS","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","NAM","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","NAM","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","NAM","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","NAM","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","NIC","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","NIC","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","NIC","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","NIC","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","NIU","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","NIU","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","NIU","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","NIU","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","NRU","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","NRU","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","NRU","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","NRU","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","OMN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","OMN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","OMN","TERTIARY","No data","","","",""
