"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"vfull","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","BOLDHS199804","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","BOLDHS199805","","24.8 [18.3-32.7]","25.00000","18.00000","33.00000",""
"vfull","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","BOLDHS199805","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","BOLDHS200302","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","BOLDHS200303","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","BOLDHS200303","","48.3 [41.9-54.8]","48.00000","42.00000","55.00000",""
"vfull","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","BOLDHS200304","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200801","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200801","","93.1 [88.1-96.1]","93.00000","88.00000","96.00000",""
"vfull","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200802","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200802","","64.3 [57.4-70.6]","64.00000","57.00000","71.00000",""
"vfull","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200803","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200809","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2006","EUR","BIH","","","","","BIHMICS200601","","72.6 [66.1-78.3]","73.00000","66.00000","78.00000",""
"vfull","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","","BIHMICS201101","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","","BIHMICS201102","","87.7 [74.6-94.5]","88.00000","75.00000","95.00000",""
"vfull","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","","BIHMICS201102","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","","BIHMICS201103","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"vfull","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","","BIHMICS201103","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","BWAMICS200003","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","BWAMICS200004","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","BWAMICS200005","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","","BRADHS199601","","76.2 [66.5-83.8]","76.00000","67.00000","84.00000",""
"vfull","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","","BRADHS199602","","61.1 [55.4-66.5]","61.00000","55.00000","66.00000",""
"vfull","EQ_DHS","PUBLISHED","1992","AFR","BFA","","","","","BFADHS199202","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","1992","AFR","BFA","","","","","BFADHS199203","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","","","BFADHS199801","","76.5 [61.5-87.0]","77.00000","61.00000","87.00000",""
"vfull","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","","","BFADHS199801","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","","","BFADHS199802","","23.6 [17.8-30.7]","24.00000","18.00000","31.00000",""
"vfull","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","","","BFADHS199802","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","BFADHS200307","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","BFADHS200307","","59.1 [43.7-72.9]","59.00000","44.00000","73.00000",""
"vfull","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","BFADHS200308","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200604","","80.7 [64.6-90.5]","81.00000","65.00000","91.00000",""
"vfull","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200605","","68.8 [53.6-80.8]","69.00000","54.00000","81.00000",""
"vfull","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200605","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200612","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200612","","42.0 [28.5-56.9]","42.00000","28.00000","57.00000",""
"vfull","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200613","","74.2 [63.5-82.6]","74.00000","64.00000","83.00000",""
"vfull","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","BFADHS201005","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","BFADHS201006","","82.4 [76.4-87.2]","82.00000","76.00000","87.00000",""
"vfull","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","BFADHS201006","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","BFADHS201007","","92.8 [87.4-96.0]","93.00000","87.00000","96.00000",""
"vfull","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","BFADHS201014","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2000","AFR","BDI","","","","","BDIMICS200001","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2000","AFR","BDI","","","","","BDIMICS200003","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","BDIDHS201603","","84.2 [72.3-91.6]","84.00000","72.00000","92.00000",""
"vfull","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","BDIDHS201604","","85.9 [79.7-90.5]","86.00000","80.00000","90.00000",""
"vfull","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","BDIDHS201605","","71.3 [62.0-79.2]","71.00000","62.00000","79.00000",""
"vfull","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","BDIDHS201606","","87.0 [82.3-90.6]","87.00000","82.00000","91.00000",""
"vfull","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","KHMDHS200008","","62.2 [47.1-75.3]","62.00000","47.00000","75.00000",""
"vfull","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","KHMDHS200009","","11.5 [5.2-23.3]","11.00000","5.00000","23.00000",""
"vfull","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","KHMDHS200011","","30.2 [11.3-59.6]","30.00000","11.00000","60.00000","Attention - Estimate is based on 25-49 cases."
"vfull","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","KHMDHS200506","","78.7 [64.5-88.3]","79.00000","65.00000","88.00000",""
"vfull","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","KHMDHS200508","","80.9 [69.6-88.7]","81.00000","70.00000","89.00000",""
"vfull","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","KHMDHS200509","","68.5 [55.0-79.5]","69.00000","55.00000","80.00000",""
"vfull","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","KHMDHS201013","","84.0 [69.6-92.3]","84.00000","70.00000","92.00000",""
"vfull","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","KHMDHS201014","","77.6 [62.0-88.1]","78.00000","62.00000","88.00000",""
"vfull","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","KHMDHS201015","","78.8 [67.1-87.2]","79.00000","67.00000","87.00000",""
"vfull","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","KHMDHS201016","","57.4 [41.7-71.8]","57.00000","42.00000","72.00000",""
"vfull","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","KHMDHS201403","","74.6 [60.3-85.0]","75.00000","60.00000","85.00000",""
"vfull","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","KHMDHS201405","","70.9 [62.9-77.8]","71.00000","63.00000","78.00000",""
"vfull","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","KHMDHS201406","","64.5 [49.9-76.9]","65.00000","50.00000","77.00000",""
"vfull","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","KHMDHS201419","","43.9 [32.0-56.7]","44.00000","32.00000","57.00000",""
"vfull","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","","CMRDHS200409","","58.2 [49.0-66.9]","58.00000","49.00000","67.00000",""
"vfull","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","","CMRDHS200410","","43.5 [32.6-55.0]","43.00000","33.00000","55.00000",""
"vfull","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","","CMRDHS200411","","53.1 [43.6-62.3]","53.00000","44.00000","62.00000",""
"vfull","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","CMRMICS200602","","69.8 [59.2-78.7]","70.00000","59.00000","79.00000",""
"vfull","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","CMRMICS200603","","49.4 [36.9-61.9]","49.00000","37.00000","62.00000",""
"vfull","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","CMRMICS200605","","46.4 [35.8-57.3]","46.00000","36.00000","57.00000",""
"vfull","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","","","CMRDHS201111","","75.2 [63.1-84.3]","75.00000","63.00000","84.00000",""
"vfull","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","","","CMRDHS201112","","59.9 [49.8-69.2]","60.00000","50.00000","69.00000",""
"vfull","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","","CMRMICS201404","","79.7 [70.7-86.4]","80.00000","71.00000","86.00000",""
"vfull","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","","CMRMICS201405","","54.0 [43.6-64.1]","54.00000","44.00000","64.00000",""
"vfull","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","","CMRMICS201406","","88.7 [79.3-94.2]","89.00000","79.00000","94.00000",""
"vfull","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","","CMRMICS201407","","66.8 [57.0-75.4]","67.00000","57.00000","75.00000",""
"vfull","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","","","CAFDHS199405","","35.1 [23.8-48.3]","35.00000","24.00000","48.00000",""
"vfull","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","","","CAFDHS199406","","58.4 [50.8-65.7]","58.00000","51.00000","66.00000",""
"vfull","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","CAFMICS200001","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","CAFMICS200014","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","CAFMICS200015","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","CAFMICS200016","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200602","","24.7 [14.7-38.4]","25.00000","15.00000","38.00000",""
"vfull","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200603","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200603","","51.7 [37.1-65.9]","52.00000","37.00000","66.00000",""
"vfull","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200610","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200611","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200611","","21.6 [11.2-37.7]","22.00000","11.00000","38.00000",""
"vfull","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201001","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201001","","18.4 [12.4-26.4]","18.00000","12.00000","26.00000",""
"vfull","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201008","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201009","","27.5 [19.9-36.8]","28.00000","20.00000","37.00000",""
"vfull","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201010","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201016","","No data","","","","Not available."
"vfull","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201017","","39.9 [30.5-50.2]","40.00000","30.00000","50.00000",""
"vfull","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201017","","No data","","","","Not available."
"vfull","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","TCDDHS199608","","11.4 [3.0-34.4]","11.00000","3.00000","34.00000",""
"vfull","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","TCDDHS199609","","4.8 [1.3-15.7]","5.00000","1.00000","16.00000",""
"vfull","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","TCDDHS199610","","28.3 [18.9-40.0]","28.00000","19.00000","40.00000",""
"vfull","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","TCDDHS199611","","10.5 [5.0-20.6]","10.00000","5.00000","21.00000",""
"vfull","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","TCDDHS200404","","1.4 [0.4-4.7]","1.00000","0.00000","5.00000",""
"vfull","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","TCDDHS200406","","28.5 [18.9-40.5]","29.00000","19.00000","41.00000",""
"vfull","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","TCDDHS200407","","18.0 [9.2-32.4]","18.00000","9.00000","32.00000",""
