"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","OPENACCESSSERVICE","Display Value","Numeric","Low","High","Comments"
"RSUD_720","PUBLISHED","2014","SEAR","NPL","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","NPL","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","NPL","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","NZL","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","NZL","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","NZL","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","OMN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","OMN","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","OMN","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","PAK","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","PAK","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","PAK","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","PAN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","PAN","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","PAN","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","PER","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","PER","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","PER","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","PHL","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","PHL","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","PHL","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","PNG","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","PNG","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","PNG","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","POL","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","POL","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","POL","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","PRT","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","PRT","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","PRT","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","PRY","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","PRY","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","PRY","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ROU","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","RUS","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","RUS","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","RWA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","RWA","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","RWA","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SAU","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SAU","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SAU","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SDN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SDN","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SDN","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SEN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SEN","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","SGP","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","SGP","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","SGP","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","SLB","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","SLB","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","SLB","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SLE","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SLE","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SLE","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","SLV","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","SLV","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","SLV","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SOM","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SOM","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SOM","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SRB","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SRB","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SRB","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","SUR","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","SUR","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","SUR","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SVK","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SVK","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SVK","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SVN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SVN","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SVN","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SWE","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","SWE","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SWZ","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SWZ","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SWZ","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SYC","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SYC","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","SYC","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SYR","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SYR","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","SYR","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","TCD","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","TCD","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","TGO","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","TGO","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","TGO","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","THA","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","THA","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","TJK","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","TTO","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","TTO","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","TTO","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","TUN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","TUN","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","TUN","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","TUR","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","TUR","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","TUR","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","TZA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","TZA","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","TZA","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","UGA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","UGA","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","UGA","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","UKR","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","UKR","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","UKR","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","URY","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","URY","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","URY","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","USA","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","USA","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","USA","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","UZB","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","UZB","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","UZB","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","VNM","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","VNM","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","VNM","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","VUT","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","VUT","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","VUT","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","YEM","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","YEM","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","YEM","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ZAF","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ZAF","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ZMB","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ZWE","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ZWE","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","AGO","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","AGO","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","AGO","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ALB","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ALB","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EMR","ARE","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EMR","ARE","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","ARG","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ARM","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ARM","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ARM","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","ATG","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","ATG","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","ATG","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","AUT","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","BDI","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","BEL","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","BEN","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","BFA","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","BGR","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","BGR","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","BGR","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BHS","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BHS","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BHS","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BOL","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BOL","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BOL","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BRA","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BRA","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BRB","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BRB","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","BTN","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","BTN","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","BTN","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CAN","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","CHE","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CHL","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","CHN","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CIV","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CIV","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CMR","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CMR","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CMR","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","COG","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","COK","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","COK","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","COK","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","COL","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CPV","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CPV","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CPV","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CUB","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CUB","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","CZE","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","DEU","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EMR","DJI","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EMR","DJI","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","EMR","DJI","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","DMA","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","DMA","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","DMA","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ERI","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ERI","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ERI","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ESP","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","EST","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","EST","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","FJI","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","FJI","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","FJI","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GAB","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GAB","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GAB","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","GBR","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GIN","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GIN","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GIN","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GMB","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GMB","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GMB","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GNB","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GNB","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GNB","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GNQ","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GNQ","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GNQ","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","HND","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","HND","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","IND","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","IND","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","JPN","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","JPN","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","KAZ","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","KEN","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","KEN","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","KHM","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","KHM","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","KHM","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","KNA","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","KNA","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AMR","KNA","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","LBR","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","LBR","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","LBR","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","LKA","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","LSO","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","LSO","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","LSO","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","LUX","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","LUX","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","LUX","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MCO","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MCO","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MCO","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MDG","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","MDV","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","MDV","TELEPHONE_HELP_LINES","No data","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","MDV","WEB_BASED_INTERVENTIONS","No data","","","",""
"RSUD_720","PUBLISHED","2014","WPR","MHL","MOBILE_PHONE_BASED_INTERVENTIONS","No data","","","",""
