"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","OPENACCESSSERVICE","Display Value","Numeric","Low","High","Comments"
"RSUD_720","PUBLISHED","2014","SEAR","BGD","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","BGD","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","BHR","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","BHR","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","BHR","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","BIH","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","BIH","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","BIH","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","BLR","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","BLR","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","BLR","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BLZ","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BLZ","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BLZ","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BRA","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","BRB","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","BRN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","BRN","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","BRN","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","BWA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","BWA","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","BWA","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CAF","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CAF","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CAF","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CAN","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CAN","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","CHE","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","CHE","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CHL","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CHL","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","CHN","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","CHN","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","CIV","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","COD","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","COD","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","COD","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","COG","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","COG","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","COL","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","COL","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","COM","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","COM","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","COM","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CRI","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CRI","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CRI","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","CUB","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","CYP","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","CYP","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","CYP","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","CZE","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","CZE","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","DEU","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","DEU","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","DNK","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","DNK","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","DNK","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","DOM","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","DOM","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","DOM","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","DZA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","DZA","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","DZA","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","ECU","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","ECU","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","ECU","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","EGY","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","EGY","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","EGY","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ESP","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ESP","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","EST","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ETH","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ETH","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","ETH","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","FIN","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","FIN","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","FIN","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","FRA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","FRA","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","FRA","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","FSM","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","FSM","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","FSM","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","GBR","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","GBR","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","GEO","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","GEO","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","GEO","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GHA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GHA","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","GHA","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","GRC","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","GRC","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","GRC","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","GRD","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","GRD","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","GRD","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","GTM","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","GTM","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","GTM","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","GUY","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","GUY","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","GUY","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","HND","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","HRV","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","HRV","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","HRV","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","HTI","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","HTI","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","HTI","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","HUN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","HUN","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","HUN","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","IDN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","IDN","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","IDN","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","IND","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","IRL","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","IRL","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","IRL","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","IRN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","IRN","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","IRN","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","IRQ","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","IRQ","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","IRQ","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ISL","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ISL","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ISL","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ISR","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ISR","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ISR","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ITA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ITA","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","ITA","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","JAM","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","JAM","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","JAM","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","JOR","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","JOR","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","JOR","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","JPN","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","KAZ","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","KAZ","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","KEN","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","KGZ","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","KGZ","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","KGZ","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","KIR","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","KIR","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","KIR","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","KOR","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","KOR","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","KOR","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","KWT","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","KWT","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","KWT","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","LAO","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","LAO","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","LAO","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","LBN","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","LBN","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","LBN","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","LBY","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","LBY","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","LBY","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","LCA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","LCA","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","LCA","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","LKA","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","SEAR","LKA","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","LTU","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","LTU","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","LTU","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","LVA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","LVA","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","LVA","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EMR","MAR","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","MAR","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","EMR","MAR","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MDA","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MDA","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MDA","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MDG","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MDG","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","MEX","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AMR","MEX","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AMR","MEX","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MKD","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MKD","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MKD","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MLI","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MLI","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MLI","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MLT","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MLT","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","MLT","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","WPR","MNG","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","MNG","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","WPR","MNG","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MOZ","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MOZ","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MOZ","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MRT","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MRT","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MRT","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MUS","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MUS","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MUS","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MWI","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MWI","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","MWI","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","NAM","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","NAM","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","NAM","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","NER","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","NER","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","NER","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","NGA","MOBILE_PHONE_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","NGA","TELEPHONE_HELP_LINES","No","","","",""
"RSUD_720","PUBLISHED","2014","AFR","NGA","WEB_BASED_INTERVENTIONS","No","","","",""
"RSUD_720","PUBLISHED","2014","EUR","NLD","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","NLD","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","NLD","WEB_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","NOR","MOBILE_PHONE_BASED_INTERVENTIONS","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","NOR","TELEPHONE_HELP_LINES","Yes","","","",""
"RSUD_720","PUBLISHED","2014","EUR","NOR","WEB_BASED_INTERVENTIONS","Yes","","","",""
