"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_IMP_NPRELPL_POP","FPAFG2007","PUBLISHED","2007","EMR","AFG","TOTL","1.79","1.79000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPAFG2013","PUBLISHED","2013","EMR","AFG","TOTL","3.08","3.08000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPAGO2008","PUBLISHED","2008","AFR","AGO","TOTL","1.65","1.65000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPALB1996","PUBLISHED","1996","EUR","ALB","TOTL","1.57","1.57000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPALB2002","PUBLISHED","2002","EUR","ALB","TOTL","4.29","4.29000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPALB2005","PUBLISHED","2005","EUR","ALB","TOTL","3.67","3.67000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPALB2008","PUBLISHED","2008","EUR","ALB","TOTL","2.04","2.04000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPALB2012","PUBLISHED","2012","EUR","ALB","TOTL","2.51","2.51000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARG1996","PUBLISHED","1996","AMR","ARG","TOTL","0.67","0.67000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARG2004","PUBLISHED","2004","AMR","ARG","TOTL","1.98","1.98000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM1999","PUBLISHED","1999","EUR","ARM","TOTL","2.54","2.54000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2001","PUBLISHED","2001","EUR","ARM","TOTL","2.17","2.17000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2002","PUBLISHED","2002","EUR","ARM","TOTL","1.72","1.72000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2003","PUBLISHED","2003","EUR","ARM","TOTL","1.20","1.20000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2004","PUBLISHED","2004","EUR","ARM","TOTL","1.60","1.60000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2005","PUBLISHED","2005","EUR","ARM","TOTL","1.27","1.27000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2006","PUBLISHED","2006","EUR","ARM","TOTL","1.07","1.07000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2007","PUBLISHED","2007","EUR","ARM","TOTL","0.43","0.43000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2008","PUBLISHED","2008","EUR","ARM","TOTL","0.55","0.55000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2009","PUBLISHED","2009","EUR","ARM","TOTL","0.63","0.63000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2010","PUBLISHED","2010","EUR","ARM","TOTL","0.98","0.98000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2011","PUBLISHED","2011","EUR","ARM","TOTL","2.09","2.09000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2012","PUBLISHED","2012","EUR","ARM","TOTL","2.13","2.13000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPARM2013","PUBLISHED","2013","EUR","ARM","TOTL","2.54","2.54000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPAUS2010","PUBLISHED","2010","WPR","AUS","TOTL","1.22","1.22000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPAUT1999","PUBLISHED","1999","EUR","AUT","TOTL","1.28","1.28000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPAZE2002","PUBLISHED","2002","EUR","AZE","TOTL","1.25","1.25000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPAZE2003","PUBLISHED","2003","EUR","AZE","TOTL","0.87","0.87000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPAZE2004","PUBLISHED","2004","EUR","AZE","TOTL","0.88","0.88000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPAZE2005","PUBLISHED","2005","EUR","AZE","TOTL","0.76","0.76000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBDI1986","PUBLISHED","1986","AFR","BDI","TOTL","0.43","0.43000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBDI1998","PUBLISHED","1998","AFR","BDI","TOTL","1.12","1.12000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBDI2013","PUBLISHED","2013","AFR","BDI","TOTL","1.25","1.25000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBEL1997","PUBLISHED","1997","EUR","BEL","TOTL","2.24","2.24000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBEL2010","PUBLISHED","2010","EUR","BEL","TOTL","2.23","2.23000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBEN2003","PUBLISHED","2003","AFR","BEN","TOTL","1.68","1.68000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBEN2011","PUBLISHED","2011","AFR","BEN","TOTL","4.00","4.00000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBFA1998","PUBLISHED","1998","AFR","BFA","TOTL","1.36","1.36000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBFA2003","PUBLISHED","2003","AFR","BFA","TOTL","1.36","1.36000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBFA2009","PUBLISHED","2009","AFR","BFA","TOTL","0.96","0.96000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBFA2014","PUBLISHED","2014","AFR","BFA","TOTL","1.61","1.61000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBGD2000","PUBLISHED","2000","SEAR","BGD","TOTL","4.62","4.62000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBGD2005","PUBLISHED","2005","SEAR","BGD","TOTL","2.01","2.01000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBGD2010","PUBLISHED","2010","SEAR","BGD","TOTL","2.69","2.69000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBGD2016","PUBLISHED","2016","SEAR","BGD","TOTL","6.52","6.52000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBGR1995","PUBLISHED","1995","EUR","BGR","TOTL","0.57","0.57000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBGR1997","PUBLISHED","1997","EUR","BGR","TOTL","0.86","0.86000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBGR2000","PUBLISHED","2000","EUR","BGR","TOTL","1.58","1.58000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBGR2001","PUBLISHED","2001","EUR","BGR","TOTL","1.94","1.94000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBGR2007","PUBLISHED","2007","EUR","BGR","TOTL","3.28","3.28000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBGR2010","PUBLISHED","2010","EUR","BGR","TOTL","2.43","2.43000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBHS2013","PUBLISHED","2013","AMR","BHS","TOTL","1.35","1.35000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBIH2001","PUBLISHED","2001","EUR","BIH","TOTL","2.60","2.60000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBIH2004","PUBLISHED","2004","EUR","BIH","TOTL","1.60","1.60000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBIH2007","PUBLISHED","2007","EUR","BIH","TOTL","1.67","1.67000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBIH2011","PUBLISHED","2011","EUR","BIH","TOTL","1.62","1.62000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBIH2015","PUBLISHED","2015","EUR","BIH","TOTL","1.85","1.85000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBLR1998","PUBLISHED","1998","EUR","BLR","TOTL","0.58","0.58000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBLR1999","PUBLISHED","1999","EUR","BLR","TOTL","0.77","0.77000","","",""
"FINPROTECTION_IMP_NPRELPL_POP","FPBLR2000","PUBLISHED","2000","EUR","BLR","TOTL","0.60","0.60000","","",""
