"GHO","PUBLISHSTATE","YEAR","REGION","Display Value","Numeric","Low","High","Comments"
"LEAD_5","PUBLISHED","2004","WHO_LMI_AFR","9","9.39000","","",""
"LEAD_5","PUBLISHED","2004","WHO_LMI_AMR","6","6.16000","","",""
"LEAD_5","PUBLISHED","2004","WHO_LMI_EMR","25","24.79000","","",""
"LEAD_5","PUBLISHED","2004","WHO_LMI_EUR","8","7.56000","","",""
"LEAD_5","PUBLISHED","2004","WHO_LMI_SEAR","70","70.14000","","",""
"LEAD_5","PUBLISHED","2004","WHO_LMI_WPR","22","22.27000","","",""
"LEAD_5","PUBLISHED","2004","WHO_LMI_HIC","3","2.66000","","",""
"LEAD_5","PUBLISHED","2004","WHO_LMI_WORLD","143","142.97000","","",""
