"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","BEVERAGETYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_750_TABLE_WINE","30.56","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_500_POPULAR_BEER","3.09","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_500_POPULAR_BEER","3.34","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","KGZ","SA_750_TABLE_WINE","3.38","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MWI","SA_750_POPULAR_IMPORTED_SPIRITS","2.52","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","MYS","SA_750_TABLE_WINE","47.41","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MOZ","SA_750_POPULAR_LOCAL_SPIRITS","2.69","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","MMR","SA_750_TABLE_WINE","1.37","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","NIU","SA_500_POPULAR_BEER","2.94","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","NIU","SA_750_POPULAR_IMPORTED_SPIRITS","37.33","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","PLW","SA_750_TABLE_WINE","7.44","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ROU","SA_500_POPULAR_BEER","0.71","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ROU","SA_750_POPULAR_LOCAL_SPIRITS","3.18","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","LCA","SA_500_POPULAR_BEER","2.96","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","LCA","SA_750_POPULAR_LOCAL_SPIRITS","12.22","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","STP","SA_750_POPULAR_LOCAL_SPIRITS","3.08","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","SLE","SA_750_TABLE_WINE","2.57","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","SLE","SA_750_POPULAR_IMPORTED_SPIRITS","5.99","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_750_TABLE_WINE","2.02","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SWE","SA_500_POPULAR_BEER","1.57","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","THA","SA_750_POPULAR_LOCAL_SPIRITS","3.77","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MKD","SA_750_TABLE_WINE","0.31","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","TON","SA_750_TABLE_WINE","11.21","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","TTO","SA_500_POPULAR_BEER","3.98","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","UGA","SA_500_POPULAR_BEER","1.41","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","UGA","SA_750_POPULAR_LOCAL_SPIRITS","8.06","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ZMB","SA_750_POPULAR_LOCAL_SPIRITS","4.84","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ZWE","SA_500_POPULAR_BEER","1.07","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","SLV","SA_750_POPULAR_LOCAL_SPIRITS","6","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","FIN","SA_750_TABLE_WINE","8.6","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","MMR","SA_750_POPULAR_IMPORTED_SPIRITS","7.4","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","NIU","SA_750_TABLE_WINE","17.2","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_750_POPULAR_IMPORTED_SPIRITS","13.5","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ZWE","SA_750_TABLE_WINE","6","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","COK","SA_750_POPULAR_IMPORTED_SPIRITS","26.2","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_750_TABLE_WINE","1.15","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_750_POPULAR_IMPORTED_SPIRITS","10","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","LKA","SA_750_POPULAR_IMPORTED_SPIRITS","14.2","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","AUT","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","AUT","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","BRN","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","KHM","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","KIR","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","LBN","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MCO","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","MAR","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","PAK","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","PNG","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","SDN","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","SDN","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","USA","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","UZB","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","BHR","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","BEL","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","CUB","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","FRA","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GMB","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","IRN","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","IRN","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","LSO","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MDG","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","MAR","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","NAM","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","QAT","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","TJK","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","TGO","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","TKM","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","TKM","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ALB","SA_750_TABLE_WINE","4.25","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","AND","SA_750_TABLE_WINE","7.86","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_750_TABLE_WINE","1.24","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","AUS","SA_500_POPULAR_BEER","3.69","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","BGD","SA_500_POPULAR_BEER","1.95","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","BLR","SA_500_POPULAR_BEER","0.72","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","BOL","SA_500_POPULAR_BEER","3.01","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","BIH","SA_750_POPULAR_IMPORTED_SPIRITS","10.86","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_750_POPULAR_IMPORTED_SPIRITS","24.5","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","CPV","SA_500_POPULAR_BEER","1.47","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","CAF","SA_750_TABLE_WINE","3.49","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","CHL","SA_750_POPULAR_IMPORTED_SPIRITS","7.96","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_750_TABLE_WINE","1.23","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","COK","SA_750_TABLE_WINE","17.84","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_750_POPULAR_LOCAL_SPIRITS","7.76","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_750_TABLE_WINE","5.22","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_750_POPULAR_IMPORTED_SPIRITS","4.32","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ETH","SA_500_POPULAR_BEER","0.85","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_750_POPULAR_IMPORTED_SPIRITS","3.36","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_750_TABLE_WINE","1.63","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","IND","SA_750_TABLE_WINE","7.21","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","JAM","SA_750_TABLE_WINE","15.82","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_750_POPULAR_IMPORTED_SPIRITS","53.48","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","LAO","SA_750_POPULAR_LOCAL_SPIRITS","0.47","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","LBR","SA_500_POPULAR_BEER","2.04","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","LTU","SA_750_TABLE_WINE","5.96","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MLT","SA_750_TABLE_WINE","3.96","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","MNG","SA_750_TABLE_WINE","15.14","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_750_POPULAR_LOCAL_SPIRITS","8.36","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","NGA","SA_750_POPULAR_LOCAL_SPIRITS","1.84","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","PER","SA_750_TABLE_WINE","12.19","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_500_POPULAR_BEER","0.86","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","RUS","SA_500_POPULAR_BEER","0.92","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","RWA","SA_750_POPULAR_IMPORTED_SPIRITS","29.91","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SMR","SA_750_POPULAR_IMPORTED_SPIRITS","13.53","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","SYC","SA_750_POPULAR_LOCAL_SPIRITS","14.31","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SVK","SA_750_TABLE_WINE","2.12","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ESP","SA_750_POPULAR_LOCAL_SPIRITS","7.74","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","SUR","SA_750_TABLE_WINE","5.15","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SWE","SA_750_TABLE_WINE","5.56","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MKD","SA_750_POPULAR_IMPORTED_SPIRITS","12.24","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","TTO","SA_750_POPULAR_IMPORTED_SPIRITS","27.34","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","TUR","SA_750_POPULAR_LOCAL_SPIRITS","21.94","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","UKR","SA_750_TABLE_WINE","3.05","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_750_POPULAR_LOCAL_SPIRITS","8.25","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","VNM","SA_750_POPULAR_IMPORTED_SPIRITS","33.53","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","KNA","SA_750_POPULAR_LOCAL_SPIRITS","9.62","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ZMB","SA_500_POPULAR_BEER","2.05","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","CIV","SA_750_TABLE_WINE","2.4","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GMB","SA_750_TABLE_WINE","4.2","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","MNG","SA_500_POPULAR_BEER","2.8","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_750_TABLE_WINE","8","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","SWZ","SA_500_POPULAR_BEER","0.9","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","AZE","SA_750_POPULAR_IMPORTED_SPIRITS","9.55","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","CHL","SA_500_POPULAR_BEER","1.15","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ETH","SA_750_POPULAR_LOCAL_SPIRITS","2.26","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MOZ","SA_750_POPULAR_IMPORTED_SPIRITS","17.94","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","BRB","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","BOL","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","COK","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","FJI","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","HTI","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","LBY","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","MHL","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","MAR","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","OMN","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","PHL","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","SAU","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","SOM","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","SWZ","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","ARE","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","VUT","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","TUV","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","BHR","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","BRN","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","CUB","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","DJI","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GIN","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","IRL","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","LAO","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","MDV","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","NZL","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","PNG","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","WSM","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","TJK","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","ARE","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","YEM","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","AGO","SA_750_TABLE_WINE","1.79","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","AUS","SA_750_POPULAR_IMPORTED_SPIRITS","38.39","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","BEN","SA_750_POPULAR_IMPORTED_SPIRITS","8.06","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","BTN","SA_500_POPULAR_BEER","0.72","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","BDI","SA_750_POPULAR_IMPORTED_SPIRITS","12.43","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_750_TABLE_WINE","2.16","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_750_POPULAR_LOCAL_SPIRITS","1.44","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","COM","SA_750_TABLE_WINE","4.22","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","HRV","SA_750_POPULAR_IMPORTED_SPIRITS","16.72","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","COD","SA_750_POPULAR_LOCAL_SPIRITS","1.81","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","COD","SA_750_POPULAR_IMPORTED_SPIRITS","7.24","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","DOM","SA_500_POPULAR_BEER","0.98","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","DOM","SA_750_TABLE_WINE","5.48","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","EST","SA_750_TABLE_WINE","5.53","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_500_POPULAR_BEER","0.74","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_750_TABLE_WINE","1.73","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_750_TABLE_WINE","1.36","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_500_POPULAR_BEER","1.26","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_750_POPULAR_IMPORTED_SPIRITS","12.13","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GNB","SA_750_POPULAR_IMPORTED_SPIRITS","21.58","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_750_TABLE_WINE","6.29","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_750_POPULAR_LOCAL_SPIRITS","13.84","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","KIR","SA_750_POPULAR_IMPORTED_SPIRITS","73.72","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","LVA","SA_750_POPULAR_IMPORTED_SPIRITS","15.46","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","LUX","SA_500_POPULAR_BEER","1.41","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","LUX","SA_750_TABLE_WINE","5.29","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_500_POPULAR_BEER","1.96","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_750_TABLE_WINE","21.58","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MUS","SA_500_POPULAR_BEER","1.36","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_750_TABLE_WINE","7.47","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MNE","SA_750_POPULAR_LOCAL_SPIRITS","9.44","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MNE","SA_750_POPULAR_IMPORTED_SPIRITS","21.71","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","NIC","SA_750_TABLE_WINE","10.62","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","NER","SA_750_TABLE_WINE","4.32","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","NOR","SA_750_POPULAR_LOCAL_SPIRITS","42.27","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","NOR","SA_750_POPULAR_IMPORTED_SPIRITS","50.22","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","PRY","SA_500_POPULAR_BEER","0.88","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","PRY","SA_750_POPULAR_LOCAL_SPIRITS","0.15","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","PRT","SA_750_POPULAR_LOCAL_SPIRITS","13.46","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","RUS","SA_750_POPULAR_IMPORTED_SPIRITS","36.85","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","RWA","SA_500_POPULAR_BEER","3.02","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SMR","SA_500_POPULAR_BEER","2.29","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","SEN","SA_750_POPULAR_LOCAL_SPIRITS","2.59","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SRB","SA_750_TABLE_WINE","0.96","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SVN","SA_750_TABLE_WINE","2.04","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SVN","SA_750_POPULAR_LOCAL_SPIRITS","16.89","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","CHE","SA_750_POPULAR_LOCAL_SPIRITS","15.67","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","SYR","SA_750_POPULAR_IMPORTED_SPIRITS","14.04","","","",""
