"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001790","","PUBLISHED","2016","AFR","SLE","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AMR","COL","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AMR","CRI","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","NAM","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AMR","BRB","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EUR","BIH","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EUR","GRC","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AMR","CUB","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AMR","PRY","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","RWA","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","SEN","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AMR","SUR","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AMR","USA","State","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","MHL","No","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","MNG","Non-state actors","","","",""
"SA_0000001790","","PUBLISHED","2016","SEAR","IND","No","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","FJI","No","","","",""
"SA_0000001790","","PUBLISHED","2016","SEAR","MMR","No","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","KHM","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EUR","CHE","State","","","",""
"SA_0000001790","","PUBLISHED","2016","EUR","MKD","No","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","KIR","Non-state actors","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","LAO","No","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","TON","No data","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","BWA","Non-state actors","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","COM","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","ZAF","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","GMB","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","TZA","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","SWZ","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EMR","DJI","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EMR","OMN","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EUR","FRA","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EUR","SVK","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EUR","TUR","No","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","SGP","State","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","NIU","No data","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","VNM","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AMR","DMA","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EUR","MLT","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AMR","LCA","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EUR","IRL","State","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","GIN","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","MUS","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EUR","SRB","State","","","",""
"SA_0000001790","","PUBLISHED","2016","SEAR","LKA","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","GHA","No","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","KOR","Non-state actors","","","",""
"SA_0000001790","","PUBLISHED","2016","WPR","MYS","No","","","",""
"SA_0000001790","","PUBLISHED","2016","AFR","ERI","No","","","",""
"SA_0000001790","","PUBLISHED","2016","EMR","MAR","No","","","",""
