"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","POLICYSECTOR","Display Value","Numeric","Low","High","Comments"
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","GNQ","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","GNQ","OTHER_POLICY_SECTOR","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","DEU","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","DEU","JUSTICE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","DEU","AGRICULTURE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","SEAR","IDN","JUSTICE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","SEAR","IDN","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","IRL","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","IRL","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ITA","FINANCE_TAXATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ITA","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","JPN","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","JPN","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","KEN","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","KEN","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","LAO","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","LAO","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LTU","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LTU","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","MNG","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","MNG","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NLD","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NLD","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NLD","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NOR","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NOR","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","PAK","EDUCATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","PAK","LAW_ENFORCEMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","PRY","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","PRT","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","PRT","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ROU","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ROU","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","RUS","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","RUS","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","SYC","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","SYC","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVK","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVK","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","ZAF","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","ZAF","AGRICULTURE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ESP","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ALB","JUSTICE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ALB","FINANCE_TAXATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","DZA","HEALTH_SECTOR","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","DZA","JUSTICE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","AUS","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","BHS","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","BHS","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","BEL","ROAD_SAFETY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","BEL","EDUCATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","BWA","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","BWA","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","KHM","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","KHM","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","CHL","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","COG","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","COG","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","CIV","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","CIV","ROAD_SAFETY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","CUB","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","CUB","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","COD","EDUCATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","COD","LAW_ENFORCEMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","EGY","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","EGY","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","FIN","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","FIN","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","FRA","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","FRA","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","FRA","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","GRC","LAW_ENFORCEMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","GRC","AGRICULTURE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ISL","ROAD_SAFETY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ISL","EDUCATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","IRL","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","IRL","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ISR","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ISR","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","JPN","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","KAZ","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","KAZ","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","KAZ","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","LAO","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LVA","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LVA","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LVA","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","MEX","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","MEX","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","MEX","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NLD","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","NZL","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","NZL","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","NZL","OTHER_POLICY_SECTOR","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","OMN","HEALTH_SECTOR","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","OMN","JUSTICE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","OMN","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","OMN","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","PAK","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","POL","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","POL","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","POL","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","POL","OTHER_POLICY_SECTOR","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","MDA","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","MDA","JUSTICE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","MDA","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ROU","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","SYC","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVN","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVN","AGRICULTURE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","ZAF","HEALTH_SECTOR","Yes","","","",""
