"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","POLICYSECTOR","Display Value","Numeric","Low","High","Comments"
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ISR","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","JPN","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","JPN","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","KAZ","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","KEN","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","LAO","JUSTICE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","LAO","AGRICULTURE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LVA","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LTU","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","MEX","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","MEX","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","MNG","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NLD","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","NZL","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","NZL","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NOR","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NOR","OTHER_POLICY_SECTOR","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","OMN","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","PAK","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","PRY","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","POL","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","PRT","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","MDA","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","MDA","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ROU","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","RUS","FINANCE_TAXATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","SYC","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","SYC","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVK","ROAD_SAFETY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVK","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVN","OTHER_POLICY_SECTOR","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","ZAF","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ESP","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","MYS","LAW_ENFORCEMENT","","","","","missing data"
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ALB","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ALB","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","BLR","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","COL","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","COL","ROAD_SAFETY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","HRV","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","HRV","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","CUB","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","CZE","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","EGY","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","GNQ","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","DEU","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","MNG","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NLD","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","NZL","FINANCE_TAXATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NOR","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","OMN","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","PAK","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","MDA","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","MDA","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","RUS","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVK","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVN","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVN","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SWE","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","TJK","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","TJK","JUSTICE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","TKM","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","USA","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ALB","ROAD_SAFETY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","DZA","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","ARG","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","BHS","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","BHS","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","BLR","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","BEL","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","BWA","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","BWA","AGRICULTURE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","KHM","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","COL","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","COL","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","COG","FINANCE_TAXATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","CIV","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","HRV","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","CUB","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","CYP","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","CZE","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","COD","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","EGY","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","FIN","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","FRA","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","DEU","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","DEU","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","GRC","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ISL","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","IRL","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","IRL","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ISR","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ISR","AGRICULTURE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","JPN","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","JPN","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","KAZ","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","KEN","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","LAO","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","LAO","FINANCE_TAXATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LVA","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LVA","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LTU","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","MNG","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NLD","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","NZL","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","NZL","AGRICULTURE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NOR","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","OMN","SOCIAL","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","OMN","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","PRY","FINANCE_TAXATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","POL","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","PRT","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","PRT","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","MDA","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","MDA","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ROU","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","RUS","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","SYC","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SVK","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","ZAF","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ESP","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","DZA","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","KHM","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","CHL","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","CHL","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","CIV","EDUCATION","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","CUB","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","CYP","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","COD","ROAD_SAFETY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ISL","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","JPN","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","LAO","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","LTU","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","MNG","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NLD","EMPLOYMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","NOR","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","PRY","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","PRT","ROAD_SAFETY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","ROU","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","ZAF","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","CHE","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","TJK","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","SEAR","THA","FINANCE_TAXATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","USA","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","UZB","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","WPR","MYS","HEALTH_SECTOR","","","","","missing data"
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","SMR","HEALTH_SECTOR","","","","","missing data"
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","DZA","LAW_ENFORCEMENT","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","DZA","AGRICULTURE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","ARG","EDUCATION","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","ARG","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","BHS","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","BLR","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","BLR","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","BLR","AGRICULTURE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","BWA","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","BRA","SOCIAL","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","BRA","EMPLOYMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","BRA","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","CHL","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","COL","HEALTH_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","COL","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AMR","COL","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","CIV","OTHER_POLICY_SECTOR","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","HRV","TRADE_INDUSTRY","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","HRV","OTHER_POLICY_SECTOR","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","CZE","JUSTICE","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","CZE","LAW_ENFORCEMENT","Yes","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EUR","CZE","AGRICULTURE","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","AFR","COD","HEALTH_SECTOR","No","","","",""
"SA_0000001694_ARCHIVED","PUBLISHED","2012","EMR","EGY","OTHER_POLICY_SECTOR","No","","","",""
