"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001789_ARCHIVED","SA_0000001789_CHL","PUBLISHED","2008","AMR","CHL","6.6","6.60000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_CHL","PUBLISHED","2005","AMR","CHL","8.4","8.40000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_BLR","PUBLISHED","2011","EUR","BLR","20.4","20.40000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_BLR","PUBLISHED","2009","EUR","BLR","20.2","20.20000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_AZE","PUBLISHED","2010","EUR","AZE","3.5","3.50000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_AZE","PUBLISHED","2007","EUR","AZE","","","","","missing data"
"SA_0000001789_ARCHIVED","SA_0000001789_AZE","PUBLISHED","1999","EUR","AZE","","","","","missing data"
"SA_0000001789_ARCHIVED","SA_0000001789_AZE","PUBLISHED","1996","EUR","AZE","","","","","missing data"
"SA_0000001789_ARCHIVED","SA_0000001789_HRV","PUBLISHED","2010","EUR","HRV","4.1","4.10000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_CZE","PUBLISHED","2010","EUR","CZE","15.4","15.40000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_HRV","PUBLISHED","2013","EUR","HRV","6.4","6.40000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_FIN","PUBLISHED","2008","EUR","FIN","0.7","0.70000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_EST","PUBLISHED","2008","EUR","EST","67.1","67.10000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_EST","PUBLISHED","2006","EUR","EST","69.8","69.80000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_CZE","PUBLISHED","2011","EUR","CZE","18.9","18.90000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_GEO","PUBLISHED","2013","EUR","GEO","1.2","1.20000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_FIN","PUBLISHED","2014","EUR","FIN","0.9","0.90000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_IRL","PUBLISHED","2011","EUR","IRL","20.5","20.50000","","",""
"SA_0000001789_ARCHIVED","SA_0000001789_IRL","PUBLISHED","2005","EUR","IRL","25","25.00000","","",""
