"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ADVERTISINGTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001513_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_BEER_ADS","ban","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AMR","BHS","SA_WINE_ADS","ban","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","SEAR","BTN","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AMR","BOL","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AMR","CAN","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AMR","CHL","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AFR","GMB","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","EUR","DEU","SA_BEER_ADS","voluntary/self-restricted","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_SPIRITS_ADS","voluntary/self-restricted","","","",""
"SA_0000001513_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_WINE_ADS","no restrictions","","","",""
