"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","MEASUREIMPORTANCETYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001721","PUBLISHED","2012","EUR","SMR","SA_SERVER_TRAINING_VOLUNTARILY","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SMR","SA_SERVER_TRAINING_NEEDED","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SMR","SA_LEGAL_ENFORCEMENT","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SMR","SA_MONITORING_THROUGH_TEST_PURCHASE","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SMR","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SMR","SA_AWARENESS_CAMPAIGNS_YOUTH","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SRB","SA_SERVER_TRAINING_VOLUNTARILY","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SRB","SA_SERVER_TRAINING_NEEDED","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SRB","SA_LEGAL_ENFORCEMENT","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SRB","SA_MONITORING_THROUGH_TEST_PURCHASE","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SRB","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SRB","SA_AWARENESS_CAMPAIGNS_YOUTH","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVK","SA_SERVER_TRAINING_VOLUNTARILY","Not used  at  all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVK","SA_SERVER_TRAINING_NEEDED","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVK","SA_LEGAL_ENFORCEMENT","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVK","SA_MONITORING_THROUGH_TEST_PURCHASE","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVK","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVK","SA_AWARENESS_CAMPAIGNS_YOUTH","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVN","SA_SERVER_TRAINING_VOLUNTARILY","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVN","SA_SERVER_TRAINING_NEEDED","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVN","SA_LEGAL_ENFORCEMENT","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVN","SA_MONITORING_THROUGH_TEST_PURCHASE","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVN","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SVN","SA_AWARENESS_CAMPAIGNS_YOUTH","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","ESP","SA_SERVER_TRAINING_VOLUNTARILY","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","ESP","SA_SERVER_TRAINING_NEEDED","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","ESP","SA_LEGAL_ENFORCEMENT","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","ESP","SA_MONITORING_THROUGH_TEST_PURCHASE","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","ESP","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","ESP","SA_AWARENESS_CAMPAIGNS_YOUTH","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SWE","SA_SERVER_TRAINING_VOLUNTARILY","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SWE","SA_SERVER_TRAINING_NEEDED","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SWE","SA_LEGAL_ENFORCEMENT","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SWE","SA_MONITORING_THROUGH_TEST_PURCHASE","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SWE","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","SWE","SA_AWARENESS_CAMPAIGNS_YOUTH","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","CHE","SA_SERVER_TRAINING_VOLUNTARILY","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","CHE","SA_SERVER_TRAINING_NEEDED","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","CHE","SA_LEGAL_ENFORCEMENT","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","CHE","SA_MONITORING_THROUGH_TEST_PURCHASE","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","CHE","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","CHE","SA_AWARENESS_CAMPAIGNS_YOUTH","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","MKD","SA_SERVER_TRAINING_VOLUNTARILY","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","MKD","SA_SERVER_TRAINING_NEEDED","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","MKD","SA_LEGAL_ENFORCEMENT","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","MKD","SA_MONITORING_THROUGH_TEST_PURCHASE","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","MKD","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","MKD","SA_AWARENESS_CAMPAIGNS_YOUTH","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TUR","SA_SERVER_TRAINING_VOLUNTARILY","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TUR","SA_SERVER_TRAINING_NEEDED","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TUR","SA_LEGAL_ENFORCEMENT","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TUR","SA_MONITORING_THROUGH_TEST_PURCHASE","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TUR","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TUR","SA_AWARENESS_CAMPAIGNS_YOUTH","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TKM","SA_SERVER_TRAINING_VOLUNTARILY","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TKM","SA_SERVER_TRAINING_NEEDED","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TKM","SA_LEGAL_ENFORCEMENT","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TKM","SA_MONITORING_THROUGH_TEST_PURCHASE","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","TKM","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UKR","SA_SERVER_TRAINING_VOLUNTARILY","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UKR","SA_SERVER_TRAINING_NEEDED","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UKR","SA_LEGAL_ENFORCEMENT","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UKR","SA_MONITORING_THROUGH_TEST_PURCHASE","Low importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UKR","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UKR","SA_AWARENESS_CAMPAIGNS_YOUTH","Medium importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","GBR","SA_SERVER_TRAINING_VOLUNTARILY","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","GBR","SA_SERVER_TRAINING_NEEDED","Not used at all","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","GBR","SA_LEGAL_ENFORCEMENT","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","GBR","SA_MONITORING_THROUGH_TEST_PURCHASE","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","GBR","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","GBR","SA_AWARENESS_CAMPAIGNS_YOUTH","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UZB","SA_SERVER_TRAINING_VOLUNTARILY","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UZB","SA_SERVER_TRAINING_NEEDED","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UZB","SA_LEGAL_ENFORCEMENT","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UZB","SA_MONITORING_THROUGH_TEST_PURCHASE","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UZB","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","UZB","SA_AWARENESS_CAMPAIGNS_YOUTH","High importance","","","",""
"SA_0000001721","PUBLISHED","2012","EUR","AND","SA_MONITORING_THROUGH_TEST_PURCHASE","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","GEO","SA_SERVER_TRAINING_VOLUNTARILY","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","GEO","SA_SERVER_TRAINING_NEEDED","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","GEO","SA_LEGAL_ENFORCEMENT","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","GEO","SA_MONITORING_THROUGH_TEST_PURCHASE","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","GEO","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","GEO","SA_AWARENESS_CAMPAIGNS_YOUTH","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","KAZ","SA_SERVER_TRAINING_VOLUNTARILY","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","KAZ","SA_SERVER_TRAINING_NEEDED","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","KAZ","SA_LEGAL_ENFORCEMENT","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","KAZ","SA_MONITORING_THROUGH_TEST_PURCHASE","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","KAZ","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","KAZ","SA_AWARENESS_CAMPAIGNS_YOUTH","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","MCO","SA_SERVER_TRAINING_VOLUNTARILY","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","MCO","SA_SERVER_TRAINING_NEEDED","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","MCO","SA_LEGAL_ENFORCEMENT","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","MCO","SA_MONITORING_THROUGH_TEST_PURCHASE","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","MCO","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","MCO","SA_AWARENESS_CAMPAIGNS_YOUTH","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","TJK","SA_SERVER_TRAINING_VOLUNTARILY","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","TJK","SA_SERVER_TRAINING_NEEDED","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","TJK","SA_LEGAL_ENFORCEMENT","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","TJK","SA_MONITORING_THROUGH_TEST_PURCHASE","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","TJK","SA_AWARENESS_CAMPAIGNS_SELLERS_SERVERS","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","TJK","SA_AWARENESS_CAMPAIGNS_YOUTH","","","","","missing data"
"SA_0000001721","PUBLISHED","2012","EUR","TKM","SA_AWARENESS_CAMPAIGNS_YOUTH","","","","","missing data"
