"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","INADEQUACY","Display Value","Numeric","Low","High","Comments"
"WSH_20_HYG","PUBLISHED","2016","AMR","ARG","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.10 [0.00-0.46]","0.10000","0.00000","0.46000",""
"WSH_20_HYG","PUBLISHED","2016","AMR","HND","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.10 [0.00-0.47]","0.10000","0.00000","0.47000",""
"WSH_20_HYG","PUBLISHED","2016","EUR","SVK","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.41]","0.08000","0.00000","0.41000",""
"WSH_20_HYG","PUBLISHED","2016","EUR","CYP","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.41]","0.08000","0.00000","0.41000",""
"WSH_20_HYG","PUBLISHED","2016","AFR","MDG","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.13 [0.00-0.60]","0.13000","0.00000","0.60000",""
"WSH_20_HYG","PUBLISHED","2016","EUR","ALB","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.11 [0.00-0.56]","0.11000","0.00000","0.56000",""
"WSH_20_HYG","PUBLISHED","2016","EMR","LBY","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.11 [0.00-0.57]","0.11000","0.00000","0.57000",""
"WSH_20_HYG","PUBLISHED","2016","WPR","SGP","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.42]","0.08000","0.00000","0.42000",""
"WSH_20_HYG","PUBLISHED","2016","EUR","DEU","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.42]","0.08000","0.00000","0.42000",""
"WSH_20_HYG","PUBLISHED","2016","EMR","MAR","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.12 [0.00-0.57]","0.12000","0.00000","0.57000",""
"WSH_20_HYG","PUBLISHED","2016","SEAR","THA","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.10 [0.00-0.49]","0.10000","0.00000","0.49000",""
"WSH_20_HYG","PUBLISHED","2016","EUR","FIN","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.41]","0.08000","0.00000","0.41000",""
"WSH_20_HYG","PUBLISHED","2016","SEAR","MDV","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.10 [0.00-0.49]","0.10000","0.00000","0.49000",""
"WSH_20_HYG","PUBLISHED","2016","AMR","PRY","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.10 [0.00-0.47]","0.10000","0.00000","0.47000",""
"WSH_20_HYG","PUBLISHED","2016","AFR","GNQ","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.13 [0.00-0.61]","0.13000","0.00000","0.61000",""
"WSH_20_HYG","PUBLISHED","2016","WPR","MNG","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.12 [0.00-0.56]","0.12000","0.00000","0.56000",""
"WSH_20_HYG","PUBLISHED","2016","AFR","TGO","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.13 [0.00-0.61]","0.13000","0.00000","0.61000",""
"WSH_20_HYG","PUBLISHED","2016","AFR","CPV","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.13 [0.00-0.61]","0.13000","0.00000","0.61000",""
"WSH_20_HYG","PUBLISHED","2016","EUR","LUX","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.41]","0.08000","0.00000","0.41000",""
"WSH_20_HYG","PUBLISHED","2016","WPR","JPN","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.42]","0.08000","0.00000","0.42000",""
"WSH_20_HYG","PUBLISHED","2016","WPR","SLB","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.12 [0.00-0.56]","0.12000","0.00000","0.56000",""
"WSH_20_HYG","PUBLISHED","2016","AMR","TTO","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.41]","0.08000","0.00000","0.41000",""
"WSH_20_HYG","PUBLISHED","2016","AFR","ZMB","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.13 [0.00-0.62]","0.13000","0.00000","0.62000",""
"WSH_20_HYG","PUBLISHED","2016","EMR","SAU","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.42]","0.08000","0.00000","0.42000",""
"WSH_20_HYG","PUBLISHED","2016","AFR","SYC","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.41]","0.08000","0.00000","0.41000",""
"WSH_20_HYG","PUBLISHED","2016","EMR","KWT","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.41]","0.08000","0.00000","0.41000",""
"WSH_20_HYG","PUBLISHED","2016","EUR","MKD","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.11 [0.00-0.55]","0.11000","0.00000","0.55000",""
"WSH_20_HYG","PUBLISHED","2016","EUR","UKR","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.11 [0.00-0.56]","0.11000","0.00000","0.56000",""
"WSH_20_HYG","PUBLISHED","2016","EUR","CZE","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.41]","0.08000","0.00000","0.41000",""
"WSH_20_HYG","PUBLISHED","2016","EUR","FRA","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.41]","0.08000","0.00000","0.41000",""
"WSH_20_HYG","PUBLISHED","2016","AFR","NER","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.13 [0.00-0.61]","0.13000","0.00000","0.61000",""
"WSH_20_HYG","PUBLISHED","2016","SEAR","PRK","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.11 [0.00-0.51]","0.11000","0.00000","0.51000",""
"WSH_20_HYG","PUBLISHED","2016","EMR","AFG","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.12 [0.00-0.57]","0.12000","0.00000","0.57000",""
"WSH_20_HYG","PUBLISHED","2016","AFR","CIV","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.13 [0.00-0.61]","0.13000","0.00000","0.61000",""
"WSH_20_HYG","PUBLISHED","2016","AMR","ECU","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.10 [0.00-0.46]","0.10000","0.00000","0.46000",""
"WSH_20_HYG","PUBLISHED","2016","EMR","ARE","YEARSALL","BTSX","INADEQUATE_HYGIENE","0.08 [0.00-0.41]","0.08000","0.00000","0.41000",""
