"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","WORLDBANKREGION","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","AFR","","","","","15.75","15.75480","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","AMR","","","","","14.56","14.55670","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","EMR","","","","","14.20","14.19850","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","EUR","","","","","14.29","14.29460","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","183.24","183.23610","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","SEAR","","","","","59.66","59.66360","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","WPR","","","","","64.47","64.47370","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_CENTRALASIASOUTHERNASIA","62.54","62.54150","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","68.50","68.50400","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_EUROPE","12.25","12.25330","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_LAC","11.52","11.51790","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_NORTHERNAMR","3.10","3.09950","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_OCEANIA","0.51","0.51300","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_SUBSAHARANAFRICA","15.44","15.43890","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_WESTERNASIANORTHERNAFR","9.37","9.36790","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","UN_Africa","","","","21.28","21.27930","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","UN_Asia","","","","134.57","134.57310","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","UN_Europe","","","","12.25","12.25330","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","UN_Latin America_Caribbean","","","","11.52","11.51790","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","UN_Northern_America","","","","3.10","3.09950","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","UN_Oceania","","","","0.51","0.51300","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","WB_HI","","","16.50","16.50260","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","WB_LI","","","9.09","9.08710","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","WB_LMI","","","81.55","81.54660","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","WB_UMI","","","76.10","76.09980","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","WB_EAP","","69.02","69.01710","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","WB_ECA","","14.20","14.19540","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","WB_LAC","","11.52","11.51790","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","WB_MNA","","9.56","9.55590","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","WB_NAR","","3.10","3.09880","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","WB_SAR","","59.93","59.93240","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2015","","","","WB_SSA","","15.92","15.91850","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","AFR","","","","","12.59","12.58820","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","AMR","","","","","14.53","14.52770","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","EMR","","","","","11.03","11.03130","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","EUR","","","","","12.98","12.98180","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","151.15","151.15490","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","SEAR","","","","","42.06","42.06190","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","WPR","","","","","57.69","57.68570","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_CENTRALASIASOUTHERNASIA","44.48","44.47680","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","60.31","60.31110","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_EUROPE","11.26","11.26200","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_LAC","11.78","11.78210","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_NORTHERNAMR","2.81","2.80640","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_OCEANIA","0.46","0.46400","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_SUBSAHARANAFRICA","12.31","12.30640","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_WESTERNASIANORTHERNAFR","7.75","7.74610","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","UN_Africa","","","","17.25","17.25370","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","UN_Asia","","","","107.59","107.58670","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","UN_Europe","","","","11.26","11.26200","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","UN_Latin America_Caribbean","","","","11.78","11.78210","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","UN_Northern_America","","","","2.81","2.80640","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","UN_Oceania","","","","0.46","0.46400","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","WB_HI","","","17.77","17.77310","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","WB_LI","","","14.20","14.20290","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","WB_LMI","","","53.67","53.67310","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","WB_UMI","","","65.39","65.38970","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","WB_EAP","","60.78","60.77510","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","WB_ECA","","12.89","12.89200","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","WB_LAC","","11.78","11.78210","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","WB_MNA","","8.01","8.01050","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","WB_NAR","","2.81","2.80580","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","WB_SAR","","42.17","42.17160","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2010","","","","WB_SSA","","12.72","12.71780","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","AFR","","","","","9.91","9.91410","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","AMR","","","","","13.59","13.58940","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","EMR","","","","","10.24","10.23930","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","EUR","","","","","11.72","11.72110","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","126.29","126.28790","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","SEAR","","","","","37.30","37.30210","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","WPR","","","","","43.28","43.28050","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_CENTRALASIASOUTHERNASIA","39.65","39.64940","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","46.05","46.05370","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_EUROPE","10.03","10.03320","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_LAC","10.19","10.18990","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_NORTHERNAMR","3.46","3.45820","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_OCEANIA","0.40","0.40060","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_SUBSAHARANAFRICA","9.64","9.63790","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_WESTERNASIANORTHERNAFR","6.87","6.86510","","",""
