"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001464","SA_0000001464_AUT","PUBLISHED","2009","EUR","AUT","492.3","","","",""
"SA_0000001464","SA_0000001464_AUT","PUBLISHED","2014","EUR","AUT","392.4","","","",""
"SA_0000001464","SA_0000001464_AUT","PUBLISHED","2010","EUR","AUT","447.1","","","",""
"SA_0000001464","SA_0000001464_AUT","PUBLISHED","2012","EUR","AUT","456.8","","","",""
"SA_0000001464","SA_0000001464_AUT","PUBLISHED","2011","EUR","AUT","477.6","","","",""
"SA_0000001464","SA_0000001464_AUT","PUBLISHED","2013","EUR","AUT","417.2","","","",""
"SA_0000001464","SA_0000001464_BEL","PUBLISHED","2007","EUR","BEL","438","","","",""
"SA_0000001464","SA_0000001464_BEL","PUBLISHED","2012","EUR","BEL","416.8","","","",""
"SA_0000001464","SA_0000001464_BEL","PUBLISHED","2013","EUR","BEL","430.8","","","",""
"SA_0000001464","SA_0000001464_BEL","PUBLISHED","2008","EUR","BEL","489.5","","","",""
"SA_0000001464","SA_0000001464_BEL","PUBLISHED","2009","EUR","BEL","499.3","","","",""
"SA_0000001464","SA_0000001464_BEL","PUBLISHED","2010","EUR","BEL","514.2","","","",""
"SA_0000001464","SA_0000001464_BEL","PUBLISHED","2011","EUR","BEL","472.6","","","",""
"SA_0000001464","SA_0000001464_BHR","PUBLISHED","2011","EMR","BHR","121","","","",""
"SA_0000001464","SA_0000001464_BHR","PUBLISHED","2006","EMR","BHR","17.3","","","",""
"SA_0000001464","SA_0000001464_BHR","PUBLISHED","2008","EMR","BHR","78.9","","","",""
"SA_0000001464","SA_0000001464_BHR","PUBLISHED","2010","EMR","BHR","18.1","","","",""
"SA_0000001464","SA_0000001464_BHR","PUBLISHED","2013","EMR","BHR","99.6","","","",""
"SA_0000001464","SA_0000001464_BHR","PUBLISHED","2009","EMR","BHR","128.8","","","",""
"SA_0000001464","SA_0000001464_BHR","PUBLISHED","2012","EMR","BHR","105.2","","","",""
"SA_0000001464","SA_0000001464_BHR","PUBLISHED","2014","EMR","BHR","43.5","","","",""
"SA_0000001464","SA_0000001464_BHR","PUBLISHED","2007","EMR","BHR","12.8","","","",""
"SA_0000001464","SA_0000001464_BLZ","PUBLISHED","2006","AMR","BLZ","57.4","","","",""
"SA_0000001464","SA_0000001464_BLZ","PUBLISHED","2007","AMR","BLZ","56","","","",""
"SA_0000001464","SA_0000001464_BTN","PUBLISHED","2009","SEAR","BTN","15.8","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","1990","AMR","CAN","633.2","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","2001","AMR","CAN","328.6","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","2008","AMR","CAN","305.8","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","2003","AMR","CAN","300.3","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","2006","AMR","CAN","282.9","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","1991","AMR","CAN","632.8","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","1993","AMR","CAN","516.3","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","1998","AMR","CAN","362.3","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","2000","AMR","CAN","319.4","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","2002","AMR","CAN","313.4","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","2007","AMR","CAN","290.9","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","2009","AMR","CAN","314.3","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","1995","AMR","CAN","438.5","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","1997","AMR","CAN","377","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","2012","AMR","CAN","289","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","2014","AMR","CAN","251.9","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","1992","AMR","CAN","588.3","","","",""
"SA_0000001464","SA_0000001464_CAN","PUBLISHED","1999","AMR","CAN","351.1","","","",""
