"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","Display Value","Numeric","Low","High","Comments"
"obesewm","EQ_MICS","PUBLISHED","2010","EMR","AFG","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","EMR","AFG","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2000","EUR","ARM","","RUR","","","15.3 [14.0-16.7]","15.31975","14.02441","16.71149",""
"obesewm","EQ_DHS","PUBLISHED","2000","EUR","ARM","","URB","","","13.3 [11.9-14.9]","13.34248","11.88669","14.94631",""
"obesewm","EQ_DHS","PUBLISHED","2010","EUR","ARM","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2010","EUR","ARM","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2005","AFR","BDI","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2011","AFR","BEN","","URB","","","10.4 [9.2-11.7]","10.35280","9.15466","11.68758",""
"obesewm","EQ_DHS","PUBLISHED","2003","AFR","BFA","","RUR","","","0.6 [0.4-0.9]","0.55710","0.35477","0.87382",""
"obesewm","EQ_DHS","PUBLISHED","2003","AFR","BFA","","URB","","","8.7 [7.4-10.1]","8.65672","7.41681","10.08134",""
"obesewm","EQ_DHS","PUBLISHED","2010","AFR","BFA","","RUR","","","0.9 [0.7-1.3]","0.94328","0.68320","1.30107",""
"obesewm","EQ_DHS","PUBLISHED","2010","AFR","BFA","","URB","","","8.5 [7.2-10.1]","8.54294","7.21612","10.08720",""
"obesewm","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","RUR","","","0.3 [0.2-0.6]","0.32711","0.18059","0.59178",""
"obesewm","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","URB","","","6.4 [5.5-7.5]","6.42538","5.53277","7.45063",""
"obesewm","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","RUR","","","2.6 [2.2-3.2]","2.64146","2.21240","3.15105",""
"obesewm","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","URB","","","8.8 [7.5-10.3]","8.79815","7.51951","10.27008",""
"obesewm","EQ_MICS","PUBLISHED","2011","EUR","BIH","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2011","EUR","BIH","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1998","AMR","BOL","","URB","","","14.3 [12.8-16.0]","14.30927","12.76607","16.00479",""
"obesewm","EQ_DHS","PUBLISHED","2008","AMR","BOL","","RUR","","","14.1 [12.8-15.4]","14.09120","12.84391","15.43815",""
"obesewm","EQ_DHS","PUBLISHED","2008","AMR","BOL","","URB","","","19.1 [18.2-20.1]","19.14256","18.23038","20.08918",""
"obesewm","EQ_MICS","PUBLISHED","2012","AMR","BRB","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2012","AMR","BRB","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","AFR","CIV","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","AFR","CIV","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","CMR","","RUR","","","1.7 [0.9-3.0]","1.67015","0.93002","2.98154",""
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","CMR","","URB","","","7.6 [5.3-10.7]","7.59185","5.34237","10.68162",""
"obesewm","EQ_MICS","PUBLISHED","2006","AFR","CMR","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2013","AFR","COD","","URB","","","7.1 [6.0-8.4]","7.07499","5.96779","8.36931",""
"obesewm","EQ_DHS","PUBLISHED","2011","AFR","COG","","RUR","","","3.7 [2.6-5.4]","3.74224","2.58829","5.38224",""
"obesewm","EQ_DHS","PUBLISHED","2011","AFR","COG","","URB","","","11.2 [9.5-13.2]","11.19279","9.48328","13.16565",""
"obesewm","EQ_DHS","PUBLISHED","2000","AMR","COL","","RUR","","","9.2 [7.4-11.5]","9.24007","7.36409","11.53444",""
"obesewm","EQ_DHS","PUBLISHED","2000","AMR","COL","","URB","","","11.0 [9.8-12.4]","11.02650","9.75764","12.43762",""
"obesewm","EQ_DHS","PUBLISHED","2010","AMR","COL","","RUR","","","15.0 [14.1-15.9]","14.95167","14.07193","15.87624",""
"obesewm","EQ_RHS","PUBLISHED","1992","AMR","CRI","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","AMR","CUB","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","AMR","CUB","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2014","AMR","CUB","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2014","AMR","CUB","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1996","AMR","DOM","","RUR","","","9.7 [8.5-11.1]","9.72612","8.51327","11.09082",""
"obesewm","EQ_MICS","PUBLISHED","2014","AMR","DOM","","URB","","","No data","","","","Not available."
"obesewm","EQ_RHS","PUBLISHED","1994","AMR","ECU","","RUR","","","No data","","","","Not available."
"obesewm","EQ_RHS","PUBLISHED","1994","AMR","ECU","","URB","","","No data","","","","Not available."
"obesewm","EQ_RHS","PUBLISHED","2004","AMR","ECU","","RUR","","","No data","","","","Not available."
"obesewm","EQ_RHS","PUBLISHED","2004","AMR","ECU","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2005","AFR","ETH","","RUR","","","0.3 [0.2-0.7]","0.33522","0.15655","0.71632",""
"obesewm","EQ_DHS","PUBLISHED","2005","AFR","ETH","","URB","","","2.3 [1.6-3.2]","2.28808","1.61551","3.23144",""
"obesewm","EQ_DHS","PUBLISHED","2000","AFR","GAB","","RUR","","","2.4 [1.7-3.5]","2.43893","1.70242","3.48278",""
"obesewm","EQ_DHS","PUBLISHED","2000","AFR","GAB","","URB","","","10.0 [8.5-11.7]","9.99608","8.52442","11.68933",""
"obesewm","EQ_MICS","PUBLISHED","2005","EUR","GEO","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2014","AFR","GHA","","RUR","","","8.7 [7.3-10.2]","8.65092","7.29543","10.23048",""
"obesewm","EQ_DHS","PUBLISHED","2014","AFR","GHA","","URB","","","20.7 [18.3-23.4]","20.72437","18.31557","23.35937",""
"obesewm","EQ_DHS","PUBLISHED","2005","AFR","GIN","","RUR","","","1.2 [0.8-1.8]","1.19134","0.80444","1.76103",""
"obesewm","EQ_DHS","PUBLISHED","2005","AFR","GIN","","URB","","","6.9 [4.8-9.9]","6.90249","4.75209","9.92458",""
"obesewm","EQ_MICS","PUBLISHED","2005","AFR","GMB","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1998","AMR","GTM","","URB","","","18.0 [12.5-25.2]","17.98948","12.52026","25.16068",""
"obesewm","EQ_RHS","PUBLISHED","2008","AMR","GTM","","RUR","","","13.3 [12.5-14.3]","13.34825","12.48121","14.26571",""
"obesewm","EQ_RHS","PUBLISHED","2008","AMR","GTM","","URB","","","21.3 [20.0-22.6]","21.27506","19.96739","22.64414",""
"obesewm","EQ_MICS","PUBLISHED","2006","AMR","GUY","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","AMR","GUY","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2014","AMR","GUY","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2011","AMR","HND","","URB","","","25.4 [24.2-26.6]","25.38639","24.21647","26.59299",""
"obesewm","EQ_DHS","PUBLISHED","2000","AMR","HTI","","RUR","","","3.2 [2.5-4.1]","3.21441","2.49431","4.13358",""
"obesewm","EQ_DHS","PUBLISHED","2000","AMR","HTI","","URB","","","12.8 [9.2-17.7]","12.83562","9.16213","17.69506",""
"obesewm","EQ_DHS","PUBLISHED","2012","AMR","HTI","","RUR","","","5.1 [4.3-6.2]","5.14010","4.25050","6.20382",""
"obesewm","EQ_DHS","PUBLISHED","2012","AMR","HTI","","URB","","","10.7 [9.4-12.2]","10.74162","9.40894","12.23756",""
"obesewm","EQ_DHS","PUBLISHED","2005","SEAR","IND","","RUR","","","1.3 [1.1-1.4]","1.25125","1.14022","1.37296",""
"obesewm","EQ_DHS","PUBLISHED","2005","SEAR","IND","","URB","","","6.1 [5.7-6.5]","6.10516","5.69267","6.54547",""
"obesewm","EQ_MICS","PUBLISHED","2011","EMR","IRQ","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2011","EMR","IRQ","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2011","AMR","JAM","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","EUR","KAZ","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","EUR","KAZ","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2015","EUR","KAZ","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2015","EUR","KAZ","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","KEN","","RUR","","","2.1 [1.5-2.7]","2.06240","1.54471","2.74875",""
"obesewm","EQ_MICS","PUBLISHED","2005","EUR","KGZ","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2014","EUR","KGZ","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2014","EUR","KGZ","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2005","WPR","KHM","","RUR","","","0.9 [0.6-1.2]","0.85777","0.62924","1.16833",""
"obesewm","EQ_DHS","PUBLISHED","2005","WPR","KHM","","URB","","","2.6 [1.8-3.6]","2.55452","1.81804","3.57848",""
"obesewm","EQ_DHS","PUBLISHED","2014","WPR","KHM","","RUR","","","2.5 [2.0-3.0]","2.48323","2.04369","3.01440",""
"obesewm","EQ_MICS","PUBLISHED","2012","AMR","LCA","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2009","AFR","LSO","","RUR","","","14.0 [12.6-15.5]","13.98319","12.58270","15.51190",""
"obesewm","EQ_DHS","PUBLISHED","2009","AFR","LSO","","URB","","","24.0 [20.7-27.8]","24.02789","20.65764","27.75563",""
"obesewm","EQ_DHS","PUBLISHED","2003","EMR","MAR","","RUR","","","6.5 [5.8-7.3]","6.49535","5.77652","7.29669",""
"obesewm","EQ_DHS","PUBLISHED","2003","EMR","MAR","","URB","","","13.8 [13.1-14.6]","13.83022","13.08580","14.60986",""
"obesewm","EQ_DHS","PUBLISHED","2009","SEAR","MDV","","URB","","","14.4 [11.9-17.2]","14.35482","11.94940","17.15014",""
"obesewm","EQ_MICS","PUBLISHED","2005","EUR","MKD","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2005","EUR","MKD","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1995","AFR","MLI","","RUR","","","0.4 [0.2-1.0]","0.41871","0.18154","0.96278",""
"obesewm","EQ_DHS","PUBLISHED","1995","AFR","MLI","","URB","","","3.6 [2.7-4.8]","3.58526","2.65527","4.82482",""
"obesewm","EQ_MICS","PUBLISHED","2013","EUR","MNE","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2013","EUR","MNE","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","WPR","MNG","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","WPR","MNG","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1997","AFR","MOZ","","RUR","","","0.9 [0.5-1.5]","0.88938","0.51978","1.51779",""
"obesewm","EQ_MICS","PUBLISHED","2011","AFR","MRT","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2004","AFR","MWI","","RUR","","","1.8 [1.5-2.1]","1.76955","1.46138","2.14129",""
"obesewm","EQ_DHS","PUBLISHED","2004","AFR","MWI","","URB","","","5.7 [4.1-7.7]","5.65501","4.10624","7.74077",""
"obesewm","EQ_DHS","PUBLISHED","2010","AFR","MWI","","RUR","","","2.4 [2.0-2.9]","2.41755","1.97993","2.94898",""
"obesewm","EQ_DHS","PUBLISHED","2010","AFR","MWI","","URB","","","10.0 [7.8-12.8]","10.02832","7.80737","12.79338",""
"obesewm","EQ_DHS","PUBLISHED","2015","AFR","MWI","","RUR","","","3.9 [3.3-4.6]","3.88225","3.27069","4.60272",""
"obesewm","EQ_DHS","PUBLISHED","2006","AFR","NER","","URB","","","11.1 [9.4-13.1]","11.12359","9.44238","13.06098",""
"obesewm","EQ_DHS","PUBLISHED","1999","AFR","NGA","","RUR","","","7.3 [5.8-9.2]","7.30318","5.79128","9.17136",""
"obesewm","EQ_DHS","PUBLISHED","1999","AFR","NGA","","URB","","","8.1 [5.9-11.1]","8.11584","5.86432","11.12960",""
"obesewm","EQ_MICS","PUBLISHED","2007","AFR","NGA","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2007","AFR","NGA","","URB","","","No data","","","","Not available."
"obesewm","EQ_RHS","PUBLISHED","2006","AMR","NIC","","URB","","","23.0 [21.7-24.4]","23.04111","21.71869","24.41893",""
"obesewm","EQ_DHS","PUBLISHED","2001","SEAR","NPL","","RUR","","","0.6 [0.4-0.8]","0.55541","0.37969","0.81180",""
"obesewm","EQ_DHS","PUBLISHED","2001","SEAR","NPL","","URB","","","5.1 [3.7-7.0]","5.11947","3.71282","7.02017",""
"obesewm","EQ_MICS","PUBLISHED","2010","SEAR","NPL","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","SEAR","NPL","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2000","AMR","PER","","RUR","","","7.0 [6.2-7.9]","7.01143","6.24176","7.86805",""
"obesewm","EQ_DHS","PUBLISHED","2000","AMR","PER","","URB","","","15.6 [14.8-16.5]","15.63299","14.80805","16.49497",""
"obesewm","EQ_DHS","PUBLISHED","2005","AMR","PER","","RUR","","","7.7 [5.4-10.9]","7.72391","5.42182","10.89092",""
"obesewm","EQ_DHS","PUBLISHED","2005","AMR","PER","","URB","","","14.7 [13.1-16.3]","14.65759","13.11774","16.34418",""
"obesewm","EQ_DHS","PUBLISHED","2007","AMR","PER","","RUR","","","8.2 [6.8-10.0]","8.23488","6.78680","9.95893",""
"obesewm","EQ_DHS","PUBLISHED","2012","AMR","PER","","URB","","","20.0 [19.0-21.0]","19.98789","19.01824","20.99417",""
"obesewm","EQ_DHS","PUBLISHED","1998","WPR","PHL","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1998","WPR","PHL","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2008","WPR","PHL","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2008","WPR","PHL","","URB","","","No data","","","","Not available."
"obesewm","EQ_RHS","PUBLISHED","1995","AMR","PRY","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2005","AFR","RWA","","URB","","","2.7 [1.8-4.1]","2.73031","1.81928","4.07860",""
"obesewm","EQ_DHS","PUBLISHED","2014","AFR","RWA","","RUR","","","2.1 [1.6-2.6]","2.06406","1.64280","2.59050",""
"obesewm","EQ_DHS","PUBLISHED","2014","AFR","RWA","","URB","","","10.4 [8.8-12.3]","10.43552","8.82262","12.30348",""
"obesewm","EQ_MICS","PUBLISHED","2014","EMR","SDN","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2014","EMR","SDN","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2005","AFR","SLE","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","AFR","SLE","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","AFR","SLE","","URB","","","No data","","","","Not available."
"obesewm","EQ_RHS","PUBLISHED","1993","AMR","SLV","","RUR","","","No data","","","","Not available."
"obesewm","EQ_RHS","PUBLISHED","1993","AMR","SLV","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","EUR","SRB","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","EUR","SRB","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","AFR","SSD","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","AFR","SSD","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2014","AFR","STP","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1996","AFR","TCD","","RUR","","","0.1 [0.0-0.4]","0.13908","0.04390","0.43973",""
"obesewm","EQ_DHS","PUBLISHED","1996","AFR","TCD","","URB","","","3.5 [2.6-4.5]","3.46061","2.64421","4.51740",""
"obesewm","EQ_MICS","PUBLISHED","2010","AFR","TCD","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","AFR","TCD","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","TGO","","RUR","","","1.0 [0.6-1.6]","1.03105","0.64389","1.64716",""
"obesewm","EQ_MICS","PUBLISHED","2012","SEAR","THA","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2012","EUR","TJK","","RUR","","","8.0 [7.2-8.9]","8.00962","7.20474","8.89580",""
"obesewm","EQ_DHS","PUBLISHED","2012","EUR","TJK","","URB","","","14.0 [12.5-15.5]","13.96750","12.54376","15.52415",""
"obesewm","EQ_MICS","PUBLISHED","2015","EUR","TKM","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2015","EUR","TKM","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","AMR","TTO","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1996","AFR","TZA","","URB","","","6.1 [4.2-8.8]","6.07610","4.15954","8.79470",""
"obesewm","EQ_DHS","PUBLISHED","2004","AFR","TZA","","RUR","","","1.7 [1.3-2.1]","1.69471","1.34781","2.12896",""
"obesewm","EQ_DHS","PUBLISHED","2004","AFR","TZA","","URB","","","10.9 [9.2-12.8]","10.85977","9.20541","12.76964",""
"obesewm","EQ_DHS","PUBLISHED","2015","AFR","TZA","","RUR","","","5.5 [4.8-6.4]","5.54692","4.81287","6.38541",""
"obesewm","EQ_DHS","PUBLISHED","2015","AFR","TZA","","URB","","","17.7 [15.9-19.6]","17.67081","15.93159","19.55573",""
"obesewm","EQ_DHS","PUBLISHED","2007","EUR","UKR","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2007","EUR","UKR","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2012","AMR","URY","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2012","AMR","URY","","URB","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","EUR","UZB","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","EMR","YEM","","RUR","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","EMR","YEM","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","ZAF","","RUR","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","ZAF","","URB","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2001","AFR","ZMB","","RUR","","","1.1 [0.8-1.6]","1.11094","0.77081","1.59872",""
"obesewm","EQ_DHS","PUBLISHED","2005","AFR","ZWE","","URB","","","11.5 [10.2-12.9]","11.49065","10.19454","12.92783",""
"obesewm","EQ_DHS","PUBLISHED","2010","AFR","ZWE","","RUR","","","7.5 [6.6-8.6]","7.54986","6.59697","8.62767",""
"obesewm","EQ_DHS","PUBLISHED","2010","AFR","ZWE","","URB","","","15.6 [14.0-17.2]","15.58229","14.04963","17.24859",""
"obesewm","EQ_DHS","PUBLISHED","2015","AFR","ZWE","","RUR","","","7.9 [7.0-8.9]","7.89215","6.95625","8.94188",""
"obesewm","EQ_DHS","PUBLISHED","2015","AFR","ZWE","","URB","","","20.1 [18.3-22.0]","20.07958","18.31454","21.96899",""
"obesewm","EQ_MICS","PUBLISHED","2010","EMR","AFG","NHLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","EMR","AFG","PRLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2010","EMR","AFG","SHLM","","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2015","EMR","AFG","SHLM","","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2008","EUR","ALB","NHLM","","","","2.0 [0.3-13.6]","1.97125","0.25720","13.55550","Attention - Estimate is based on 25-49 cases."
"obesewm","EQ_DHS","PUBLISHED","2008","EUR","ALB","PRLM","","","","10.8 [9.5-12.3]","10.82134","9.46462","12.34601",""
"obesewm","EQ_MICS","PUBLISHED","2011","AMR","ARG","PRLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2011","AMR","ARG","SHLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2005","AFR","BDI","NHLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2005","AFR","BDI","PRLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2005","AFR","BDI","SHLM","","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2010","AFR","BDI","SHLM","","","","4.9 [3.4-6.9]","4.87009","3.42926","6.87320",""
"obesewm","EQ_DHS","PUBLISHED","2011","AFR","BEN","NHLM","","","","5.5 [4.9-6.1]","5.45878","4.87130","6.11255",""
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","BFA","NHLM","","","","0.4 [0.2-0.8]","0.40969","0.20991","0.79806",""
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","BFA","PRLM","","","","2.8 [1.6-4.9]","2.81991","1.62448","4.85166",""
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","BFA","SHLM","","","","11.8 [7.9-17.3]","11.80166","7.89331","17.28211",""
"obesewm","EQ_DHS","PUBLISHED","1996","SEAR","BGD","NHLM","","","","0.3 [0.1-0.7]","0.30601","0.13222","0.70662",""
"obesewm","EQ_DHS","PUBLISHED","1996","SEAR","BGD","PRLM","","","","0.2 [0.0-0.7]","0.16496","0.03716","0.72894",""
"obesewm","EQ_DHS","PUBLISHED","1999","SEAR","BGD","PRLM","","","","0.4 [0.3-0.8]","0.44246","0.25756","0.75909",""
"obesewm","EQ_DHS","PUBLISHED","1999","SEAR","BGD","SHLM","","","","1.8 [1.2-2.8]","1.81623","1.16643","2.81769",""
"obesewm","EQ_DHS","PUBLISHED","2011","SEAR","BGD","NHLM","","","","1.8 [1.4-2.3]","1.81077","1.41214","2.31929",""
"obesewm","EQ_MICS","PUBLISHED","2012","SEAR","BGD","NHLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2012","SEAR","BGD","PRLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2012","SEAR","BGD","SHLM","","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2014","SEAR","BGD","SHLM","","","","5.9 [5.0-6.9]","5.89250","5.02653","6.89682",""
"obesewm","EQ_MICS","PUBLISHED","2012","EUR","BLR","NHLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2012","EUR","BLR","PRLM","","","","No data","","","","Not available."
"obesewm","EQ_RHS","PUBLISHED","1991","AMR","BLZ","PRLM","","","","No data","","","","Not available."
"obesewm","EQ_RHS","PUBLISHED","1991","AMR","BLZ","SHLM","","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2003","AMR","BOL","NHLM","","","","14.0 [11.7-16.7]","14.02887","11.73806","16.68226",""
"obesewm","EQ_DHS","PUBLISHED","2003","AMR","BOL","PRLM","","","","18.3 [16.9-19.9]","18.34026","16.91156","19.86080",""
"obesewm","EQ_DHS","PUBLISHED","2003","AMR","BOL","SHLM","","","","12.2 [11.1-13.4]","12.21663","11.12739","13.39641",""
"obesewm","EQ_DHS","PUBLISHED","2008","AMR","BOL","SHLM","","","","13.3 [12.4-14.3]","13.33440","12.43755","14.28538",""
"obesewm","EQ_DHS","PUBLISHED","1994","AFR","CAF","NHLM","","","","0.8 [0.4-1.6]","0.77097","0.37919","1.56123",""
"obesewm","EQ_MICS","PUBLISHED","2006","AFR","CAF","NHLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","AFR","CAF","PRLM","","","","No data","","","","Not available."
"obesewm","EQ_MICS","PUBLISHED","2006","AFR","CAF","SHLM","","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2011","AFR","CIV","NHLM","","","","6.4 [5.1-8.0]","6.39755","5.08554","8.01944",""
"obesewm","EQ_DHS","PUBLISHED","2011","AFR","CIV","PRLM","","","","7.6 [5.9-9.8]","7.59911","5.88566","9.75964",""
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","CMR","PRLM","","","","3.1 [1.9-5.0]","3.10008","1.90496","5.00672",""
"obesewm","EQ_DHS","PUBLISHED","1998","AFR","CMR","SHLM","","","","7.6 [5.3-10.6]","7.55057","5.32777","10.59695",""
"obesewm","EQ_MICS","PUBLISHED","2014","AFR","CMR","NHLM","","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","2007","AFR","COD","NHLM","","","","1.1 [0.6-2.2]","1.11162","0.55989","2.19504",""
"obesewm","EQ_DHS","PUBLISHED","2007","AFR","COD","PRLM","","","","1.7 [1.0-2.7]","1.65123","0.99743","2.72179",""
"obesewm","EQ_DHS","PUBLISHED","2007","AFR","COD","SHLM","","","","3.9 [2.9-5.1]","3.87364","2.94998","5.07139",""
"obesewm","EQ_MICS","PUBLISHED","2010","AFR","COD","SHLM","","","","No data","","","","Not available."
"obesewm","EQ_DHS","PUBLISHED","1995","AMR","COL","NHLM","","","","13.4 [8.7-20.0]","13.37913","8.71530","19.99212",""
"obesewm","EQ_DHS","PUBLISHED","1995","AMR","COL","PRLM","","","","9.5 [8.0-11.2]","9.48219","7.99147","11.21708",""
"obesewm","EQ_DHS","PUBLISHED","2000","AMR","COL","PRLM","","","","10.3 [8.6-12.3]","10.28602","8.59591","12.26384",""
"obesewm","EQ_DHS","PUBLISHED","2000","AMR","COL","SHLM","","","","10.8 [9.3-12.4]","10.78407","9.34167","12.41869",""
"obesewm","EQ_DHS","PUBLISHED","2012","AFR","COM","NHLM","","","","15.8 [13.5-18.4]","15.76929","13.45727","18.39410",""
"obesewm","EQ_DHS","PUBLISHED","2012","AFR","COM","PRLM","","","","12.2 [9.6-15.3]","12.19933","9.64887","15.30971",""
"obesewm","EQ_DHS","PUBLISHED","2012","AFR","COM","SHLM","","","","9.2 [8.0-10.5]","9.15637","7.98332","10.48215",""
"obesewm","EQ_RHS","PUBLISHED","1998","AFR","CPV","SHLM","","","","No data","","","","Not available."
