"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_def_1_text_adult","PUBLISHED","AFR","COD","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","MLI","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","SEN","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","ZAF","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","BLZ","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","CRI","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","CUB","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","SLV","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","JAM","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","NIC","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","SUR","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","USA","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","AFG","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","ALB","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","AUT","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","AZE","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","CYP","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","IRL","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","ISR","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","POL","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","TJK","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","GBR","Current cigarette smoking","","","","Data representative of Great Britain only."
"M_def_1_text_adult","PUBLISHED","EUR","UZB","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","WPR","FSM","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","WPR","KOR","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","WPR","SGP","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","WPR","TUV","Current cigarette smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","DZA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","BWA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","BFA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","CPV","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","TCD","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","COM","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","CIV","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","ERI","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","GMB","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","GHA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","KEN","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","LSO","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","LBR","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","MRT","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","MUS","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","NGA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","RWA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","STP","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","SYC","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","SLE","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","SWZ","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","TGO","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","UGA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AFR","TZA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","ARG","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","BHS","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","BRB","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","BOL","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","BRA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","CAN","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","CHL","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","COL","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","DMA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","ECU","Current tobacco smoking","","","","The current smoking indicator is defined as the proportion of ever smokers who are current smokers."
"M_def_1_text_adult","PUBLISHED","AMR","GRD","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","GTM","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","MEX","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","PAN","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","PRY","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","PER","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","KNA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","VCT","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","TTO","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","AMR","URY","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","BHR","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","EGY","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","IRN","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","IRQ","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","KWT","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","LBN","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","LBY","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","MAR","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","OMN","Current tobacco smoking","","","","Only Omanis were surveyed."
"M_def_1_text_adult","PUBLISHED","EMR","PAK","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","QAT","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","SAU","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","TUN","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","ARE","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EMR","YEM","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","AND","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","ARM","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","BLR","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","BEL","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","BIH","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","BGR","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","HRV","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","CZE","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","DNK","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","EST","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","FIN","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","FRA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","GEO","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","DEU","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","GRC","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","HUN","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","ISL","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","ITA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","KAZ","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","KGZ","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","LTU","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","LUX","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","MLT","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","MNE","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","NLD","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","NOR","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","PRT","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","MDA","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","ROU","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","RUS","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","SRB","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","SVK","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","SVN","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","ESP","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","SWE","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","CHE","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","MKD","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","TUR","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","TKM","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","EUR","UKR","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","SEAR","BGD","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","SEAR","BTN","Current tobacco smoking","","","",""
"M_def_1_text_adult","PUBLISHED","SEAR","PRK","Current tobacco smoking","","","",""
