"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","WORLDBANKREGION","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","UN_Europe","","","","0.72","0.72130","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","UN_Latin America_Caribbean","","","","3.34","3.34280","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","UN_Northern_America","","","","0.02","0.02390","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","UN_Oceania","","","","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","WB_HI","","","0.60","0.59660","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","WB_LI","","","82.19","82.19380","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","WB_LMI","","","38.59","38.58920","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","WB_UMI","","","2.47","2.46900","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","WB_EAP","","43.80","43.79930","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","WB_ECA","","1.96","1.95830","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","WB_LAC","","3.34","3.34280","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","WB_MNA","","1.91","1.91180","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","WB_NAR","","0.02","0.02390","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","WB_SAR","","51.35","51.35000","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","WB_SSA","","21.55","21.55410","","",""
