"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","WORLDBANKREGION","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","AFR","","","","","14.83","14.83020","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","AMR","","","","","1.47","1.46510","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","EMR","","","","","2.56","2.55880","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","EUR","","","","","0.42","0.41620","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","89.69","89.68970","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","SEAR","","","","","53.00","53.00170","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","WPR","","","","","17.37","17.37270","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_CENTRALASIASOUTHERNASIA","53.71","53.71210","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","18.57","18.57350","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_EUROPE","0.15","0.15410","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_LAC","1.46","1.46200","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_NORTHERNAMR","0.01","0.01020","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_OCEANIA","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_SUBSAHARANAFRICA","14.69","14.69120","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_WESTERNASIANORTHERNAFR","1.09","1.08670","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","UN_Africa","","","","15.37","15.36680","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","UN_Asia","","","","72.70","72.69670","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","UN_Europe","","","","0.15","0.15410","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","UN_Latin America_Caribbean","","","","1.46","1.46200","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","UN_Northern_America","","","","0.01","0.01020","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","UN_Oceania","","","","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","WB_HI","","","0.42","0.41790","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","WB_LI","","","7.59","7.58690","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","WB_LMI","","","63.19","63.19030","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","WB_UMI","","","18.49","18.49470","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","WB_EAP","","18.57","18.57350","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","WB_ECA","","0.42","0.41660","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","WB_LAC","","1.46","1.46200","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","WB_MNA","","0.71","0.71140","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","WB_NAR","","0.01","0.01020","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","WB_SAR","","53.61","53.61380","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2015","","","","WB_SSA","","14.90","14.90230","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","AFR","","","","","14.15","14.15240","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","AMR","","","","","3.07","3.06510","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","EMR","","","","","2.97","2.97120","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","EUR","","","","","0.77","0.77180","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","103.42","103.41910","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","SEAR","","","","","55.22","55.22480","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","WPR","","","","","27.20","27.19610","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_CENTRALASIASOUTHERNASIA","55.87","55.87410","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","28.81","28.81060","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_EUROPE","0.16","0.16430","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_LAC","3.07","3.06580","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_NORTHERNAMR","0.01","0.01080","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_OCEANIA","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_SUBSAHARANAFRICA","13.99","13.98710","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","","UNSDG_WESTERNASIANORTHERNAFR","1.51","1.50640","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","UN_Africa","","","","14.82","14.82330","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","UN_Asia","","","","85.36","85.35500","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","UN_Europe","","","","0.16","0.16430","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","UN_Latin America_Caribbean","","","","3.07","3.06580","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","UN_Northern_America","","","","0.01","0.01080","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","UN_Oceania","","","","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","WB_HI","","","0.65","0.64510","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","WB_LI","","","13.71","13.70830","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","WB_LMI","","","60.15","60.15120","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","WB_UMI","","","28.85","28.84650","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","WB_EAP","","28.81","28.81060","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","WB_ECA","","0.78","0.77530","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","WB_LAC","","3.07","3.06580","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","WB_MNA","","1.00","1.00390","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","WB_NAR","","0.01","0.01080","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","WB_SAR","","55.52","55.52450","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2010","","","","WB_SSA","","14.23","14.22830","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","AFR","","","","","10.36","10.36490","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","AMR","","","","","3.85","3.85200","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","EMR","","","","","4.95","4.94880","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","EUR","","","","","0.90","0.89570","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","116.80","116.79980","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","SEAR","","","","","61.85","61.84900","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","WPR","","","","","34.83","34.82870","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_CENTRALASIASOUTHERNASIA","62.60","62.60230","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","37.65","37.64900","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_EUROPE","0.37","0.36990","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_LAC","3.86","3.86130","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_NORTHERNAMR","0.01","0.00830","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_OCEANIA","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_SUBSAHARANAFRICA","10.13","10.12850","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","","UNSDG_WESTERNASIANORTHERNAFR","2.18","2.18050","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","UN_Africa","","","","11.21","11.20770","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","UN_Asia","","","","101.35","101.35260","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","UN_Europe","","","","0.37","0.36990","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","UN_Latin America_Caribbean","","","","3.86","3.86130","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","UN_Northern_America","","","","0.01","0.00830","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","UN_Oceania","","","","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","WB_HI","","","0.52","0.52230","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","WB_LI","","","75.83","75.82740","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","WB_LMI","","","39.28","39.27700","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","WB_UMI","","","1.08","1.08060","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","WB_EAP","","37.65","37.64900","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","WB_ECA","","0.91","0.90610","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","WB_LAC","","3.86","3.86130","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","WB_MNA","","1.91","1.90900","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","WB_NAR","","0.01","0.00830","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","WB_SAR","","62.01","62.01230","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2005","","","","WB_SSA","","10.45","10.45380","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","AFR","","","","","21.49","21.49120","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","AMR","","","","","3.34","3.34230","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","EMR","","","","","6.36","6.36390","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","EUR","","","","","1.96","1.95690","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","123.94","123.94020","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","SEAR","","","","","50.79","50.79440","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","WPR","","","","","39.88","39.88150","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","","UNSDG_CENTRALASIASOUTHERNASIA","52.61","52.60920","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","43.80","43.79930","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","","UNSDG_EUROPE","0.72","0.72130","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","","UNSDG_LAC","3.34","3.34280","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","","UNSDG_NORTHERNAMR","0.02","0.02390","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","","UNSDG_OCEANIA","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","","UNSDG_SUBSAHARANAFRICA","21.23","21.22700","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","","","","UNSDG_WESTERNASIANORTHERNAFR","2.22","2.21670","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","UN_Africa","","","","22.53","22.53120","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_MILLION","PUBLISHED","2000","","UN_Asia","","","","97.32","97.32100","","",""
