"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","IHRSPARCAPACITYLEVEL","Display Value","Numeric","Low","High","Comments"
"IHRSPAR_CAPACITY02","PUBLISHED","2018","EMR","AFG","IHRSPARCAPLEVEL02_C_2_1","60","60.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","AFR","AGO","IHRSPARCAPLEVEL02_C_2_1","60","60.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","EUR","ALB","IHRSPARCAPLEVEL02_C_2_1","Other","","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","EUR","AND","IHRSPARCAPLEVEL02_C_2_1","40","40.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","EMR","ARE","IHRSPARCAPLEVEL02_C_2_1","100","100.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","AMR","ARG","IHRSPARCAPLEVEL02_C_2_1","60","60.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","EUR","ARM","IHRSPARCAPLEVEL02_C_2_1","100","100.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","AMR","ATG","IHRSPARCAPLEVEL02_C_2_1","40","40.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","WPR","AUS","IHRSPARCAPLEVEL02_C_2_1","100","100.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","EUR","AUT","IHRSPARCAPLEVEL02_C_2_1","80","80.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","EUR","AZE","IHRSPARCAPLEVEL02_C_2_1","80","80.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","AFR","BDI","IHRSPARCAPLEVEL02_C_2_1","40","40.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","EUR","BEL","IHRSPARCAPLEVEL02_C_2_1","60","60.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","AFR","BEN","IHRSPARCAPLEVEL02_C_2_1","40","40.00000","","",""
"IHRSPAR_CAPACITY02","PUBLISHED","2018","AFR","BFA","IHRSPARCAPLEVEL02_C_2_1","20","20.00000","","",""
