"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","IHRSPARCAPACITYLEVEL","Display Value","Numeric","Low","High","Comments"
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EMR","AFG","IHRSPARCAPLEVEL07_C_7_1","40","40.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","AGO","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EUR","ALB","IHRSPARCAPLEVEL07_C_7_1","Other","","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EUR","AND","IHRSPARCAPLEVEL07_C_7_1","20","20.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EMR","ARE","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","ARG","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EUR","ARM","IHRSPARCAPLEVEL07_C_7_1","100","100.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","ATG","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","WPR","AUS","IHRSPARCAPLEVEL07_C_7_1","100","100.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EUR","AUT","IHRSPARCAPLEVEL07_C_7_1","20","20.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EUR","AZE","IHRSPARCAPLEVEL07_C_7_1","80","80.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","BDI","IHRSPARCAPLEVEL07_C_7_1","40","40.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EUR","BEL","IHRSPARCAPLEVEL07_C_7_1","40","40.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","BEN","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","BFA","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","SEAR","BGD","IHRSPARCAPLEVEL07_C_7_1","40","40.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EUR","BGR","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EMR","BHR","IHRSPARCAPLEVEL07_C_7_1","100","100.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","BHS","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EUR","BIH","IHRSPARCAPLEVEL07_C_7_1","20","20.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EUR","BLR","IHRSPARCAPLEVEL07_C_7_1","No data","","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","BLZ","IHRSPARCAPLEVEL07_C_7_1","40","40.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","BOL","IHRSPARCAPLEVEL07_C_7_1","Other","","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","BRA","IHRSPARCAPLEVEL07_C_7_1","100","100.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","BRB","IHRSPARCAPLEVEL07_C_7_1","No data","","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","WPR","BRN","IHRSPARCAPLEVEL07_C_7_1","No data","","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","SEAR","BTN","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","BWA","IHRSPARCAPLEVEL07_C_7_1","20","20.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","CAF","IHRSPARCAPLEVEL07_C_7_1","20","20.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","CAN","IHRSPARCAPLEVEL07_C_7_1","100","100.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","EUR","CHE","IHRSPARCAPLEVEL07_C_7_1","Other","","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","CHL","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","WPR","CHN","IHRSPARCAPLEVEL07_C_7_1","80","80.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","CIV","IHRSPARCAPLEVEL07_C_7_1","80","80.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","CMR","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","COD","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","COG","IHRSPARCAPLEVEL07_C_7_1","80","80.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","WPR","COK","IHRSPARCAPLEVEL07_C_7_1","80","80.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","COL","IHRSPARCAPLEVEL07_C_7_1","60","60.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","COM","IHRSPARCAPLEVEL07_C_7_1","20","20.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AFR","CPV","IHRSPARCAPLEVEL07_C_7_1","40","40.00000","","",""
"IHRSPAR_CAPACITY07","PUBLISHED","2018","AMR","CRI","IHRSPARCAPLEVEL07_C_7_1","80","80.00000","","",""
