"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"TOTENV_4","PUBLISHED","2012","EUR","GRC","ENVCAUSE060","2 429","2428.78112","","",""
"TOTENV_4","PUBLISHED","2012","AMR","GTM","ENVCAUSE060","2 991","2991.17399","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","IDN","ENVCAUSE060","4 601","4600.92001","","",""
"TOTENV_4","PUBLISHED","2012","WPR","NIU","ENVCAUSE060","1 927","1927.28332","","",""
"TOTENV_4","PUBLISHED","2012","EUR","NLD","ENVCAUSE060","2 036","2035.58568","","",""
"TOTENV_4","PUBLISHED","2012","WPR","PLW","ENVCAUSE060","1 974","1974.04323","","",""
"TOTENV_4","PUBLISHED","2012","AMR","PRY","ENVCAUSE060","3 612","3611.64827","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SVK","ENVCAUSE060","3 182","3182.08259","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SVN","ENVCAUSE060","2 305","2304.91305","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","THA","ENVCAUSE060","3 175","3174.81770","","",""
"TOTENV_4","PUBLISHED","2012","EUR","TUR","ENVCAUSE060","3 648","3647.83116","","",""
"TOTENV_4","PUBLISHED","2012","AFR","UGA","ENVCAUSE060","5 095","5094.78637","","",""
"TOTENV_4","PUBLISHED","2012","WPR","VUT","ENVCAUSE060","4 257","4257.26637","","",""
"TOTENV_4","PUBLISHED","2012","AFR","AGO","ENVCAUSE001","13 172","13172.31971","","",""
"TOTENV_4","PUBLISHED","2012","AFR","BDI","ENVCAUSE001","9 515","9515.49822","","",""
"TOTENV_4","PUBLISHED","2012","EUR","BIH","ENVCAUSE001","191","191.11162","","",""
"TOTENV_4","PUBLISHED","2012","EUR","BLR","ENVCAUSE001","168","167.63566","","",""
"TOTENV_4","PUBLISHED","2012","AFR","CIV","ENVCAUSE001","9 714","9713.54680","","",""
"TOTENV_4","PUBLISHED","2012","AFR","DZA","ENVCAUSE001","759","759.48300","","",""
"TOTENV_4","PUBLISHED","2012","WPR","FSM","ENVCAUSE001","1 680","1679.76105","","",""
"TOTENV_4","PUBLISHED","2012","AFR","GAB","ENVCAUSE001","6 248","6248.35717","","",""
"TOTENV_4","PUBLISHED","2012","AMR","KNA","ENVCAUSE001","293","293.45985","","",""
"TOTENV_4","PUBLISHED","2012","AMR","MEX","ENVCAUSE001","580","580.05223","","",""
"TOTENV_4","PUBLISHED","2012","AMR","NIC","ENVCAUSE001","1 009","1009.43960","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SDN","ENVCAUSE001","5 877","5877.19935","","",""
"TOTENV_4","PUBLISHED","2012","WPR","SGP","ENVCAUSE001","87","86.56064","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SRB","ENVCAUSE001","163","163.27659","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SSD","ENVCAUSE001","8 884","8884.26415","","",""
"TOTENV_4","PUBLISHED","2012","AFR","STP","ENVCAUSE001","3 512","3511.69195","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SVK","ENVCAUSE001","98","98.24653","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SYR","ENVCAUSE001","523","523.48295","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","THA","ENVCAUSE001","655","654.89345","","",""
"TOTENV_4","PUBLISHED","2012","EUR","TUR","ENVCAUSE001","323","323.36615","","",""
"TOTENV_4","PUBLISHED","2012","WPR","TUV","ENVCAUSE001","1 773","1772.75958","","",""
"TOTENV_4","PUBLISHED","2012","AFR","AGO","ENVCAUSE151","4 031","4030.72220","","",""
"TOTENV_4","PUBLISHED","2012","EUR","BLR","ENVCAUSE151","1 719","1718.94926","","",""
"TOTENV_4","PUBLISHED","2012","EMR","DJI","ENVCAUSE151","2 281","2281.22515","","",""
"TOTENV_4","PUBLISHED","2012","AFR","GAB","ENVCAUSE151","1 927","1927.25085","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","IDN","ENVCAUSE151","1 211","1211.09920","","",""
"TOTENV_4","PUBLISHED","2012","EUR","IRL","ENVCAUSE151","562","561.83309","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","LKA","ENVCAUSE151","1 609","1609.04212","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","MDV","ENVCAUSE151","805","804.72080","","",""
"TOTENV_4","PUBLISHED","2012","EUR","NLD","ENVCAUSE151","372","372.10787","","",""
"TOTENV_4","PUBLISHED","2012","AMR","PRY","ENVCAUSE151","1 391","1390.65587","","",""
"TOTENV_4","PUBLISHED","2012","EMR","QAT","ENVCAUSE151","658","657.79971","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SEN","ENVCAUSE151","1 834","1834.04611","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SLE","ENVCAUSE151","3 940","3939.63543","","",""
"TOTENV_4","PUBLISHED","2012","AFR","STP","ENVCAUSE151","1 780","1780.48199","","",""
"TOTENV_4","PUBLISHED","2012","EUR","TUR","ENVCAUSE151","798","798.15885","","",""
"TOTENV_4","PUBLISHED","2012","WPR","TUV","ENVCAUSE151","1 898","1897.98117","","",""
"TOTENV_4","PUBLISHED","2012","AFR","TZA","ENVCAUSE151","2 837","2836.72972","","",""
"TOTENV_4","PUBLISHED","2012","AMR","ARG","ENVCAUSE060","2 598","2598.17485","","",""
"TOTENV_4","PUBLISHED","2012","AFR","BDI","ENVCAUSE060","6 074","6073.71120","","",""
"TOTENV_4","PUBLISHED","2012","WPR","COK","ENVCAUSE060","1 855","1855.37821","","",""
"TOTENV_4","PUBLISHED","2012","AMR","COL","ENVCAUSE060","2 678","2678.31921","","",""
"TOTENV_4","PUBLISHED","2012","EUR","CZE","ENVCAUSE060","2 552","2551.82402","","",""
"TOTENV_4","PUBLISHED","2012","EUR","DEU","ENVCAUSE060","2 104","2104.40929","","",""
"TOTENV_4","PUBLISHED","2012","WPR","JPN","ENVCAUSE060","1 616","1615.70944","","",""
"TOTENV_4","PUBLISHED","2012","WPR","MHL","ENVCAUSE060","2 726","2726.21793","","",""
"TOTENV_4","PUBLISHED","2012","AFR","MWI","ENVCAUSE060","4 937","4936.84414","","",""
"TOTENV_4","PUBLISHED","2012","AMR","NIC","ENVCAUSE060","3 941","3941.45958","","",""
"TOTENV_4","PUBLISHED","2012","WPR","PHL","ENVCAUSE060","5 541","5540.62870","","",""
"TOTENV_4","PUBLISHED","2012","WPR","SGP","ENVCAUSE060","1 605","1604.98621","","",""
"TOTENV_4","PUBLISHED","2012","AFR","TGO","ENVCAUSE060","5 284","5283.81573","","",""
"TOTENV_4","PUBLISHED","2012","EUR","TKM","ENVCAUSE060","8 720","8719.64439","","",""
"TOTENV_4","PUBLISHED","2012","AFR","TZA","ENVCAUSE060","4 131","4130.64644","","",""
"TOTENV_4","PUBLISHED","2012","EUR","UKR","ENVCAUSE060","4 839","4838.50993","","",""
"TOTENV_4","PUBLISHED","2012","AMR","BRB","ENVCAUSE001","279","278.79749","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CAN","ENVCAUSE001","78","78.46989","","",""
"TOTENV_4","PUBLISHED","2012","EUR","CHE","ENVCAUSE001","68","68.24997","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CHL","ENVCAUSE001","141","141.38992","","",""
"TOTENV_4","PUBLISHED","2012","EUR","DNK","ENVCAUSE001","77","77.07826","","",""
"TOTENV_4","PUBLISHED","2012","EUR","ESP","ENVCAUSE001","77","77.35054","","",""
"TOTENV_4","PUBLISHED","2012","EUR","IRL","ENVCAUSE001","89","88.97565","","",""
"TOTENV_4","PUBLISHED","2012","EMR","MAR","ENVCAUSE001","994","994.07385","","",""
"TOTENV_4","PUBLISHED","2012","WPR","MYS","ENVCAUSE001","1 053","1052.65136","","",""
"TOTENV_4","PUBLISHED","2012","WPR","PHL","ENVCAUSE001","2 032","2032.20308","","",""
"TOTENV_4","PUBLISHED","2012","WPR","PNG","ENVCAUSE001","4 547","4546.80864","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SWE","ENVCAUSE001","64","64.40885","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SYC","ENVCAUSE001","1 034","1034.04262","","",""
"TOTENV_4","PUBLISHED","2012","EUR","UKR","ENVCAUSE001","350","349.90723","","",""
"TOTENV_4","PUBLISHED","2012","AFR","ZAF","ENVCAUSE001","5 131","5130.73273","","",""
"TOTENV_4","PUBLISHED","2012","AMR","ARG","ENVCAUSE151","1 078","1077.65148","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","BGD","ENVCAUSE151","1 695","1695.26826","","",""
"TOTENV_4","PUBLISHED","2012","AFR","CIV","ENVCAUSE151","3 232","3231.65965","","",""
"TOTENV_4","PUBLISHED","2012","AMR","COL","ENVCAUSE151","1 183","1182.86356","","",""
"TOTENV_4","PUBLISHED","2012","EUR","DNK","ENVCAUSE151","395","394.86610","","",""
"TOTENV_4","PUBLISHED","2012","EUR","FIN","ENVCAUSE151","537","536.69338","","",""
"TOTENV_4","PUBLISHED","2012","WPR","KHM","ENVCAUSE151","1 898","1898.49972","","",""
"TOTENV_4","PUBLISHED","2012","AMR","LCA","ENVCAUSE151","2 183","2182.70422","","",""
"TOTENV_4","PUBLISHED","2012","WPR","MYS","ENVCAUSE151","1 356","1355.56560","","",""
"TOTENV_4","PUBLISHED","2012","WPR","PLW","ENVCAUSE151","1 466","1466.25493","","",""
"TOTENV_4","PUBLISHED","2012","WPR","PNG","ENVCAUSE151","2 503","2502.66625","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","PRK","ENVCAUSE151","2 014","2013.61998","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SAU","ENVCAUSE151","908","908.43106","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SOM","ENVCAUSE151","3 293","3293.18747","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SYC","ENVCAUSE151","1 421","1420.70844","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","TLS","ENVCAUSE151","1 812","1812.10010","","",""
"TOTENV_4","PUBLISHED","2012","EUR","UKR","ENVCAUSE151","1 395","1394.95480","","",""
"TOTENV_4","PUBLISHED","2012","EUR","UZB","ENVCAUSE151","1 220","1219.58427","","",""
"TOTENV_4","PUBLISHED","2012","AFR","BFA","ENVCAUSE060","5 990","5989.84577","","",""
"TOTENV_4","PUBLISHED","2012","AMR","BRB","ENVCAUSE060","2 243","2243.12170","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","BTN","ENVCAUSE060","4 595","4595.10422","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CHL","ENVCAUSE060","2 117","2116.90381","","",""
"TOTENV_4","PUBLISHED","2012","AFR","CMR","ENVCAUSE060","4 858","4858.36164","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CRI","ENVCAUSE060","2 392","2392.08881","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CUB","ENVCAUSE060","2 637","2637.25364","","",""
"TOTENV_4","PUBLISHED","2012","AFR","DZA","ENVCAUSE060","3 449","3448.96532","","",""
"TOTENV_4","PUBLISHED","2012","WPR","KHM","ENVCAUSE060","4 370","4369.58030","","",""
"TOTENV_4","PUBLISHED","2012","AMR","KNA","ENVCAUSE060","1 849","1849.34006","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SDN","ENVCAUSE060","4 353","4352.58665","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SEN","ENVCAUSE060","3 654","3653.51817","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SRB","ENVCAUSE060","3 869","3868.58181","","",""
"TOTENV_4","PUBLISHED","2012","AFR","STP","ENVCAUSE060","3 373","3373.12793","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SWZ","ENVCAUSE060","4 057","4057.13788","","",""
"TOTENV_4","PUBLISHED","2012","AFR","TCD","ENVCAUSE060","5 536","5536.00623","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","TLS","ENVCAUSE060","4 774","4774.33092","","",""
"TOTENV_4","PUBLISHED","2012","WPR","TON","ENVCAUSE060","3 312","3312.44460","","",""
"TOTENV_4","PUBLISHED","2012","EMR","ARE","ENVCAUSE001","156","155.79027","","",""
"TOTENV_4","PUBLISHED","2012","AMR","ARG","ENVCAUSE001","369","368.60157","","",""
"TOTENV_4","PUBLISHED","2012","AFR","BEN","ENVCAUSE001","7 159","7159.40050","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","BGD","ENVCAUSE001","2 461","2460.67901","","",""
"TOTENV_4","PUBLISHED","2012","WPR","COK","ENVCAUSE001","1 054","1054.18793","","",""
"TOTENV_4","PUBLISHED","2012","AMR","COL","ENVCAUSE001","612","611.63654","","",""
"TOTENV_4","PUBLISHED","2012","EMR","DJI","ENVCAUSE001","4 968","4968.32676","","",""
"TOTENV_4","PUBLISHED","2012","EUR","FIN","ENVCAUSE001","58","57.97343","","",""
"TOTENV_4","PUBLISHED","2012","WPR","JPN","ENVCAUSE001","62","62.37614","","",""
"TOTENV_4","PUBLISHED","2012","WPR","KHM","ENVCAUSE001","2 783","2782.84568","","",""
"TOTENV_4","PUBLISHED","2012","WPR","MHL","ENVCAUSE001","3 487","3487.01348","","",""
"TOTENV_4","PUBLISHED","2012","EUR","MLT","ENVCAUSE001","74","73.93105","","",""
"TOTENV_4","PUBLISHED","2012","AFR","MWI","ENVCAUSE001","7 756","7755.53108","","",""
"TOTENV_4","PUBLISHED","2012","WPR","PLW","ENVCAUSE001","1 096","1095.89316","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SAU","ENVCAUSE001","242","242.34318","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SMR","ENVCAUSE001","64","63.83187","","",""
"TOTENV_4","PUBLISHED","2012","EUR","TJK","ENVCAUSE001","1 887","1886.71164","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","TLS","ENVCAUSE001","3 863","3863.22636","","",""
"TOTENV_4","PUBLISHED","2012","AFR","UGA","ENVCAUSE001","7 558","7558.14472","","",""
"TOTENV_4","PUBLISHED","2012","AFR","BFA","ENVCAUSE151","2 865","2865.19358","","",""
"TOTENV_4","PUBLISHED","2012","WPR","BRN","ENVCAUSE151","566","566.20546","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CHL","ENVCAUSE151","566","565.78294","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CUB","ENVCAUSE151","1 246","1246.14837","","",""
"TOTENV_4","PUBLISHED","2012","AFR","DZA","ENVCAUSE151","1 373","1372.69568","","",""
"TOTENV_4","PUBLISHED","2012","EUR","HRV","ENVCAUSE151","621","621.43553","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","MMR","ENVCAUSE151","2 147","2147.24686","","",""
"TOTENV_4","PUBLISHED","2012","AFR","MWI","ENVCAUSE151","2 111","2110.78736","","",""
"TOTENV_4","PUBLISHED","2012","EUR","NOR","ENVCAUSE151","409","408.66469","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SMR","ENVCAUSE151","490","489.78594","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SWE","ENVCAUSE151","411","410.59423","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SWZ","ENVCAUSE151","2 750","2750.27846","","",""
"TOTENV_4","PUBLISHED","2012","WPR","TON","ENVCAUSE151","1 137","1136.82670","","",""
"TOTENV_4","PUBLISHED","2012","AFR","ZAF","ENVCAUSE151","2 261","2261.09403","","",""
"TOTENV_4","PUBLISHED","2012","EMR","BHR","ENVCAUSE060","2 566","2566.09909","","",""
"TOTENV_4","PUBLISHED","2012","AFR","CIV","ENVCAUSE060","5 801","5800.59206","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","LKA","ENVCAUSE060","4 089","4088.99191","","",""
"TOTENV_4","PUBLISHED","2012","EUR","MNE","ENVCAUSE060","3 826","3825.63294","","",""
"TOTENV_4","PUBLISHED","2012","WPR","MYS","ENVCAUSE060","3 096","3096.18837","","",""
"TOTENV_4","PUBLISHED","2012","WPR","PNG","ENVCAUSE060","4 098","4098.23707","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SAU","ENVCAUSE060","3 363","3363.48262","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SOM","ENVCAUSE060","4 610","4610.01144","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SYC","ENVCAUSE060","2 189","2189.37292","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SYR","ENVCAUSE060","3 698","3698.30425","","",""
"TOTENV_4","PUBLISHED","2012","AFR","BFA","ENVCAUSE001","7 908","7908.12912","","",""
"TOTENV_4","PUBLISHED","2012","AMR","GTM","ENVCAUSE001","1 809","1808.83122","","",""
"TOTENV_4","PUBLISHED","2012","EUR","HRV","ENVCAUSE001","83","83.10592","","",""
"TOTENV_4","PUBLISHED","2012","EUR","KGZ","ENVCAUSE001","875","875.26043","","",""
"TOTENV_4","PUBLISHED","2012","EUR","MKD","ENVCAUSE001","191","191.35126","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","MMR","ENVCAUSE001","3 309","3308.66252","","",""
"TOTENV_4","PUBLISHED","2012","EUR","NLD","ENVCAUSE001","70","69.53358","","",""
"TOTENV_4","PUBLISHED","2012","EUR","NOR","ENVCAUSE001","66","66.30431","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","NPL","ENVCAUSE001","2 608","2608.03535","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SLE","ENVCAUSE001","15 667","15667.33709","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SOM","ENVCAUSE001","12 240","12240.11744","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SVN","ENVCAUSE001","77","76.96426","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SWZ","ENVCAUSE001","7 796","7795.57443","","",""
"TOTENV_4","PUBLISHED","2012","EUR","TKM","ENVCAUSE001","1 487","1487.31188","","",""
"TOTENV_4","PUBLISHED","2012","WPR","TON","ENVCAUSE001","697","697.32733","","",""
"TOTENV_4","PUBLISHED","2012","AFR","TZA","ENVCAUSE001","6 634","6634.38950","","",""
"TOTENV_4","PUBLISHED","2012","WPR","VUT","ENVCAUSE001","1 468","1468.27546","","",""
"TOTENV_4","PUBLISHED","2012","AFR","BEN","ENVCAUSE151","2 325","2325.23333","","",""
"TOTENV_4","PUBLISHED","2012","AMR","BRB","ENVCAUSE151","815","814.87391","","",""
"TOTENV_4","PUBLISHED","2012","EUR","CHE","ENVCAUSE151","428","427.88286","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CRI","ENVCAUSE151","826","826.10193","","",""
"TOTENV_4","PUBLISHED","2012","EUR","KGZ","ENVCAUSE151","1 367","1367.28861","","",""
"TOTENV_4","PUBLISHED","2012","EMR","MAR","ENVCAUSE151","1 350","1349.70162","","",""
"TOTENV_4","PUBLISHED","2012","EUR","MLT","ENVCAUSE151","396","395.95188","","",""
"TOTENV_4","PUBLISHED","2012","EUR","MNE","ENVCAUSE151","720","719.70833","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","NPL","ENVCAUSE151","1 964","1964.30189","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SDN","ENVCAUSE151","2 804","2803.77015","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SRB","ENVCAUSE151","671","670.77873","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SSD","ENVCAUSE151","3 098","3097.54015","","",""
"TOTENV_4","PUBLISHED","2012","EMR","SYR","ENVCAUSE151","901","901.43203","","",""
"TOTENV_4","PUBLISHED","2012","EUR","TKM","ENVCAUSE151","2 023","2022.90766","","",""
"TOTENV_4","PUBLISHED","2012","AFR","UGA","ENVCAUSE151","3 638","3637.52427","","",""
"TOTENV_4","PUBLISHED","2012","AFR","AGO","ENVCAUSE060","5 473","5473.17284","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","BGD","ENVCAUSE060","4 364","4364.36430","","",""
"TOTENV_4","PUBLISHED","2012","WPR","BRN","ENVCAUSE060","1 999","1998.68340","","",""
"TOTENV_4","PUBLISHED","2012","EUR","CYP","ENVCAUSE060","1 797","1797.40406","","",""
"TOTENV_4","PUBLISHED","2012","EUR","DNK","ENVCAUSE060","2 107","2106.63629","","",""
"TOTENV_4","PUBLISHED","2012","EUR","FIN","ENVCAUSE060","1 989","1989.32704","","",""
"TOTENV_4","PUBLISHED","2012","EUR","HRV","ENVCAUSE060","2 981","2981.06738","","",""
"TOTENV_4","PUBLISHED","2012","EUR","KGZ","ENVCAUSE060","6 347","6346.53441","","",""
"TOTENV_4","PUBLISHED","2012","AMR","LCA","ENVCAUSE060","3 076","3075.64141","","",""
"TOTENV_4","PUBLISHED","2012","EMR","MAR","ENVCAUSE060","3 563","3563.44860","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","MDV","ENVCAUSE060","2 167","2166.52836","","",""
"TOTENV_4","PUBLISHED","2012","EUR","MLT","ENVCAUSE060","2 352","2352.18188","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","MMR","ENVCAUSE060","5 799","5799.48227","","",""
"TOTENV_4","PUBLISHED","2012","WPR","MNG","ENVCAUSE060","7 584","7583.56671","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","NPL","ENVCAUSE060","5 556","5556.32319","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","PRK","ENVCAUSE060","6 900","6900.22323","","",""
"TOTENV_4","PUBLISHED","2012","EUR","SMR","ENVCAUSE060","1 207","1207.24719","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SSD","ENVCAUSE060","3 950","3950.17853","","",""
"TOTENV_4","PUBLISHED","2012","EMR","TUN","ENVCAUSE060","3 145","3144.58349","","",""
"TOTENV_4","PUBLISHED","2012","EUR","UZB","ENVCAUSE060","6 224","6224.23263","","",""
"TOTENV_4","PUBLISHED","2012","AFR","ZAF","ENVCAUSE060","3 607","3606.55994","","",""
"TOTENV_4","PUBLISHED","2012","EMR","BHR","ENVCAUSE001","201","201.24101","","",""
"TOTENV_4","PUBLISHED","2012","WPR","BRN","ENVCAUSE001","127","126.56088","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","BTN","ENVCAUSE001","2 090","2090.45279","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CRI","ENVCAUSE001","405","405.02791","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CUB","ENVCAUSE001","315","314.83799","","",""
"TOTENV_4","PUBLISHED","2012","EUR","DEU","ENVCAUSE001","77","76.79254","","",""
"TOTENV_4","PUBLISHED","2012","AMR","GRD","ENVCAUSE001","517","517.29047","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","IDN","ENVCAUSE001","1 667","1666.60947","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","LKA","ENVCAUSE001","567","566.64699","","",""
"TOTENV_4","PUBLISHED","2012","AFR","LSO","ENVCAUSE001","8 883","8882.89194","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","MDV","ENVCAUSE001","423","422.80598","","",""
"TOTENV_4","PUBLISHED","2012","WPR","MNG","ENVCAUSE001","1 134","1134.30087","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","PRK","ENVCAUSE001","1 208","1208.06474","","",""
"TOTENV_4","PUBLISHED","2012","AMR","PRY","ENVCAUSE001","773","772.73107","","",""
"TOTENV_4","PUBLISHED","2012","AFR","SEN","ENVCAUSE001","5 342","5341.58326","","",""
"TOTENV_4","PUBLISHED","2012","AFR","TCD","ENVCAUSE001","13 426","13425.70003","","",""
"TOTENV_4","PUBLISHED","2012","EMR","TUN","ENVCAUSE001","405","405.45838","","",""
"TOTENV_4","PUBLISHED","2012","WPR","VNM","ENVCAUSE001","1 326","1326.05917","","",""
"TOTENV_4","PUBLISHED","2012","AFR","BDI","ENVCAUSE151","3 905","3905.31365","","",""
"TOTENV_4","PUBLISHED","2012","SEAR","BTN","ENVCAUSE151","3 889","3888.63637","","",""
"TOTENV_4","PUBLISHED","2012","AMR","CAN","ENVCAUSE151","405","405.22334","","",""
"TOTENV_4","PUBLISHED","2012","WPR","COK","ENVCAUSE151","1 325","1325.32641","","",""
"TOTENV_4","PUBLISHED","2012","EUR","CYP","ENVCAUSE151","452","451.59747","","",""
"TOTENV_4","PUBLISHED","2012","EUR","CZE","ENVCAUSE151","647","647.01750","","",""
"TOTENV_4","PUBLISHED","2012","EUR","DEU","ENVCAUSE151","399","398.54830","","",""
"TOTENV_4","PUBLISHED","2012","EUR","ESP","ENVCAUSE151","389","389.03953","","",""
"TOTENV_4","PUBLISHED","2012","WPR","FSM","ENVCAUSE151","1 649","1648.76562","","",""
"TOTENV_4","PUBLISHED","2012","AMR","GTM","ENVCAUSE151","1 741","1740.89366","","",""
"TOTENV_4","PUBLISHED","2012","WPR","JPN","ENVCAUSE151","432","432.31451","","",""
