"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001695","SA_0000001695_BHR","PUBLISHED","2010","EMR","BHR","8.3","","","",""
"SA_0000001695","SA_0000001695_BHR","PUBLISHED","2007","EMR","BHR","26.7","","","",""
"SA_0000001695","SA_0000001695_BHR","PUBLISHED","2009","EMR","BHR","7.9","","","",""
"SA_0000001695","SA_0000001695_BHR","PUBLISHED","2011","EMR","BHR","11.2","","","",""
"SA_0000001695","SA_0000001695_BHR","PUBLISHED","2013","EMR","BHR","9.7","","","",""
"SA_0000001695","SA_0000001695_BHR","PUBLISHED","2008","EMR","BHR","17.4","","","",""
"SA_0000001695","SA_0000001695_BHR","PUBLISHED","2012","EMR","BHR","11.8","","","",""
"SA_0000001695","SA_0000001695_BHR","PUBLISHED","2014","EMR","BHR","5.7","","","",""
"SA_0000001695","SA_0000001695_BTN","PUBLISHED","2009","SEAR","BTN","0.6","","","",""
"SA_0000001695","SA_0000001695_BTN","PUBLISHED","2010","SEAR","BTN","1.2","","","",""
"SA_0000001695","SA_0000001695_BTN","PUBLISHED","2008","SEAR","BTN","0.6","","","",""
"SA_0000001695","SA_0000001695_BTN","PUBLISHED","2007","SEAR","BTN","0","","","",""
"SA_0000001695","SA_0000001695_BTN","PUBLISHED","2011","SEAR","BTN","0.5","","","",""
"SA_0000001695","SA_0000001695_BTN","PUBLISHED","2006","SEAR","BTN","0.1","","","",""
"SA_0000001695","SA_0000001695_BTN","PUBLISHED","2012","SEAR","BTN","1.1","","","",""
"SA_0000001695","SA_0000001695_BTN","PUBLISHED","2005","SEAR","BTN","0.5","","","",""
"SA_0000001695","SA_0000001695_CHL","PUBLISHED","2013","AMR","CHL","0","","","",""
"SA_0000001695","SA_0000001695_CHL","PUBLISHED","2008","AMR","CHL","0","","","",""
"SA_0000001695","SA_0000001695_CHL","PUBLISHED","2011","AMR","CHL","0.2","","","",""
"SA_0000001695","SA_0000001695_CHL","PUBLISHED","2012","AMR","CHL","0.7","","","",""
"SA_0000001695","SA_0000001695_CHL","PUBLISHED","2014","AMR","CHL","0","","","",""
"SA_0000001695","SA_0000001695_CHL","PUBLISHED","2009","AMR","CHL","0","","","",""
"SA_0000001695","SA_0000001695_CHL","PUBLISHED","2010","AMR","CHL","0.2","","","",""
"SA_0000001695","SA_0000001695_COK","PUBLISHED","1994","WPR","COK","295.9","","","",""
"SA_0000001695","SA_0000001695_COK","PUBLISHED","1995","WPR","COK","218.5","","","",""
"SA_0000001695","SA_0000001695_COK","PUBLISHED","1993","WPR","COK","270.7","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","1997","EUR","DNK","288.9","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","2004","EUR","DNK","71.5","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","1998","EUR","DNK","116.3","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","1999","EUR","DNK","92.1","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","1994","EUR","DNK","178.7","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","1996","EUR","DNK","307.7","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","2003","EUR","DNK","63.6","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","2005","EUR","DNK","62.4","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","1990","EUR","DNK","231.3","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","1992","EUR","DNK","216.7","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","1995","EUR","DNK","299","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","2002","EUR","DNK","65.4","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","1991","EUR","DNK","233.2","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","1993","EUR","DNK","205","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","2006","EUR","DNK","70","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","2000","EUR","DNK","81.2","","","",""
"SA_0000001695","SA_0000001695_DNK","PUBLISHED","2001","EUR","DNK","55.5","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2007","EUR","EST","1994.7","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2012","EUR","EST","572.4","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2013","EUR","EST","369.8","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2008","EUR","EST","1496.5","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2010","EUR","EST","651.4","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2003","EUR","EST","2411","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2005","EUR","EST","2227.2","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2009","EUR","EST","1169.4","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2004","EUR","EST","2252.4","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2006","EUR","EST","1982.4","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2011","EUR","EST","707.5","","","",""
"SA_0000001695","SA_0000001695_EST","PUBLISHED","2014","EUR","EST","126.1","","","",""
"SA_0000001695","SA_0000001695_FIN","PUBLISHED","1993","EUR","FIN","1978.2","","","",""
"SA_0000001695","SA_0000001695_FIN","PUBLISHED","2000","EUR","FIN","1872.8","","","",""
"SA_0000001695","SA_0000001695_FIN","PUBLISHED","2007","EUR","FIN","1847.6","","","",""
"SA_0000001695","SA_0000001695_FIN","PUBLISHED","2002","EUR","FIN","1845.1","","","",""
"SA_0000001695","SA_0000001695_FIN","PUBLISHED","2005","EUR","FIN","1941.5","","","",""
"SA_0000001695","SA_0000001695_FIN","PUBLISHED","2006","EUR","FIN","1890.4","","","",""
"SA_0000001695","SA_0000001695_FIN","PUBLISHED","1999","EUR","FIN","1826.1","","","",""
"SA_0000001695","SA_0000001695_FIN","PUBLISHED","2001","EUR","FIN","1848.6","","","",""
"SA_0000001695","SA_0000001695_FIN","PUBLISHED","2008","EUR","FIN","1769","","","",""
"SA_0000001695","SA_0000001695_FIN","PUBLISHED","2010","EUR","FIN","1465.1","","","",""
