"GHO","PUBLISHSTATE","YEAR","REGION","AMRGLASSCATEGORY","Display Value","Numeric","Low","High","Comments"
"AMRGLASS_COORD03","PUBLISHED","2018","AFR","AMRGLASS_ISITNOMINATED03","1","1.00000","","",""
"AMRGLASS_COORD03","PUBLISHED","2018","AFR","AMRGLASS_ISITNOMINATED01","1","1.00000","","",""
"AMRGLASS_COORD03","PUBLISHED","2018","AFR","AMRGLASS_ISITNOMINATED02","12","12.00000","","",""
"AMRGLASS_COORD03","PUBLISHED","2018","AMR","AMRGLASS_ISITNOMINATED02","3","3.00000","","",""
"AMRGLASS_COORD03","PUBLISHED","2018","EMR","AMRGLASS_ISITNOMINATED02","14","14.00000","","",""
"AMRGLASS_COORD03","PUBLISHED","2018","EUR","AMRGLASS_ISITNOMINATED03","1","1.00000","","",""
"AMRGLASS_COORD03","PUBLISHED","2018","EUR","AMRGLASS_ISITNOMINATED02","21","21.00000","","",""
"AMRGLASS_COORD03","PUBLISHED","2018","SEAR","AMRGLASS_ISITNOMINATED03","1","1.00000","","",""
"AMRGLASS_COORD03","PUBLISHED","2018","SEAR","AMRGLASS_ISITNOMINATED02","7","7.00000","","",""
"AMRGLASS_COORD03","PUBLISHED","2018","WPR","AMRGLASS_ISITNOMINATED02","6","6.00000","","",""
