"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2008","EUR","ALB","EDLVL06TO11YR","","","76.1","76.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","WQ1","80.1","80.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","86.2","86.20000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2000","EUR","ARM","","RUR","","72.1","72.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","WQ4","100.0","100.00000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1996","SEAR","BGD","EDLVL06TO11YR","","","34.2","34.20000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","WQ1","0.0","0.00000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","RUR","","0.1","0.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1999","SEAR","BGD","EDLVL06TO11YR","","","24.2","24.20000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","","WQ4","30.9","30.90000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","","","4.9","4.90000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","89.2","89.20000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2005","EUR","ARM","EDLVL12PLUSYR","","","99.1","99.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","WQ2","98.1","98.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","WQ4","99.8","99.80000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2010","EUR","ARM","EDLVL00TO05YR","","","97.5","97.50000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2010","EUR","ARM","EDLVL12PLUSYR","","","97.1","97.10000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2010","EMR","AFG","","URB","","31.2","31.20000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","WQ3","28.2","28.20000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","WQ5","58.5","58.50000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ1","81.6","81.60000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ3","76.4","76.40000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2008","EUR","ALB","","RUR","","53.6","53.60000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","WQ5","95.7","95.70000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","WQ2","44.9","44.90000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2011","AMR","BLZ","EDLVL00TO05YR","","","30.1","30.10000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2011","AMR","BLZ","EDLVL12PLUSYR","","","13.0","13.00000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","WQ5","3.1","3.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1996","AFR","BEN","","URB","","18.1","18.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","URB","","27.7","27.70000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","WQ1","0.0","0.00000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","WQ3","9.8","9.80000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","WQ5","63.8","63.80000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","URB","","36.5","36.50000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2006","EUR","AZE","","URB","","75.6","75.60000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","","WQ3","33.1","33.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","","WQ5","76.4","76.40000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2012","AMR","BRB","EDLVL06TO11YR","","","98.7","98.70000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2012","AMR","BRB","","","WQ1","97.9","97.90000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2005","EUR","BLR","","RUR","","61.3","61.30000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2005","EUR","BLR","EDLVL06TO11YR","","","92.2","92.20000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","83.0","83.00000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2012","EUR","BLR","","RUR","","59.9","59.90000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","WQ2","95.4","95.40000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","WQ4","94.8","94.80000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2006","EUR","AZE","EDLVL00TO05YR","","","60.0","60.00000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2006","AMR","BLZ","EDLVL12PLUSYR","","","18.8","18.80000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","","WQ2","5.7","5.70000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","","WQ4","26.8","26.80000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2006","SEAR","BGD","EDLVL12PLUSYR","","","47.5","47.50000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2006","SEAR","BGD","","","WQ2","4.5","4.50000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","URB","","26.2","26.20000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2007","SEAR","BGD","EDLVL00TO05YR","","","17.6","17.60000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1996","AFR","BEN","","","WQ3","5.1","5.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1996","AFR","BEN","","","WQ5","62.1","62.10000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","WQ1","0.0","0.00000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","WQ3","13.4","13.40000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2006","AFR","BEN","","RUR","","12.3","12.30000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2006","AFR","BEN","EDLVL06TO11YR","","","71.5","71.50000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2006","EUR","BIH","","RUR","","67.9","67.90000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2006","EUR","BIH","EDLVL06TO11YR","","","90.8","90.80000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","WQ1","53.9","53.90000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","WQ3","93.0","93.00000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2008","AMR","BOL","EDLVL06TO11YR","","","90.4","90.40000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","WQ1","71.9","71.90000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2006","EUR","BIH","","","","75.9","75.90000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","18.0","18.00000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2011","AFR","BEN","","RUR","","5.0","5.00000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","WQ4","44.2","44.20000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","82.1","82.10000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2010","SEAR","BTN","EDLVL12PLUSYR","","","98.5","98.50000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","WQ2","89.3","89.30000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","WQ4","98.2","98.20000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1996","AMR","BRA","EDLVL12PLUSYR","","","81.3","81.30000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","WQ2","81.8","81.80000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2006","EUR","BIH","","","WQ4","94.4","94.40000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","85.9","85.90000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","2003","AMR","BOL","","URB","","86.4","86.40000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1993","AFR","BFA","","URB","","27.9","27.90000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1993","AFR","BFA","EDLVL00TO05YR","","","16.7","16.70000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1993","AFR","BFA","","","WQ5","83.9","83.90000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1998","AFR","BFA","","URB","","24.9","24.90000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","WQ3","18.0","18.00000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","WQ2","88.5","88.50000","","",""
"EQ_WATERPREMISES","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","WQ4","96.7","96.70000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","WQ5","73.0","73.00000","","",""
"EQ_WATERPREMISES","EQ_DHS","PUBLISHED","1994","AMR","BOL","EDLVL00TO05YR","","","68.1","68.10000","","",""
