"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2005","EUR","ALB","0.6","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2006","EUR","ALB","2.7","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2003","EUR","ALB","0.6","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2007","EUR","ALB","2","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","1996","EUR","ALB","0.3","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2001","EUR","ALB","0.5","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2008","EUR","ALB","2.3","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","1995","EUR","ALB","0.5","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2002","EUR","ALB","0.5","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2004","EUR","ALB","0.9","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2014","EUR","ALB","4.3","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2013","EUR","ALB","1.3","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","1997","EUR","ALB","0.5","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","1998","EUR","ALB","0.2","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2009","EUR","ALB","3.7","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2011","EUR","ALB","0.6","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","1999","EUR","ALB","0.3","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2000","EUR","ALB","0.3","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2012","EUR","ALB","0.7","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2010","EUR","ALB","1.5","","","",""
"SA_0000001470","SA_0000001470_ALB","PUBLISHED","2015","EUR","ALB","3.4","","","",""
"SA_0000001470","SA_0000001470_AND","PUBLISHED","1996","EUR","AND","0.5","","","",""
"SA_0000001470","SA_0000001470_AND","PUBLISHED","1999","EUR","AND","0.2","","","",""
"SA_0000001470","SA_0000001470_AND","PUBLISHED","1997","EUR","AND","0.3","","","",""
"SA_0000001470","SA_0000001470_AND","PUBLISHED","2000","EUR","AND","0.3","","","",""
"SA_0000001470","SA_0000001470_AND","PUBLISHED","2001","EUR","AND","0.3","","","",""
"SA_0000001470","SA_0000001470_AND","PUBLISHED","2002","EUR","AND","0.5","","","",""
"SA_0000001470","SA_0000001470_AND","PUBLISHED","1998","EUR","AND","0.5","","","",""
"SA_0000001470","SA_0000001470_ARE","PUBLISHED","2012","EMR","ARE","0.7","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","2008","EUR","ARM","2.6","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","2001","EUR","ARM","1","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","2005","EUR","ARM","1.9","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","2006","EUR","ARM","2.2","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","1993","EUR","ARM","0.8","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","2002","EUR","ARM","1.3","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","1998","EUR","ARM","1.4","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","2000","EUR","ARM","1.6","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","1995","EUR","ARM","1.4","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","1997","EUR","ARM","1.7","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","1999","EUR","ARM","1.5","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","1994","EUR","ARM","0.8","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","2003","EUR","ARM","1.5","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","2004","EUR","ARM","2.5","","","",""
"SA_0000001470","SA_0000001470_ARM","PUBLISHED","2007","EUR","ARM","2.4","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2001","EUR","AUT","31.7","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","1993","EUR","AUT","34.5","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2002","EUR","AUT","33.8","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2014","EUR","AUT","26","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2013","EUR","AUT","27.7","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","1996","EUR","AUT","31.7","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2008","EUR","AUT","31.6","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2004","EUR","AUT","34.6","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2010","EUR","AUT","26.8","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2015","EUR","AUT","26.1","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2003","EUR","AUT","34.9","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2012","EUR","AUT","31.8","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","1997","EUR","AUT","31","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","1994","EUR","AUT","36","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","1999","EUR","AUT","30.8","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2005","EUR","AUT","33.4","","","",""
"SA_0000001470","SA_0000001470_AUT","PUBLISHED","2006","EUR","AUT","31.2","","","",""
