"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"MDG_0000000027","NLIS_313171","PUBLISHED","2009","EUR","KGZ","BTSX","22.6","22.60000","","",""
"MDG_0000000027","NLIS_313171","PUBLISHED","2009","EUR","KGZ","FMLE","22.1","22.10000","","",""
"MDG_0000000027","NLIS_313283","PUBLISHED","2006","EUR","TKM","MLE","20.7","20.70000","","",""
"MDG_0000000027","NLIS_312783","PUBLISHED","2006","EUR","UZB","FMLE","19.7","19.70000","","",""
"MDG_0000000027","NLIS_311674","PUBLISHED","1995","EUR","KAZ","BTSX","19.0","19.00000","","",""
"MDG_0000000027","NLIS_312344","PUBLISHED","2000-2001","EUR","ARM","MLE","18.2","18.20000","","",""
"MDG_0000000027","NLIS_313269","PUBLISHED","2013","EUR","AZE","BTSX","18.0","18.00000","","",""
"MDG_0000000027","NLIS_312860","PUBLISHED","2006","EUR","KAZ","BTSX","17.5","17.50000","","",""
"MDG_0000000027","NLIS_312827","PUBLISHED","2005-2006","EUR","KGZ","FMLE","17.5","17.50000","","",""
"MDG_0000000027","NLIS_312781","PUBLISHED","2003-2004","EUR","TUR","FMLE","16.6","16.60000","","",""
"MDG_0000000027","NLIS_312781","PUBLISHED","2003-2004","EUR","TUR","BTSX","15.6","15.60000","","",""
"MDG_0000000027","NLIS_311674","PUBLISHED","1995","EUR","KAZ","FMLE","15.4","15.40000","","",""
"MDG_0000000027","NLIS_312477","PUBLISHED","1999","EUR","ROU","FMLE","12.8","12.80000","","",""
"MDG_0000000027","NLIS_313203","PUBLISHED","2008","EUR","TUR","BTSX","12.3","12.30000","","",""
"MDG_0000000027","NLIS_312362","PUBLISHED","2000","EUR","BIH","BTSX","12.1","12.10000","","",""
"MDG_0000000027","NLIS_312788","PUBLISHED","2005","EUR","MDA","FMLE","11.5","11.50000","","",""
"MDG_0000000027","NLIS_313082","PUBLISHED","2009","EUR","GEO","BTSX","11.3","11.30000","","",""
"MDG_0000000027","NLIS_310558","PUBLISHED","1991","EUR","ROU","BTSX","11.2","11.20000","","",""
"MDG_0000000027","NLIS_313138","PUBLISHED","2010-2011","EUR","MKD","MLE","11.0","11.00000","","",""
