"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","INADEQUACY","Display Value","Numeric","Low","High","Comments"
"WSH_30_WAT","PUBLISHED","2016","EMR","AFG","YEARSALL","BTSX","INADEQUATE_WATER","278 230","278229.66700","","",""
"WSH_30_WAT","PUBLISHED","2016","EMR","AFG","YEARSALL","FMLE","INADEQUATE_WATER","145 152","145151.72470","","",""
"WSH_30_WAT","PUBLISHED","2016","EMR","AFG","YEARSALL","MLE","INADEQUATE_WATER","133 078","133077.94240","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","AGO","YEARSALL","BTSX","INADEQUATE_WATER","614 768","614768.39950","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","AGO","YEARSALL","MLE","INADEQUATE_WATER","328 534","328533.69350","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","AGO","YEARSALL","FMLE","INADEQUATE_WATER","286 235","286234.70600","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","ALB","YEARSALL","MLE","INADEQUATE_WATER","419","418.64203","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","ALB","YEARSALL","FMLE","INADEQUATE_WATER","315","314.56930","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","ALB","YEARSALL","BTSX","INADEQUATE_WATER","733","733.21132","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","ARG","YEARSALL","BTSX","INADEQUATE_WATER","8591","8590.76411","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","ARG","YEARSALL","FMLE","INADEQUATE_WATER","4392","4391.53693","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","ARG","YEARSALL","MLE","INADEQUATE_WATER","4199","4199.22718","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","ARM","YEARSALL","MLE","INADEQUATE_WATER","487","486.94558","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","ARM","YEARSALL","FMLE","INADEQUATE_WATER","474","474.36537","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","ARM","YEARSALL","BTSX","INADEQUATE_WATER","961","961.31095","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","AZE","YEARSALL","BTSX","INADEQUATE_WATER","6840","6839.85118","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","AZE","YEARSALL","MLE","INADEQUATE_WATER","3834","3833.99161","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","AZE","YEARSALL","FMLE","INADEQUATE_WATER","3006","3005.85956","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BDI","YEARSALL","FMLE","INADEQUATE_WATER","138 569","138568.77030","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BDI","YEARSALL","MLE","INADEQUATE_WATER","129 901","129900.80070","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BDI","YEARSALL","BTSX","INADEQUATE_WATER","268 470","268469.57100","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BEN","YEARSALL","BTSX","INADEQUATE_WATER","237 586","237585.59320","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BEN","YEARSALL","MLE","INADEQUATE_WATER","137 986","137985.51540","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BEN","YEARSALL","FMLE","INADEQUATE_WATER","99 600","99600.07782","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BFA","YEARSALL","FMLE","INADEQUATE_WATER","175 033","175033.40770","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BFA","YEARSALL","BTSX","INADEQUATE_WATER","339 655","339655.30580","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BFA","YEARSALL","MLE","INADEQUATE_WATER","164 622","164621.89810","","",""
"WSH_30_WAT","PUBLISHED","2016","SEAR","BGD","YEARSALL","BTSX","INADEQUATE_WATER","529 527","529527.16030","","",""
"WSH_30_WAT","PUBLISHED","2016","SEAR","BGD","YEARSALL","MLE","INADEQUATE_WATER","233 481","233481.44880","","",""
"WSH_30_WAT","PUBLISHED","2016","SEAR","BGD","YEARSALL","FMLE","INADEQUATE_WATER","296 046","296045.71140","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","BGR","YEARSALL","BTSX","INADEQUATE_WATER","1233","1232.53462","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","BGR","YEARSALL","FMLE","INADEQUATE_WATER","616","616.26958","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","BGR","YEARSALL","MLE","INADEQUATE_WATER","616","616.26504","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","BIH","YEARSALL","FMLE","INADEQUATE_WATER","312","311.69022","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","BIH","YEARSALL","MLE","INADEQUATE_WATER","338","338.36115","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","BIH","YEARSALL","BTSX","INADEQUATE_WATER","650","650.05137","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","BLR","YEARSALL","BTSX","INADEQUATE_WATER","1423","1422.92929","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","BLR","YEARSALL","MLE","INADEQUATE_WATER","679","679.19731","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","BLR","YEARSALL","FMLE","INADEQUATE_WATER","744","743.73198","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","BLZ","YEARSALL","MLE","INADEQUATE_WATER","150","150.39256","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","BLZ","YEARSALL","BTSX","INADEQUATE_WATER","281","280.69228","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","BLZ","YEARSALL","FMLE","INADEQUATE_WATER","130","130.29972","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","BOL","YEARSALL","FMLE","INADEQUATE_WATER","11 063","11063.30786","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","BOL","YEARSALL","BTSX","INADEQUATE_WATER","24 946","24945.90742","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","BOL","YEARSALL","MLE","INADEQUATE_WATER","13 883","13882.59957","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","BRA","YEARSALL","FMLE","INADEQUATE_WATER","69 028","69027.76994","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","BRA","YEARSALL","BTSX","INADEQUATE_WATER","136 998","136998.07580","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","BRA","YEARSALL","MLE","INADEQUATE_WATER","67 970","67970.30583","","",""
"WSH_30_WAT","PUBLISHED","2016","SEAR","BTN","YEARSALL","MLE","INADEQUATE_WATER","65","64.61485","","",""
"WSH_30_WAT","PUBLISHED","2016","SEAR","BTN","YEARSALL","BTSX","INADEQUATE_WATER","131","130.94616","","",""
"WSH_30_WAT","PUBLISHED","2016","SEAR","BTN","YEARSALL","FMLE","INADEQUATE_WATER","66","66.33131","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BWA","YEARSALL","BTSX","INADEQUATE_WATER","8186","8185.67522","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BWA","YEARSALL","FMLE","INADEQUATE_WATER","4106","4106.24181","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","BWA","YEARSALL","MLE","INADEQUATE_WATER","4079","4079.43341","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CAF","YEARSALL","BTSX","INADEQUATE_WATER","141 925","141924.77040","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CAF","YEARSALL","FMLE","INADEQUATE_WATER","61 850","61849.76126","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CAF","YEARSALL","MLE","INADEQUATE_WATER","80 075","80075.00910","","",""
"WSH_30_WAT","PUBLISHED","2016","WPR","CHN","YEARSALL","FMLE","INADEQUATE_WATER","81 626","81626.47221","","",""
"WSH_30_WAT","PUBLISHED","2016","WPR","CHN","YEARSALL","MLE","INADEQUATE_WATER","87 441","87440.84713","","",""
"WSH_30_WAT","PUBLISHED","2016","WPR","CHN","YEARSALL","BTSX","INADEQUATE_WATER","169 067","169067.31930","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CIV","YEARSALL","FMLE","INADEQUATE_WATER","202 453","202453.18620","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CIV","YEARSALL","MLE","INADEQUATE_WATER","234 873","234872.50580","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CIV","YEARSALL","BTSX","INADEQUATE_WATER","437 326","437325.69200","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CMR","YEARSALL","BTSX","INADEQUATE_WATER","425 982","425981.61230","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CMR","YEARSALL","MLE","INADEQUATE_WATER","223 690","223690.44940","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CMR","YEARSALL","FMLE","INADEQUATE_WATER","202 291","202291.16290","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","COD","YEARSALL","BTSX","INADEQUATE_WATER","1 914 910","1914910.00600","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","COD","YEARSALL","FMLE","INADEQUATE_WATER","802 355","802354.90380","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","COD","YEARSALL","MLE","INADEQUATE_WATER","1 112 555","1112555.10200","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","COG","YEARSALL","FMLE","INADEQUATE_WATER","23 573","23573.04296","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","COG","YEARSALL","MLE","INADEQUATE_WATER","32 313","32313.17668","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","COG","YEARSALL","BTSX","INADEQUATE_WATER","55 886","55886.21964","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","COL","YEARSALL","BTSX","INADEQUATE_WATER","21 442","21442.23770","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","COL","YEARSALL","FMLE","INADEQUATE_WATER","10 770","10769.53998","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","COL","YEARSALL","MLE","INADEQUATE_WATER","10 673","10672.69772","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","COM","YEARSALL","MLE","INADEQUATE_WATER","6352","6352.46548","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","COM","YEARSALL","FMLE","INADEQUATE_WATER","5377","5376.99697","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","COM","YEARSALL","BTSX","INADEQUATE_WATER","11 729","11729.46245","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CPV","YEARSALL","FMLE","INADEQUATE_WATER","372","371.84543","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CPV","YEARSALL","BTSX","INADEQUATE_WATER","794","793.95624","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","CPV","YEARSALL","MLE","INADEQUATE_WATER","422","422.11081","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","CRI","YEARSALL","MLE","INADEQUATE_WATER","1112","1111.51199","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","CRI","YEARSALL","BTSX","INADEQUATE_WATER","2284","2283.67276","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","CRI","YEARSALL","FMLE","INADEQUATE_WATER","1172","1172.16076","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","CUB","YEARSALL","MLE","INADEQUATE_WATER","2773","2773.27302","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","CUB","YEARSALL","BTSX","INADEQUATE_WATER","5019","5019.16875","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","CUB","YEARSALL","FMLE","INADEQUATE_WATER","2246","2245.89573","","",""
"WSH_30_WAT","PUBLISHED","2016","EMR","DJI","YEARSALL","BTSX","INADEQUATE_WATER","10 145","10145.22260","","",""
"WSH_30_WAT","PUBLISHED","2016","EMR","DJI","YEARSALL","MLE","INADEQUATE_WATER","5001","5000.54055","","",""
"WSH_30_WAT","PUBLISHED","2016","EMR","DJI","YEARSALL","FMLE","INADEQUATE_WATER","5145","5144.68205","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","DOM","YEARSALL","FMLE","INADEQUATE_WATER","6346","6346.47489","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","DOM","YEARSALL","BTSX","INADEQUATE_WATER","12 573","12573.24568","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","DOM","YEARSALL","MLE","INADEQUATE_WATER","6227","6226.77079","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","DZA","YEARSALL","MLE","INADEQUATE_WATER","25 794","25793.67153","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","DZA","YEARSALL","FMLE","INADEQUATE_WATER","27 995","27995.29985","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","DZA","YEARSALL","BTSX","INADEQUATE_WATER","53 789","53788.97138","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","ECU","YEARSALL","FMLE","INADEQUATE_WATER","4773","4772.95152","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","ECU","YEARSALL","MLE","INADEQUATE_WATER","4875","4875.07027","","",""
"WSH_30_WAT","PUBLISHED","2016","AMR","ECU","YEARSALL","BTSX","INADEQUATE_WATER","9648","9648.02179","","",""
"WSH_30_WAT","PUBLISHED","2016","EMR","EGY","YEARSALL","BTSX","INADEQUATE_WATER","132 759","132758.55030","","",""
"WSH_30_WAT","PUBLISHED","2016","EMR","EGY","YEARSALL","FMLE","INADEQUATE_WATER","71 190","71190.42666","","",""
"WSH_30_WAT","PUBLISHED","2016","EMR","EGY","YEARSALL","MLE","INADEQUATE_WATER","61 568","61568.12364","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","ERI","YEARSALL","BTSX","INADEQUATE_WATER","69 994","69993.89656","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","ERI","YEARSALL","MLE","INADEQUATE_WATER","37 319","37318.79791","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","ERI","YEARSALL","FMLE","INADEQUATE_WATER","32 675","32675.09864","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","ETH","YEARSALL","MLE","INADEQUATE_WATER","822 385","822384.50410","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","ETH","YEARSALL","FMLE","INADEQUATE_WATER","694 129","694129.08150","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","ETH","YEARSALL","BTSX","INADEQUATE_WATER","1 516 514","1516513.58600","","",""
"WSH_30_WAT","PUBLISHED","2016","WPR","FJI","YEARSALL","MLE","INADEQUATE_WATER","485","485.44508","","",""
"WSH_30_WAT","PUBLISHED","2016","WPR","FJI","YEARSALL","BTSX","INADEQUATE_WATER","797","796.69459","","",""
"WSH_30_WAT","PUBLISHED","2016","WPR","FJI","YEARSALL","FMLE","INADEQUATE_WATER","311","311.24951","","",""
"WSH_30_WAT","PUBLISHED","2016","WPR","FSM","YEARSALL","MLE","INADEQUATE_WATER","75","75.38811","","",""
"WSH_30_WAT","PUBLISHED","2016","WPR","FSM","YEARSALL","BTSX","INADEQUATE_WATER","142","141.93787","","",""
"WSH_30_WAT","PUBLISHED","2016","WPR","FSM","YEARSALL","FMLE","INADEQUATE_WATER","67","66.54976","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GAB","YEARSALL","FMLE","INADEQUATE_WATER","4723","4722.65155","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GAB","YEARSALL","BTSX","INADEQUATE_WATER","11 592","11591.54346","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GAB","YEARSALL","MLE","INADEQUATE_WATER","6869","6868.89191","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","GEO","YEARSALL","BTSX","INADEQUATE_WATER","1072","1072.24992","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","GEO","YEARSALL","MLE","INADEQUATE_WATER","556","556.04128","","",""
"WSH_30_WAT","PUBLISHED","2016","EUR","GEO","YEARSALL","FMLE","INADEQUATE_WATER","516","516.20863","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GHA","YEARSALL","MLE","INADEQUATE_WATER","94 632","94632.03363","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GHA","YEARSALL","FMLE","INADEQUATE_WATER","94 177","94176.65127","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GHA","YEARSALL","BTSX","INADEQUATE_WATER","188 809","188808.68490","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GIN","YEARSALL","MLE","INADEQUATE_WATER","118 494","118493.76860","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GIN","YEARSALL","BTSX","INADEQUATE_WATER","208 793","208793.23760","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GIN","YEARSALL","FMLE","INADEQUATE_WATER","90 299","90299.46895","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GMB","YEARSALL","FMLE","INADEQUATE_WATER","11 363","11363.32134","","",""
"WSH_30_WAT","PUBLISHED","2016","AFR","GMB","YEARSALL","BTSX","INADEQUATE_WATER","23 233","23233.21311","","",""
