"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","SEX","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"SDGAIRBOD","PUBLISHED","2016","AFR","","AGO","MLE","ENVCAUSE039","44[ 36–52]","44.07725","35.59369","51.82876",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","ALB","FMLE","ENVCAUSE039","5[ 3–7]","4.50959","2.67219","6.75094",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","ALB","MLE","ENVCAUSE039","6[ 3–8]","5.54148","3.27885","8.23783",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","ARE","BTSX","ENVCAUSE039","1[ 1–2]","1.10363","0.79035","1.50687",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","ARE","FMLE","ENVCAUSE039","1[ 1–1]","1.01453","0.72308","1.39560",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","ARE","MLE","ENVCAUSE039","1[ 1–2]","1.13699","0.81554","1.54911",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","ARE","BTSX","ENVCAUSE114","3[ 3–4]","3.28521","2.73002","4.04767",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","ARE","FMLE","ENVCAUSE114","3[ 2–4]","2.88657","2.38611","3.62183",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","ARE","MLE","ENVCAUSE114","3[ 3–4]","3.43448","2.85269","4.24167",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ARG","BTSX","ENVCAUSE039","10[ 4–18]","10.13754","4.27669","17.73043",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ARG","FMLE","ENVCAUSE039","11[ 5–19]","10.71387","4.60113","18.69662",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ARG","MLE","ENVCAUSE068","3[ 1–5]","2.83332","1.34041","4.84176",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ARG","BTSX","ENVCAUSE114","5[ 3–8]","4.55154","3.01638","7.69539",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ARG","FMLE","ENVCAUSE114","4[ 3–8]","4.43283","2.66149","8.27436",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ARG","MLE","ENVCAUSE114","5[ 3–7]","4.67546","3.25503","7.13478",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","ARM","FMLE","ENVCAUSE068","3[ 2–5]","3.02066","1.71660","4.89172",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","ARM","MLE","ENVCAUSE068","15[ 8–22]","14.81442","8.47890","22.48633",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","ARM","BTSX","ENVCAUSE114","10[ 7–15]","10.11918","7.08617","14.80293",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","ARM","FMLE","ENVCAUSE114","10[ 7–16]","10.20727","6.65837","15.94594",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ATG","MLE","ENVCAUSE113","15[ 12–19]","15.38318","11.95352","18.64666",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ATG","BTSX","ENVCAUSE068","1[ 0–1]","0.50035","0.27369","0.77684",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ATG","FMLE","ENVCAUSE068","0[ 0–1]","0.41473","0.22479","0.65000",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ATG","MLE","ENVCAUSE068","1[ 0–1]","0.59314","0.31926","0.91218",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","ATG","BTSX","ENVCAUSE114","6[ 4–9]","6.25873","4.48565","8.96651",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","AUS","FMLE","ENVCAUSE113","7[ 4–11]","7.01525","3.53351","11.44614",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","AUS","MLE","ENVCAUSE113","9[ 6–13]","9.18940","5.97481","12.72621",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","AUS","BTSX","ENVCAUSE068","2[ 1–3]","1.54411","0.62900","2.92206",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","AUS","FMLE","ENVCAUSE068","1[ 1–2]","1.24396","0.50673","2.35404",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","AUT","BTSX","ENVCAUSE113","24[ 15–33]","23.60744","14.86036","33.19402",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","AUT","FMLE","ENVCAUSE113","24[ 13–36]","23.52695","13.12387","35.66286",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","AUT","MLE","ENVCAUSE113","24[ 16–31]","23.69122","16.43352","31.24491",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","AUT","BTSX","ENVCAUSE068","4[ 2–6]","3.51258","1.69562","5.88190",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","AZE","BTSX","ENVCAUSE113","38[ 29–49]","37.72784","28.61465","49.28873",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","AZE","FMLE","ENVCAUSE113","33[ 24–45]","33.22285","23.92040","45.04023",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","AZE","MLE","ENVCAUSE113","42[ 33–55]","42.26738","33.09581","54.72262",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","BDI","BTSX","ENVCAUSE113","17[ 15–19]","16.89663","15.10572","18.63561",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","BDI","FMLE","ENVCAUSE113","16[ 14–18]","15.78685","14.00580","17.58975",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","BFA","MLE","ENVCAUSE039","55[ 46–62]","54.89577","46.17925","61.77821",""
"SDGAIRBOD","PUBLISHED","2016","SEAR","","BGD","FMLE","ENVCAUSE039","13[ 11–14]","12.59166","10.56607","14.15691",""
"SDGAIRBOD","PUBLISHED","2016","SEAR","","BGD","MLE","ENVCAUSE039","14[ 11–16]","13.76870","11.44448","15.61244",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BGR","BTSX","ENVCAUSE039","5[ 2–9]","4.78295","2.28588","9.44581",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BGR","FMLE","ENVCAUSE039","4[ 2–8]","3.99779","1.88896","8.12087",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BGR","MLE","ENVCAUSE039","6[ 3–11]","5.61276","2.70396","10.82355",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BGR","MLE","ENVCAUSE114","35[ 23–58]","35.31406","22.77748","57.86877",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","BHR","BTSX","ENVCAUSE039","2[ 1–2]","1.76134","1.40358","2.12977",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","BHR","FMLE","ENVCAUSE039","2[ 2–2]","1.92454","1.53362","2.32710",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","BHR","MLE","ENVCAUSE039","2[ 1–2]","1.66187","1.32431","2.00949",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","BHR","BTSX","ENVCAUSE114","1[ 1–2]","1.49985","1.25982","1.76672",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","BHR","FMLE","ENVCAUSE114","2[ 1–2]","1.75468","1.43697","2.11609",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","BHR","MLE","ENVCAUSE114","1[ 1–2]","1.34452","1.14752","1.55893",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BHS","BTSX","ENVCAUSE039","4[ 2–6]","3.63671","1.73605","5.90523",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BHS","MLE","ENVCAUSE068","2[ 1–3]","1.56840","0.81796","2.50754",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BHS","BTSX","ENVCAUSE114","5[ 4–7]","4.88855","3.50202","7.22271",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BHS","FMLE","ENVCAUSE114","5[ 3–8]","4.91437","3.27759","7.88379",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BHS","MLE","ENVCAUSE114","5[ 4–7]","4.86163","3.63230","6.56264",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BIH","FMLE","ENVCAUSE068","9[ 6–13]","9.42728","5.68225","12.96392",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BIH","MLE","ENVCAUSE068","30[ 18–42]","29.89698","17.65312","42.43534",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BIH","BTSX","ENVCAUSE114","42[ 28–59]","42.38542","28.11020","58.62626",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BIH","FMLE","ENVCAUSE114","47[ 31–66]","47.44433","31.12421","66.01125",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BLR","MLE","ENVCAUSE113","88[ 69–111]","88.36218","68.53484","110.69727",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BLR","BTSX","ENVCAUSE068","4[ 2–7]","4.15547","2.12668","7.29405",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BLR","FMLE","ENVCAUSE068","1[ 1–2]","1.08687","0.55078","1.97117",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BLR","MLE","ENVCAUSE068","8[ 4–13]","7.68164","3.92425","13.36902",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","BLR","BTSX","ENVCAUSE114","17[ 12–26]","16.98528","11.78468","25.60630",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BLZ","FMLE","ENVCAUSE113","11[ 9–14]","11.03279","8.55894","13.52055",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BLZ","MLE","ENVCAUSE113","17[ 14–21]","17.29823","13.64176","20.91491",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BLZ","BTSX","ENVCAUSE068","2[ 1–3]","2.32165","1.43322","3.40023",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BLZ","FMLE","ENVCAUSE068","1[ 1–2]","1.10201","0.68704","1.57310",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BOL","BTSX","ENVCAUSE113","19[ 15–23]","19.17562","15.29198","23.28896",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BOL","FMLE","ENVCAUSE113","17[ 13–21]","16.94188","13.26590","20.89389",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BOL","MLE","ENVCAUSE113","21[ 17–26]","21.40337","17.38010","25.76099",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BOL","BTSX","ENVCAUSE068","1[ 1–1]","0.99764","0.63663","1.38491",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BRA","BTSX","ENVCAUSE113","12[ 9–15]","11.74856","8.95867","14.76744",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BRA","FMLE","ENVCAUSE113","10[ 7–13]","9.76236","7.16708","12.51440",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BRA","MLE","ENVCAUSE113","14[ 11–17]","13.80240","10.78733","17.18727",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","BRB","BTSX","ENVCAUSE113","18[ 14–23]","18.32951","13.55282","23.01390",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","BWA","MLE","ENVCAUSE039","20[ 15–26]","20.37698","14.60330","25.99833",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CAF","FMLE","ENVCAUSE039","78[ 67–87]","78.37314","66.77785","87.33645",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CAF","MLE","ENVCAUSE039","81[ 69–91]","81.33636","68.93924","90.88356",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CAN","BTSX","ENVCAUSE039","1[ 0–3]","0.94501","0.11046","2.53910",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CAN","FMLE","ENVCAUSE039","1[ 0–3]","1.02232","0.11950","2.74682",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CAN","MLE","ENVCAUSE039","1[ 0–2]","0.86648","0.10128","2.32810",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CAN","MLE","ENVCAUSE114","2[ 1–4]","1.65672","0.74579","4.12143",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CHE","BTSX","ENVCAUSE039","2[ 1–4]","2.14084","0.62952","4.37377",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CHE","FMLE","ENVCAUSE039","2[ 1–5]","2.36859","0.69649","4.83906",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CHE","MLE","ENVCAUSE039","2[ 1–4]","1.90867","0.56125","3.89944",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CHE","BTSX","ENVCAUSE114","3[ 1–8]","3.42467","1.37693","8.33808",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CHE","FMLE","ENVCAUSE114","4[ 1–10]","4.05914","1.48548","10.40062",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CHE","MLE","ENVCAUSE114","3[ 1–6]","2.77787","1.30766","6.20527",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CHL","BTSX","ENVCAUSE039","6[ 4–9]","6.14726","3.73662","9.36307",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CHL","MLE","ENVCAUSE068","4[ 2–7]","4.02054","2.08877","7.10242",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CHL","BTSX","ENVCAUSE114","7[ 5–11]","7.17452","4.73261","11.12471",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CHL","FMLE","ENVCAUSE114","7[ 5–12]","7.18882","4.50162","11.82510",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CHL","MLE","ENVCAUSE114","7[ 5–10]","7.16025","5.00473","10.41945",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","CHN","FMLE","ENVCAUSE068","13[ 9–17]","13.44295","9.04158","17.46148",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","CHN","MLE","ENVCAUSE068","27[ 18–36]","27.12779","17.70119","36.16264",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","CHN","BTSX","ENVCAUSE114","39[ 29–50]","38.92288","28.54070","50.47715",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","CHN","FMLE","ENVCAUSE114","38[ 28–50]","38.45926","28.03675","50.11064",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CIV","MLE","ENVCAUSE113","39[ 33–44]","38.60320","33.40889","43.69028",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CIV","BTSX","ENVCAUSE068","0[ 0–1]","0.46659","0.35890","0.55964",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CIV","FMLE","ENVCAUSE068","0[ 0–0]","0.39381","0.30930","0.46162",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CIV","MLE","ENVCAUSE068","1[ 0–1]","0.53734","0.39564","0.66008",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CIV","BTSX","ENVCAUSE114","23[ 20–26]","23.35988","20.09909","26.43052",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CMR","FMLE","ENVCAUSE113","19[ 16–21]","18.63550","16.16967","21.48923",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CMR","MLE","ENVCAUSE113","23[ 20–26]","22.80435","20.04650","25.83867",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CMR","BTSX","ENVCAUSE068","0[ 0–1]","0.49655","0.39189","0.58794",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CMR","FMLE","ENVCAUSE068","0[ 0–0]","0.41869","0.34068","0.48428",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","COD","BTSX","ENVCAUSE113","15[ 14–17]","15.44224","13.63739","17.35087",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","COD","FMLE","ENVCAUSE113","16[ 14–18]","15.87006","13.78255","17.94608",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","COD","MLE","ENVCAUSE113","15[ 13–17]","15.00895","13.34200","16.79204",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","COD","BTSX","ENVCAUSE068","0[ 0–0]","0.32702","0.26107","0.38326",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","COG","BTSX","ENVCAUSE113","18[ 16–21]","18.20639","15.72207","20.75536",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","COG","FMLE","ENVCAUSE113","20[ 17–23]","20.13718","17.21608","23.07784",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","COG","MLE","ENVCAUSE113","16[ 14–19]","16.27893","14.04590","18.58004",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","CPV","MLE","ENVCAUSE039","25[ 19–33]","25.06188","18.52648","33.42793",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CRI","FMLE","ENVCAUSE039","3[ 2–4]","2.78613","1.60334","4.17041",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CRI","MLE","ENVCAUSE039","4[ 2–5]","3.60370","2.09540","5.37064",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CUB","BTSX","ENVCAUSE039","18[ 7–35]","17.83595","6.96812","35.31434",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CUB","FMLE","ENVCAUSE039","18[ 7–36]","17.99088","6.84400","35.74112",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CUB","MLE","ENVCAUSE039","18[ 7–35]","17.68120","7.04450","35.06974",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","CUB","MLE","ENVCAUSE114","13[ 7–26]","13.27228","7.01491","25.86901",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CYP","BTSX","ENVCAUSE039","2[ 1–3]","1.68394","0.81538","2.72467",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CYP","FMLE","ENVCAUSE039","2[ 1–3]","1.86641","0.90373","3.01991",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CYP","MLE","ENVCAUSE039","2[ 1–2]","1.50204","0.72730","2.43036",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CYP","BTSX","ENVCAUSE114","5[ 2–9]","4.74537","2.43210","9.27817",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CYP","FMLE","ENVCAUSE114","5[ 2–11]","5.31315","2.43970","11.17746",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CYP","MLE","ENVCAUSE114","4[ 2–7]","4.17939","2.41756","7.40359",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CZE","BTSX","ENVCAUSE039","6[ 3–10]","5.70663","2.69968","9.58629",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CZE","MLE","ENVCAUSE068","8[ 4–15]","8.01324","4.05814","14.53212",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CZE","BTSX","ENVCAUSE114","9[ 5–16]","8.59308","4.79638","15.97704",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CZE","FMLE","ENVCAUSE114","9[ 5–20]","9.49416","4.57780","19.52302",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","CZE","MLE","ENVCAUSE114","8[ 5–12]","7.66074","4.88594","12.47607",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","DEU","FMLE","ENVCAUSE068","3[ 1–5]","2.74314","1.30405","4.63846",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","DEU","MLE","ENVCAUSE068","5[ 3–9]","5.46851","2.59966","9.24689",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","DEU","BTSX","ENVCAUSE114","6[ 3–13]","5.92972","2.78974","12.86769",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","DEU","FMLE","ENVCAUSE114","7[ 3–16]","6.77285","2.73981","16.01223",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","DJI","MLE","ENVCAUSE113","32[ 28–36]","31.78609","27.68452","35.70382",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","DJI","BTSX","ENVCAUSE068","1[ 1–1]","1.12657","0.88898","1.32005",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","DJI","FMLE","ENVCAUSE068","1[ 1–1]","1.21570","0.96702","1.40805",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","DJI","MLE","ENVCAUSE068","1[ 1–1]","1.03812","0.77419","1.25959",""
"SDGAIRBOD","PUBLISHED","2016","EMR","","DJI","BTSX","ENVCAUSE114","16[ 14–19]","16.42218","14.06615","18.77141",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","DNK","BTSX","ENVCAUSE113","10[ 6–13]","9.71616","6.39282","13.35918",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","DNK","FMLE","ENVCAUSE113","8[ 5–12]","8.15152","4.76807","12.07228",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","DNK","MLE","ENVCAUSE113","11[ 8–15]","11.29746","7.93748","14.94738",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","DNK","BTSX","ENVCAUSE068","4[ 2–7]","4.16501","1.87263","7.30257",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","DOM","BTSX","ENVCAUSE113","21[ 17–26]","21.41518","16.57755","26.39842",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","DOM","FMLE","ENVCAUSE113","19[ 14–23]","18.51918","13.92194","23.41669",""
"SDGAIRBOD","PUBLISHED","2016","AMR","","DOM","MLE","ENVCAUSE113","24[ 19–30]","24.33367","19.10711","29.93586",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","DZA","BTSX","ENVCAUSE113","22[ 16–37]","21.99304","16.31198","36.55669",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","ERI","MLE","ENVCAUSE039","52[ 43–60]","52.29895","43.44042","59.97303",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","ESP","FMLE","ENVCAUSE039","2[ 1–5]","2.44039","0.66632","5.18647",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","ESP","MLE","ENVCAUSE039","2[ 1–5]","2.46974","0.67434","5.24885",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","EST","BTSX","ENVCAUSE039","3[ 1–6]","2.62554","0.54468","5.91534",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","EST","FMLE","ENVCAUSE039","2[ 0–4]","1.96940","0.38889","4.48262",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","EST","MLE","ENVCAUSE039","3[ 1–8]","3.37102","0.72338","7.51229",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","EST","MLE","ENVCAUSE114","5[ 3–9]","5.15369","2.78948","9.35531",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","ETH","BTSX","ENVCAUSE039","43[ 36–48]","42.76902","36.30765","47.83914",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","ETH","FMLE","ENVCAUSE039","39[ 33–43]","38.64754","32.87205","42.97039",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","ETH","MLE","ENVCAUSE039","47[ 40–53]","46.90244","39.64654","52.80473",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","ETH","BTSX","ENVCAUSE114","12[ 11–14]","12.16699","10.50049","13.87729",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","ETH","FMLE","ENVCAUSE114","13[ 11–15]","13.19693","11.37732","15.06716",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","ETH","MLE","ENVCAUSE114","11[ 9–13]","11.13649","9.49943","12.79024",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","FIN","BTSX","ENVCAUSE039","0[ 0–1]","0.22097","0.01589","0.66549",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","FIN","MLE","ENVCAUSE068","1[ 0–3]","1.25817","0.24924","2.99628",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","FIN","BTSX","ENVCAUSE114","4[ 1–11]","3.76155","1.32430","11.10462",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","FIN","FMLE","ENVCAUSE114","4[ 1–14]","4.28787","1.20729","14.07842",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","FIN","MLE","ENVCAUSE114","3[ 1–8]","3.21909","1.43817","7.94236",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","FJI","FMLE","ENVCAUSE068","1[ 1–2]","1.49717","0.94051","1.97227",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","FJI","MLE","ENVCAUSE068","2[ 1–3]","2.29797","1.32508","3.13518",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","FJI","BTSX","ENVCAUSE114","5[ 3–6]","4.56090","3.05099","5.92622",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","FJI","FMLE","ENVCAUSE114","4[ 3–6]","4.24636","2.84392","5.57583",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","FRA","MLE","ENVCAUSE113","11[ 7–15]","10.86023","7.41464","14.52443",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","FRA","BTSX","ENVCAUSE068","4[ 2–6]","3.71042","1.76067","6.27948",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","FRA","FMLE","ENVCAUSE068","2[ 1–3]","2.00837","0.95301","3.39894",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","FRA","MLE","ENVCAUSE068","5[ 3–9]","5.47119","2.59619","9.25939",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","FRA","BTSX","ENVCAUSE114","4[ 2–10]","4.37071","1.92197","9.97417",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","FSM","FMLE","ENVCAUSE113","33[ 27–38]","32.59842","26.92866","37.72980",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","FSM","MLE","ENVCAUSE113","36[ 30–41]","36.19268","30.49672","41.33726",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","FSM","BTSX","ENVCAUSE068","6[ 4–7]","5.86442","4.31779","7.10386",""
"SDGAIRBOD","PUBLISHED","2016","WPR","","FSM","FMLE","ENVCAUSE068","4[ 3–5]","4.04272","3.08300","4.76784",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","GAB","BTSX","ENVCAUSE113","13[ 9–17]","12.51443","9.45990","17.14482",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","GAB","FMLE","ENVCAUSE113","14[ 10–19]","13.79081","10.17664","19.16546",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","GAB","MLE","ENVCAUSE113","11[ 9–15]","11.30609","8.72467","15.28423",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","GAB","BTSX","ENVCAUSE068","1[ 1–2]","1.11207","0.66350","1.70757",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","GBR","BTSX","ENVCAUSE113","12[ 8–16]","12.07366","8.12269","16.21302",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","GBR","FMLE","ENVCAUSE113","9[ 6–14]","9.41343","5.68958","13.55558",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","GBR","MLE","ENVCAUSE113","15[ 10–19]","14.80787","10.46426","19.36648",""
"SDGAIRBOD","PUBLISHED","2016","EUR","","GEO","BTSX","ENVCAUSE113","107[ 76–144]","106.94997","76.03386","143.83864",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","GMB","MLE","ENVCAUSE039","58[ 49–65]","57.63180","48.61301","65.03767",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","GNB","FMLE","ENVCAUSE039","57[ 48–63]","56.86708","48.45057","63.42768",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","GNB","MLE","ENVCAUSE039","66[ 55–74]","65.54876","55.31028","73.55797",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","GNQ","BTSX","ENVCAUSE039","59[ 43–73]","59.39937","43.42455","72.65040",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","GNQ","FMLE","ENVCAUSE039","60[ 44–74]","60.38545","43.94422","73.50702",""
"SDGAIRBOD","PUBLISHED","2016","AFR","","GNQ","MLE","ENVCAUSE039","59[ 43–72]","58.60139","42.89107","72.01758",""
