"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001695_ARCHIVED","SA_0000001695_NOR","PUBLISHED","1992","EUR","NOR","178.1","178.10000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_NOR","PUBLISHED","1990","EUR","NOR","178.3","178.30000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_ZWE","PUBLISHED","1993","AFR","ZWE","88.3","88.30000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_IRL","PUBLISHED","2002","EUR","IRL","","","","","missing data"
"SA_0000001695_ARCHIVED","SA_0000001695_MNG","PUBLISHED","2004","WPR","MNG","","","","","missing data"
"SA_0000001695_ARCHIVED","SA_0000001695_BTN","PUBLISHED","2006","SEAR","BTN","0.1","0.10000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_BHR","PUBLISHED","2013","EMR","BHR","9.7","9.70000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_CHL","PUBLISHED","2010","AMR","CHL","0.2","0.20000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_CHL","PUBLISHED","2014","AMR","CHL","0","0.00000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_EST","PUBLISHED","2014","EUR","EST","126.1","126.10000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_EST","PUBLISHED","2012","EUR","EST","572.4","572.40000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_EST","PUBLISHED","2005","EUR","EST","2227.2","2227.20000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_EST","PUBLISHED","2003","EUR","EST","2411","2411.00000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_FIN","PUBLISHED","2011","EUR","FIN","1436.9","1436.90000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_FIN","PUBLISHED","2009","EUR","FIN","1636.8","1636.80000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_HUN","PUBLISHED","2010","EUR","HUN","47.4","47.40000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_HUN","PUBLISHED","1993","EUR","HUN","63.5","63.50000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_NOR","PUBLISHED","2000","EUR","NOR","56","56.00000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_NOR","PUBLISHED","1998","EUR","NOR","54.5","54.50000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_NOR","PUBLISHED","1996","EUR","NOR","61.1","61.10000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_MNG","PUBLISHED","2000","WPR","MNG","3850.4","3850.40000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_MNG","PUBLISHED","1998","WPR","MNG","3751.2","3751.20000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_NOR","PUBLISHED","2011","EUR","NOR","20.5","20.50000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_NOR","PUBLISHED","2009","EUR","NOR","27","27.00000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_SVN","PUBLISHED","2004","EUR","SVN","76","76.00000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_TON","PUBLISHED","1994","WPR","TON","1094.3","1094.30000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_GBR","PUBLISHED","1991","EUR","GBR","135.8","135.80000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_UKR","PUBLISHED","2015","EUR","UKR","484.8","484.80000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_UKR","PUBLISHED","2008","EUR","UKR","1023.3","1023.30000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_UKR","PUBLISHED","2006","EUR","UKR","875.4","875.40000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_USA","PUBLISHED","2012","AMR","USA","162.4","162.40000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_USA","PUBLISHED","2010","AMR","USA","180.9","180.90000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_USA","PUBLISHED","2005","AMR","USA","187.8","187.80000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_BHR","PUBLISHED","2012","EMR","BHR","11.8","11.80000","","",""
"SA_0000001695_ARCHIVED","SA_0000001695_CHL","PUBLISHED","2009","AMR","CHL","0","0.00000","","",""
