"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001542_ARCHIVED","PUBLISHED","2012","EUR","ALB","SA_BEER","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","EUR","ALB","SA_SPIRITS","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_SPIRITS","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AMR","BLZ","SA_WINE","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","WPR","KHM","SA_SPIRITS","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AFR","CMR","SA_WINE","Yes","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AMR","CRI","SA_SPIRITS","Yes","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_BEER","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_SPIRITS","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AMR","DOM","SA_WINE","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","EUR","EST","SA_BEER","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_WINE","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AMR","GUY","SA_WINE","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_BEER","Yes","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_SPIRITS","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AMR","NIC","SA_SPIRITS","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","WPR","KOR","SA_BEER","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","WPR","KOR","SA_SPIRITS","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AMR","KNA","SA_SPIRITS","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AFR","SEN","SA_BEER","Yes","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","WPR","SGP","SA_WINE","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_BEER","No","","","",""
"SA_0000001542_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_SPIRITS","No","","","",""
