"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WHS7_103","NHA_AFG","PUBLISHED","2008","EMR","WB_LI","AFG","0.00","0.00000","","",""
"WHS7_103","","PUBLISHED","1996","AFR","WB_UMI","AGO","0.00","0.00000","","",""
"WHS7_103","","PUBLISHED","1998","AFR","WB_UMI","AGO","0.00","0.00000","","",""
"WHS7_103","","PUBLISHED","2005","AFR","WB_UMI","AGO","0.00","0.00000","","",""
"WHS7_103","","PUBLISHED","2012","AFR","WB_UMI","AGO","0.00","0.00000","","",""
"WHS7_103","","PUBLISHED","2014","AFR","WB_UMI","AGO","0.00","0.00000","","",""
"WHS7_103","","PUBLISHED","2001","EUR","WB_UMI","ALB","0.00","0.00000","","",""
"WHS7_103","","PUBLISHED","2003","EUR","WB_UMI","ALB","0.00","0.00000","","",""
"WHS7_103","","PUBLISHED","1997","EUR","WB_HI","AND","28.19","28.18717","","",""
"WHS7_103","","PUBLISHED","2002","EUR","WB_HI","AND","26.47","26.47059","","",""
"WHS7_103","","PUBLISHED","2004","EUR","WB_HI","AND","24.77","24.76517","","",""
"WHS7_103","","PUBLISHED","2011","EUR","WB_HI","AND","24.39","24.38686","","",""
"WHS7_103","","PUBLISHED","2013","EUR","WB_HI","AND","24.39","24.38686","","",""
"WHS7_103","","PUBLISHED","2000","EMR","WB_HI","ARE","14.59","14.59074","","",""
"WHS7_103","","PUBLISHED","2002","EMR","WB_HI","ARE","12.67","12.67443","","",""
"WHS7_103","","PUBLISHED","2007","EMR","WB_HI","ARE","15.66","15.66484","","",""
"WHS7_103","NHA_ARG","PUBLISHED","1996","AMR","WB_HI","ARG","25.99","25.98809","","",""
"WHS7_103","NHA_ARG","PUBLISHED","2005","AMR","WB_HI","ARG","28.49","28.49072","","",""
"WHS7_103","NHA_ARG","PUBLISHED","2007","AMR","WB_HI","ARG","30.72","30.71715","","",""
"WHS7_103","NHA_ARG","PUBLISHED","2014","AMR","WB_HI","ARG","21.70","21.69732","","",""
"WHS7_103","","PUBLISHED","2002","EUR","WB_LMI","ARM","0.17","0.17033","","",""
"WHS7_103","","PUBLISHED","2009","EUR","WB_LMI","ARM","0.54","0.53540","","",""
"WHS7_103","NHA_ATG","PUBLISHED","1996","AMR","WB_HI","ATG","13.93","13.92568","","",""
"WHS7_103","NHA_ATG","PUBLISHED","2003","AMR","WB_HI","ATG","18.90","18.90469","","",""
"WHS7_103","NHA_ATG","PUBLISHED","2005","AMR","WB_HI","ATG","21.52","21.52279","","",""
"WHS7_103","NHA_ATG","PUBLISHED","2012","AMR","WB_HI","ATG","25.01","25.01178","","",""
"WHS7_103","NHA_ATG","PUBLISHED","2014","AMR","WB_HI","ATG","25.27","25.27148","","",""
"WHS7_103","NHA_AUS","PUBLISHED","2003","WPR","WB_HI","AUS","24.43","24.42851","","",""
"WHS7_103","NHA_AUS","PUBLISHED","2012","WPR","WB_HI","AUS","25.36","25.36086","","",""
"WHS7_103","","PUBLISHED","1997","EUR","WB_HI","AUT","22.84","22.83546","","",""
"WHS7_103","","PUBLISHED","1999","EUR","WB_HI","AUT","19.82","19.82197","","",""
"WHS7_103","","PUBLISHED","2006","EUR","WB_HI","AUT","18.13","18.12790","","",""
"WHS7_103","","PUBLISHED","2008","EUR","WB_HI","AUT","18.05","18.04834","","",""
