"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WHS7_120","","PUBLISHED","1997","AFR","WB_UMI","AGO","13.04","13.03510","","",""
"WHS7_120","","PUBLISHED","1998","AFR","WB_UMI","AGO","7.33","7.32840","","",""
"WHS7_120","","PUBLISHED","2012","AFR","WB_UMI","AGO","1.78","1.77871","","",""
"WHS7_120","","PUBLISHED","2013","AFR","WB_UMI","AGO","1.86","1.85805","","",""
"WHS7_120","","PUBLISHED","2014","AFR","WB_UMI","AGO","2.63","2.63035","","",""
"WHS7_120","","PUBLISHED","1995","EUR","WB_UMI","ALB","8.19","8.18563","","",""
"WHS7_120","","PUBLISHED","2009","EUR","WB_UMI","ALB","3.18","3.17694","","",""
"WHS7_120","","PUBLISHED","2010","EUR","WB_UMI","ALB","2.10","2.09872","","",""
"WHS7_120","","PUBLISHED","2011","EUR","WB_UMI","ALB","1.09","1.08710","","",""
"WHS7_120","","PUBLISHED","2012","EUR","WB_UMI","ALB","2.36","2.36460","","",""
"WHS7_120","","PUBLISHED","2006","EUR","WB_HI","AND","0.00","0.00000","","",""
"WHS7_120","","PUBLISHED","2007","EUR","WB_HI","AND","0.00","0.00000","","",""
"WHS7_120","","PUBLISHED","2009","EUR","WB_HI","AND","0.00","0.00000","","",""
"WHS7_120","","PUBLISHED","2007","EMR","WB_HI","ARE","0.00","0.00000","","",""
"WHS7_120","","PUBLISHED","2008","EMR","WB_HI","ARE","0.00","0.00000","","",""
"WHS7_120","","PUBLISHED","2010","EMR","WB_HI","ARE","0.00","0.00000","","",""
"WHS7_120","NHA_ARG","PUBLISHED","2009","AMR","WB_HI","ARG","0.35","0.34890","","",""
"WHS7_120","NHA_ARG","PUBLISHED","2010","AMR","WB_HI","ARG","0.43","0.42576","","",""
"WHS7_120","","PUBLISHED","2005","EUR","WB_LMI","ARM","13.03","13.03070","","",""
"WHS7_120","","PUBLISHED","2006","EUR","WB_LMI","ARM","14.79","14.78941","","",""
"WHS7_120","","PUBLISHED","2007","EUR","WB_LMI","ARM","15.59","15.58977","","",""
"WHS7_120","NHA_ATG","PUBLISHED","2011","AMR","WB_HI","ATG","3.48","3.48181","","",""
"WHS7_120","NHA_ATG","PUBLISHED","2012","AMR","WB_HI","ATG","0.00","0.00000","","",""
"WHS7_120","NHA_ATG","PUBLISHED","2013","AMR","WB_HI","ATG","0.24","0.23926","","",""
"WHS7_120","","PUBLISHED","2007","EUR","WB_HI","AUT","0.00","0.00000","","",""
"WHS7_120","","PUBLISHED","2008","EUR","WB_HI","AUT","0.00","0.00000","","",""
"WHS7_120","","PUBLISHED","2010","EUR","WB_HI","AUT","0.00","0.00000","","",""
"WHS7_120","","PUBLISHED","2011","EUR","WB_HI","AUT","0.00","0.00000","","",""
"WHS7_120","NHA_AZE","PUBLISHED","2005","EUR","WB_UMI","AZE","0.30","0.30466","","",""
"WHS7_120","NHA_AZE","PUBLISHED","2006","EUR","WB_UMI","AZE","0.61","0.60540","","",""
"WHS7_120","NHA_AZE","PUBLISHED","2008","EUR","WB_UMI","AZE","0.57","0.56960","","",""
"WHS7_120","NHA_BDI","PUBLISHED","2002","AFR","WB_LI","BDI","16.16","16.16138","","",""
"WHS7_120","NHA_BDI","PUBLISHED","2003","AFR","WB_LI","BDI","19.26","19.26462","","",""
"WHS7_120","NHA_BDI","PUBLISHED","2005","AFR","WB_LI","BDI","26.91","26.90958","","",""
"WHS7_120","","PUBLISHED","1998","AFR","WB_LI","BEN","14.45","14.44679","","",""
"WHS7_120","","PUBLISHED","1999","AFR","WB_LI","BEN","13.08","13.07615","","",""
"WHS7_120","","PUBLISHED","2000","AFR","WB_LI","BEN","17.04","17.04398","","",""
"WHS7_120","","PUBLISHED","2002","AFR","WB_LI","BEN","19.01","19.00735","","",""
"WHS7_120","","PUBLISHED","1995","AFR","WB_LI","BFA","16.26","16.25719","","",""
"WHS7_120","","PUBLISHED","1996","AFR","WB_LI","BFA","16.48","16.48108","","",""
"WHS7_120","","PUBLISHED","1997","AFR","WB_LI","BFA","13.65","13.64634","","",""
"WHS7_120","","PUBLISHED","2012","AFR","WB_LI","BFA","33.73","33.72561","","",""
"WHS7_120","","PUBLISHED","2014","AFR","WB_LI","BFA","25.34","25.33642","","",""
"WHS7_120","NHA_BGD","PUBLISHED","1995","SEAR","WB_LMI","BGD","3.28","3.28077","","",""
"WHS7_120","NHA_BGD","PUBLISHED","2011","SEAR","WB_LMI","BGD","7.72","7.72047","","",""
"WHS7_120","NHA_BGD","PUBLISHED","2012","SEAR","WB_LMI","BGD","8.35","8.34881","","",""
"WHS7_120","NHA_BHR","PUBLISHED","1996","EMR","WB_HI","BHR","0.00","0.00000","","",""
"WHS7_120","NHA_BHR","PUBLISHED","1997","EMR","WB_HI","BHR","0.00","0.00000","","",""
"WHS7_120","NHA_BHR","PUBLISHED","1999","EMR","WB_HI","BHR","0.01","0.00683","","",""
