"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001398","PUBLISHED","2016","AFR","BFA","SA_BEER","18","","","",""
"SA_0000001398","PUBLISHED","2016","AFR","KEN","SA_OTHER_ALCOHOL","37","","","",""
"SA_0000001398","PUBLISHED","2016","AFR","MRT","SA_WINE","No data","","","",""
"SA_0000001398","PUBLISHED","2016","AFR","SSD","SA_BEER","No data","","","",""
"SA_0000001398","PUBLISHED","2016","AFR","ZWE","SA_SPIRITS","12","","","",""
"SA_0000001398","PUBLISHED","2016","EMR","AFG","SA_BEER","No data","","","",""
"SA_0000001398","PUBLISHED","2016","EMR","BHR","SA_BEER","19","","","",""
"SA_0000001398","PUBLISHED","2016","EMR","IRQ","SA_BEER","71","","","",""
"SA_0000001398","PUBLISHED","2016","EMR","LBY","SA_SPIRITS","No data","","","",""
"SA_0000001398","PUBLISHED","2016","EMR","SAU","SA_OTHER_ALCOHOL","No data","","","",""
"SA_0000001398","PUBLISHED","2016","EMR","SDN","SA_SPIRITS","No data","","","",""
"SA_0000001398","PUBLISHED","2016","EUR","GEO","SA_WINE","43","","","",""
"SA_0000001398","PUBLISHED","2016","EUR","RUS","SA_BEER","39","","","",""
"SA_0000001398","PUBLISHED","2016","EUR","ESP","SA_WINE","18","","","",""
"SA_0000001398","PUBLISHED","2016","SEAR","NPL","SA_BEER","31","","","",""
"SA_0000001398","PUBLISHED","2016","WPR","PLW","SA_BEER","No data","","","",""
"SA_0000001398","PUBLISHED","2016","AFR","DZA","SA_WINE","24.4","","","",""
"SA_0000001398","PUBLISHED","2016","AFR","BEN","SA_BEER","63.7","","","",""
"SA_0000001398","PUBLISHED","2016","AFR","BDI","SA_WINE","0.1","","","",""
"SA_0000001398","PUBLISHED","2016","AFR","CMR","SA_SPIRITS","0.1","","","",""
"SA_0000001398","PUBLISHED","2016","AFR","TCD","SA_SPIRITS","5.3","","","",""
