"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","WORLDBANKREGION","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","AFR","","","","","7.26","7.25763","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","AMR","","","","","11.25","11.25406","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","EMR","","","","","11.66","11.65640","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","EUR","","","","","7.38","7.37621","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","12.67","12.66914","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","SEAR","","","","","16.00","15.99626","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","WPR","","","","","15.86","15.86429","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_CENTRALASIASOUTHERNASIA","16.80","16.80420","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","14.07","14.07281","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_EUROPE","7.56","7.55988","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_LAC","15.15","15.14653","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_NORTHERNAMR","4.42","4.42415","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_OCEANIA","3.65","3.65453","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_SUBSAHARANAFRICA","7.30","7.30404","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_WESTERNASIANORTHERNAFR","12.07","12.06796","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","UN_Africa","","","","9.29","9.28872","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","UN_Asia","","","","14.85","14.85362","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","UN_Europe","","","","7.56","7.55988","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","UN_Latin America_Caribbean","","","","15.15","15.14653","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","UN_Northern_America","","","","4.42","4.42415","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","UN_Oceania","","","","3.65","3.65453","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","WB_HI","","","6.90","6.89599","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","WB_LI","","","6.89","6.89042","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","WB_LMI","","","14.24","14.23992","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","WB_UMI","","","14.88","14.88216","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","WB_EAP","","13.89","13.88983","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","WB_ECA","","7.38","7.37788","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","WB_LAC","","15.15","15.14653","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","WB_MNA","","13.52","13.52066","","",""
"FINPROTECTION_CATA_TOT_10_LEVEL_SH","PUBLISHED","2015","","","","WB_NAR","","4.42","4.42417","","",""
