"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_HI","COK","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_HI","COK","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_HI","COK","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","HRV","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","HRV","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","HRV","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","CZE","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","CZE","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","CZE","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","EST","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","EST","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","EST","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","FIN","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","FIN","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","FRA","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","SVN","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","SWE","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","FIN","SA_SPIRITS","20","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","OMN","SA_SPIRITS","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_HI","USA","SA_BEER","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_HI","USA","SA_WINE","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","BHR","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","BHR","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_HI","BRN","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_HI","BRN","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_HI","CAN","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_HI","CAN","SA_WINE","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_HI","CAN","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","KWT","SA_WINE","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","KWT","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_HI","NRU","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_HI","NRU","SA_WINE","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_HI","NRU","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","QAT","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","QAT","SA_WINE","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","QAT","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","SAU","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","SAU","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","ARE","SA_WINE","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_HI","ARE","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","ITA","SA_BEER","No","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_HI","ITA","SA_WINE","No","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","CAF","SA_BEER","15","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","CAF","SA_WINE","15","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","CAF","SA_SPIRITS","15","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","COM","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","COD","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","COD","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","COD","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","ERI","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","ERI","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","ERI","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","ETH","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","ETH","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","GIN","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","KEN","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","KEN","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","KEN","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LI","KGZ","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LI","KGZ","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","LBR","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","LBR","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","LBR","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","MDG","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","MDG","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","MDG","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","MWI","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","MWI","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","MWI","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","MOZ","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","MOZ","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","MOZ","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LI","MMR","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LI","NPL","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LI","NPL","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LI","NPL","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","NER","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","NER","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","SEN","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","SEN","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LI","TJK","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LI","TJK","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LI","TJK","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","UGA","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","UGA","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","TZA","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LI","VNM","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LI","VNM","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LI","VNM","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","ZMB","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","ZMB","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","ZMB","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","ZWE","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","ZWE","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LI","UZB","SA_BEER","20","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LI","UZB","SA_WINE","20","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LI","UZB","SA_SPIRITS","20","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LI","AFG","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LI","AFG","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LI","PRK","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LI","PRK","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LI","HTI","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LI","HTI","SA_WINE","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LI","HTI","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","MRT","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LI","SOM","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LI","SOM","SA_WINE","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LI","SOM","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LI","YEM","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LI","YEM","SA_WINE","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LI","YEM","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","TGO","SA_BEER","No","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","TGO","SA_WINE","No","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LI","TGO","SA_SPIRITS","No","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","GUY","SA_BEER","16","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","GUY","SA_WINE","16","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","GUY","SA_SPIRITS","16","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","ALB","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","AGO","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","AGO","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","ARM","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","ARM","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","ARM","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","AZE","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","AZE","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","AZE","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","BTN","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","CPV","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","CPV","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","COG","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","ECU","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","ECU","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","ECU","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","SLV","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","GEO","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","GEO","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","GTM","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","GTM","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","HND","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","HND","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","HND","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","JOR","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","LSO","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","LSO","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","NIC","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","NIC","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","NIC","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","PNG","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","PNG","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","PHL","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","PHL","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","PHL","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","SWZ","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","SWZ","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","SWZ","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","TON","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","TON","SA_SPIRITS","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","TUN","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","TKM","SA_BEER","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EUR","WB_LMI","TKM","SA_WINE","18","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","PRY","SA_BEER","20","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AMR","WB_LMI","PRY","SA_WINE","20","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","THA","SA_BEER","20","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","THA","SA_WINE","20","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","THA","SA_SPIRITS","20","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","CIV","SA_BEER","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","CIV","SA_WINE","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","AFR","WB_LMI","CIV","SA_SPIRITS","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","EGY","SA_WINE","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","EGY","SA_SPIRITS","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","IDN","SA_BEER","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","IDN","SA_WINE","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","IDN","SA_SPIRITS","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","IRQ","SA_BEER","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","IRQ","SA_SPIRITS","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","KIR","SA_BEER","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","KIR","SA_WINE","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","FSM","SA_BEER","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","FSM","SA_WINE","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","FSM","SA_SPIRITS","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","MNG","SA_BEER","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","MNG","SA_WINE","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","WPR","WB_LMI","MNG","SA_SPIRITS","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","PAK","SA_BEER","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","PAK","SA_WINE","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","PAK","SA_SPIRITS","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","LKA","SA_BEER","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","LKA","SA_WINE","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","LKA","SA_SPIRITS","21","","","",""
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","DJI","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","DJI","SA_WINE","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","DJI","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","IND","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","IND","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","IRN","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","IRN","SA_WINE","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","EMR","WB_LMI","IRN","SA_SPIRITS","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","MDV","SA_BEER","","","","","missing data"
"SA_0000001699_ARCHIVED","PUBLISHED","2012","SEAR","WB_LMI","MDV","SA_WINE","","","","","missing data"
