"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"MALARIA_30542","PUBLISHED","2001","AFR","ZMB","TOTL","35","35.00000","","",""
"MALARIA_30542","PUBLISHED","2001","AFR","ZMB","RUR","36","36.00000","","",""
"MALARIA_30542","PUBLISHED","2001","AFR","ZMB","","33","33.00000","","",""
"MALARIA_30542","PUBLISHED","2003","AFR","BFA","TOTL","43","43.00000","","",""
"MALARIA_30542","PUBLISHED","2003","AFR","BFA","RUR","43","43.00000","","",""
"MALARIA_30542","PUBLISHED","2003","AFR","BFA","","50","50.00000","","",""
"MALARIA_30542","PUBLISHED","2003","AFR","NGA","TOTL","24","24.00000","","",""
"MALARIA_30542","PUBLISHED","2003","AFR","NGA","RUR","22","22.00000","","",""
"MALARIA_30542","PUBLISHED","2003","AFR","NGA","","30","30.00000","","",""
"MALARIA_30542","PUBLISHED","2004","AFR","CMR","TOTL","14","14.00000","","",""
"MALARIA_30542","PUBLISHED","2004","AFR","CMR","RUR","15","15.00000","","",""
"MALARIA_30542","PUBLISHED","2004","AFR","CMR","","13","13.00000","","",""
"MALARIA_30542","PUBLISHED","2004","AFR","TZA","TOTL","2","2.00000","","",""
"MALARIA_30542","PUBLISHED","2004","AFR","TZA","RUR","2","2.00000","","",""
"MALARIA_30542","PUBLISHED","2004","AFR","TZA","","2","2.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","COG","TOTL","20","20.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","COG","RUR","17","17.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","COG","","12","12.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","ETH","TOTL","0","0.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","ETH","","1","1.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","GIN","TOTL","20","20.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","GIN","RUR","19","19.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","GIN","","26","26.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","SEN","TOTL","8","8.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","SEN","RUR","7","7.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","SEN","","11","11.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","ZWE","TOTL","3","3.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","ZWE","RUR","4","4.00000","","",""
"MALARIA_30542","PUBLISHED","2005","AFR","ZWE","","1","1.00000","","",""
"MALARIA_30542","PUBLISHED","2006","AFR","NER","TOTL","21","21.00000","","",""
"MALARIA_30542","PUBLISHED","2006","AFR","NER","RUR","20","20.00000","","",""
"MALARIA_30542","PUBLISHED","2006","AFR","NER","","29","29.00000","","",""
"MALARIA_30542","PUBLISHED","2006","AFR","UGA","TOTL","19","19.00000","","",""
"MALARIA_30542","PUBLISHED","2006","AFR","UGA","RUR","13","13.00000","","",""
"MALARIA_30542","PUBLISHED","2006","AFR","UGA","","10","10.00000","","",""
