"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"MALARIA_30539","PUBLISHED","2004","AFR","MWI","TOTL","","","","",""
"MALARIA_30539","PUBLISHED","2004","AFR","MWI","RUR","","","","",""
"MALARIA_30539","PUBLISHED","2004","AFR","MWI","","","","","",""
"MALARIA_30539","PUBLISHED","2004","AFR","TZA","TOTL","1","1.00000","","",""
"MALARIA_30539","PUBLISHED","2005","AFR","BDI","TOTL","3","3.00000","","",""
"MALARIA_30539","PUBLISHED","2005","AFR","COG","TOTL","7","7.00000","","",""
"MALARIA_30539","PUBLISHED","2005","AFR","COG","RUR","4","4.00000","","",""
"MALARIA_30539","PUBLISHED","2005","AFR","COG","","10","10.00000","","",""
"MALARIA_30539","PUBLISHED","2005","AFR","GIN","TOTL","0","0.00000","","",""
"MALARIA_30539","PUBLISHED","2005","AFR","GIN","RUR","35","35.00000","","",""
"MALARIA_30539","PUBLISHED","2005","AFR","GIN","","61","61.00000","","",""
"MALARIA_30539","PUBLISHED","2005","AFR","SLE","TOTL","1","1.00000","","",""
"MALARIA_30539","PUBLISHED","2005","EUR","TJK","TOTL","0","0.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","AGO","TOTL","2","2.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","BEN","TOTL","0","0.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","CMR","TOTL","1","1.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","CAF","TOTL","2","2.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","CIV","TOTL","3","3.00000","","",""
"MALARIA_30539","PUBLISHED","2006","EMR","DJI","TOTL","0","0.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","GMB","TOTL","0","0.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","GHA","TOTL","4","4.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","MWI","TOTL","0","0.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","STP","TOTL","6","6.00000","","",""
"MALARIA_30539","PUBLISHED","2006","EMR","SOM","TOTL","1","1.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","TGO","TOTL","1","1.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","UGA","TOTL","3","3.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","UGA","RUR","3","3.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","UGA","","4","4.00000","","",""
"MALARIA_30539","PUBLISHED","2006","WPR","VNM","TOTL","0","0.00000","","",""
"MALARIA_30539","PUBLISHED","2006","AFR","ZMB","TOTL","13","13.00000","","",""
