"GHO","PUBLISHSTATE","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"M_def_2_prev_adult","PUBLISHED","EUR","MNE","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","SMR","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","SEAR","NPL","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","WPR","WSM","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","GNQ","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","TJK","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","COD","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","GAB","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","IRQ","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","SMR","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","GNB","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","SSD","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","SUR","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","USA","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","GHA","FMLE","0.2","0.20000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","LKA","FMLE","0.3","0.30000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","LSO","FMLE","0.5","0.50000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","TZA","FMLE","2.0","2.00000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","ARM","FMLE","2.0","2.00000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","CHN","FMLE","2.0","2.00000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","BTN","FMLE","2.1","2.10000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","IND","FMLE","2.4","2.40000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","MHL","FMLE","4.2","4.20000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","BTN","BTSX","4.3","4.30000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","MNG","FMLE","4.5","4.50000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","PLW","FMLE","5.8","5.80000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","BTN","MLE","6.0","6.00000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","ETH","MLE","6.1","6.10000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","KNA","BTSX","6.1","6.10000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","ZAF","FMLE","6.9","6.90000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","LBR","BTSX","7.5","7.50000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","CPV","BTSX","8.1","8.10000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","JPN","FMLE","8.2","8.20000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","MLI","BTSX","9.1","9.10000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","VEN","FMLE","9.4","9.40000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","SWE","FMLE","11.0","11.00000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","GRD","BTSX","11.1","11.10000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","TZA","BTSX","11.8","11.80000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","CAN","BTSX","11.9","11.90000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","ISL","FMLE","12.0","12.00000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","ERI","MLE","12.4","12.40000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","PLW","BTSX","13.3","13.30000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","NOR","MLE","14.0","14.00000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","CHE","FMLE","14.3","14.30000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","MLT","FMLE","15.8","15.80000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","NZL","MLE","16.2","16.20000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","QAT","MLE","16.5","16.50000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","THA","BTSX","16.6","16.60000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","DNK","BTSX","17.0","17.00000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","CZE","FMLE","17.4","17.40000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","DZA","MLE","17.6","17.60000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","IND","MLE","18.3","18.30000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","HND","MLE","19.9","19.90000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","ISR","BTSX","20.3","20.30000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","LSO","BTSX","20.4","20.40000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","TZA","MLE","22.2","22.20000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","ZMB","MLE","22.2","22.20000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","BLR","BTSX","23.0","23.00000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","GRC","FMLE","23.9","23.90000","","","Other nationwide studies in 2015 indicate a smaller overall prevalence of tobacco use and a smaller gap in male/female prevalence."
"M_def_2_prev_adult","PUBLISHED","WPR","CHN","BTSX","24.1","24.10000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","ROU","BTSX","24.3","24.30000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","ZAF","MLE","26.5","26.50000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","CYP","BTSX","26.5","26.50000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","AUT","FMLE","27.0","27.00000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","FJI","MLE","27.1","27.10000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","FRA","BTSX","28.2","28.20000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","MAR","MLE","30.3","30.30000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","LTU","MLE","32.7","32.70000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","HRV","FMLE","32.9","32.90000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","VUT","MLE","33.5","33.50000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","KWT","MLE","34.0","34.00000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","MHL","MLE","34.7","34.70000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","VNM","MLE","38.7","38.70000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","MYS","MLE","39.9","39.90000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","MUS","MLE","40.3","40.30000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","TON","MLE","42.1","42.10000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","BLR","MLE","45.0","45.00000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","CHN","MLE","45.4","45.40000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","MNG","MLE","45.4","45.40000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","NRU","MLE","45.5","45.50000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","RUS","MLE","53.3","53.30000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","TLS","MLE","65.2","65.20000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","ATG","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","LBY","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","AND","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","GBR","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","COG","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","SVN","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","GBR","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","MDG","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","BLZ","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","BLZ","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","COL","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","SOM","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","SDN","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","WPR","MNG","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","NIC","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","IRQ","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","JOR","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","ITA","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","SMR","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","SVK","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","JAM","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","JAM","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","MEX","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","LBN","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","WPR","PNG","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","GNQ","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","GNB","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","SYC","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","SSD","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","HTI","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","HND","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","HND","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","AFG","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","SAU","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","LUX","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","MCO","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","BFA","FMLE","0.1","0.10000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","LBY","FMLE","0.1","0.10000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","KEN","FMLE","0.6","0.60000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","IRN","FMLE","0.6","0.60000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","GIN","FMLE","0.8","0.80000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","MDG","FMLE","0.8","0.80000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","ARE","FMLE","1.4","1.40000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","DMA","BTSX","5.5","5.50000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","BHR","FMLE","5.7","5.70000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","BWA","FMLE","5.9","5.90000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","GHA","MLE","7.3","7.30000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","NIU","FMLE","7.6","7.60000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","VUT","FMLE","7.8","7.80000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","TGO","MLE","9.1","9.10000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","BRA","FMLE","9.7","9.70000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","DMA","MLE","9.7","9.70000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","DZA","BTSX","10.5","10.50000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","DOM","MLE","10.5","10.50000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","IND","BTSX","10.7","10.70000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","SWE","BTSX","11.0","11.00000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","TKM","MLE","11.5","11.50000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","WSM","FMLE","12.2","12.20000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","ISR","FMLE","12.6","12.60000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","VEN","BTSX","13.1","13.10000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","LBR","MLE","13.9","13.90000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","CYP","FMLE","14.3","14.30000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","NZL","BTSX","15.5","15.50000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","BWA","BTSX","16.2","16.20000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","PRY","MLE","17.4","17.40000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","CHE","BTSX","17.6","17.60000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","BHR","BTSX","17.9","17.90000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","EST","FMLE","18.3","18.30000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","KHM","BTSX","18.7","18.70000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","BEL","BTSX","18.9","18.90000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","FIN","MLE","19.1","19.10000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","GRD","MLE","19.2","19.20000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","COG","MLE","19.6","19.60000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","PAK","MLE","20.6","20.60000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","MYS","BTSX","20.9","20.90000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","HUN","MLE","22.8","22.80000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","LKA","MLE","22.8","22.80000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","ARM","BTSX","23.0","23.00000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","CHL","MLE","23.8","23.80000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","IDN","BTSX","24.3","24.30000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","DEU","MLE","25.1","25.10000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","MLT","MLE","25.4","25.40000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","POL","MLE","27.0","27.00000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","ESP","MLE","27.9","27.90000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","SYC","MLE","28.8","28.80000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","BGR","BTSX","28.9","28.90000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","TTO","MLE","29.1","29.10000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","LBN","MLE","32.0","32.00000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","BGR","MLE","36.8","36.80000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","SLE","MLE","39.5","39.50000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","HRV","MLE","39.7","39.70000","","",""
"M_def_2_prev_adult","PUBLISHED","EUR","MDA","MLE","40.6","40.60000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","SLB","MLE","43.4","43.40000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","EGY","MLE","44.3","44.30000","","",""
"M_def_2_prev_adult","PUBLISHED","WPR","KIR","MLE","71.5","71.50000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","DOM","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","MNE","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","PRT","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","ZWE","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","SEAR","PRK","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","BEN","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","BEN","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","CAF","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","GIN","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","NIC","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","MCO","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","MKD","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","COD","FMLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","SUR","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","SAU","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","LVA","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","MCO","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","WPR","TON","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AMR","COL","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","AFG","BTSX","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EMR","YEM","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","LVA","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","EUR","MKD","MLE","Not available","","","","Data not reported / not available"
"M_def_2_prev_adult","PUBLISHED","AFR","DZA","FMLE","0.9","0.90000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","BGD","FMLE","1.1","1.10000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","PAN","FMLE","1.2","1.20000","","",""
"M_def_2_prev_adult","PUBLISHED","AMR","VCT","FMLE","1.3","1.30000","","",""
"M_def_2_prev_adult","PUBLISHED","EMR","KWT","FMLE","1.4","1.40000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","TLS","FMLE","1.4","1.40000","","",""
"M_def_2_prev_adult","PUBLISHED","SEAR","MDV","FMLE","2.2","2.20000","","",""
"M_def_2_prev_adult","PUBLISHED","AFR","CPV","FMLE","3.2","3.20000","","",""
