"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WHS7_147","NHA_AFG","PUBLISHED","2002","EMR","WB_LI","AFG","92.91","92.90586","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2003","EMR","WB_LI","AFG","93.10","93.10462","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2004","EMR","WB_LI","AFG","88.97","88.96676","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2005","EMR","WB_LI","AFG","90.06","90.06062","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2006","EMR","WB_LI","AFG","85.71","85.70858","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2007","EMR","WB_LI","AFG","92.24","92.23972","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2008","EMR","WB_LI","AFG","83.36","83.36253","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2009","EMR","WB_LI","AFG","72.54","72.54342","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2010","EMR","WB_LI","AFG","68.96","68.95561","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2011","EMR","WB_LI","AFG","73.58","73.57603","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2012","EMR","WB_LI","AFG","65.72","65.71668","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2013","EMR","WB_LI","AFG","67.42","67.41933","","",""
"WHS7_147","NHA_AFG","PUBLISHED","2014","EMR","WB_LI","AFG","64.16","64.15625","","",""
"WHS7_147","","PUBLISHED","1995","AFR","WB_UMI","AGO","27.86","27.86490","","",""
"WHS7_147","","PUBLISHED","1996","AFR","WB_UMI","AGO","38.19","38.19015","","",""
"WHS7_147","","PUBLISHED","1997","AFR","WB_UMI","AGO","42.02","42.01909","","",""
"WHS7_147","","PUBLISHED","1998","AFR","WB_UMI","AGO","57.59","57.58771","","",""
"WHS7_147","","PUBLISHED","1999","AFR","WB_UMI","AGO","36.89","36.88881","","",""
"WHS7_147","","PUBLISHED","2000","AFR","WB_UMI","AGO","39.83","39.82613","","",""
"WHS7_147","","PUBLISHED","2001","AFR","WB_UMI","AGO","47.77","47.76909","","",""
"WHS7_147","","PUBLISHED","2002","AFR","WB_UMI","AGO","53.63","53.62536","","",""
"WHS7_147","","PUBLISHED","2003","AFR","WB_UMI","AGO","53.59","53.59280","","",""
"WHS7_147","","PUBLISHED","2004","AFR","WB_UMI","AGO","48.85","48.84902","","",""
"WHS7_147","","PUBLISHED","2005","AFR","WB_UMI","AGO","50.67","50.66603","","",""
"WHS7_147","","PUBLISHED","2006","AFR","WB_UMI","AGO","33.46","33.46226","","",""
"WHS7_147","","PUBLISHED","2007","AFR","WB_UMI","AGO","34.56","34.56426","","",""
"WHS7_147","","PUBLISHED","2008","AFR","WB_UMI","AGO","29.35","29.35290","","",""
"WHS7_147","","PUBLISHED","2009","AFR","WB_UMI","AGO","39.07","39.06553","","",""
"WHS7_147","","PUBLISHED","2010","AFR","WB_UMI","AGO","39.22","39.21658","","",""
"WHS7_147","","PUBLISHED","2011","AFR","WB_UMI","AGO","36.23","36.23194","","",""
"WHS7_147","","PUBLISHED","2012","AFR","WB_UMI","AGO","35.33","35.32679","","",""
"WHS7_147","","PUBLISHED","2013","AFR","WB_UMI","AGO","27.74","27.74137","","",""
"WHS7_147","","PUBLISHED","2014","AFR","WB_UMI","AGO","35.74","35.74469","","",""
"WHS7_147","","PUBLISHED","1995","EUR","WB_UMI","ALB","74.03","74.03390","","",""
"WHS7_147","","PUBLISHED","1996","EUR","WB_UMI","ALB","76.50","76.50426","","",""
"WHS7_147","","PUBLISHED","1997","EUR","WB_UMI","ALB","73.25","73.24944","","",""
"WHS7_147","","PUBLISHED","1998","EUR","WB_UMI","ALB","69.83","69.82518","","",""
"WHS7_147","","PUBLISHED","1999","EUR","WB_UMI","ALB","63.45","63.45221","","",""
"WHS7_147","","PUBLISHED","2000","EUR","WB_UMI","ALB","63.90","63.89988","","",""
"WHS7_147","","PUBLISHED","2001","EUR","WB_UMI","ALB","61.80","61.79718","","",""
"WHS7_147","","PUBLISHED","2002","EUR","WB_UMI","ALB","64.19","64.18595","","",""
"WHS7_147","","PUBLISHED","2003","EUR","WB_UMI","ALB","64.06","64.06412","","",""
"WHS7_147","","PUBLISHED","2004","EUR","WB_UMI","ALB","58.00","58.00000","","",""
"WHS7_147","","PUBLISHED","2005","EUR","WB_UMI","ALB","55.75","55.75020","","",""
"WHS7_147","","PUBLISHED","2006","EUR","WB_UMI","ALB","56.07","56.06542","","",""
"WHS7_147","","PUBLISHED","2007","EUR","WB_UMI","ALB","56.93","56.92662","","",""
"WHS7_147","","PUBLISHED","2008","EUR","WB_UMI","ALB","54.10","54.10279","","",""
"WHS7_147","","PUBLISHED","2009","EUR","WB_UMI","ALB","51.07","51.07219","","",""
"WHS7_147","","PUBLISHED","2010","EUR","WB_UMI","ALB","53.58","53.57916","","",""
"WHS7_147","","PUBLISHED","2011","EUR","WB_UMI","ALB","50.14","50.14282","","",""
"WHS7_147","","PUBLISHED","2012","EUR","WB_UMI","ALB","51.05","51.05351","","",""
"WHS7_147","","PUBLISHED","2013","EUR","WB_UMI","ALB","49.85","49.85121","","",""
"WHS7_147","","PUBLISHED","2014","EUR","WB_UMI","ALB","50.09","50.08804","","",""
"WHS7_147","","PUBLISHED","1995","EUR","WB_HI","AND","31.43","31.42763","","",""
