"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_svy_national_youth","PUBLISHED","EUR","FIN","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","FRA","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","GEO","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","DEU","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","GRC","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","HUN","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","ISL","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","IRL","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","ISR","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","ITA","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","KAZ","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","KGZ","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","LVA","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","LTU","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","LUX","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","MLT","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","MCO","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","MNE","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","NLD","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","NOR","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","POL","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","PRT","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","MDA","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","ROU","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","RUS","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","SMR","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","SRB","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","SVK","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","SVN","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","ESP","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","SWE","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","CHE","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","TJK","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","MKD","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","TUR","National","","","",""
"M_svy_national_youth","PUBLISHED","EUR","UKR","National","","","",""
"M_svy_national_youth","PUBLISHED","SEAR","BGD","National","","","",""
"M_svy_national_youth","PUBLISHED","SEAR","BTN","National","","","",""
"M_svy_national_youth","PUBLISHED","SEAR","IND","National","","","",""
"M_svy_national_youth","PUBLISHED","SEAR","IDN","National","","","",""
"M_svy_national_youth","PUBLISHED","SEAR","MDV","National","","","",""
"M_svy_national_youth","PUBLISHED","SEAR","MMR","National","","","",""
"M_svy_national_youth","PUBLISHED","SEAR","NPL","National","","","",""
"M_svy_national_youth","PUBLISHED","SEAR","LKA","National","","","",""
"M_svy_national_youth","PUBLISHED","SEAR","THA","National","","","",""
"M_svy_national_youth","PUBLISHED","SEAR","TLS","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","AUS","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","BRN","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","KHM","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","CHN","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","COK","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","FJI","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","JPN","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","KIR","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","LAO","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","MYS","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","MHL","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","FSM","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","MNG","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","NRU","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","NZL","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","NIU","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","PLW","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","PNG","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","PHL","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","KOR","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","WSM","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","SGP","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","SLB","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","TON","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","TUV","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","VUT","National","","","",""
"M_svy_national_youth","PUBLISHED","WPR","VNM","National","","","",""
"M_svy_national_youth","PUBLISHED","AFR","AGO","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","BFA","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","CMR","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","CAF","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","COD","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","ETH","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","GMB","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","GNB","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","LBR","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","NGA","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","SLE","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","TZA","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AFR","ZWE","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","AMR","NIC","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","EMR","AFG","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","EMR","SOM","Subnational","","","",""
"M_svy_national_youth","PUBLISHED","EUR","BEL","Subnational","","","","Belgium completed the Health Behaviour in School-aged Children 2009-10 survey also in Flanders and in the French Speaking Community.  Data is not aggregated at national level."
"M_svy_national_youth","PUBLISHED","EUR","GBR","Subnational","","","","Data representative of England only."
"M_svy_national_youth","PUBLISHED","EUR","UZB","Subnational","","","",""
