"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"AIR_8","PUBLISHED","2016","SEAR","BTN","MLE","ENVCAUSE039","937 [688–1202]","937.41821","687.67737","1202.01575",""
"AIR_8","PUBLISHED","2016","AMR","GRD","MLE","ENVCAUSE039","34 [20–51]","34.30549","19.60035","50.55108",""
"AIR_8","PUBLISHED","2016","EUR","ISL","MLE","ENVCAUSE039","0 [0–0]","0.02037","0.00288","0.05345",""
"AIR_8","PUBLISHED","2016","EMR","KWT","MLE","ENVCAUSE039","529 [418–645]","529.42334","417.58121","645.24933",""
"AIR_8","PUBLISHED","2016","WPR","MNG","FMLE","ENVCAUSE039","1609 [1195–2057]","1608.83716","1194.83716","2056.51660",""
"AIR_8","PUBLISHED","2016","WPR","PNG","FMLE","ENVCAUSE039","7957 [2585–15576]","7956.79395","2585.30151","15576.12598",""
"AIR_8","PUBLISHED","2016","AMR","VCT","MLE","ENVCAUSE039","29 [17–43]","29.25332","16.68499","43.17316",""
"AIR_8","PUBLISHED","2016","EUR","BEL","MLE","ENVCAUSE039","85 [32–155]","84.80093","31.60304","155.12148",""
"AIR_8","PUBLISHED","2016","SEAR","IDN","BTSX","ENVCAUSE039","265857 [124565–441244]","265856.93750","124565.14840","441244.06250",""
"AIR_8","PUBLISHED","2016","AFR","LBR","FMLE","ENVCAUSE039","12192 [5696–19978]","12191.93750","5695.76563","19978.32422",""
"AIR_8","PUBLISHED","2016","SEAR","NPL","MLE","ENVCAUSE039","64366 [51076–77182]","64366.08984","51075.82422","77181.53125",""
"AIR_8","PUBLISHED","2016","SEAR","TLS","FMLE","ENVCAUSE039","3748 [1944–5839]","3747.93140","1943.78467","5839.20850",""
"AIR_8","PUBLISHED","2016","EUR","ALB","MLE","ENVCAUSE039","382 [194–606]","382.03934","194.29411","606.05798",""
"AIR_8","PUBLISHED","2016","AFR","COG","BTSX","ENVCAUSE039","33753 [24860–43169]","33752.72266","24859.51172","43169.12891",""
"AIR_8","PUBLISHED","2016","AMR","HTI","MLE","ENVCAUSE039","27052 [11893–45618]","27052.04883","11893.39941","45618.23438",""
"AIR_8","PUBLISHED","2016","EUR","MDA","FMLE","ENVCAUSE039","709 [334–1159]","709.34143","334.36713","1158.60962",""
"AIR_8","PUBLISHED","2016","AFR","NER","FMLE","ENVCAUSE039","277404 [221199–334713]","277404.34380","221198.95310","334713.40630",""
"AIR_8","PUBLISHED","2016","EUR","RUS","FMLE","ENVCAUSE039","5387 [2326–9357]","5386.76221","2326.36914","9356.57422",""
"AIR_8","PUBLISHED","2016","AFR","ZMB","BTSX","ENVCAUSE039","103338 [61874–148321]","103337.68750","61873.82031","148321.34380",""
"AIR_8","PUBLISHED","2016","EUR","AZE","BTSX","ENVCAUSE039","9955 [4943–15972]","9954.82715","4942.74414","15971.68555",""
"AIR_8","PUBLISHED","2016","AMR","BRA","MLE","ENVCAUSE039","22032 [8278–41182]","22032.32031","8278.10449","41181.81250",""
