"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"TOTENV_1","PUBLISHED","2012","AFR","SWZ","","ENVCAUSE060","590","590.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","TLS","","ENVCAUSE060","651","651.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","UGA","","ENVCAUSE060","17 422","17422.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","ARE","","ENVCAUSE001","82","82.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","BDI","","ENVCAUSE001","17 019","17019.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","BEN","","ENVCAUSE001","11 815","11815.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","BFA","","ENVCAUSE001","24 035","24035.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","CAN","","ENVCAUSE001","503","503.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","GAB","","ENVCAUSE001","1 603","1603.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","JPN","","ENVCAUSE001","2 378","2378.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","MHL","","ENVCAUSE001","21","21.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","NLD","","ENVCAUSE001","185","185.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","NPL","","ENVCAUSE001","9 829","9829.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","PLW","","ENVCAUSE001","2","2.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","QAT","","ENVCAUSE001","22","22.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SLE","","ENVCAUSE001","15 639","15639.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","THA","","ENVCAUSE001","5 659","5659.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","TJK","","ENVCAUSE001","2 499","2499.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","TKM","","ENVCAUSE001","956","956.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","TZA","","ENVCAUSE001","48 814","48814.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","UKR","","ENVCAUSE001","1 966","1966.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","VUT","","ENVCAUSE001","42","42.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","ARG","","ENVCAUSE151","8 316","8316.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","BEN","","ENVCAUSE151","3 579","3579.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","BGD","","ENVCAUSE151","39 573","39573.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","CHE","","ENVCAUSE151","760","760.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","COL","","ENVCAUSE151","8 967","8967.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","DJI","","ENVCAUSE151","316","316.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","DNK","","ENVCAUSE151","424","424.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","FIN","","ENVCAUSE151","709","709.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","HRV","","ENVCAUSE151","623","623.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","JPN","","ENVCAUSE151","19 500","19500.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","MWI","","ENVCAUSE151","5 213","5213.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","NOR","","ENVCAUSE151","515","515.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","PNG","","ENVCAUSE151","2 615","2615.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SWZ","","ENVCAUSE151","521","521.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SYC","","ENVCAUSE151","31","31.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","TJK","","ENVCAUSE151","1 504","1504.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","TZA","","ENVCAUSE151","21 216","21216.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","ZAF","","ENVCAUSE151","19 742","19742.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","ARG","","ENVCAUSE060","30 920","30920.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","BEN","","ENVCAUSE060","6 922","6922.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","BGD","","ENVCAUSE060","113 704","113704.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","BRN","","ENVCAUSE060","125","125.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","CRI","","ENVCAUSE060","2 213","2213.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","DNK","","ENVCAUSE060","5 098","5098.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","LCA","","ENVCAUSE060","149","149.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","MKD","","ENVCAUSE060","3 199","3199.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","MMR","","ENVCAUSE060","69 244","69244.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","NOR","","ENVCAUSE060","3 306","3306.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","NPL","","ENVCAUSE060","28 508","28508.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","SMR","","ENVCAUSE060","18","18.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SYC","","ENVCAUSE060","42","42.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","TKM","","ENVCAUSE060","8 931","8931.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","TON","","ENVCAUSE060","63","63.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","UKR","","ENVCAUSE060","121 104","121104.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","ZAF","","ENVCAUSE060","35 595","35595.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","BGD","","ENVCAUSE001","48 257","48257.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","BRB","","ENVCAUSE001","10","10.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","CRI","","ENVCAUSE001","116","116.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","DZA","","ENVCAUSE001","3 806","3806.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","FIN","","ENVCAUSE001","45","45.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","IDN","","ENVCAUSE001","57 012","57012.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","KGZ","","ENVCAUSE001","610","610.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","KHM","","ENVCAUSE001","5 841","5841.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","KNA","","ENVCAUSE001","2","2.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","LCA","","ENVCAUSE001","7","7.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","LKA","","ENVCAUSE001","1 591","1591.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","MLT","","ENVCAUSE001","2","2.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","PRY","","ENVCAUSE001","544","544.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","SGP","","ENVCAUSE001","79","79.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","SRB","","ENVCAUSE001","139","139.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","TCD","","ENVCAUSE001","32 543","32543.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","TON","","ENVCAUSE001","10","10.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","TUR","","ENVCAUSE001","2 248","2248.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","UZB","","ENVCAUSE001","3 399","3399.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","ZAF","","ENVCAUSE001","42 071","42071.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","AGO","","ENVCAUSE151","13 502","13502.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","BDI","","ENVCAUSE151","6 309","6309.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","BRN","","ENVCAUSE151","37","37.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","CMR","","ENVCAUSE151","9 489","9489.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","CYP","","ENVCAUSE151","93","93.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","GRC","","ENVCAUSE151","1 103","1103.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","IDN","","ENVCAUSE151","45 123","45123.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","KNA","","ENVCAUSE151","9","9.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","MEX","","ENVCAUSE151","22 691","22691.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","NIC","","ENVCAUSE151","1 205","1205.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","NIU","","ENVCAUSE151","0","0.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","PRK","","ENVCAUSE151","8 726","8726.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","SDN","","ENVCAUSE151","16 457","16457.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SEN","","ENVCAUSE151","3 697","3697.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","SGP","","ENVCAUSE151","159","159.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SSD","","ENVCAUSE151","5 390","5390.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","TCD","","ENVCAUSE151","5 835","5835.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","TUN","","ENVCAUSE151","1 766","1766.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","TUR","","ENVCAUSE151","7 343","7343.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","ARE","","ENVCAUSE060","1 303","1303.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","CAN","","ENVCAUSE060","22 225","22225.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","COK","","ENVCAUSE060","7","7.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","ESP","","ENVCAUSE060","39 831","39831.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","FSM","","ENVCAUSE060","43","43.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","GTM","","ENVCAUSE060","6 411","6411.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","JPN","","ENVCAUSE060","109 401","109401.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","KNA","","ENVCAUSE060","27","27.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","LKA","","ENVCAUSE060","26 274","26274.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","MHL","","ENVCAUSE060","24","24.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","NIU","","ENVCAUSE060","1","1.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","NLD","","ENVCAUSE060","14 655","14655.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","PHL","","ENVCAUSE060","84 891","84891.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SLE","","ENVCAUSE060","4 974","4974.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SSD","","ENVCAUSE060","5 671","5671.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","SVK","","ENVCAUSE060","7 558","7558.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","SVN","","ENVCAUSE060","2 131","2131.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","TUN","","ENVCAUSE060","8 736","8736.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","VNM","","ENVCAUSE060","94 987","94987.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","VUT","","ENVCAUSE060","154","154.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","AGO","","ENVCAUSE001","53 081","53081.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","CIV","","ENVCAUSE001","30 828","30828.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","CMR","","ENVCAUSE001","30 628","30628.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","CUB","","ENVCAUSE001","176","176.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","FSM","","ENVCAUSE001","24","24.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","HRV","","ENVCAUSE001","32","32.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","MNE","","ENVCAUSE001","7","7.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","MNG","","ENVCAUSE001","395","395.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","PRK","","ENVCAUSE001","2 821","2821.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","SDN","","ENVCAUSE001","33 809","33809.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SEN","","ENVCAUSE001","11 730","11730.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","SOM","","ENVCAUSE001","23 833","23833.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","STP","","ENVCAUSE001","105","105.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","SYR","","ENVCAUSE001","1 242","1242.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","TGO","","ENVCAUSE001","9 134","9134.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","TUN","","ENVCAUSE001","450","450.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","BIH","","ENVCAUSE151","638","638.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","CIV","","ENVCAUSE151","10 077","10077.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","CUB","","ENVCAUSE151","2 432","2432.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","DZA","","ENVCAUSE151","7 999","7999.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","FSM","","ENVCAUSE151","26","26.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","KHM","","ENVCAUSE151","4 117","4117.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","LKA","","ENVCAUSE151","7 050","7050.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","LSO","","ENVCAUSE151","1 048","1048.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","MNG","","ENVCAUSE151","825","825.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","PRY","","ENVCAUSE151","1 460","1460.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","SRB","","ENVCAUSE151","860","860.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","UZB","","ENVCAUSE151","4 398","4398.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","VNM","","ENVCAUSE151","23 578","23578.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","BHR","","ENVCAUSE060","327","327.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","CYP","","ENVCAUSE060","716","716.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","DEU","","ENVCAUSE060","90 544","90544.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","GAB","","ENVCAUSE060","716","716.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","GRD","","ENVCAUSE060","83","83.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","IRL","","ENVCAUSE060","2 944","2944.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","LSO","","ENVCAUSE060","1 187","1187.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","MEX","","ENVCAUSE060","55 046","55046.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","MNG","","ENVCAUSE060","3 954","3954.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","PRY","","ENVCAUSE060","4 333","4333.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SEN","","ENVCAUSE060","5 442","5442.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","TCD","","ENVCAUSE060","6 927","6927.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","THA","","ENVCAUSE060","66 240","66240.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","TUR","","ENVCAUSE060","65 929","65929.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","TUV","","ENVCAUSE060","6","6.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","BHR","","ENVCAUSE001","21","21.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","BRN","","ENVCAUSE001","6","6.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","BTN","","ENVCAUSE001","198","198.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","CYP","","ENVCAUSE001","9","9.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","LSO","","ENVCAUSE001","2 517","2517.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","MDV","","ENVCAUSE001","16","16.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","MMR","","ENVCAUSE001","21 584","21584.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","NIC","","ENVCAUSE001","692","692.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","PNG","","ENVCAUSE001","4 495","4495.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","SAU","","ENVCAUSE001","725","725.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SSD","","ENVCAUSE001","16 421","16421.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","SYC","","ENVCAUSE001","13","13.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","BHR","","ENVCAUSE151","94","94.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","BTN","","ENVCAUSE151","490","490.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","CRI","","ENVCAUSE151","770","770.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","CZE","","ENVCAUSE151","1 342","1342.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","GAB","","ENVCAUSE151","483","483.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","GRD","","ENVCAUSE151","17","17.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","LCA","","ENVCAUSE151","34","34.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","MDV","","ENVCAUSE151","40","40.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","MNE","","ENVCAUSE151","65","65.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","QAT","","ENVCAUSE151","202","202.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","SLB","","ENVCAUSE151","141","141.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","STP","","ENVCAUSE151","52","52.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","SYR","","ENVCAUSE151","2 354","2354.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","TGO","","ENVCAUSE151","2 487","2487.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","THA","","ENVCAUSE151","21 924","21924.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","TUV","","ENVCAUSE151","3","3.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","AGO","","ENVCAUSE060","11 952","11952.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","BDI","","ENVCAUSE060","6 252","6252.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","BIH","","ENVCAUSE060","8 977","8977.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","BLR","","ENVCAUSE060","19 848","19848.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","BTN","","ENVCAUSE060","571","571.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","CMR","","ENVCAUSE060","12 809","12809.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","CUB","","ENVCAUSE060","10 323","10323.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","CZE","","ENVCAUSE060","14 306","14306.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","DJI","","ENVCAUSE060","450","450.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","GRC","","ENVCAUSE060","16 316","16316.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","IDN","","ENVCAUSE060","247 738","247738.00000","","",""
"TOTENV_1","PUBLISHED","2012","SEAR","MDV","","ENVCAUSE060","108","108.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","NIC","","ENVCAUSE060","3 958","3958.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","QAT","","ENVCAUSE060","330","330.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","SGP","","ENVCAUSE060","2 873","2873.00000","","",""
"TOTENV_1","PUBLISHED","2012","WPR","SLB","","ENVCAUSE060","322","322.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","STP","","ENVCAUSE060","74","74.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","TGO","","ENVCAUSE060","3 826","3826.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","TJK","","ENVCAUSE060","7 132","7132.00000","","",""
"TOTENV_1","PUBLISHED","2012","AFR","TZA","","ENVCAUSE060","20 180","20180.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","UZB","","ENVCAUSE060","35 865","35865.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","ARG","","ENVCAUSE001","1 715","1715.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","BIH","","ENVCAUSE001","66","66.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","BLR","","ENVCAUSE001","154","154.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","CHE","","ENVCAUSE001","79","79.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","CHL","","ENVCAUSE001","262","262.00000","","",""
"TOTENV_1","PUBLISHED","2012","AMR","COL","","ENVCAUSE001","2 534","2534.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","DEU","","ENVCAUSE001","1 630","1630.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","DJI","","ENVCAUSE001","643","643.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","DNK","","ENVCAUSE001","92","92.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","ESP","","ENVCAUSE001","489","489.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","IRL","","ENVCAUSE001","66","66.00000","","",""
"TOTENV_1","PUBLISHED","2012","EMR","MAR","","ENVCAUSE001","3 966","3966.00000","","",""
"TOTENV_1","PUBLISHED","2012","EUR","NOR","","ENVCAUSE001","89","89.00000","","",""
