"GHO","PUBLISHSTATE","YEAR","REGION","Display Value","Numeric","Low","High","Comments"
"SA_0000001827","PUBLISHED","2016","AFR","3.5 [3.1-4.1]","3.50000","","",""
"SA_0000001827","PUBLISHED","2016","AMR","4.6 [4-5.1]","4.60000","","",""
"SA_0000001827","PUBLISHED","2016","EMR","0.7 [0.4-1]","0.70000","","",""
"SA_0000001827","PUBLISHED","2016","EUR","6.2 [5.7-6.8]","6.20000","","",""
"SA_0000001827","PUBLISHED","2016","GLOBAL","4.2 [3.6-4.9]","4.20000","","",""
"SA_0000001827","PUBLISHED","2016","SEAR","3.2 [1.8-5.8]","3.20000","","",""
"SA_0000001827","PUBLISHED","2016","WPR","3.7 [2.5-4.8]","3.70000","","",""
