"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","27.6","27.60000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","EDLVL00TO05YR","","","89.0","89.00000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","EDLVL06TO11YR","","","99.9","99.90000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","EDLVL12PLUSYR","","","99.5","99.50000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","WQ1","97.8","97.80000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","WQ2","100.0","100.00000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","WQ3","99.7","99.70000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","WQ4","98.6","98.60000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","WQ5","100.0","100.00000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","90.6","90.60000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2000","EUR","ARM","","URB","","88.9","88.90000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2000","EUR","ARM","","RUR","","92.3","92.30000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2000","EUR","ARM","EDLVL06TO11YR","","","88.4","88.40000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2000","EUR","ARM","EDLVL12PLUSYR","","","89.3","89.30000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","WQ1","91.0","91.00000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","WQ2","90.0","90.00000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","WQ3","84.0","84.00000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","WQ4","89.4","89.40000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","WQ5","90.5","90.50000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","84.7","84.70000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2005","EUR","ARM","","URB","","83.4","83.40000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2005","EUR","ARM","","RUR","","86.6","86.60000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2005","EUR","ARM","EDLVL00TO05YR","","","99.4","99.40000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","","URB","","39.9","39.90000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","","RUR","","25.3","25.30000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","EDLVL00TO05YR","","","36.9","36.90000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","EDLVL06TO11YR","","","57.8","57.80000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","EDLVL12PLUSYR","","","53.0","53.00000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","WQ1","31.4","31.40000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","WQ2","34.0","34.00000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","WQ3","37.0","37.00000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","WQ4","46.3","46.30000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","WQ5","49.9","49.90000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","62.2","62.20000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","","URB","","56.1","56.10000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","","RUR","","65.6","65.60000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","EDLVL00TO05YR","","","53.0","53.00000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","EDLVL06TO11YR","","","56.3","56.30000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","EDLVL12PLUSYR","","","55.9","55.90000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ1","56.4","56.40000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ2","56.0","56.00000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ3","64.2","64.20000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ4","50.7","50.70000","","",""
"EQ_DTP3","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","WQ5","53.0","53.00000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","98.8","98.80000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","","URB","","99.2","99.20000","","",""
"EQ_DTP3","EQ_DHS","PUBLISHED","2008","EUR","ALB","","RUR","","98.6","98.60000","","",""
