"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDPREVENTIONPROGRAMME","Display Value","Numeric","Low","High","Comments"
"RSUD_600","PUBLISHED","2014","WPR","NRU","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","NRU","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","NRU","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","NRU","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","NZL","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","OMN","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","PAK","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","PAN","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","PER","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PHL","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PHL","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PLW","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PLW","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PLW","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PLW","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PLW","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PLW","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PLW","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PLW","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","PNG","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","POL","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","PRK","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","PRK","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","PRK","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","PRK","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","PRK","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","PRK","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","PRK","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","PRK","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","PRT","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","PRY","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","QAT","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","ROU","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","RUS","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","RWA","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SAU","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SAU","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SDN","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SDN","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SEN","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","SGP","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","SLB","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","SLB","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SLE","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","SLV","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SMR","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SMR","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SMR","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SMR","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SMR","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SMR","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SMR","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SMR","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SOM","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SRB","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SRB","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SSD","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SSD","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SSD","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SSD","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SSD","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SSD","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SSD","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SSD","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","STP","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","STP","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","STP","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","STP","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","STP","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","STP","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","STP","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","STP","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","SUR","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","SUR","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SVK","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SVK","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SVN","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","SWE","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SWZ","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","SYC","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SYR","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SYR","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SYR","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SYR","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SYR","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","SYR","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","TCD","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","TCD","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","TGO","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","THA","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","THA","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","THA","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","THA","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TJK","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TKM","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TKM","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TKM","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TKM","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TKM","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TKM","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TKM","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TKM","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","TLS","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","TLS","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","TLS","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","TLS","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","TLS","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","TLS","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","TLS","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","SEAR","TLS","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TON","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TON","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TON","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TON","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TON","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TON","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TON","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TON","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","TTO","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","TUN","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","TUN","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TUR","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TUR","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TUR","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TUR","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TUR","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","TUR","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TUV","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TUV","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TUV","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TUV","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TUV","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TUV","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TUV","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","TUV","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","TZA","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","UGA","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","UGA","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","UKR","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","URY","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","USA","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","UZB","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","UZB","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EUR","UZB","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VCT","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VCT","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VCT","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VCT","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VCT","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VCT","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VCT","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VCT","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VEN","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VEN","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VEN","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VEN","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VEN","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VEN","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VEN","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AMR","VEN","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VNM","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VNM","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VNM","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VNM","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VNM","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VNM","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VNM","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VNM","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VUT","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VUT","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VUT","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","VUT","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","WSM","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","WSM","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","WSM","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","WSM","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","WSM","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","WSM","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","WSM","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","WPR","WSM","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","YEM","ADS_IN_PUBLIC","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","YEM","MASS_MEDIA_AUDIOVISUAL","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","YEM","MASS_MEDIA_PRINT","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","YEM","SCHOOL_MANUAL_BASED","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","YEM","WORK_PLACE_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","YEM","COMMUNITY_BASED_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","YEM","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","EMR","YEM","PARENT_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","ZAF","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","ZMB","SERVING_STAFF_TRAINING_PROG","No data","","","",""
"RSUD_600","PUBLISHED","2014","AFR","ZWE","SERVING_STAFF_TRAINING_PROG","No data","","","",""
