"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","Display Value","Numeric","Low","High","Comments"
"MALARIA_15030","PUBLISHED","2001","EUR","KGZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2001","WPR","LAO","","112700","112700.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","MDG","","311952","311952.00000","","",""
"MALARIA_15030","PUBLISHED","2001","SEAR","MMR","","591546","591546.00000","","",""
"MALARIA_15030","PUBLISHED","2001","SEAR","MMR","AGE0-4","61296","61296.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","NAM","","235053","235053.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","NAM","AGE0-4","54021","54021.00000","","",""
"MALARIA_15030","PUBLISHED","2001","SEAR","NPL","","141918","141918.00000","","",""
"MALARIA_15030","PUBLISHED","2001","SEAR","NPL","AGE0-4","16186","16186.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","NER","","15979","15979.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","NER","AGE0-4","20711","20711.00000","","",""
"MALARIA_15030","PUBLISHED","2001","WPR","PNG","","349362","349362.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","RWA","","228595","228595.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","RWA","AGE0-4","69206","69206.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","STP","","2507","2507.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","STP","AGE0-4","11578","11578.00000","","",""
"MALARIA_15030","PUBLISHED","2002","EUR","ARM","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2002","EUR","ARM","","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2002","EUR","AZE","","324755","324755.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","BEN","","69934","69934.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","BEN","AGE0-4","31636","31636.00000","","",""
"MALARIA_15030","PUBLISHED","2002","SEAR","BTN","","28135","28135.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AMR","BOL","","107794","107794.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","BWA","","97980","97980.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","BFA","AGE0-4","46741","46741.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","BFA","","154170","154170.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","BDI","","22890","22890.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","BDI","AGE0-4","7031","7031.00000","","",""
"MALARIA_15030","PUBLISHED","2002","WPR","KHM","","250314","250314.00000","","",""
"MALARIA_15030","PUBLISHED","2002","WPR","KHM","AGE0-4","61415","61415.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AMR","SLV","","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","ERI","","57833","57833.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","ERI","AGE0-4","13450","13450.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","ETH","","195004","195004.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","ETH","AGE0-4","","","","",""
"MALARIA_15030","PUBLISHED","2002","EUR","GEO","","209471","209471.00000","","",""
"MALARIA_15030","PUBLISHED","2002","EUR","GEO","AGE0-4","16680","16680.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","GHA","","133963","133963.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","GHA","AGE0-4","100895","100895.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","GIN","","68368","68368.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","GIN","AGE0-4","15623","15623.00000","","",""
"MALARIA_15030","PUBLISHED","2002","EUR","KAZ","","20437","20437.00000","","",""
"MALARIA_15030","PUBLISHED","2002","EUR","KAZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","KEN","","116276","116276.00000","","",""
"MALARIA_15030","PUBLISHED","2002","EUR","KGZ","","632496","632496.00000","","",""
"MALARIA_15030","PUBLISHED","2002","EUR","KGZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2002","WPR","LAO","","119282","119282.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","MDG","","283726","283726.00000","","",""
"MALARIA_15030","PUBLISHED","2002","SEAR","MMR","","612823","612823.00000","","",""
"MALARIA_15030","PUBLISHED","2002","SEAR","MMR","AGE0-4","70639","70639.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","NAM","","262819","262819.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","NAM","AGE0-4","50127","50127.00000","","",""
"MALARIA_15030","PUBLISHED","2002","SEAR","NPL","","147288","147288.00000","","",""
"MALARIA_15030","PUBLISHED","2002","SEAR","NPL","AGE0-4","18110","18110.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","NER","","40850","40850.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","NER","AGE0-4","10016","10016.00000","","",""
"MALARIA_15030","PUBLISHED","2002","WPR","PNG","","251788","251788.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","RWA","","268609","268609.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","RWA","AGE0-4","80775","80775.00000","","",""
"MALARIA_15030","PUBLISHED","2002","AFR","STP","","24896","24896.00000","","",""
"MALARIA_15030","PUBLISHED","2003","EUR","ARM","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2003","EUR","ARM","","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2003","EUR","AZE","","328389","328389.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","BEN","","125555","125555.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","BEN","AGE0-4","51055","51055.00000","","",""
"MALARIA_15030","PUBLISHED","2003","SEAR","BTN","","29536","29536.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AMR","BOL","","113603","113603.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","BWA","","98452","98452.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","BFA","AGE0-4","78979","78979.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","BFA","","198914","198914.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","BDI","","16509","16509.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","BDI","AGE0-4","587","587.00000","","",""
"MALARIA_15030","PUBLISHED","2003","WPR","KHM","","305654","305654.00000","","",""
"MALARIA_15030","PUBLISHED","2003","WPR","KHM","AGE0-4","94447","94447.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","CAF","","74255","74255.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AMR","SLV","","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","ERI","","66429","66429.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","ERI","AGE0-4","17055","17055.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","ETH","","196331","196331.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","ETH","AGE0-4","","","","",""
"MALARIA_15030","PUBLISHED","2003","EUR","GEO","","164338","164338.00000","","",""
"MALARIA_15030","PUBLISHED","2003","EUR","GEO","AGE0-4","17087","17087.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","GHA","","517566","517566.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","GHA","AGE0-4","120126","120126.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","GIN","","115317","115317.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","GIN","AGE0-4","23617","23617.00000","","",""
"MALARIA_15030","PUBLISHED","2003","EUR","KAZ","","23844","23844.00000","","",""
"MALARIA_15030","PUBLISHED","2003","EUR","KAZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","KEN","","126678","126678.00000","","",""
"MALARIA_15030","PUBLISHED","2003","EUR","KGZ","","643636","643636.00000","","",""
"MALARIA_15030","PUBLISHED","2003","EUR","KGZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2003","WPR","LAO","","143471","143471.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","MDG","","432123","432123.00000","","",""
"MALARIA_15030","PUBLISHED","2003","SEAR","MMR","","602178","602178.00000","","",""
"MALARIA_15030","PUBLISHED","2003","SEAR","MMR","AGE0-4","63738","63738.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","NAM","","216189","216189.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","NAM","AGE0-4","42263","42263.00000","","",""
"MALARIA_15030","PUBLISHED","2003","SEAR","NPL","","178233","178233.00000","","",""
"MALARIA_15030","PUBLISHED","2003","SEAR","NPL","AGE0-4","26793","26793.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","NER","","75973","75973.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","NER","AGE0-4","22880","22880.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","NGA","","96074","96074.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","NGA","AGE0-4","32101","32101.00000","","",""
"MALARIA_15030","PUBLISHED","2003","WPR","PNG","","230258","230258.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","RWA","","256000","256000.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","RWA","AGE0-4","82260","82260.00000","","",""
"MALARIA_15030","PUBLISHED","2003","AFR","STP","","23971","23971.00000","","",""
"MALARIA_15030","PUBLISHED","2004","EUR","ARM","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2004","EUR","ARM","","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2004","EUR","AZE","","359512","359512.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","BEN","","133918","133918.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","BEN","AGE0-4","57661","57661.00000","","",""
"MALARIA_15030","PUBLISHED","2004","SEAR","BTN","","26424","26424.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AMR","BOL","","113599","113599.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","BFA","AGE0-4","84937","84937.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","BFA","","223891","223891.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","BDI","","32825","32825.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","BDI","AGE0-4","10394","10394.00000","","",""
"MALARIA_15030","PUBLISHED","2004","WPR","KHM","","314627","314627.00000","","",""
"MALARIA_15030","PUBLISHED","2004","WPR","KHM","AGE0-4","96039","96039.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","CAF","","121070","121070.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","COM","","14957","14957.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","COM","AGE0-4","6290","6290.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AMR","SLV","","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","ERI","","65547","65547.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","ERI","AGE0-4","18287","18287.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","ETH","","228865","228865.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","ETH","AGE0-4","","","","",""
"MALARIA_15030","PUBLISHED","2004","EUR","GEO","","183762","183762.00000","","",""
"MALARIA_15030","PUBLISHED","2004","EUR","GEO","AGE0-4","18334","18334.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","GHA","","844091","844091.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","GHA","AGE0-4","123384","123384.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","GIN","","114609","114609.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","GIN","AGE0-4","22165","22165.00000","","",""
"MALARIA_15030","PUBLISHED","2004","EUR","KAZ","","27713","27713.00000","","",""
"MALARIA_15030","PUBLISHED","2004","EUR","KAZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","KEN","","530640","530640.00000","","",""
"MALARIA_15030","PUBLISHED","2004","EUR","KGZ","","627928","627928.00000","","",""
"MALARIA_15030","PUBLISHED","2004","EUR","KGZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2004","WPR","LAO","","136322","136322.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","MDG","","413470","413470.00000","","",""
"MALARIA_15030","PUBLISHED","2004","SEAR","MMR","","600939","600939.00000","","",""
"MALARIA_15030","PUBLISHED","2004","SEAR","MMR","AGE0-4","76002","76002.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","NAM","","249450","249450.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","NAM","AGE0-4","46329","46329.00000","","",""
"MALARIA_15030","PUBLISHED","2004","SEAR","NPL","","243566","243566.00000","","",""
"MALARIA_15030","PUBLISHED","2004","SEAR","NPL","AGE0-4","34886","34886.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","NGA","","342748","342748.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","NGA","AGE0-4","102152","102152.00000","","",""
"MALARIA_15030","PUBLISHED","2004","WPR","PNG","","252613","252613.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","RWA","","242963","242963.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","RWA","AGE0-4","77903","77903.00000","","",""
"MALARIA_15030","PUBLISHED","2004","AFR","STP","","19955","19955.00000","","",""
"MALARIA_15030","PUBLISHED","2005","EUR","ARM","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2005","EUR","ARM","","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2005","EUR","AZE","","373948","373948.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","BEN","","155048","155048.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","BEN","AGE0-4","65644","65644.00000","","",""
"MALARIA_15030","PUBLISHED","2005","SEAR","BTN","","39509","39509.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AMR","BOL","","119621","119621.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","BFA","AGE0-4","99548","99548.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","BFA","","243541","243541.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","BDI","","189182","189182.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","BDI","AGE0-4","128577","128577.00000","","",""
"MALARIA_15030","PUBLISHED","2005","WPR","KHM","","287151","287151.00000","","",""
"MALARIA_15030","PUBLISHED","2005","WPR","KHM","AGE0-4","77639","77639.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","CMR","","138617","138617.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","CMR","AGE0-4","37928","37928.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","CAF","","98430","98430.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","COM","","33150","33150.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","COM","AGE0-4","11587","11587.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AMR","SLV","","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","ERI","","64999","64999.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","ERI","AGE0-4","17576","17576.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","ETH","","223229","223229.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","ETH","AGE0-4","","","","",""
"MALARIA_15030","PUBLISHED","2005","EUR","GEO","","190577","190577.00000","","",""
"MALARIA_15030","PUBLISHED","2005","EUR","GEO","AGE0-4","20480","20480.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","GHA","","483038","483038.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","GHA","AGE0-4","174522","174522.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","GIN","","87851","87851.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","GIN","AGE0-4","17028","17028.00000","","",""
"MALARIA_15030","PUBLISHED","2005","EUR","KAZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2005","EUR","KAZ","","56728","56728.00000","","",""
"MALARIA_15030","PUBLISHED","2005","EUR","KGZ","","661386","661386.00000","","",""
"MALARIA_15030","PUBLISHED","2005","EUR","KGZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2005","WPR","LAO","","150103","150103.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","MDG","","407361","407361.00000","","",""
"MALARIA_15030","PUBLISHED","2005","SEAR","MMR","","650417","650417.00000","","",""
"MALARIA_15030","PUBLISHED","2005","SEAR","MMR","AGE0-4","81201","81201.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","NAM","","240421","240421.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","NAM","AGE0-4","44424","44424.00000","","",""
"MALARIA_15030","PUBLISHED","2005","SEAR","NPL","","255635","255635.00000","","",""
"MALARIA_15030","PUBLISHED","2005","SEAR","NPL","AGE0-4","36696","36696.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","NGA","","614272","614272.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","NGA","AGE0-4","186861","186861.00000","","",""
"MALARIA_15030","PUBLISHED","2005","WPR","PNG","","232282","232282.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","RWA","","167585","167585.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","RWA","AGE0-4","61700","61700.00000","","",""
"MALARIA_15030","PUBLISHED","2005","AFR","STP","","12966","12966.00000","","",""
"MALARIA_15030","PUBLISHED","2006","EMR","AFG","","94635","94635.00000","","",""
"MALARIA_15030","PUBLISHED","2006","EUR","ARM","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2006","EUR","ARM","","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2006","EUR","AZE","","407028","407028.00000","","",""
"MALARIA_15030","PUBLISHED","2006","SEAR","BTN","","24456","24456.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AMR","BOL","","117267","117267.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AMR","BRA","","11337831","11337831.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","BFA","AGE0-4","141687","141687.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","BFA","","301736","301736.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","BDI","","506932","506932.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","BDI","AGE0-4","83453","83453.00000","","",""
"MALARIA_15030","PUBLISHED","2006","WPR","KHM","","388890","388890.00000","","",""
"MALARIA_15030","PUBLISHED","2006","WPR","KHM","AGE0-4","97773","97773.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","CMR","","204498","204498.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","CMR","AGE0-4","66873","66873.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","CPV","","37201","37201.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","CAF","","153840","153840.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","COM","","31741","31741.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","COM","AGE0-4","11251","11251.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","COD","","366702","366702.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","COD","AGE0-4","149841","149841.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AMR","SLV","","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","ERI","","73217","73217.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","ERI","AGE0-4","21029","21029.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","ETH","","183271","183271.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","ETH","AGE0-4","","","","",""
"MALARIA_15030","PUBLISHED","2006","EUR","GEO","","207270","207270.00000","","",""
"MALARIA_15030","PUBLISHED","2006","EUR","GEO","AGE0-4","21309","21309.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","GHA","","356000","356000.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","GHA","AGE0-4","97860","97860.00000","","",""
"MALARIA_15030","PUBLISHED","2006","SEAR","IDN","","55398","55398.00000","","",""
"MALARIA_15030","PUBLISHED","2006","EUR","KAZ","","72737","72737.00000","","",""
"MALARIA_15030","PUBLISHED","2006","EUR","KAZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","KEN","","1288423","1288423.00000","","",""
"MALARIA_15030","PUBLISHED","2006","EUR","KGZ","","726944","726944.00000","","",""
"MALARIA_15030","PUBLISHED","2006","EUR","KGZ","AGE0-4","0","0.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","MRT","","12543","12543.00000","","",""
"MALARIA_15030","PUBLISHED","2006","SEAR","MMR","","643594","643594.00000","","",""
"MALARIA_15030","PUBLISHED","2006","SEAR","MMR","AGE0-4","80138","80138.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","NAM","","381946","381946.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","NAM","AGE0-4","66973","66973.00000","","",""
"MALARIA_15030","PUBLISHED","2006","SEAR","NPL","","312926","312926.00000","","",""
"MALARIA_15030","PUBLISHED","2006","SEAR","NPL","AGE0-4","44352","44352.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AMR","NIC","","8","8.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","NGA","","675044","675044.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","NGA","AGE0-4","212596","212596.00000","","",""
"MALARIA_15030","PUBLISHED","2006","WPR","PNG","","240848","240848.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","RWA","","299665","299665.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","RWA","AGE0-4","101616","101616.00000","","",""
"MALARIA_15030","PUBLISHED","2006","AFR","STP","","10135","10135.00000","","",""
"MALARIA_15030","PUBLISHED","2007","EMR","AFG","","318778","318778.00000","","","Malaria footnote."
"MALARIA_15030","PUBLISHED","2007","SEAR","BTN","","25435","25435.00000","","",""
"MALARIA_15030","PUBLISHED","2007","AMR","BRA","","11299863","11299863.00000","","",""
"MALARIA_15030","PUBLISHED","2007","AMR","BRA","AGE0-4","1356404","1356404.00000","","",""
"MALARIA_15030","PUBLISHED","2007","AFR","BFA","","627070","627070.00000","","",""
"MALARIA_15030","PUBLISHED","2007","AFR","BFA","AGE0-4","144581","144581.00000","","",""
"MALARIA_15030","PUBLISHED","2007","WPR","KHM","","204681","204681.00000","","",""
"MALARIA_15030","PUBLISHED","2007","WPR","KHM","AGE0-4","41454","41454.00000","","",""
"MALARIA_15030","PUBLISHED","2007","AFR","ETH","","689904","689904.00000","","",""
"MALARIA_15030","PUBLISHED","2007","AFR","GHA","","556036","556036.00000","","",""
"MALARIA_15030","PUBLISHED","2007","AFR","GHA","AGE0-4","113952","113952.00000","","",""
"MALARIA_15030","PUBLISHED","2007","AFR","NGA","","747193","747193.00000","","",""
"MALARIA_15030","PUBLISHED","2007","AFR","NGA","AGE0-4","211559","211559.00000","","",""
"MALARIA_15030","PUBLISHED","2001","EMR","SAU","","2219461","2219461.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","SEN","","59059","59059.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","SEN","AGE0-4","10281","10281.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","SLE","","12780","12780.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","SLE","AGE0-4","5437","5437.00000","","",""
"MALARIA_15030","PUBLISHED","2001","SEAR","LKA","","4091825","4091825.00000","","",""
"MALARIA_15030","PUBLISHED","2001","EMR","SDN","","466460","466460.00000","","",""
"MALARIA_15030","PUBLISHED","2001","EMR","SDN","AGE0-4","115143","115143.00000","","",""
"MALARIA_15030","PUBLISHED","2001","AFR","SWZ","","61258","61258.00000","","",""
