"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001550_ARCHIVED","PUBLISHED","2012","SEAR","BGD","SA_BEER","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","SEAR","BGD","SA_SPIRITS","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","SEAR","BTN","SA_WINE","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","WPR","BRN","SA_WINE","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","AMR","CAN","SA_BEER","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","AFR","GMB","SA_WINE","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","EUR","GEO","SA_BEER","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_WINE","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","AFR","LBR","SA_SPIRITS","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","WPR","MYS","SA_WINE","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","EUR","MNE","SA_SPIRITS","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_WINE","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","WPR","PLW","SA_SPIRITS","No","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","WPR","PHL","SA_SPIRITS","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","EUR","ROU","SA_BEER","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","AMR","LCA","SA_WINE","No","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","AFR","SEN","SA_BEER","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","EUR","SVK","SA_WINE","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","EUR","CHE","SA_BEER","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","EMR","TUN","SA_SPIRITS","Yes","","","",""
"SA_0000001550_ARCHIVED","PUBLISHED","2012","AFR","ZWE","SA_SPIRITS","Yes","","","",""
