"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","GHECAUSES","Display Value","Numeric","Low","High","Comments"
"AIR_43","PUBLISHED","2012","EUR","BIH","BTSX","GHE068","14 995","14994.70898","","",""
"AIR_43","PUBLISHED","2012","EUR","BIH","BTSX","GHE113","29 394","29394.09375","","",""
"AIR_43","PUBLISHED","2012","EUR","BIH","BTSX","GHE114","28 593","28592.94922","","",""
"AIR_43","PUBLISHED","2012","AFR","BWA","BTSX","GHE039","3245","3244.75659","","",""
"AIR_43","PUBLISHED","2012","AFR","BWA","BTSX","GHE118","296","296.05112","","",""
"AIR_43","PUBLISHED","2012","AFR","BWA","BTSX","GHE068","277","276.52426","","",""
"AIR_43","PUBLISHED","2012","AFR","BWA","BTSX","GHE113","2282","2282.06104","","",""
"AIR_43","PUBLISHED","2012","AFR","BWA","BTSX","GHE114","3578","3578.48608","","",""
"AIR_43","PUBLISHED","2012","AMR","BRA","BTSX","GHE039","18 982","18981.72656","","",""
"AIR_43","PUBLISHED","2012","AMR","BRA","BTSX","GHE118","16 749","16749.10156","","",""
"AIR_43","PUBLISHED","2012","AMR","BRA","BTSX","GHE068","74 921","74921.33594","","",""
"AIR_43","PUBLISHED","2012","AMR","BRA","BTSX","GHE113","360 298","360297.96880","","",""
"AIR_43","PUBLISHED","2012","AMR","BRA","BTSX","GHE114","244 532","244531.57810","","",""
"AIR_43","PUBLISHED","2012","WPR","BRN","BTSX","GHE039","0","0.15093","","",""
"AIR_43","PUBLISHED","2012","WPR","BRN","BTSX","GHE118","0","0.08621","","",""
"AIR_43","PUBLISHED","2012","WPR","BRN","BTSX","GHE068","1","1.20648","","",""
"AIR_43","PUBLISHED","2012","WPR","BRN","BTSX","GHE113","15","14.52013","","",""
"AIR_43","PUBLISHED","2012","WPR","BRN","BTSX","GHE114","5","5.04804","","",""
"AIR_43","PUBLISHED","2012","EUR","BGR","BTSX","GHE039","1844","1843.85046","","",""
"AIR_43","PUBLISHED","2012","EUR","BEL","BTSX","GHE068","28 045","28044.58984","","",""
"AIR_43","PUBLISHED","2012","EUR","BEL","BTSX","GHE113","24 910","24909.52930","","",""
"AIR_43","PUBLISHED","2012","EUR","BEL","BTSX","GHE114","12 539","12538.73438","","",""
"AIR_43","PUBLISHED","2012","AMR","BLZ","BTSX","GHE039","93","92.70196","","",""
"AIR_43","PUBLISHED","2012","AMR","BLZ","BTSX","GHE118","39","38.50248","","",""
"AIR_43","PUBLISHED","2012","AMR","BLZ","BTSX","GHE068","79","79.24751","","",""
"AIR_43","PUBLISHED","2012","AMR","BLZ","BTSX","GHE113","364","364.16010","","",""
"AIR_43","PUBLISHED","2012","AMR","BLZ","BTSX","GHE114","281","280.90118","","",""
"AIR_43","PUBLISHED","2012","AFR","BEN","BTSX","GHE039","65 079","65079.37109","","",""
"AIR_43","PUBLISHED","2012","AFR","BEN","BTSX","GHE118","2765","2764.83643","","",""
"AIR_43","PUBLISHED","2012","AFR","BEN","BTSX","GHE068","574","573.97192","","",""
"AIR_43","PUBLISHED","2012","AFR","BEN","BTSX","GHE113","23 087","23087.17773","","",""
"AIR_43","PUBLISHED","2012","AFR","BEN","BTSX","GHE114","31 842","31842.33789","","",""
"AIR_43","PUBLISHED","2012","SEAR","BTN","BTSX","GHE039","1876","1876.35193","","",""
"AIR_43","PUBLISHED","2012","SEAR","BTN","BTSX","GHE118","1005","1005.30463","","",""
"AIR_43","PUBLISHED","2012","SEAR","BTN","BTSX","GHE068","465","465.44565","","",""
"AIR_43","PUBLISHED","2012","SEAR","BTN","BTSX","GHE113","2333","2332.67285","","",""
"AIR_43","PUBLISHED","2012","SEAR","BTN","BTSX","GHE114","1452","1452.05652","","",""
"AIR_43","PUBLISHED","2012","AMR","BOL","BTSX","GHE039","24 333","24332.66211","","",""
"AIR_43","PUBLISHED","2012","AMR","BOL","BTSX","GHE118","2468","2468.34082","","",""
"AIR_43","PUBLISHED","2012","AMR","BOL","BTSX","GHE068","2253","2253.15161","","",""
"AIR_43","PUBLISHED","2012","AMR","BOL","BTSX","GHE113","32 124","32124.09570","","",""
"AIR_43","PUBLISHED","2012","AMR","BOL","BTSX","GHE114","29 100","29100.02930","","",""
"AIR_43","PUBLISHED","2012","EUR","BIH","BTSX","GHE039","227","226.94313","","",""
"AIR_43","PUBLISHED","2012","EUR","BGR","BTSX","GHE118","5245","5245.07861","","",""
"AIR_43","PUBLISHED","2012","AMR","CAN","BTSX","GHE118","600","600.03241","","",""
"AIR_43","PUBLISHED","2012","AMR","CAN","BTSX","GHE068","10 968","10967.69043","","",""
"AIR_43","PUBLISHED","2012","AMR","CAN","BTSX","GHE113","21 070","21070.45703","","",""
"AIR_43","PUBLISHED","2012","AMR","CAN","BTSX","GHE114","6178","6178.24170","","",""
"AIR_43","PUBLISHED","2012","AFR","CPV","BTSX","GHE039","470","470.12344","","",""
"AIR_43","PUBLISHED","2012","AFR","CPV","BTSX","GHE118","269","268.74414","","",""
"AIR_43","PUBLISHED","2012","AFR","CPV","BTSX","GHE068","43","42.78879","","",""
"AIR_43","PUBLISHED","2012","AFR","CPV","BTSX","GHE113","808","807.53522","","",""
"AIR_43","PUBLISHED","2012","AFR","CPV","BTSX","GHE114","1631","1630.66480","","",""
"AIR_43","PUBLISHED","2012","AFR","CAF","BTSX","GHE039","41 185","41185.11719","","",""
"AIR_43","PUBLISHED","2012","AFR","CAF","BTSX","GHE118","2676","2676.33252","","",""
"AIR_43","PUBLISHED","2012","AFR","CAF","BTSX","GHE068","379","379.13416","","",""
"AIR_43","PUBLISHED","2012","AFR","CAF","BTSX","GHE113","8431","8431.00000","","",""
"AIR_43","PUBLISHED","2012","AFR","CAF","BTSX","GHE114","10 307","10307.20801","","",""
"AIR_43","PUBLISHED","2012","AFR","TCD","BTSX","GHE039","220 466","220466.09380","","",""
"AIR_43","PUBLISHED","2012","AFR","TCD","BTSX","GHE118","3830","3829.54053","","",""
"AIR_43","PUBLISHED","2012","AFR","TCD","BTSX","GHE068","698","698.24652","","",""
"AIR_43","PUBLISHED","2012","AFR","TCD","BTSX","GHE113","22 111","22111.24609","","",""
"AIR_43","PUBLISHED","2012","AFR","TCD","BTSX","GHE114","32 959","32959.34375","","",""
"AIR_43","PUBLISHED","2012","EUR","BGR","BTSX","GHE068","26 629","26628.56641","","",""
"AIR_43","PUBLISHED","2012","EUR","BGR","BTSX","GHE113","80 138","80138.42969","","",""
"AIR_43","PUBLISHED","2012","EUR","BGR","BTSX","GHE114","64 096","64096.11719","","",""
"AIR_43","PUBLISHED","2012","AFR","BFA","BTSX","GHE039","150 221","150221.28130","","",""
"AIR_43","PUBLISHED","2012","AFR","BFA","BTSX","GHE118","4872","4872.20410","","",""
"AIR_43","PUBLISHED","2012","AFR","BFA","BTSX","GHE068","1426","1425.71716","","",""
"AIR_43","PUBLISHED","2012","AFR","BFA","BTSX","GHE113","34 433","34432.70703","","",""
"AIR_43","PUBLISHED","2012","AFR","BFA","BTSX","GHE114","52 956","52955.93750","","",""
"AIR_43","PUBLISHED","2012","AFR","BDI","BTSX","GHE039","125 544","125543.71090","","",""
"AIR_43","PUBLISHED","2012","AFR","BDI","BTSX","GHE118","3404","3404.20313","","",""
"AIR_43","PUBLISHED","2012","AFR","BDI","BTSX","GHE068","704","704.19073","","",""
"AIR_43","PUBLISHED","2012","AFR","BDI","BTSX","GHE113","17 749","17749.16211","","",""
"AIR_43","PUBLISHED","2012","AFR","BDI","BTSX","GHE114","31 014","31013.71875","","",""
"AIR_43","PUBLISHED","2012","WPR","KHM","BTSX","GHE039","28 900","28900.45898","","",""
"AIR_43","PUBLISHED","2012","WPR","KHM","BTSX","GHE118","3427","3427.09766","","",""
"AIR_43","PUBLISHED","2012","WPR","KHM","BTSX","GHE068","6929","6929.17383","","",""
"AIR_43","PUBLISHED","2012","WPR","KHM","BTSX","GHE113","35 678","35677.69531","","",""
"AIR_43","PUBLISHED","2012","WPR","KHM","BTSX","GHE114","30 327","30326.72852","","",""
"AIR_43","PUBLISHED","2012","AFR","CMR","BTSX","GHE039","238 434","238434.00000","","",""
"AIR_43","PUBLISHED","2012","AFR","CMR","BTSX","GHE118","11 197","11197.49512","","",""
"AIR_43","PUBLISHED","2012","AFR","CMR","BTSX","GHE068","2402","2401.86499","","",""
"AIR_43","PUBLISHED","2012","AFR","CMR","BTSX","GHE113","50 839","50838.51953","","",""
"AIR_43","PUBLISHED","2012","AFR","CMR","BTSX","GHE114","69 837","69837.46875","","",""
"AIR_43","PUBLISHED","2012","AMR","CAN","BTSX","GHE039","92","91.83008","","",""
"AIR_43","PUBLISHED","2012","AMR","CHL","BTSX","GHE039","1647","1647.01172","","",""
"AIR_43","PUBLISHED","2012","WPR","COK","BTSX","GHE039","Not applicable","","","",""
"AIR_43","PUBLISHED","2012","WPR","COK","BTSX","GHE118","Not applicable","","","",""
"AIR_43","PUBLISHED","2012","WPR","COK","BTSX","GHE068","Not applicable","","","",""
"AIR_43","PUBLISHED","2012","WPR","COK","BTSX","GHE113","Not applicable","","","",""
"AIR_43","PUBLISHED","2012","WPR","COK","BTSX","GHE114","Not applicable","","","",""
"AIR_43","PUBLISHED","2012","AMR","CRI","BTSX","GHE039","225","224.96358","","",""
"AIR_43","PUBLISHED","2012","AMR","CRI","BTSX","GHE118","641","640.92206","","",""
"AIR_43","PUBLISHED","2012","AMR","CRI","BTSX","GHE068","1502","1502.13232","","",""
"AIR_43","PUBLISHED","2012","AMR","CRI","BTSX","GHE113","9306","9305.64063","","",""
"AIR_43","PUBLISHED","2012","AMR","CRI","BTSX","GHE114","3908","3908.34985","","",""
"AIR_43","PUBLISHED","2012","EUR","HRV","BTSX","GHE039","43","42.85045","","",""
"AIR_43","PUBLISHED","2012","EUR","HRV","BTSX","GHE118","1457","1456.76160","","",""
"AIR_43","PUBLISHED","2012","EUR","HRV","BTSX","GHE068","14 733","14732.68359","","",""
"AIR_43","PUBLISHED","2012","EUR","HRV","BTSX","GHE113","26 516","26516.19141","","",""
"AIR_43","PUBLISHED","2012","EUR","HRV","BTSX","GHE114","14 899","14898.61426","","",""
"AIR_43","PUBLISHED","2012","AMR","CUB","BTSX","GHE039","699","699.24329","","",""
"AIR_43","PUBLISHED","2012","AMR","CUB","BTSX","GHE118","2323","2323.01416","","",""
"AIR_43","PUBLISHED","2012","AMR","CUB","BTSX","GHE068","23 481","23481.23633","","",""
"AIR_43","PUBLISHED","2012","AMR","CUB","BTSX","GHE113","42 846","42846.25000","","",""
"AIR_43","PUBLISHED","2012","AMR","CHL","BTSX","GHE118","2848","2848.09961","","",""
"AIR_43","PUBLISHED","2012","AMR","CHL","BTSX","GHE068","13 530","13529.59766","","",""
"AIR_43","PUBLISHED","2012","AMR","CHL","BTSX","GHE113","26 963","26962.97656","","",""
"AIR_43","PUBLISHED","2012","AMR","CHL","BTSX","GHE114","23 227","23227.33203","","",""
"AIR_43","PUBLISHED","2012","WPR","CHN","BTSX","GHE039","627 493","627492.87500","","",""
"AIR_43","PUBLISHED","2012","WPR","CHN","BTSX","GHE118","1 814 679","1814679.25000","","",""
"AIR_43","PUBLISHED","2012","WPR","CHN","BTSX","GHE068","5 243 327","5243326.50000","","",""
"AIR_43","PUBLISHED","2012","WPR","CHN","BTSX","GHE113","5 662 869","5662868.50000","","",""
"AIR_43","PUBLISHED","2012","WPR","CHN","BTSX","GHE114","10 327 235","10327235.00000","","",""
"AIR_43","PUBLISHED","2012","AMR","COL","BTSX","GHE039","15 196","15196.44922","","",""
"AIR_43","PUBLISHED","2012","AMR","COL","BTSX","GHE118","6759","6758.57764","","",""
"AIR_43","PUBLISHED","2012","AMR","COL","BTSX","GHE068","18 561","18561.05664","","",""
"AIR_43","PUBLISHED","2012","AMR","COL","BTSX","GHE113","90 746","90745.89063","","",""
"AIR_43","PUBLISHED","2012","AMR","COL","BTSX","GHE114","43 318","43317.66797","","",""
"AIR_43","PUBLISHED","2012","AFR","COM","BTSX","GHE039","2889","2889.04639","","",""
"AIR_43","PUBLISHED","2012","AFR","COM","BTSX","GHE118","106","105.97662","","",""
"AIR_43","PUBLISHED","2012","AFR","COM","BTSX","GHE068","29","29.11540","","",""
"AIR_43","PUBLISHED","2012","AFR","COM","BTSX","GHE113","965","965.23737","","",""
"AIR_43","PUBLISHED","2012","AFR","COM","BTSX","GHE114","1695","1694.92139","","",""
"AIR_43","PUBLISHED","2012","AFR","COG","BTSX","GHE039","29 494","29493.54492","","",""
"AIR_43","PUBLISHED","2012","AFR","COG","BTSX","GHE118","2154","2154.49951","","",""
"AIR_43","PUBLISHED","2012","AFR","COG","BTSX","GHE068","218","218.05974","","",""
"AIR_43","PUBLISHED","2012","AFR","COG","BTSX","GHE113","10 900","10900.12109","","",""
"AIR_43","PUBLISHED","2012","AFR","COG","BTSX","GHE114","13 521","13521.12207","","",""
"AIR_43","PUBLISHED","2012","AMR","CUB","BTSX","GHE114","23 308","23307.78906","","",""
"AIR_43","PUBLISHED","2012","AFR","COD","BTSX","GHE114","213 509","213508.90630","","",""
"AIR_43","PUBLISHED","2012","EUR","DNK","BTSX","GHE039","26","25.61746","","",""
"AIR_43","PUBLISHED","2012","EUR","DNK","BTSX","GHE118","970","970.48450","","",""
"AIR_43","PUBLISHED","2012","EUR","DNK","BTSX","GHE068","8864","8863.74805","","",""
"AIR_43","PUBLISHED","2012","EUR","DNK","BTSX","GHE113","8000","8000.38184","","",""
"AIR_43","PUBLISHED","2012","EUR","DNK","BTSX","GHE114","4818","4818.39844","","",""
"AIR_43","PUBLISHED","2012","EMR","DJI","BTSX","GHE039","4922","4922.33838","","",""
"AIR_43","PUBLISHED","2012","EMR","DJI","BTSX","GHE118","357","356.87033","","",""
"AIR_43","PUBLISHED","2012","EMR","DJI","BTSX","GHE068","136","136.40047","","",""
"AIR_43","PUBLISHED","2012","EMR","DJI","BTSX","GHE113","1604","1603.63843","","",""
"AIR_43","PUBLISHED","2012","EMR","DJI","BTSX","GHE114","2408","2407.69141","","",""
"AIR_43","PUBLISHED","2012","AMR","DMA","BTSX","GHE039","8","8.10479","","",""
"AIR_43","PUBLISHED","2012","AMR","DMA","BTSX","GHE118","6","5.68397","","",""
"AIR_43","PUBLISHED","2012","AMR","DMA","BTSX","GHE068","28","27.69187","","",""
"AIR_43","PUBLISHED","2012","AMR","DMA","BTSX","GHE113","148","147.86237","","",""
"AIR_43","PUBLISHED","2012","AMR","DMA","BTSX","GHE114","135","135.46278","","",""
"AIR_43","PUBLISHED","2012","AMR","DOM","BTSX","GHE039","7811","7811.38379","","",""
"AIR_43","PUBLISHED","2012","AMR","DOM","BTSX","GHE118","897","897.27130","","",""
"AIR_43","PUBLISHED","2012","AMR","DOM","BTSX","GHE068","3995","3995.33765","","",""
"AIR_43","PUBLISHED","2012","AMR","DOM","BTSX","GHE113","25 417","25416.88867","","",""
"AIR_43","PUBLISHED","2012","EUR","CYP","BTSX","GHE039","13","13.08714","","",""
"AIR_43","PUBLISHED","2012","EUR","CYP","BTSX","GHE118","99","98.56699","","",""
"AIR_43","PUBLISHED","2012","EUR","CYP","BTSX","GHE068","1336","1336.25574","","",""
"AIR_43","PUBLISHED","2012","EUR","CYP","BTSX","GHE113","2819","2819.48731","","",""
"AIR_43","PUBLISHED","2012","EUR","CYP","BTSX","GHE114","792","791.56860","","",""
"AIR_43","PUBLISHED","2012","EUR","CZE","BTSX","GHE039","291","290.54965","","",""
"AIR_43","PUBLISHED","2012","EUR","CZE","BTSX","GHE118","3128","3127.57813","","",""
"AIR_43","PUBLISHED","2012","EUR","CZE","BTSX","GHE068","29 383","29383.00195","","",""
"AIR_43","PUBLISHED","2012","EUR","CZE","BTSX","GHE113","65 908","65907.81250","","",""
"AIR_43","PUBLISHED","2012","EUR","CZE","BTSX","GHE114","21 071","21071.31641","","",""
"AIR_43","PUBLISHED","2012","AFR","CIV","BTSX","GHE039","130 378","130378.37500","","",""
"AIR_43","PUBLISHED","2012","AFR","CIV","BTSX","GHE118","4355","4354.71631","","",""
"AIR_43","PUBLISHED","2012","AFR","CIV","BTSX","GHE068","1314","1313.97302","","",""
"AIR_43","PUBLISHED","2012","AFR","CIV","BTSX","GHE113","45 623","45622.84766","","",""
"AIR_43","PUBLISHED","2012","AFR","CIV","BTSX","GHE114","66 204","66203.64063","","",""
"AIR_43","PUBLISHED","2012","SEAR","PRK","BTSX","GHE039","21 123","21122.74609","","",""
"AIR_43","PUBLISHED","2012","SEAR","PRK","BTSX","GHE118","28 316","28316.16602","","",""
"AIR_43","PUBLISHED","2012","SEAR","PRK","BTSX","GHE068","88 784","88784.15625","","",""
"AIR_43","PUBLISHED","2012","SEAR","PRK","BTSX","GHE113","98 002","98002.24219","","",""
"AIR_43","PUBLISHED","2012","SEAR","PRK","BTSX","GHE114","171 148","171147.84380","","",""
"AIR_43","PUBLISHED","2012","AFR","COD","BTSX","GHE039","957 459","957458.68750","","",""
"AIR_43","PUBLISHED","2012","AFR","COD","BTSX","GHE118","26 209","26208.94727","","",""
"AIR_43","PUBLISHED","2012","AFR","COD","BTSX","GHE068","2700","2699.57080","","",""
"AIR_43","PUBLISHED","2012","AFR","COD","BTSX","GHE113","146 091","146090.75000","","",""
"AIR_43","PUBLISHED","2012","AMR","DOM","BTSX","GHE114","15 179","15179.18555","","",""
"AIR_43","PUBLISHED","2012","AFR","ERI","BTSX","GHE114","15 840","15839.79590","","",""
"AIR_43","PUBLISHED","2012","EUR","EST","BTSX","GHE039","16","15.77280","","",""
"AIR_43","PUBLISHED","2012","EUR","EST","BTSX","GHE118","29","29.35699","","",""
"AIR_43","PUBLISHED","2012","EUR","EST","BTSX","GHE068","839","838.98053","","",""
"AIR_43","PUBLISHED","2012","EUR","EST","BTSX","GHE113","4235","4234.64990","","",""
"AIR_43","PUBLISHED","2012","EUR","EST","BTSX","GHE114","1003","1003.02216","","",""
"AIR_43","PUBLISHED","2012","AFR","ETH","BTSX","GHE039","507 048","507048.37500","","",""
"AIR_43","PUBLISHED","2012","AFR","ETH","BTSX","GHE118","26 564","26564.45117","","",""
"AIR_43","PUBLISHED","2012","AFR","ETH","BTSX","GHE068","12 909","12909.39844","","",""
"AIR_43","PUBLISHED","2012","AFR","ETH","BTSX","GHE113","65 895","65894.64844","","",""
"AIR_43","PUBLISHED","2012","AFR","ETH","BTSX","GHE114","118 253","118252.89840","","",""
"AIR_43","PUBLISHED","2012","WPR","FJI","BTSX","GHE039","2","2.27461","","",""
"AIR_43","PUBLISHED","2012","WPR","FJI","BTSX","GHE118","0","0.07348","","",""
"AIR_43","PUBLISHED","2012","WPR","FJI","BTSX","GHE068","0","0.34267","","",""
"AIR_43","PUBLISHED","2012","WPR","FJI","BTSX","GHE113","52","52.38557","","",""
"AIR_43","PUBLISHED","2012","WPR","FJI","BTSX","GHE114","9","8.76739","","",""
"AIR_43","PUBLISHED","2012","EUR","FIN","BTSX","GHE039","14","13.82330","","",""
"AIR_43","PUBLISHED","2012","EUR","FIN","BTSX","GHE118","35","34.54028","","",""
"AIR_43","PUBLISHED","2012","EUR","FIN","BTSX","GHE068","692","692.16650","","",""
"AIR_43","PUBLISHED","2012","EUR","FIN","BTSX","GHE113","3969","3968.96216","","",""
"AIR_43","PUBLISHED","2012","AMR","ECU","BTSX","GHE039","7979","7979.22070","","",""
"AIR_43","PUBLISHED","2012","AMR","ECU","BTSX","GHE118","1366","1365.57336","","",""
"AIR_43","PUBLISHED","2012","AMR","ECU","BTSX","GHE068","3463","3462.54663","","",""
"AIR_43","PUBLISHED","2012","AMR","ECU","BTSX","GHE113","19 161","19161.27148","","",""
