"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"SDGPM25","PUBLISHED","2016","WPR","","PHL","TOTL","18.4 [15.1-21.4]","18.38073","15.06781","21.35373",""
"SDGPM25","PUBLISHED","2016","WPR","","PLW","TOTL","12.2 [7.1-19.8]","12.18099","7.14653","19.81814",""
"SDGPM25","PUBLISHED","2016","WPR","","PLW","URB","12.4 [7.3-20.4]","12.36527","7.29041","20.38787",""
"SDGPM25","PUBLISHED","2016","WPR","","PNG","URB","11.5 [4.4-34.2]","11.46603","4.38682","34.16011",""
"SDGPM25","PUBLISHED","2016","WPR","","PNG","TOTL","10.9 [4.4-30.8]","10.90594","4.37619","30.75585",""
"SDGPM25","PUBLISHED","2016","EUR","","POL","TOTL","20.5 [20.4-21.4]","20.54155","20.36968","21.39917",""
"SDGPM25","PUBLISHED","2016","EUR","","POL","URB","21.5 [21.4-22.4]","21.53100","21.39735","22.37967",""
"SDGPM25","PUBLISHED","2016","SEAR","","PRK","URB","31.0 [23.7-45.2]","30.97424","23.66106","45.20428",""
"SDGPM25","PUBLISHED","2016","SEAR","","PRK","TOTL","30.4 [23.6-43.4]","30.39937","23.64281","43.35259",""
"SDGPM25","PUBLISHED","2016","EUR","","PRT","URB","8.1 [7.9-8.4]","8.11040","7.88560","8.44210",""
"SDGPM25","PUBLISHED","2016","EUR","","PRT","TOTL","7.9 [7.7-8.2]","7.87244","7.67973","8.22427",""
"SDGPM25","PUBLISHED","2016","AMR","","PRY","TOTL","11.2 [7.6-16.5]","11.15520","7.55561","16.45885",""
"SDGPM25","PUBLISHED","2016","AMR","","PRY","URB","11.7 [8.3-16.8]","11.68618","8.34636","16.79003",""
"SDGPM25","PUBLISHED","2016","EMR","","QAT","TOTL","90.3 [68.3-118.8]","90.34751","68.33538","118.75829",""
"SDGPM25","PUBLISHED","2016","EMR","","QAT","URB","91.7 [69.6-120.9]","91.66235","69.62131","120.86474",""
"SDGPM25","PUBLISHED","2016","EUR","","ROU","URB","15.4 [14.7-16.4]","15.35126","14.74347","16.42572",""
"SDGPM25","PUBLISHED","2016","EUR","","ROU","TOTL","14.3 [13.8-15.4]","14.28602","13.83223","15.44844",""
"SDGPM25","PUBLISHED","2016","EUR","","RUS","URB","14.7 [11.6-25.7]","14.72509","11.63679","25.70890",""
"SDGPM25","PUBLISHED","2016","EUR","","RUS","TOTL","13.7 [10.8-24.7]","13.74832","10.84503","24.67288",""
"SDGPM25","PUBLISHED","2016","AFR","","RWA","URB","40.7 [16.1-97.1]","40.70713","16.06076","97.05410",""
"SDGPM25","PUBLISHED","2016","AFR","","RWA","TOTL","40.7 [16.1-97.0]","40.74788","16.13314","96.97276",""
"SDGPM25","PUBLISHED","2016","EMR","","SAU","URB","86.7 [64.2-133.6]","86.73241","64.21121","133.61293",""
"SDGPM25","PUBLISHED","2016","EMR","","SAU","TOTL","78.4 [58.6-127.6]","78.38486","58.58383","127.61540",""
"SDGPM25","PUBLISHED","2016","EMR","","SDN","TOTL","47.9 [25.1-113.4]","47.91943","25.05374","113.37285",""
"SDGPM25","PUBLISHED","2016","EMR","","SDN","URB","46.8 [22.8-120.2]","46.83630","22.78973","120.18346",""
"SDGPM25","PUBLISHED","2016","AFR","","SEN","URB","39.7 [27.1-63.3]","39.74790","27.07383","63.30346",""
"SDGPM25","PUBLISHED","2016","AFR","","SEN","TOTL","37.5 [24.5-67.8]","37.51722","24.53923","67.84512",""
"SDGPM25","PUBLISHED","2016","WPR","","SGP","URB","18.3 [13.7-24.6]","18.25537","13.66259","24.55578",""
"SDGPM25","PUBLISHED","2016","WPR","","SGP","TOTL","18.3 [13.7-24.6]","18.25537","13.66259","24.55578",""
"SDGPM25","PUBLISHED","2016","WPR","","SLB","URB","11.5 [4.2-37.9]","11.46767","4.24084","37.92268",""
"SDGPM25","PUBLISHED","2016","WPR","","SLB","TOTL","10.7 [4.6-27.8]","10.67497","4.57937","27.84075",""
"SDGPM25","PUBLISHED","2016","AFR","","SLE","TOTL","20.6 [11.1-42.5]","20.62674","11.09164","42.47426",""
"SDGPM25","PUBLISHED","2016","AFR","","SLE","URB","20.6 [11.3-40.5]","20.59591","11.30579","40.54733",""
"SDGPM25","PUBLISHED","2016","AMR","","SLV","URB","23.8 [16.3-36.9]","23.78086","16.34517","36.91839",""
"SDGPM25","PUBLISHED","2016","AMR","","SLV","TOTL","23.4 [16.1-36.3]","23.42446","16.14468","36.25306",""
"SDGPM25","PUBLISHED","2016","EUR","","SMR","URB","13.4 [8.9-21.8]","13.44607","8.85649","21.84532",""
"SDGPM25","PUBLISHED","2016","EUR","","SMR","TOTL","13.4 [8.9-21.8]","13.44607","8.85649","21.84532",""
"SDGPM25","PUBLISHED","2016","EMR","","SOM","TOTL","29.5 [18.0-56.1]","29.51387","17.99858","56.06458",""
"SDGPM25","PUBLISHED","2016","EMR","","SOM","URB","28.0 [16.1-52.0]","27.97728","16.11061","52.01974",""
"SDGPM25","PUBLISHED","2016","EUR","","SRB","URB","24.7 [22.9-28.1]","24.69756","22.91821","28.12268",""
"SDGPM25","PUBLISHED","2016","EUR","","SRB","TOTL","24.3 [22.2-27.7]","24.27194","22.19885","27.71778",""
"SDGPM25","PUBLISHED","2016","AFR","","SSD","TOTL","41.1 [21.7-87.9]","41.11577","21.73123","87.92079",""
"SDGPM25","PUBLISHED","2016","AFR","","SSD","URB","40.9 [21.5-86.6]","40.85368","21.51113","86.55230",""
"SDGPM25","PUBLISHED","2016","AFR","","STP","URB","25.2 [13.8-50.9]","25.15735","13.82122","50.85611",""
"SDGPM25","PUBLISHED","2016","AFR","","STP","TOTL","25.7 [14.3-52.1]","25.66475","14.25545","52.10872",""
"SDGPM25","PUBLISHED","2016","AMR","","SUR","TOTL","23.6 [11.7-46.1]","23.60111","11.70936","46.07370",""
"SDGPM25","PUBLISHED","2016","AMR","","SUR","URB","25.8 [13.2-51.0]","25.81608","13.24350","51.01067",""
"SDGPM25","PUBLISHED","2016","EUR","","SVK","URB","18.0 [17.4-19.3]","18.04218","17.37060","19.31108",""
"SDGPM25","PUBLISHED","2016","EUR","","SVK","TOTL","17.5 [16.9-18.8]","17.54404","16.94449","18.78467",""
"SDGPM25","PUBLISHED","2016","EUR","","SVN","TOTL","15.8 [15.1-17.0]","15.81438","15.14443","17.01347",""
"SDGPM25","PUBLISHED","2016","EUR","","SVN","URB","16.4 [15.7-17.5]","16.40228","15.70791","17.50111",""
"SDGPM25","PUBLISHED","2016","EUR","","SWE","TOTL","5.9 [5.8-6.5]","5.88808","5.75070","6.50064",""
"SDGPM25","PUBLISHED","2016","EUR","","SWE","URB","6.1 [6.1-6.9]","6.14399","6.09458","6.90902",""
"SDGPM25","PUBLISHED","2016","AFR","","SWZ","TOTL","16.3 [10.3-25.6]","16.26009","10.32323","25.61041",""
"SDGPM25","PUBLISHED","2016","AFR","","SWZ","URB","16.2 [10.2-25.9]","16.15562","10.17149","25.88924",""
"SDGPM25","PUBLISHED","2016","AFR","","SYC","URB","18.6 [10.5-37.4]","18.63108","10.53671","37.41551",""
"SDGPM25","PUBLISHED","2016","AFR","","SYC","TOTL","18.7 [10.5-37.8]","18.72214","10.49223","37.84063",""
"SDGPM25","PUBLISHED","2016","EMR","","SYR","URB","37.4 [30.9-53.3]","37.40270","30.89001","53.28107",""
"SDGPM25","PUBLISHED","2016","EMR","","SYR","TOTL","39.4 [32.4-58.9]","39.43180","32.43497","58.91434",""
"SDGPM25","PUBLISHED","2016","AFR","","TCD","URB","50.8 [20.3-135.2]","50.75775","20.31339","135.18672",""
"SDGPM25","PUBLISHED","2016","AFR","","TCD","TOTL","53.0 [23.3-132.4]","53.00642","23.25254","132.42389",""
"SDGPM25","PUBLISHED","2016","AFR","","TGO","TOTL","32.7 [19.7-65.2]","32.70966","19.72354","65.18524",""
"SDGPM25","PUBLISHED","2016","AFR","","TGO","URB","31.2 [18.3-60.5]","31.21783","18.26981","60.46370",""
"SDGPM25","PUBLISHED","2016","SEAR","","THA","TOTL","26.2 [23.2-29.2]","26.22814","23.16443","29.16031",""
"SDGPM25","PUBLISHED","2016","SEAR","","THA","URB","26.6 [24.0-28.8]","26.57781","23.97698","28.78579",""
"SDGPM25","PUBLISHED","2016","EUR","","TJK","TOTL","40.0 [19.9-84.7]","40.04508","19.93483","84.69449",""
"SDGPM25","PUBLISHED","2016","EUR","","TJK","URB","42.8 [21.2-91.8]","42.84686","21.23816","91.77005",""
"SDGPM25","PUBLISHED","2016","EUR","","TKM","TOTL","19.0 [11.6-38.0]","19.01767","11.57357","38.01808",""
"SDGPM25","PUBLISHED","2016","EUR","","TKM","URB","24.2 [12.6-46.3]","24.22740","12.60668","46.33611",""
"SDGPM25","PUBLISHED","2016","SEAR","","TLS","TOTL","17.9 [8.2-39.4]","17.87603","8.24650","39.37474",""
"SDGPM25","PUBLISHED","2016","SEAR","","TLS","URB","18.2 [8.3-41.6]","18.24085","8.25504","41.58730",""
"SDGPM25","PUBLISHED","2016","WPR","","TON","TOTL","10.1 [5.0-21.9]","10.08199","5.02714","21.90380",""
"SDGPM25","PUBLISHED","2016","WPR","","TON","URB","10.2 [4.8-23.1]","10.21206","4.84933","23.07988",""
"SDGPM25","PUBLISHED","2016","AMR","","TTO","URB","22.4 [10.5-49.0]","22.41777","10.51685","48.99679",""
"SDGPM25","PUBLISHED","2016","AMR","","TTO","TOTL","22.0 [10.5-48.0]","22.03606","10.49127","47.99084",""
"SDGPM25","PUBLISHED","2016","EMR","","TUN","TOTL","35.7 [26.2-58.7]","35.65553","26.17057","58.66305",""
"SDGPM25","PUBLISHED","2016","EMR","","TUN","URB","35.7 [26.2-52.5]","35.73602","26.22791","52.48330",""
"SDGPM25","PUBLISHED","2016","EUR","","TUR","TOTL","42.0 [36.6-51.0]","41.97021","36.61045","50.95026",""
"SDGPM25","PUBLISHED","2016","EUR","","TUR","URB","41.2 [36.6-50.5]","41.20173","36.60133","50.46473",""
"SDGPM25","PUBLISHED","2016","WPR","","TUV","TOTL","11.4 [7.3-16.6]","11.42167","7.26293","16.55893",""
"SDGPM25","PUBLISHED","2016","AFR","","TZA","TOTL","25.6 [18.6-47.8]","25.58882","18.56726","47.77494",""
"SDGPM25","PUBLISHED","2016","AFR","","TZA","URB","25.1 [18.3-46.6]","25.09214","18.31220","46.56613",""
"SDGPM25","PUBLISHED","2016","AFR","","UGA","URB","48.7 [28.2-78.5]","48.73033","28.16631","78.51775",""
"SDGPM25","PUBLISHED","2016","AFR","","UGA","TOTL","48.4 [27.9-79.6]","48.40947","27.91383","79.63390",""
"SDGPM25","PUBLISHED","2016","EUR","","UKR","URB","19.4 [12.2-37.3]","19.41065","12.17128","37.33285",""
"SDGPM25","PUBLISHED","2016","EUR","","UKR","TOTL","18.3 [11.8-33.8]","18.28734","11.78631","33.76125",""
"SDGPM25","PUBLISHED","2016","AMR","","URY","TOTL","8.6 [7.0-11.4]","8.62975","6.97044","11.41896",""
"SDGPM25","PUBLISHED","2016","AMR","","URY","URB","8.7 [7.0-11.4]","8.67694","7.04621","11.43056",""
"SDGPM25","PUBLISHED","2016","AMR","","USA","TOTL","7.4 [7.3-7.5]","7.39534","7.28146","7.50669",""
"SDGPM25","PUBLISHED","2016","AMR","","USA","URB","7.6 [7.4-7.7]","7.55348","7.44018","7.67945",""
"SDGPM25","PUBLISHED","2016","EUR","","UZB","TOTL","25.3 [13.2-51.5]","25.29095","13.15492","51.50082",""
"SDGPM25","PUBLISHED","2016","EUR","","UZB","URB","28.9 [14.7-59.0]","28.85436","14.66352","58.98838",""
"SDGPM25","PUBLISHED","2016","AMR","","VCT","URB","21.4 [11.5-43.8]","21.37528","11.52041","43.84039",""
"SDGPM25","PUBLISHED","2016","AMR","","VCT","TOTL","21.2 [11.4-43.2]","21.20035","11.39035","43.16835",""
"SDGPM25","PUBLISHED","2016","AMR","","VEN","TOTL","15.8 [10.8-25.9]","15.81894","10.84522","25.87118",""
"SDGPM25","PUBLISHED","2016","AMR","","VEN","URB","16.8 [11.8-27.2]","16.82741","11.81952","27.15093",""
"SDGPM25","PUBLISHED","2016","WPR","","VNM","TOTL","29.7 [24.6-37.1]","29.65532","24.56618","37.07555",""
"SDGPM25","PUBLISHED","2016","WPR","","VNM","URB","30.1 [25.1-37.9]","30.13025","25.09097","37.91988",""
"SDGPM25","PUBLISHED","2016","WPR","","VUT","TOTL","10.3 [4.4-26.3]","10.30579","4.38157","26.32257",""
"SDGPM25","PUBLISHED","2016","WPR","","VUT","URB","11.0 [4.4-29.1]","11.01314","4.44742","29.05494",""
"SDGPM25","PUBLISHED","2016","WPR","","WSM","TOTL","10.6 [4.1-26.0]","10.55666","4.13585","26.04477",""
"SDGPM25","PUBLISHED","2016","WPR","","WSM","URB","10.9 [4.2-27.0]","10.88122","4.24308","26.98315",""
"SDGPM25","PUBLISHED","2016","EMR","","YEM","TOTL","45.0 [20.9-111.1]","44.96100","20.93412","111.12111",""
"SDGPM25","PUBLISHED","2016","EMR","","YEM","URB","44.3 [19.2-111.3]","44.29929","19.19445","111.32484",""
"SDGPM25","PUBLISHED","2016","AFR","","ZAF","URB","24.3 [18.8-34.2]","24.26810","18.78567","34.18928",""
"SDGPM25","PUBLISHED","2016","AFR","","ZAF","TOTL","23.6 [18.0-33.3]","23.57937","17.99354","33.34696",""
"SDGPM25","PUBLISHED","2016","AFR","","ZMB","URB","23.8 [11.2-45.1]","23.81122","11.22043","45.07596",""
"SDGPM25","PUBLISHED","2016","AFR","","ZMB","TOTL","24.7 [13.4-45.3]","24.70323","13.40632","45.27702",""
"SDGPM25","PUBLISHED","2016","AFR","","ZWE","URB","19.1 [10.1-35.3]","19.13804","10.12432","35.26175",""
"SDGPM25","PUBLISHED","2016","AFR","","ZWE","TOTL","19.4 [10.4-35.2]","19.35353","10.37638","35.19682",""
"SDGPM25","PUBLISHED","2016","AFR","","","URB","35.5","35.51485","","",""
"SDGPM25","PUBLISHED","2016","AMR","","","URB","13.4","13.40923","","",""
"SDGPM25","PUBLISHED","2016","SEAR","","","URB","57.3","57.28042","","",""
"SDGPM25","PUBLISHED","2016","EUR","","","URB","17.6","17.58950","","",""
"SDGPM25","PUBLISHED","2016","EMR","","","URB","54.0","54.00750","","",""
"SDGPM25","PUBLISHED","2016","WPR","","","URB","42.9","42.93816","","",""
"SDGPM25","PUBLISHED","2016","GLOBAL","1","","URB","39.6","39.59925","","",""
"SDGPM25","PUBLISHED","2016","","53","","URB","7.1","7.06502","","",""
"SDGPM25","PUBLISHED","2016","","135","","URB","24.9","24.93015","","",""
"SDGPM25","PUBLISHED","2016","","143","","URB","25.5","25.54430","","",""
"SDGPM25","PUBLISHED","2016","","62","","URB","62.8","62.77066","","",""
"SDGPM25","PUBLISHED","2016","","514","","URB","11.9","11.91758","","",""
"SDGPM25","PUBLISHED","2016","","515","","URB","45.3","45.28151","","",""
"SDGPM25","PUBLISHED","2016","","30","","URB","46.7","46.72470","","",""
"SDGPM25","PUBLISHED","2016","","753","","URB","39.6","39.63763","","",""
"SDGPM25","PUBLISHED","2016","","518","","URB","49.7","49.71481","","",""
"SDGPM25","PUBLISHED","2016","","150","","URB","14.2","14.18186","","",""
"SDGPM25","PUBLISHED","2016","","419","","URB","16.8","16.76976","","",""
"SDGPM25","PUBLISHED","2016","","15","","URB","55.2","55.24786","","",""
"SDGPM25","PUBLISHED","2016","","746","","URB","57.0","57.00684","","",""
"SDGPM25","PUBLISHED","2016","","21","","URB","7.5","7.46863","","",""
"SDGPM25","PUBLISHED","2016","","513","","URB","12.0","11.99324","","",""
"SDGPM25","PUBLISHED","2016","","9","","URB","8.2","8.19856","","",""
"SDGPM25","PUBLISHED","2016","","543","","URB","11.3","11.33371","","",""
"SDGPM25","PUBLISHED","2016","","35","","URB","21.8","21.76630","","",""
"SDGPM25","PUBLISHED","2016","","34","","URB","64.2","64.17779","","",""
"SDGPM25","PUBLISHED","2016","","202","","URB","35.5","35.45286","","",""
"SDGPM25","PUBLISHED","2016","","738","","URB","35.9","35.88852","","",""
"SDGPM25","PUBLISHED","2016","","485","","URB","50.7","50.74495","","",""
"SDGPM25","PUBLISHED","2016","","145","","URB","47.8","47.77275","","",""
"SDGPM25","PUBLISHED","2016","","747","","URB","51.3","51.28543","","",""
"SDGPM25","PUBLISHED","2016","WPR","","TUV","URB","11.4","11.40000","","",""
"SDGPM25","PUBLISHED","2016","WPR","","COK","URB","12.0","12.00000","","",""
"SDGPM25","PUBLISHED","2016","WPR","","MHL","URB","9.4","9.40000","","",""
"SDGPM25","PUBLISHED","2016","WPR","","NIU","URB","11.5","11.50000","","",""
