"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2006","AFR","BEN","","URB","","58.2","58.23170","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2006","AFR","BEN","EDLVL00TO05YR","","","53.8","53.83814","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2012","AFR","COM","","","WQ3","61.8","61.77153","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2005","AFR","COG","EDLVL06TO11YR","","","77.1","77.09337","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2005","AFR","COG","","","WQ1","67.9","67.87304","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","80.5","80.47930","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2011","AFR","COG","","RUR","","77.3","77.31590","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2011","AFR","COG","","","WQ4","93.1","93.13714","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","20.0","20.02015","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2007","AFR","COD","","","WQ2","19.2","19.17827","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2007","AFR","COD","","","WQ4","34.0","34.02619","","",""
"EQ_U5SLEPTNETS","EQ_MICS","PUBLISHED","2010","AFR","COD","EDLVL00TO05YR","","","35.4","35.38187","","",""
"EQ_U5SLEPTNETS","EQ_MICS","PUBLISHED","2010","AFR","COD","EDLVL12PLUSYR","","","59.4","59.38329","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2013","AFR","COD","","URB","","58.1","58.08994","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2013","AFR","COD","EDLVL00TO05YR","","","54.2","54.15596","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2013","AFR","COD","","","WQ5","63.7","63.71997","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2011","AFR","CIV","","URB","","33.8","33.76158","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","WQ1","39.3","39.30886","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","WQ3","37.2","37.20906","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2005","AFR","ETH","EDLVL06TO11YR","","","9.6","9.63465","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2005","AFR","ETH","","","WQ1","5.4","5.39077","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2012","AFR","GAB","","RUR","","54.1","54.08009","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2012","AFR","GAB","EDLVL06TO11YR","","","51.8","51.81661","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2012","AFR","GAB","","","WQ4","57.0","56.99809","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2003","AFR","GHA","","","","15.1","15.12541","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2003","AFR","GHA","","","WQ2","6.6","6.62615","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2003","AFR","GHA","","","WQ4","4.6","4.63074","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2008","AFR","GHA","EDLVL12PLUSYR","","","42.6","42.63809","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2008","AFR","GHA","","","WQ2","27.7","27.74315","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2012","AFR","COM","","","WQ1","56.4","56.41127","","",""
"EQ_U5SLEPTNETS","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","WQ5","70.5","70.53723","","",""
"EQ_U5SLEPTNETS","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","WQ3","64.7","64.71979","","",""
"EQ_U5SLEPTNETS","EQ_MICS","PUBLISHED","2010","AFR","CAF","EDLVL00TO05YR","","","63.7","63.66577","","",""
"EQ_U5SLEPTNETS","EQ_MICS","PUBLISHED","2010","AFR","CAF","","URB","","65.7","65.66551","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","WQ5","41.2","41.23457","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2011","AFR","CMR","EDLVL12PLUSYR","","","40.7","40.66923","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2011","AFR","CMR","EDLVL00TO05YR","","","23.3","23.25789","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","WQ2","91.0","90.95051","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2005","WPR","KHM","EDLVL12PLUSYR","","","45.8","45.80562","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","87.7","87.69839","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","WQ4","73.3","73.28732","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","WQ2","59.6","59.58909","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2010","AFR","BDI","","RUR","","44.4","44.40673","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","","46.1","46.12279","","",""
"EQ_U5SLEPTNETS","EQ_DHS","PUBLISHED","2010","AFR","BFA","EDLVL06TO11YR","","","55.8","55.78833","","",""
