"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","EMR","","","","12.3 [6.4-22.4]","12.30000","6.40000","22.40000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","WPR","","","","2.4 [1.1-5.2]","2.40000","1.10000","5.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","AFR","","","","16.6 [13.4-20.3]","16.60000","13.40000","20.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","35","","","30.8 [26.7-35.3]","30.80000","26.70000","35.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","198","","","43.4 [34.6-52.6]","43.40000","34.60000","52.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","17","","","24.1 [17.3-32.7]","24.10000","17.30000","32.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","419","","","7.5 [5.3-9.6]","7.50000","5.30000","9.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","14","","","28.5 [23.3-34.3]","28.50000","23.30000","34.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","13","","","10.4 [6.4-16.6]","10.40000","6.40000","16.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","197","","","27.9 [25.7-30.1]","27.90000","25.70000","30.10000","Only Less Developed Regions are displayed, while the aggregates of the More Developed Regions are not displayed due to insufficient population coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","21","","","1.1","1.10000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","29","","","8.2 [4.6-14.2]","8.20000","4.60000","14.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","34","","","49.7 [43.1-56.4]","49.70000","43.10000","56.40000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","15","","","11.1 [7.1-16.8]","11.10000","7.10000","16.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","2","","","23.4 [20.8-25.9]","23.40000","20.80000","25.90000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","11","","","26.9 [22.8-31.3]","26.90000","22.80000","31.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","64","","","48.3 [41.9-54.7]","48.30000","41.90000","54.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","543","","","17.9 [11.7-26.4]","17.90000","11.70000","26.40000","Consecutive Low Population Coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","142","","","32.1 [29.1-35.1]","32.10000","29.10000","35.10000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","30","","","14.6 [13.4-15.8]","14.60000","13.40000","15.80000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","145","","","13.6 [10.1-18.1]","13.60000","10.10000","18.10000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","5","","","6.1 [4.0-9.1]","6.10000","4.00000","9.10000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1990","","18","","","15.6 [12.4-19.4]","15.60000","12.40000","19.40000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","29","","","6.9 [3.9-12.0]","6.90000","3.90000","12.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","35","","","27.3 [24.0-30.8]","27.30000","24.00000","30.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","17","","","22.3 [16.4-29.7]","22.30000","16.40000","29.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","5","","","5.2 [3.4-7.7]","5.20000","3.40000","7.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","11","","","25.0 [21.5-28.8]","25.00000","21.50000","28.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","64","","","44.1 [37.9-50.4]","44.10000","37.90000","50.40000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","14","","","25.9 [21.4-31.0]","25.90000","21.40000","31.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","145","","","11.1 [7.3-16.4]","11.10000","7.30000","16.40000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","197","","","25.5 [23.3-27.7]","25.50000","23.30000","27.70000","Only Less Developed Regions are displayed, while the aggregates of the More Developed Regions are not displayed due to insufficient population coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","13","","","8.6 [5.2-13.8]","8.60000","5.20000","13.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","34","","","45.4 [39.0-52.0]","45.40000","39.00000","52.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","30","","","10.2 [9.3-11.1]","10.20000","9.30000","11.10000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","2","","","21.7 [19.3-24.0]","21.70000","19.30000","24.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","142","","","29.7 [26.5-32.8]","29.70000","26.50000","32.80000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","198","","","39.2 [30.8-48.4]","39.20000","30.80000","48.40000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","18","","","14.0 [11.1-17.6]","14.00000","11.10000","17.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","543","","","18.1 [11.7-26.8]","18.10000","11.70000","26.80000","Consecutive Low Population Coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","15","","","9.7 [5.9-15.6]","9.70000","5.90000","15.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","419","","","6.3 [4.5-8.1]","6.30000","4.50000","8.10000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","143","","","11.0 [6.7-17.8]","11.00000","6.70000","17.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","1995","","21","","","1.0","1.00000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","13","","","7.1 [4.3-11.5]","7.10000","4.30000","11.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","419","","","5.3 [3.7-6.8]","5.30000","3.70000","6.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","21","","","0.9","0.90000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","14","","","23.5 [19.5-28.0]","23.50000","19.50000","28.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","17","","","20.7 [15.5-27.1]","20.70000","15.50000","27.10000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","11","","","23.2 [20.1-26.5]","23.20000","20.10000","26.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","198","","","35.2 [27.1-44.3]","35.20000","27.10000","44.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","5","","","4.4 [2.9-6.6]","4.40000","2.90000","6.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","64","","","40.1 [34.0-46.3]","40.10000","34.00000","46.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","35","","","24.0 [21.2-27.1]","24.00000","21.20000","27.10000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","15","","","8.5 [4.8-14.6]","8.50000","4.80000","14.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","142","","","26.9 [23.6-30.1]","26.90000","23.60000","30.10000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","197","","","23.0 [20.8-25.2]","23.00000","20.80000","25.20000","Only Less Developed Regions are displayed, while the aggregates of the More Developed Regions are not displayed due to insufficient population coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","18","","","12.6 [9.8-15.9]","12.60000","9.80000","15.90000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","2","","","20.1 [18.0-22.2]","20.10000","18.00000","22.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","543","","","18.2 [11.7-27.2]","18.20000","11.70000","27.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","34","","","41.2 [35.0-47.7]","41.20000","35.00000","47.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","145","","","9.0 [5.2-15.1]","9.00000","5.20000","15.10000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","30","","","7.0 [6.4-7.6]","7.00000","6.40000","7.60000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","29","","","5.8 [3.3-10.2]","5.80000","3.30000","10.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2000","","143","","","8.3 [5.4-12.7]","8.30000","5.40000","12.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","21","","","0.8","0.80000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","29","","","4.9 [2.7-8.6]","4.90000","2.70000","8.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","17","","","19.1 [14.4-24.8]","19.10000","14.40000","24.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","143","","","6.2 [4.2-9.0]","6.20000","4.20000","9.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","18","","","11.2 [8.7-14.4]","11.20000","8.70000","14.40000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","543","","","18.3 [11.7-27.5]","18.30000","11.70000","27.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","142","","","24.1 [20.8-27.3]","24.10000","20.80000","27.30000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","14","","","21.2 [17.6-25.3]","21.20000","17.60000","25.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","64","","","36.1 [30.0-42.2]","36.10000","30.00000","42.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","35","","","21.0 [18.4-24.0]","21.00000","18.40000","24.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","15","","","7.4 [3.9-13.8]","7.40000","3.90000","13.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","30","","","4.7 [4.3-5.2]","4.70000","4.30000","5.20000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","197","","","20.7 [18.5-22.8]","20.70000","18.50000","22.80000","Only Less Developed Regions are displayed, while the aggregates of the More Developed Regions are not displayed due to insufficient population coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","13","","","5.8 [3.5-9.5]","5.80000","3.50000","9.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","5","","","3.7 [2.5-5.6]","3.70000","2.50000","5.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","145","","","7.2 [3.6-14.0]","7.20000","3.60000","14.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","419","","","4.4 [3.1-5.7]","4.40000","3.10000","5.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","2","","","18.6 [16.7-20.5]","18.60000","16.70000","20.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","34","","","37.1 [31.0-43.6]","37.10000","31.00000","43.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","11","","","21.4 [18.7-24.4]","21.40000","18.70000","24.40000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2005","","198","","","31.3 [23.6-40.3]","31.30000","23.60000","40.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","11","","","19.8 [17.3-22.5]","19.80000","17.30000","22.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","18","","","10.0 [7.7-13.0]","10.00000","7.70000","13.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","14","","","19.1 [15.8-22.9]","19.10000","15.80000","22.90000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","543","","","18.4 [11.6-27.9]","18.40000","11.60000","27.90000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","143","","","4.6 [3.3-6.4]","4.60000","3.30000","6.40000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","198","","","27.8 [20.4-36.5]","27.80000","20.40000","36.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","30","","","3.2 [2.9-3.5]","3.20000","2.90000","3.50000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","35","","","18.3 [15.6-21.5]","18.30000","15.60000","21.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","145","","","5.8 [2.4-13.1]","5.80000","2.40000","13.10000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","5","","","3.2 [2.1-4.7]","3.20000","2.10000","4.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","2","","","16.9 [15.2-18.7]","16.90000","15.20000","18.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","419","","","3.7 [2.6-4.8]","3.70000","2.60000","4.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","34","","","33.1 [27.2-39.7]","33.10000","27.20000","39.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","64","","","32.1 [26.1-38.2]","32.10000","26.10000","38.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","29","","","4.1 [2.3-7.2]","4.10000","2.30000","7.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","15","","","6.5 [3.1-13.0]","6.50000","3.10000","13.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","21","","","0.7","0.70000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","142","","","20.9 [17.7-24.2]","20.90000","17.70000","24.20000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","197","","","18.2 [16.1-20.3]","18.20000","16.10000","20.30000","Only Less Developed Regions are displayed, while the aggregates of the More Developed Regions are not displayed due to insufficient population coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","17","","","17.6 [13.3-22.8]","17.60000","13.30000","22.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2010","","13","","","4.8 [2.8-7.9]","4.80000","2.80000","7.90000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","64","","","30.5 [24.5-36.6]","30.50000","24.50000","36.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","15","","","6.1 [2.8-12.7]","6.10000","2.80000","12.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","21","","","0.7","0.70000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","18","","","9.6 [7.3-12.5]","9.60000","7.30000","12.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","142","","","19.6 [16.5-22.8]","19.60000","16.50000","22.80000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","35","","","17.3 [14.5-20.6]","17.30000","14.50000","20.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","5","","","2.9 [1.9-4.4]","2.90000","1.90000","4.40000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","198","","","26.4 [19.3-35.0]","26.40000","19.30000","35.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","17","","","17.0 [12.8-22.2]","17.00000","12.80000","22.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","13","","","4.4 [2.6-7.3]","4.40000","2.60000","7.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","11","","","19.2 [16.8-21.9]","19.20000","16.80000","21.90000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","2","","","16.3 [14.5-18.0]","16.30000","14.50000","18.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","34","","","31.6 [25.7-38.2]","31.60000","25.70000","38.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","419","","","3.4 [2.4-4.5]","3.40000","2.40000","4.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","145","","","5.3 [2.1-12.8]","5.30000","2.10000","12.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","14","","","18.3 [15.1-22.0]","18.30000","15.10000","22.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","143","","","4.1 [2.9-5.6]","4.10000","2.90000","5.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","29","","","3.8 [2.1-6.7]","3.80000","2.10000","6.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","197","","","17.2 [15.2-19.2]","17.20000","15.20000","19.20000","Only Less Developed Regions are displayed, while the aggregates of the More Developed Regions are not displayed due to insufficient population coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","543","","","18.5 [11.6-28.1]","18.50000","11.60000","28.10000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2012","","30","","","2.7 [2.5-3.0]","2.70000","2.50000","3.00000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","30","","","2.1 [1.9-2.4]","2.10000","1.90000","2.40000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","5","","","2.7 [1.8-4.0]","2.70000","1.80000","4.00000","Consecutive Low Population Coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","35","","","15.9 [13.0-19.3]","15.90000","13.00000","19.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","53","","","0.0","0.00000","","","Consecutive Low Population Coverage;insufficient data for estimating confidence intervals"
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","14","","","17.1 [14.0-20.7]","17.10000","14.00000","20.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","2","","","15.3 [13.6-17.0]","15.30000","13.60000","17.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","21","","","0.7","0.70000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","11","","","18.3 [15.9-20.9]","18.30000","15.90000","20.90000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","17","","","16.2 [12.1-21.3]","16.20000","12.10000","21.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","198","","","24.4 [17.6-32.9]","24.40000","17.60000","32.90000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","18","","","9.0 [6.8-11.8]","9.00000","6.80000","11.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","15","","","5.7 [2.5-12.3]","5.70000","2.50000","12.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","29","","","3.4 [1.9-6.0]","3.40000","1.90000","6.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","64","","","28.3 [22.3-34.3]","28.30000","22.30000","34.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","543","","","18.6 [11.6-28.3]","18.60000","11.60000","28.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","197","","","15.8 [13.8-17.7]","15.80000","13.80000","17.70000","Only Less Developed Regions are displayed, while the aggregates of the More Developed Regions are not displayed due to insufficient population coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","142","","","17.9 [14.8-21.0]","17.90000","14.80000","21.00000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","143","","","3.4 [2.5-4.7]","3.40000","2.50000","4.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","34","","","29.4 [23.6-36.0]","29.40000","23.60000","36.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","145","","","4.6 [1.7-12.3]","4.60000","1.70000","12.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","419","","","3.1 [2.2-4.0]","3.10000","2.20000","4.00000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2015","","13","","","3.9 [2.3-6.5]","3.90000","2.30000","6.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","34","","","26.6 [20.9-33.3]","26.60000","20.90000","33.30000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","15","","","5.1 [2.1-11.8]","5.10000","2.10000","11.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","18","","","8.2 [6.1-10.8]","8.20000","6.10000","10.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","13","","","3.3 [1.9-5.6]","3.30000","1.90000","5.60000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","5","","","2.3 [1.5-3.5]","2.30000","1.50000","3.50000","Consecutive Low Population Coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","35","","","14.2 [11.2-17.8]","14.20000","11.20000","17.80000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","21","","","0.6","0.60000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","64","","","25.6 [19.6-31.5]","25.60000","19.60000","31.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","198","","","22.0 [15.5-30.2]","22.00000","15.50000","30.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","11","","","17.1 [14.8-19.7]","17.10000","14.80000","19.70000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","197","","","14.3 [12.4-16.3]","14.30000","12.40000","16.30000","Only Less Developed Regions are displayed, while the aggregates of the More Developed Regions are not displayed due to insufficient population coverage"
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","14","","","15.7 [12.7-19.2]","15.70000","12.70000","19.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","30","","","1.5 [1.4-1.7]","1.50000","1.40000","1.70000","excluding Japan"
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","29","","","3.0 [1.7-5.2]","3.00000","1.70000","5.20000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","419","","","2.7 [1.8-3.5]","2.70000","1.80000","3.50000",""
"NUTUNDERWEIGHTPREV","PUBLISHED","2019","","143","","","2.7 [1.9-3.7]","2.70000","1.90000","3.70000",""
