"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_UMI","ROU","FMLE","19.0 [10.0-28.3]","19.00000","10.00000","28.30000",""
"WHOSIS_000010","PUBLISHED","2008","AFR","WB_LI","RWA","FMLE","4.0 [2.1-6.7]","4.00000","2.10000","6.70000",""
"WHOSIS_000010","PUBLISHED","2008","AMR","WB_UMI","LCA","FMLE","31.9 [17.1-45.9]","31.90000","17.10000","45.90000",""
"WHOSIS_000010","PUBLISHED","2008","EMR","WB_HI","SAU","FMLE","43.5 [38.3-48.2]","43.50000","38.30000","48.20000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_UMI","SRB","FMLE","20.3 [15.4-25.1]","20.30000","15.40000","25.10000",""
"WHOSIS_000010","PUBLISHED","2008","EMR","WB_LI","SOM","FMLE","7.1 [0.9-19.3]","7.10000","0.90000","19.30000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_HI","ESP","FMLE","23.0 [18.4-27.8]","23.00000","18.40000","27.80000",""
"WHOSIS_000010","PUBLISHED","2008","EMR","WB_LMI","SYR","FMLE","39.0 [31.0-47.1]","39.00000","31.00000","47.10000",""
"WHOSIS_000010","PUBLISHED","2008","SEAR","WB_LMI","THA","FMLE","11.8 [9.0-15.1]","11.80000","9.00000","15.10000",""
"WHOSIS_000010","PUBLISHED","2008","AMR","WB_HI","TTO","FMLE","38.0 [23.3-51.8]","38.00000","23.30000","51.80000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_UMI","TUR","FMLE","35.6 [32.0-39.4]","35.60000","32.00000","39.40000",""
"WHOSIS_000010","PUBLISHED","2008","AFR","WB_LI","TZA","FMLE","6.8 [3.7-10.5]","6.80000","3.70000","10.50000",""
"WHOSIS_000010","PUBLISHED","2008","AMR","WB_UMI","URY","FMLE","26.0 [18.9-33.1]","26.00000","18.90000","33.10000",""
"WHOSIS_000010","PUBLISHED","2008","AFR","WB_LI","ZWE","FMLE","13.8 [9.6-19.2]","13.80000","9.60000","19.20000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_LMI","ALB","BTSX","21.1 [13.5-28.8]","21.10000","13.50000","28.80000",""
"WHOSIS_000010","PUBLISHED","2008","AMR","WB_UMI","ARG","BTSX","29.4 [23.9-35.1]","29.40000","23.90000","35.10000",""
"WHOSIS_000010","PUBLISHED","2008","WPR","WB_HI","AUS","BTSX","25.1 [22.5-27.6]","25.10000","22.50000","27.60000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_UMI","BLR","BTSX","23.4 [12.0-35.0]","23.40000","12.00000","35.00000",""
"WHOSIS_000010","PUBLISHED","2008","AMR","WB_LMI","BLZ","BTSX","34.9 [30.2-39.3]","34.90000","30.20000","39.30000",""
"WHOSIS_000010","PUBLISHED","2008","WPR","WB_HI","BRN","BTSX","7.9 [2.6-16.0]","7.90000","2.60000","16.00000",""
"WHOSIS_000010","PUBLISHED","2008","AFR","WB_LI","BFA","BTSX","2.4 [1.2-4.0]","2.40000","1.20000","4.00000",""
"WHOSIS_000010","PUBLISHED","2008","AFR","WB_LMI","CPV","BTSX","11.5 [8.5-15.1]","11.50000","8.50000","15.10000",""
"WHOSIS_000010","PUBLISHED","2008","AFR","WB_LI","TCD","BTSX","3.1 [1.6-5.1]","3.10000","1.60000","5.10000",""
"WHOSIS_000010","PUBLISHED","2008","AMR","WB_UMI","CRI","BTSX","24.6 [20.1-29.3]","24.60000","20.10000","29.30000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_HI","HRV","BTSX","21.3 [14.8-27.8]","21.30000","14.80000","27.80000",""
"WHOSIS_000010","PUBLISHED","2008","EMR","WB_LMI","DJI","BTSX","10.4 [3.8-19.8]","10.40000","3.80000","19.80000",""
"WHOSIS_000010","PUBLISHED","2008","AMR","WB_UMI","DOM","BTSX","21.9 [15.9-28.3]","21.90000","15.90000","28.30000",""
"WHOSIS_000010","PUBLISHED","2008","AFR","WB_LI","ERI","BTSX","1.8 [1.0-3.3]","1.80000","1.00000","3.30000",""
"WHOSIS_000010","PUBLISHED","2008","AFR","WB_LI","ETH","BTSX","1.2 [0.7-2.0]","1.20000","0.70000","2.00000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_HI","DEU","BTSX","21.3 [18.0-24.7]","21.30000","18.00000","24.70000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_HI","GRC","BTSX","17.5 [13.1-22.0]","17.50000","13.10000","22.00000",""
"WHOSIS_000010","PUBLISHED","2008","AMR","WB_LMI","HND","BTSX","19.8 [15.4-25.1]","19.80000","15.40000","25.10000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_HI","ISL","BTSX","21.9 [15.1-29.1]","21.90000","15.10000","29.10000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_HI","IRL","BTSX","24.5 [21.5-27.4]","24.50000","21.50000","27.40000",""
"WHOSIS_000010","PUBLISHED","2008","EUR","WB_HI","ITA","BTSX","17.2 [14.1-20.2]","17.20000","14.10000","20.20000",""
