"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ADVERTISINGTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","CAF","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","FIN","SA_BEER_ADS","partial restriction time/place/content","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_SPIRITS_ADS","partial restriction time/place/content","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","MLT","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","SEAR","MMR","SA_BEER_ADS","ban","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AMR","KNA","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","WPR","SGP","SA_BEER_ADS","voluntary/self-restricted","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_BEER_ADS","voluntary/self-restricted","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","SEAR","TLS","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","UKR","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","UZB","SA_WINE_ADS","ban","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","ZWE","SA_WINE_ADS","ban","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EMR","KWT","SA_SPIRITS_ADS","","","","","missing data"
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","AUT","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AMR","BHS","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AMR","BOL","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","CPV","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","CPV","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AMR","CHL","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","LTU","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","NLD","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","WPR","PHL","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","WPR","PHL","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","RUS","SA_WINE_ADS","ban","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","SVK","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AMR","SUR","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","SWZ","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","CHE","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AMR","TTO","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2008","WPR","SLB","SA_WINE_ADS","","","","","missing data"
"SA_0000001507_ARCHIVED","PUBLISHED","2012","WPR","WSM","SA_BEER_ADS","","","","","missing data"
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EMR","ARE","SA_SPIRITS_ADS","","","","","missing data"
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EMR","KWT","SA_WINE_ADS","","","","","missing data"
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","AGO","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","AZE","SA_WINE_ADS","partial restriction time/place/content","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","BLR","SA_WINE_ADS","ban","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","BIH","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","BDI","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","BDI","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","CAF","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_BEER_ADS","partial restriction time/place/content","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_BEER_ADS","partial restriction time/place/content","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","MDG","SA_BEER_ADS","ban","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001507_ARCHIVED","PUBLISHED","2012","AFR","STP","SA_SPIRITS_ADS","no restrictions","","","",""
