"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"fps","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200208","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2016","AFR","CIV","","","","","CIVMICS201609","","32.0 [25.0-39.9]","32.00000","25.00000","40.00000",""
"fps","EQ_MICS","PUBLISHED","2001","AFR","COD","","","","","CODMICS200104","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200708","","87.6 [84.6-90.1]","88.00000","85.00000","90.00000",""
"fps","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200709","","86.8 [80.5-91.4]","87.00000","80.00000","91.00000",""
"fps","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200204","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200204","","84.3 [78.9-88.5]","84.00000","79.00000","88.00000",""
"fps","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200721","","No data","","","","Not available."
"fps","EQ_RHS","PUBLISHED","1994","AMR","ECU","","","","","ECURHS199409","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201010","","82.0 [71.0-89.4]","82.00000","71.00000","89.00000",""
"fps","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200602","","56.1 [50.2-61.9]","56.00000","50.00000","62.00000",""
"fps","EQ_MICS","PUBLISHED","2006","SEAR","BGD","","","","","BGDMICS200602","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","","","BGDDHS200703","","76.7 [72.9-80.1]","77.00000","73.00000","80.00000",""
"fps","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200220","","86.6 [82.6-89.8]","87.00000","83.00000","90.00000",""
"fps","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200221","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2014","AMR","DOM","","","","","DOMMICS201403","","85.4 [82.4-88.0]","85.00000","82.00000","88.00000",""
"fps","EQ_MICS","PUBLISHED","2014","AMR","DOM","","","","","DOMMICS201404","","85.9 [82.7-88.6]","86.00000","83.00000","89.00000",""
"fps","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201502","","39.6 [32.5-47.2]","40.00000","32.00000","47.00000",""
"fps","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201511","","37.2 [30.8-44.1]","37.00000","31.00000","44.00000",""
"fps","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201528","","29.5 [21.3-39.3]","30.00000","21.00000","39.00000",""
"fps","EQ_MICS","PUBLISHED","2000","EUR","ALB","","","","","ALBMICS200001","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201701","","71.1 [62.0-78.8]","71.00000","62.00000","79.00000",""
"fps","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","DZAMICS200002","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199614","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201503","","12.6 [9.9-15.9]","13.00000","10.00000","16.00000",""
"fps","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200002","","87.4 [85.3-89.3]","87.00000","85.00000","89.00000",""
"fps","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200503","","83.6 [77.8-88.1]","84.00000","78.00000","88.00000",""
"fps","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200507","","75.5 [68.1-81.7]","76.00000","68.00000","82.00000",""
"fps","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","BENDHS201107","","21.5 [15.1-29.6]","21.00000","15.00000","30.00000",""
"fps","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","","BENMICS201411","","31.9 [26.0-38.5]","32.00000","26.00000","38.00000",""
"fps","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","","BENDHS201707","","15.7 [10.2-23.3]","16.00000","10.00000","23.00000",""
"fps","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","BTNMICS201003","","92.7 [90.3-94.5]","93.00000","90.00000","95.00000",""
"fps","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","","","","BGDDHS201403","","83.9 [81.4-86.1]","84.00000","81.00000","86.00000",""
"fps","EQ_MICS","PUBLISHED","2005","EUR","BLR","","","","","BLRMICS200502","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","BLRMICS201201","","88.4 [83.0-92.2]","88.00000","83.00000","92.00000",""
"fps","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","","BLZMICS201107","","75.4 [68.4-81.3]","75.00000","68.00000","81.00000",""
"fps","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","BLZMICS201505","","58.2 [51.2-64.9]","58.00000","51.00000","65.00000",""
"fps","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","","BENDHS200611","","16.8 [12.1-22.7]","17.00000","12.00000","23.00000",""
"fps","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","BTNMICS201019","","86.3 [82.6-89.4]","86.00000","83.00000","89.00000",""
"fps","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","BOLDHS199802","","67.8 [64.1-71.3]","68.00000","64.00000","71.00000",""
"fps","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","KHMDHS200505","","72.0 [67.0-76.4]","72.00000","67.00000","76.00000",""
"fps","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","KHMDHS201008","","85.6 [81.8-88.7]","86.00000","82.00000","89.00000",""
"fps","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","KHMDHS201015","","80.1 [73.4-85.4]","80.00000","73.00000","85.00000",""
"fps","EQ_DHS","PUBLISHED","1991","AFR","CMR","","","","","CMRDHS199101","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","1998","AFR","CMR","","","","","CMRDHS199801","","13.1 [7.7-21.3]","13.00000","8.00000","21.00000",""
"fps","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","BOLDHS200307","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200805","","62.5 [57.4-67.4]","63.00000","57.00000","67.00000",""
"fps","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","BWAMICS200003","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","BWAMICS200010","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","BFADHS200301","","65.3 [56.3-73.3]","65.00000","56.00000","73.00000",""
"fps","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","BFADHS200307","","36.9 [29.0-45.5]","37.00000","29.00000","46.00000",""
"fps","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200609","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","BFADHS201003","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","","","BDIDHS201003","","37.0 [32.5-41.8]","37.00000","32.00000","42.00000",""
"fps","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","BDIDHS201605","","35.3 [30.9-39.8]","35.00000","31.00000","40.00000",""
"fps","EQ_RHS","PUBLISHED","1998","AFR","CPV","","","","","CPVRHS199804","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","KHMDHS200001","","57.5 [52.8-62.1]","57.00000","53.00000","62.00000",""
"fps","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","KHMDHS200021","","42.9 [39.0-46.9]","43.00000","39.00000","47.00000",""
"fps","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201005","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201012","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","CMRMICS200607","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","CMRMICS200611","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","","CMRMICS201411","","75.3 [69.5-80.3]","75.00000","70.00000","80.00000",""
"fps","EQ_DHS","PUBLISHED","2018","AFR","CMR","","","","","CMRDHS201805","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","CAFMICS200005","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","CAFMICS200014","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200615","","29.5 [22.2-38.1]","30.00000","22.00000","38.00000",""
"fps","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","CIVDHS201109","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2016","AFR","CIV","","","","","CIVMICS201603","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201017","","55.9 [48.9-62.7]","56.00000","49.00000","63.00000",""
"fps","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","TCDDHS199615","","49.2 [43.9-54.4]","49.00000","44.00000","54.00000",""
"fps","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","TCDMICS201001","","21.2 [9.6-40.4]","21.00000","10.00000","40.00000",""
"fps","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","","CODDHS200703","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","TCDMICS201019","","10.0 [4.3-21.5]","10.00000","4.00000","21.00000",""
"fps","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","","TCDDHS201402","","4.9 [1.0-21.4]","5.00000","1.00000","21.00000",""
"fps","EQ_DHS","PUBLISHED","2005","AMR","COL","","","","","COLDHS200504","","93.6 [92.3-94.6]","94.00000","92.00000","95.00000",""
"fps","EQ_DHS","PUBLISHED","2010","AMR","COL","","","","","COLDHS201002","","93.4 [92.5-94.3]","93.00000","92.00000","94.00000",""
"fps","EQ_DHS","PUBLISHED","2005","AFR","COG","","","","","COGDHS200502","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2005","AFR","COG","","","","","COGDHS200504","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","COGMICS201401","","47.9 [41.2-54.6]","48.00000","41.00000","55.00000",""
"fps","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","COGMICS201403","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2011","AMR","CRI","","","","","CRIMICS201107","","91.0 [87.9-93.4]","91.00000","88.00000","93.00000",""
"fps","EQ_MICS","PUBLISHED","2010","AMR","CUB","","","","","CUBMICS201003","","90.7 [87.1-93.5]","91.00000","87.00000","93.00000",""
"fps","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","","","CIVMICS200604","","23.0 [15.9-32.0]","23.00000","16.00000","32.00000",""
"fps","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","","","CIVMICS200607","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","CIVDHS201101","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","","","DOMDHS199603","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","1999","AMR","DOM","","","","","DOMDHS199901","","83.4 [76.4-88.6]","83.00000","76.00000","89.00000",""
"fps","EQ_MICS","PUBLISHED","2000","AMR","DOM","","","","","DOMMICS200007","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200206","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","","CODDHS200710","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2010","AFR","COD","","","","","CODMICS201004","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2010","AFR","COD","","","","","CODMICS201010","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","1998","AFR","CIV","","","","","CIVDHS199803","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2013","AFR","COD","","","","","CODDHS201304","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2013","AFR","COD","","","","","CODDHS201308","","37.8 [23.7-54.4]","38.00000","24.00000","54.00000",""
"fps","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201703","","53.6 [43.3-63.6]","54.00000","43.00000","64.00000",""
"fps","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","BLRMICS201207","","86.4 [80.2-90.9]","86.00000","80.00000","91.00000",""
"fps","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","","BLZMICS201101","","84.7 [80.7-88.1]","85.00000","81.00000","88.00000",""
"fps","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","DZAMICS200004","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199613","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201506","","10.5 [5.4-19.6]","11.00000","5.00000","20.00000",""
"fps","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200215","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200222","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200005","","86.5 [81.3-90.4]","87.00000","81.00000","90.00000",""
"fps","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201004","","51.8 [41.7-61.7]","52.00000","42.00000","62.00000",""
"fps","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","BGDDHS199301","","73.8 [68.6-78.4]","74.00000","69.00000","78.00000",""
"fps","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","","BGDDHS199601","","74.1 [67.7-79.6]","74.00000","68.00000","80.00000",""
"fps","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","","","","BGDDHS200406","","61.6 [55.4-67.5]","62.00000","55.00000","68.00000",""
"fps","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","","","","BGDDHS201103","","82.4 [80.5-84.1]","82.00000","81.00000","84.00000",""
"fps","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200701","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200703","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200719","","88.9 [85.2-91.7]","89.00000","85.00000","92.00000",""
"fps","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200722","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200728","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200731","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2014","AMR","DOM","","","","","DOMMICS201407","","86.2 [83.0-88.9]","86.00000","83.00000","89.00000",""
"fps","EQ_RHS","PUBLISHED","2004","AMR","ECU","","","","","ECURHS200403","","No data","","","","Not available."
"fps","EQ_RHS","PUBLISHED","2004","AMR","ECU","","","","","ECURHS200405","","No data","","","","Not available."
"fps","EQ_RHS","PUBLISHED","2004","AMR","ECU","","","","","ECURHS200418","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","1992","EMR","EGY","","","","","EGYDHS199203","","No data","","","","Not available."
"fps","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201509","","37.6 [27.4-49.1]","38.00000","27.00000","49.00000",""
"fps","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201518","","21.3 [16.8-26.5]","21.00000","17.00000","27.00000",""
"fps","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","BENDHS201101","","26.0 [19.5-33.8]","26.00000","19.00000","34.00000",""
"fps","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","BENDHS201109","","8.2 [5.4-12.3]","8.00000","5.00000","12.00000",""
"fps","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","BTNMICS201009","","74.6 [68.2-80.0]","75.00000","68.00000","80.00000",""
"fps","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","BTNMICS201018","","91.6 [87.5-94.4]","92.00000","87.00000","94.00000",""
"fps","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200616","","65.9 [59.5-71.8]","66.00000","60.00000","72.00000",""
"fps","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","BOLDHS200306","","81.1 [78.2-83.7]","81.00000","78.00000","84.00000",""
"fps","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200801","","68.7 [63.2-73.7]","69.00000","63.00000","74.00000",""
"fps","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","BWAMICS200004","","No data","","","","Not available."
"fps","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","BWAMICS200012","","No data","","","","Not available."
