"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WHS7_143","NHA_AFG","PUBLISHED","2002","EMR","WB_LI","AFG","7.76","7.76307","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2003","EMR","WB_LI","AFG","8.82","8.81605","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2004","EMR","WB_LI","AFG","8.79","8.78671","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2005","EMR","WB_LI","AFG","8.07","8.06810","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2006","EMR","WB_LI","AFG","7.43","7.43397","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2007","EMR","WB_LI","AFG","6.73","6.72832","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2008","EMR","WB_LI","AFG","8.33","8.32809","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2009","EMR","WB_LI","AFG","9.42","9.41897","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2010","EMR","WB_LI","AFG","9.20","9.19772","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2011","EMR","WB_LI","AFG","7.87","7.87199","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2012","EMR","WB_LI","AFG","8.52","8.51891","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2013","EMR","WB_LI","AFG","8.13","8.13487","","",""
"WHS7_143","NHA_AFG","PUBLISHED","2014","EMR","WB_LI","AFG","8.18","8.18227","","",""
"WHS7_143","","PUBLISHED","1995","AFR","WB_UMI","AGO","6.46","6.45888","","",""
"WHS7_143","","PUBLISHED","1996","AFR","WB_UMI","AGO","2.81","2.81473","","",""
"WHS7_143","","PUBLISHED","1997","AFR","WB_UMI","AGO","3.48","3.48256","","",""
"WHS7_143","","PUBLISHED","1998","AFR","WB_UMI","AGO","3.34","3.33560","","",""
"WHS7_143","","PUBLISHED","1999","AFR","WB_UMI","AGO","3.38","3.37784","","",""
"WHS7_143","","PUBLISHED","2000","AFR","WB_UMI","AGO","2.79","2.78728","","",""
"WHS7_143","","PUBLISHED","2001","AFR","WB_UMI","AGO","5.38","5.38456","","",""
"WHS7_143","","PUBLISHED","2002","AFR","WB_UMI","AGO","3.63","3.63392","","",""
"WHS7_143","","PUBLISHED","2003","AFR","WB_UMI","AGO","4.41","4.40528","","",""
"WHS7_143","","PUBLISHED","2004","AFR","WB_UMI","AGO","4.71","4.70732","","",""
"WHS7_143","","PUBLISHED","2005","AFR","WB_UMI","AGO","4.10","4.10396","","",""
"WHS7_143","","PUBLISHED","2006","AFR","WB_UMI","AGO","4.54","4.54244","","",""
"WHS7_143","","PUBLISHED","2007","AFR","WB_UMI","AGO","3.38","3.38311","","",""
"WHS7_143","","PUBLISHED","2008","AFR","WB_UMI","AGO","3.84","3.84493","","",""
"WHS7_143","","PUBLISHED","2009","AFR","WB_UMI","AGO","4.37","4.37177","","",""
"WHS7_143","","PUBLISHED","2010","AFR","WB_UMI","AGO","3.39","3.39115","","",""
"WHS7_143","","PUBLISHED","2011","AFR","WB_UMI","AGO","3.38","3.37958","","",""
"WHS7_143","","PUBLISHED","2012","AFR","WB_UMI","AGO","3.30","3.30479","","",""
"WHS7_143","","PUBLISHED","2013","AFR","WB_UMI","AGO","4.26","4.26303","","",""
"WHS7_143","","PUBLISHED","2014","AFR","WB_UMI","AGO","3.31","3.30698","","",""
"WHS7_143","","PUBLISHED","1995","EUR","WB_UMI","ALB","6.60","6.59708","","",""
"WHS7_143","","PUBLISHED","1996","EUR","WB_UMI","ALB","7.43","7.43197","","",""
"WHS7_143","","PUBLISHED","1997","EUR","WB_UMI","ALB","7.57","7.56810","","",""
