"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPALB2009","PUBLISHED","2009","EUR","ALB","9.28","9.28000","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPALB2015","PUBLISHED","2015","EUR","ALB","8.2","8.20000","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPAUT2004","PUBLISHED","2004","EUR","AUT","0.56","0.56449","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPAUT2009","PUBLISHED","2009","EUR","AUT","0.57","0.56729","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPAUT2014","PUBLISHED","2014","EUR","AUT","0.98","0.98000","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPCYP2003","PUBLISHED","2003","EUR","CYP","1.3","1.30032","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPCYP2009","PUBLISHED","2009","EUR","CYP","0.83","0.82831","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPCYP2015","PUBLISHED","2015","EUR","CYP","1.79","1.79255","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPCZE2007","PUBLISHED","2007","EUR","CZE","0.41","0.41000","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPCZE2008","PUBLISHED","2008","EUR","CZE","0.74","0.74000","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPCZE2009","PUBLISHED","2009","EUR","CZE","0.83","0.83000","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPCZE2010","PUBLISHED","2010","EUR","CZE","0.67","0.67000","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPCZE2011","PUBLISHED","2011","EUR","CZE","1.06","1.06000","","",""
"FINPROTECTION_IMP_BNLFHU_TOT_HH","FPCZE2012","PUBLISHED","2012","EUR","CZE","0.5","0.50000","","",""
