"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","COMMUNITYACTIONTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","BRN","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","BRN","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","BRN","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","BGR","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","CHL","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","COL","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","COL","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","COK","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","COK","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","CRI","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","CRI","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","CIV","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","CIV","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","CIV","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","HRV","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","HRV","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","CUB","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","COD","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","COD","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","DNK","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","DNK","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","DOM","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","DOM","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","SLV","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","ETH","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","ETH","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","ETH","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","FJI","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","FJI","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","FJI","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","FIN","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","FRA","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","FRA","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","FRA","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","GEO","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","DEU","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","GTM","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","GTM","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GIN","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GNB","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GNB","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","GNB","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","GUY","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","GUY","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","SEAR","IND","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","SEAR","IND","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","SEAR","IND","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","IRN","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","IRN","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","IRL","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","IRL","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","IRL","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","IRL","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","JAM","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","JAM","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","JAM","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","JOR","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","JOR","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","JOR","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","KIR","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","KIR","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","KIR","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","KGZ","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","KGZ","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","KGZ","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","LAO","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","LAO","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","LAO","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","LVA","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","LSO","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","LSO","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","LBR","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","LBR","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","LTU","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","LTU","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","LUX","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","LUX","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","MDG","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","MDG","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","MWI","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","MYS","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","MYS","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","MYS","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","MLT","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","MLT","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","MRT","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","MUS","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","MUS","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","MCO","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","MCO","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","NLD","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","NLD","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","NZL","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","NER","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","NER","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","NGA","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","NGA","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","NGA","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","NIU","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","NIU","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","NIU","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","NOR","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","NOR","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","OMN","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","OMN","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","OMN","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","PAK","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","PAK","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EMR","PAK","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","PLW","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","PLW","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","PLW","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","PLW","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","PNG","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","PRY","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","PRY","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","PER","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","PHL","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","PHL","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","PRT","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","PRT","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","KOR","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","WPR","KOR","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","MDA","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","MDA","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","MDA","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","ROU","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","EUR","RUS","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AFR","RWA","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","KNA","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","KNA","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722_ARCHIVED","PUBLISHED","2012","AMR","KNA","SA_TRAINING_PROGRAMMES","Yes","","","",""
