"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"LBW_NUMBER","PUBLISHED","2009","EUR","","","HRV","2.1 [2.0-2.2]","2.10000","2.00000","2.20000",""
"LBW_NUMBER","PUBLISHED","2010","EUR","","","HRV","2.1 [2.0-2.2]","2.10000","2.00000","2.20000",""
"LBW_NUMBER","PUBLISHED","2011","EUR","","","HRV","2.0 [1.9-2.1]","2.00000","1.90000","2.10000",""
"LBW_NUMBER","PUBLISHED","2012","EUR","","","HRV","2.0 [1.9-2.1]","2.00000","1.90000","2.10000",""
"LBW_NUMBER","PUBLISHED","2013","EUR","","","HRV","2.0 [1.9-2.1]","2.00000","1.90000","2.10000",""
"LBW_NUMBER","PUBLISHED","2014","EUR","","","HRV","2.0 [2.0-2.0]","2.00000","2.00000","2.00000",""
"LBW_NUMBER","PUBLISHED","2015","EUR","","","HRV","2.0 [1.9-2.1]","2.00000","1.90000","2.10000",""
"LBW_NUMBER","PUBLISHED","2000","AMR","","","CUB","8.9 [8.7-9.0]","8.90000","8.70000","9.00000",""
"LBW_NUMBER","PUBLISHED","2001","AMR","","","CUB","8.4 [8.3-8.5]","8.40000","8.30000","8.50000",""
"LBW_NUMBER","PUBLISHED","2002","AMR","","","CUB","7.9 [7.8-8.0]","7.90000","7.80000","8.00000",""
"LBW_NUMBER","PUBLISHED","2003","AMR","","","CUB","7.5 [7.4-7.7]","7.50000","7.40000","7.70000",""
"LBW_NUMBER","PUBLISHED","2004","AMR","","","CUB","7.2 [7.1-7.3]","7.20000","7.10000","7.30000",""
"LBW_NUMBER","PUBLISHED","2005","AMR","","","CUB","6.9 [6.9-7.0]","6.90000","6.90000","7.00000",""
"LBW_NUMBER","PUBLISHED","2006","AMR","","","CUB","6.7 [6.7-6.8]","6.70000","6.70000","6.80000",""
"LBW_NUMBER","PUBLISHED","2007","AMR","","","CUB","6.6 [6.5-6.7]","6.60000","6.50000","6.70000",""
"LBW_NUMBER","PUBLISHED","2008","AMR","","","CUB","6.5 [6.4-6.6]","6.50000","6.40000","6.60000",""
"LBW_NUMBER","PUBLISHED","2009","AMR","","","CUB","6.5 [6.4-6.6]","6.50000","6.40000","6.60000",""
"LBW_NUMBER","PUBLISHED","2010","AMR","","","CUB","6.5 [6.4-6.6]","6.50000","6.40000","6.60000",""
"LBW_NUMBER","PUBLISHED","2011","AMR","","","CUB","6.5 [6.4-6.7]","6.50000","6.40000","6.70000",""
"LBW_NUMBER","PUBLISHED","2012","AMR","","","CUB","6.6 [6.4-6.7]","6.60000","6.40000","6.70000",""
"LBW_NUMBER","PUBLISHED","2013","AMR","","","CUB","6.6 [6.5-6.7]","6.60000","6.50000","6.70000",""
"LBW_NUMBER","PUBLISHED","2014","AMR","","","CUB","6.6 [6.5-6.7]","6.60000","6.50000","6.70000",""
"LBW_NUMBER","PUBLISHED","2015","AMR","","","CUB","6.6 [6.5-6.7]","6.60000","6.50000","6.70000",""
"LBW_NUMBER","PUBLISHED","2000","EUR","","","CZE","5.1 [5.1-5.2]","5.10000","5.10000","5.20000",""
"LBW_NUMBER","PUBLISHED","2001","EUR","","","CZE","5.4 [5.4-5.5]","5.40000","5.40000","5.50000",""
"LBW_NUMBER","PUBLISHED","2002","EUR","","","CZE","5.8 [5.7-5.9]","5.80000","5.70000","5.90000",""
"LBW_NUMBER","PUBLISHED","2003","EUR","","","CZE","6.2 [6.1-6.3]","6.20000","6.10000","6.30000",""
"LBW_NUMBER","PUBLISHED","2004","EUR","","","CZE","6.7 [6.5-6.8]","6.70000","6.50000","6.80000",""
"LBW_NUMBER","PUBLISHED","2005","EUR","","","CZE","7.1 [7.0-7.3]","7.10000","7.00000","7.30000",""
"LBW_NUMBER","PUBLISHED","2006","EUR","","","CZE","7.6 [7.4-7.7]","7.60000","7.40000","7.70000",""
"LBW_NUMBER","PUBLISHED","2007","EUR","","","CZE","8.0 [7.9-8.1]","8.00000","7.90000","8.10000",""
"LBW_NUMBER","PUBLISHED","2008","EUR","","","CZE","8.3 [8.2-8.4]","8.30000","8.20000","8.40000",""
"LBW_NUMBER","PUBLISHED","2009","EUR","","","CZE","8.6 [8.4-8.7]","8.60000","8.40000","8.70000",""
"LBW_NUMBER","PUBLISHED","2010","EUR","","","CZE","8.7 [8.6-8.9]","8.70000","8.60000","8.90000",""
"LBW_NUMBER","PUBLISHED","2011","EUR","","","CZE","8.8 [8.6-9.0]","8.80000","8.60000","9.00000",""
"LBW_NUMBER","PUBLISHED","2012","EUR","","","CZE","8.8 [8.6-9.0]","8.80000","8.60000","9.00000",""
"LBW_NUMBER","PUBLISHED","2013","EUR","","","CZE","8.8 [8.6-8.9]","8.80000","8.60000","8.90000",""
"LBW_NUMBER","PUBLISHED","2014","EUR","","","CZE","8.7 [8.5-8.8]","8.70000","8.50000","8.80000",""
"LBW_NUMBER","PUBLISHED","2015","EUR","","","CZE","8.5 [8.4-8.7]","8.50000","8.40000","8.70000",""
"LBW_NUMBER","PUBLISHED","2000","AFR","","","COD","269.6 [190.0-344.5]","269.60000","190.00000","344.50000",""
"LBW_NUMBER","PUBLISHED","2001","AFR","","","COD","275.5 [203.9-350.5]","275.50000","203.90000","350.50000",""
"LBW_NUMBER","PUBLISHED","2002","AFR","","","COD","281.6 [214.5-356.7]","281.60000","214.50000","356.70000",""
"LBW_NUMBER","PUBLISHED","2003","AFR","","","COD","287.5 [211.8-363.8]","287.50000","211.80000","363.80000",""
"LBW_NUMBER","PUBLISHED","2004","AFR","","","COD","293.4 [220.4-368.4]","293.40000","220.40000","368.40000",""
"LBW_NUMBER","PUBLISHED","2005","AFR","","","COD","299.2 [222.8-371.2]","299.20000","222.80000","371.20000",""
"LBW_NUMBER","PUBLISHED","2006","AFR","","","COD","304.8 [228.2-383.1]","304.80000","228.20000","383.10000",""
"LBW_NUMBER","PUBLISHED","2007","AFR","","","COD","310.4 [232.9-389.1]","310.40000","232.90000","389.10000",""
"LBW_NUMBER","PUBLISHED","2008","AFR","","","COD","316.3 [242.8-394.4]","316.30000","242.80000","394.40000",""
"LBW_NUMBER","PUBLISHED","2009","AFR","","","COD","322.2 [246.9-400.1]","322.20000","246.90000","400.10000",""
"LBW_NUMBER","PUBLISHED","2010","AFR","","","COD","328.1 [256.9-417.6]","328.10000","256.90000","417.60000",""
"LBW_NUMBER","PUBLISHED","2011","AFR","","","COD","334.0 [258.3-419.1]","334.00000","258.30000","419.10000",""
"LBW_NUMBER","PUBLISHED","2012","AFR","","","COD","339.6 [264.7-427.8]","339.60000","264.70000","427.80000",""
"LBW_NUMBER","PUBLISHED","2013","AFR","","","COD","344.8 [263.1-431.8]","344.80000","263.10000","431.80000",""
"LBW_NUMBER","PUBLISHED","2014","AFR","","","COD","349.6 [268.8-444.7]","349.60000","268.80000","444.70000",""
"LBW_NUMBER","PUBLISHED","2015","AFR","","","COD","354.4 [277.8-441.0]","354.40000","277.80000","441.00000",""
"LBW_NUMBER","PUBLISHED","2000","EUR","","","DNK","3.4 [3.2-3.6]","3.40000","3.20000","3.60000",""
"LBW_NUMBER","PUBLISHED","2001","EUR","","","DNK","3.4 [3.3-3.5]","3.40000","3.30000","3.50000",""
"LBW_NUMBER","PUBLISHED","2002","EUR","","","DNK","3.4 [3.4-3.5]","3.40000","3.40000","3.50000",""
"LBW_NUMBER","PUBLISHED","2003","EUR","","","DNK","3.4 [3.4-3.5]","3.40000","3.40000","3.50000",""
"LBW_NUMBER","PUBLISHED","2004","EUR","","","DNK","3.5 [3.4-3.5]","3.50000","3.40000","3.50000",""
"LBW_NUMBER","PUBLISHED","2005","EUR","","","DNK","3.5 [3.4-3.5]","3.50000","3.40000","3.50000",""
"LBW_NUMBER","PUBLISHED","2006","EUR","","","DNK","3.4 [3.4-3.5]","3.40000","3.40000","3.50000",""
"LBW_NUMBER","PUBLISHED","2007","EUR","","","DNK","3.4 [3.3-3.5]","3.40000","3.30000","3.50000",""
"LBW_NUMBER","PUBLISHED","2008","EUR","","","DNK","3.4 [3.3-3.4]","3.40000","3.30000","3.40000",""
"LBW_NUMBER","PUBLISHED","2009","EUR","","","DNK","3.3 [3.2-3.4]","3.30000","3.20000","3.40000",""
"LBW_NUMBER","PUBLISHED","2010","EUR","","","DNK","3.2 [3.2-3.3]","3.20000","3.20000","3.30000",""
"LBW_NUMBER","PUBLISHED","2011","EUR","","","DNK","3.2 [3.1-3.3]","3.20000","3.10000","3.30000",""
"LBW_NUMBER","PUBLISHED","2012","EUR","","","DNK","3.1 [3.1-3.2]","3.10000","3.10000","3.20000",""
"LBW_NUMBER","PUBLISHED","2013","EUR","","","DNK","3.1 [3.1-3.2]","3.10000","3.10000","3.20000",""
"LBW_NUMBER","PUBLISHED","2014","EUR","","","DNK","3.1 [3.1-3.2]","3.10000","3.10000","3.20000",""
"LBW_NUMBER","PUBLISHED","2015","EUR","","","DNK","3.2 [3.0-3.3]","3.20000","3.00000","3.30000",""
"LBW_NUMBER","PUBLISHED","2000","AMR","","","DOM","25.1 [19.8-32.7]","25.10000","19.80000","32.70000",""
"LBW_NUMBER","PUBLISHED","2001","AMR","","","DOM","25.2 [19.1-33.4]","25.20000","19.10000","33.40000",""
"LBW_NUMBER","PUBLISHED","2002","AMR","","","DOM","25.3 [19.5-33.4]","25.30000","19.50000","33.40000",""
"LBW_NUMBER","PUBLISHED","2003","AMR","","","DOM","25.3 [19.8-33.3]","25.30000","19.80000","33.30000",""
"LBW_NUMBER","PUBLISHED","2004","AMR","","","DOM","25.4 [19.6-33.8]","25.40000","19.60000","33.80000",""
"LBW_NUMBER","PUBLISHED","2005","AMR","","","DOM","25.4 [19.5-33.7]","25.40000","19.50000","33.70000",""
"LBW_NUMBER","PUBLISHED","2006","AMR","","","DOM","25.4 [19.5-33.9]","25.40000","19.50000","33.90000",""
"LBW_NUMBER","PUBLISHED","2007","AMR","","","DOM","25.4 [19.6-34.0]","25.40000","19.60000","34.00000",""
"LBW_NUMBER","PUBLISHED","2008","AMR","","","DOM","25.4 [19.7-34.1]","25.40000","19.70000","34.10000",""
"LBW_NUMBER","PUBLISHED","2009","AMR","","","DOM","25.4 [19.7-34.1]","25.40000","19.70000","34.10000",""
"LBW_NUMBER","PUBLISHED","2010","AMR","","","DOM","25.3 [19.5-33.9]","25.30000","19.50000","33.90000",""
"LBW_NUMBER","PUBLISHED","2011","AMR","","","DOM","25.2 [19.3-34.1]","25.20000","19.30000","34.10000",""
"LBW_NUMBER","PUBLISHED","2012","AMR","","","DOM","25.0 [19.2-33.1]","25.00000","19.20000","33.10000",""
"LBW_NUMBER","PUBLISHED","2013","AMR","","","DOM","24.8 [18.6-33.4]","24.80000","18.60000","33.40000",""
"LBW_NUMBER","PUBLISHED","2014","AMR","","","DOM","24.6 [19.1-32.2]","24.60000","19.10000","32.20000",""
"LBW_NUMBER","PUBLISHED","2015","AMR","","","DOM","24.4 [18.8-32.4]","24.40000","18.80000","32.40000",""
"LBW_NUMBER","PUBLISHED","2000","AMR","","","ECU","37.8 [29.5-47.9]","37.80000","29.50000","47.90000",""
"LBW_NUMBER","PUBLISHED","2001","AMR","","","ECU","37.5 [28.9-47.8]","37.50000","28.90000","47.80000",""
"LBW_NUMBER","PUBLISHED","2002","AMR","","","ECU","37.2 [28.8-47.1]","37.20000","28.80000","47.10000",""
"LBW_NUMBER","PUBLISHED","2003","AMR","","","ECU","37.1 [29.4-46.6]","37.10000","29.40000","46.60000",""
"LBW_NUMBER","PUBLISHED","2004","AMR","","","ECU","37.0 [28.9-47.3]","37.00000","28.90000","47.30000",""
"LBW_NUMBER","PUBLISHED","2005","AMR","","","ECU","37.0 [29.1-46.5]","37.00000","29.10000","46.50000",""
"LBW_NUMBER","PUBLISHED","2006","AMR","","","ECU","37.1 [29.2-47.0]","37.10000","29.20000","47.00000",""
"LBW_NUMBER","PUBLISHED","2007","AMR","","","ECU","37.1 [29.3-47.2]","37.10000","29.30000","47.20000",""
"LBW_NUMBER","PUBLISHED","2008","AMR","","","ECU","37.2 [28.8-47.2]","37.20000","28.80000","47.20000",""
"LBW_NUMBER","PUBLISHED","2009","AMR","","","ECU","37.2 [29.0-47.6]","37.20000","29.00000","47.60000",""
"LBW_NUMBER","PUBLISHED","2010","AMR","","","ECU","37.3 [29.1-47.9]","37.30000","29.10000","47.90000",""
"LBW_NUMBER","PUBLISHED","2011","AMR","","","ECU","37.3 [29.5-47.3]","37.30000","29.50000","47.30000",""
"LBW_NUMBER","PUBLISHED","2012","AMR","","","ECU","37.2 [29.2-46.8]","37.20000","29.20000","46.80000",""
"LBW_NUMBER","PUBLISHED","2013","AMR","","","ECU","37.1 [29.1-47.0]","37.10000","29.10000","47.00000",""
"LBW_NUMBER","PUBLISHED","2014","AMR","","","ECU","37.1 [29.3-46.6]","37.10000","29.30000","46.60000",""
"LBW_NUMBER","PUBLISHED","2015","AMR","","","ECU","37.0 [28.8-47.1]","37.00000","28.80000","47.10000",""
"LBW_NUMBER","PUBLISHED","2000","AMR","","","SLV","16.0 [12.5-20.3]","16.00000","12.50000","20.30000",""
"LBW_NUMBER","PUBLISHED","2001","AMR","","","SLV","15.4 [12.1-19.6]","15.40000","12.10000","19.60000",""
"LBW_NUMBER","PUBLISHED","2002","AMR","","","SLV","14.9 [11.6-19.1]","14.90000","11.60000","19.10000",""
"LBW_NUMBER","PUBLISHED","2003","AMR","","","SLV","14.4 [11.3-18.6]","14.40000","11.30000","18.60000",""
"LBW_NUMBER","PUBLISHED","2004","AMR","","","SLV","14.0 [10.8-17.8]","14.00000","10.80000","17.80000",""
"LBW_NUMBER","PUBLISHED","2005","AMR","","","SLV","13.6 [10.6-17.2]","13.60000","10.60000","17.20000",""
"LBW_NUMBER","PUBLISHED","2006","AMR","","","SLV","13.4 [10.3-17.1]","13.40000","10.30000","17.10000",""
"LBW_NUMBER","PUBLISHED","2007","AMR","","","SLV","13.1 [10.2-16.9]","13.10000","10.20000","16.90000",""
"LBW_NUMBER","PUBLISHED","2008","AMR","","","SLV","13.0 [10.1-16.7]","13.00000","10.10000","16.70000",""
"LBW_NUMBER","PUBLISHED","2009","AMR","","","SLV","12.8 [9.9-16.4]","12.80000","9.90000","16.40000",""
"LBW_NUMBER","PUBLISHED","2010","AMR","","","SLV","12.7 [9.9-15.8]","12.70000","9.90000","15.80000",""
"LBW_NUMBER","PUBLISHED","2011","AMR","","","SLV","12.5 [9.8-16.2]","12.50000","9.80000","16.20000",""
"LBW_NUMBER","PUBLISHED","2012","AMR","","","SLV","12.4 [9.7-16.1]","12.40000","9.70000","16.10000",""
"LBW_NUMBER","PUBLISHED","2013","AMR","","","SLV","12.3 [9.5-15.7]","12.30000","9.50000","15.70000",""
"LBW_NUMBER","PUBLISHED","2014","AMR","","","SLV","12.2 [9.4-15.5]","12.20000","9.40000","15.50000",""
"LBW_NUMBER","PUBLISHED","2015","AMR","","","SLV","12.2 [9.4-15.7]","12.20000","9.40000","15.70000",""
"LBW_NUMBER","PUBLISHED","2000","EUR","","","EST","0.6 [0.5-0.6]","0.60000","0.50000","0.60000",""
"LBW_NUMBER","PUBLISHED","2001","EUR","","","EST","0.6 [0.5-0.6]","0.60000","0.50000","0.60000",""
"LBW_NUMBER","PUBLISHED","2002","EUR","","","EST","0.6 [0.6-0.6]","0.60000","0.60000","0.60000",""
"LBW_NUMBER","PUBLISHED","2003","EUR","","","EST","0.6 [0.6-0.6]","0.60000","0.60000","0.60000",""
"LBW_NUMBER","PUBLISHED","2004","EUR","","","EST","0.6 [0.6-0.6]","0.60000","0.60000","0.60000",""
"LBW_NUMBER","PUBLISHED","2005","EUR","","","EST","0.6 [0.6-0.7]","0.60000","0.60000","0.70000",""
"LBW_NUMBER","PUBLISHED","2006","EUR","","","EST","0.7 [0.6-0.7]","0.70000","0.60000","0.70000",""
"LBW_NUMBER","PUBLISHED","2007","EUR","","","EST","0.7 [0.7-0.7]","0.70000","0.70000","0.70000",""
"LBW_NUMBER","PUBLISHED","2008","EUR","","","EST","0.7 [0.7-0.7]","0.70000","0.70000","0.70000",""
"LBW_NUMBER","PUBLISHED","2009","EUR","","","EST","0.7 [0.6-0.7]","0.70000","0.60000","0.70000",""
"LBW_NUMBER","PUBLISHED","2010","EUR","","","EST","0.7 [0.6-0.7]","0.70000","0.60000","0.70000",""
"LBW_NUMBER","PUBLISHED","2011","EUR","","","EST","0.7 [0.6-0.7]","0.70000","0.60000","0.70000",""
"LBW_NUMBER","PUBLISHED","2012","EUR","","","EST","0.6 [0.6-0.7]","0.60000","0.60000","0.70000",""
"LBW_NUMBER","PUBLISHED","2013","EUR","","","EST","0.6 [0.6-0.7]","0.60000","0.60000","0.70000",""
"LBW_NUMBER","PUBLISHED","2014","EUR","","","EST","0.6 [0.6-0.6]","0.60000","0.60000","0.60000",""
"LBW_NUMBER","PUBLISHED","2015","EUR","","","EST","0.6 [0.6-0.7]","0.60000","0.60000","0.70000",""
"LBW_NUMBER","PUBLISHED","2000","AFR","","","SWZ","3.8 [3.1-5.1]","3.80000","3.10000","5.10000",""
"LBW_NUMBER","PUBLISHED","2001","AFR","","","SWZ","3.8 [3.0-5.0]","3.80000","3.00000","5.00000",""
"LBW_NUMBER","PUBLISHED","2002","AFR","","","SWZ","3.8 [3.0-5.0]","3.80000","3.00000","5.00000",""
"LBW_NUMBER","PUBLISHED","2003","AFR","","","SWZ","3.8 [3.1-5.1]","3.80000","3.10000","5.10000",""
"LBW_NUMBER","PUBLISHED","2004","AFR","","","SWZ","3.8 [3.0-5.1]","3.80000","3.00000","5.10000",""
"LBW_NUMBER","PUBLISHED","2005","AFR","","","SWZ","3.9 [3.1-5.2]","3.90000","3.10000","5.20000",""
"LBW_NUMBER","PUBLISHED","2006","AFR","","","SWZ","3.9 [3.1-5.0]","3.90000","3.10000","5.00000",""
"LBW_NUMBER","PUBLISHED","2007","AFR","","","SWZ","3.9 [3.1-5.1]","3.90000","3.10000","5.10000",""
"LBW_NUMBER","PUBLISHED","2008","AFR","","","SWZ","3.9 [3.1-5.2]","3.90000","3.10000","5.20000",""
"LBW_NUMBER","PUBLISHED","2009","AFR","","","SWZ","4.0 [3.1-5.2]","4.00000","3.10000","5.20000",""
"LBW_NUMBER","PUBLISHED","2010","AFR","","","SWZ","4.0 [3.1-5.3]","4.00000","3.10000","5.30000",""
"LBW_NUMBER","PUBLISHED","2011","AFR","","","SWZ","4.0 [3.1-5.3]","4.00000","3.10000","5.30000",""
"LBW_NUMBER","PUBLISHED","2012","AFR","","","SWZ","4.0 [3.2-5.3]","4.00000","3.20000","5.30000",""
"LBW_NUMBER","PUBLISHED","2013","AFR","","","SWZ","4.0 [3.1-5.3]","4.00000","3.10000","5.30000",""
"LBW_NUMBER","PUBLISHED","2014","AFR","","","SWZ","4.0 [3.1-5.3]","4.00000","3.10000","5.30000",""
"LBW_NUMBER","PUBLISHED","2015","AFR","","","SWZ","4.0 [3.0-5.3]","4.00000","3.00000","5.30000",""
"LBW_NUMBER","PUBLISHED","2000","EUR","","","FIN","2.5 [2.4-2.5]","2.50000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2001","EUR","","","FIN","2.4 [2.4-2.5]","2.40000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2002","EUR","","","FIN","2.4 [2.4-2.5]","2.40000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2003","EUR","","","FIN","2.4 [2.4-2.5]","2.40000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2004","EUR","","","FIN","2.4 [2.4-2.5]","2.40000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2005","EUR","","","FIN","2.4 [2.4-2.5]","2.40000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2006","EUR","","","FIN","2.5 [2.4-2.5]","2.50000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2007","EUR","","","FIN","2.5 [2.4-2.5]","2.50000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2008","EUR","","","FIN","2.5 [2.4-2.5]","2.50000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2009","EUR","","","FIN","2.5 [2.4-2.5]","2.50000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2010","EUR","","","FIN","2.5 [2.4-2.5]","2.50000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2011","EUR","","","FIN","2.5 [2.4-2.5]","2.50000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2012","EUR","","","FIN","2.5 [2.4-2.5]","2.50000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2013","EUR","","","FIN","2.5 [2.4-2.5]","2.50000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2014","EUR","","","FIN","2.4 [2.4-2.5]","2.40000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2015","EUR","","","FIN","2.4 [2.4-2.5]","2.40000","2.40000","2.50000",""
"LBW_NUMBER","PUBLISHED","2000","EUR","","","FRA","56.7 [45.2-71.0]","56.70000","45.20000","71.00000",""
"LBW_NUMBER","PUBLISHED","2001","EUR","","","FRA","57.1 [45.4-72.5]","57.10000","45.40000","72.50000",""
"LBW_NUMBER","PUBLISHED","2002","EUR","","","FRA","57.5 [46.2-72.8]","57.50000","46.20000","72.80000",""
"LBW_NUMBER","PUBLISHED","2003","EUR","","","FRA","57.8 [46.2-74.7]","57.80000","46.20000","74.70000",""
"LBW_NUMBER","PUBLISHED","2004","EUR","","","FRA","58.1 [46.7-73.1]","58.10000","46.70000","73.10000",""
"LBW_NUMBER","PUBLISHED","2005","EUR","","","FRA","58.4 [46.4-73.6]","58.40000","46.40000","73.60000",""
"LBW_NUMBER","PUBLISHED","2006","EUR","","","FRA","58.5 [47.5-74.2]","58.50000","47.50000","74.20000",""
"LBW_NUMBER","PUBLISHED","2007","EUR","","","FRA","58.6 [46.5-72.9]","58.60000","46.50000","72.90000",""
"LBW_NUMBER","PUBLISHED","2008","EUR","","","FRA","58.6 [46.1-72.6]","58.60000","46.10000","72.60000",""
"LBW_NUMBER","PUBLISHED","2009","EUR","","","FRA","58.5 [46.6-73.2]","58.50000","46.60000","73.20000",""
"LBW_NUMBER","PUBLISHED","2010","EUR","","","FRA","58.3 [46.7-73.2]","58.30000","46.70000","73.20000",""
"LBW_NUMBER","PUBLISHED","2011","EUR","","","FRA","58.1 [46.1-73.4]","58.10000","46.10000","73.40000",""
"LBW_NUMBER","PUBLISHED","2012","EUR","","","FRA","57.8 [46.2-72.0]","57.80000","46.20000","72.00000",""
"LBW_NUMBER","PUBLISHED","2013","EUR","","","FRA","57.5 [46.7-72.4]","57.50000","46.70000","72.40000",""
"LBW_NUMBER","PUBLISHED","2014","EUR","","","FRA","57.2 [45.8-71.9]","57.20000","45.80000","71.90000",""
"LBW_NUMBER","PUBLISHED","2015","EUR","","","FRA","57.0 [45.0-72.5]","57.00000","45.00000","72.50000",""
"LBW_NUMBER","PUBLISHED","2000","AFR","","","GAB","6.3 [4.9-8.2]","6.30000","4.90000","8.20000",""
"LBW_NUMBER","PUBLISHED","2001","AFR","","","GAB","6.4 [5.1-8.4]","6.40000","5.10000","8.40000",""
"LBW_NUMBER","PUBLISHED","2002","AFR","","","GAB","6.5 [5.1-8.6]","6.50000","5.10000","8.60000",""
"LBW_NUMBER","PUBLISHED","2003","AFR","","","GAB","6.6 [5.2-8.7]","6.60000","5.20000","8.70000",""
"LBW_NUMBER","PUBLISHED","2004","AFR","","","GAB","6.7 [5.3-8.8]","6.70000","5.30000","8.80000",""
"LBW_NUMBER","PUBLISHED","2005","AFR","","","GAB","6.8 [5.4-9.0]","6.80000","5.40000","9.00000",""
"LBW_NUMBER","PUBLISHED","2006","AFR","","","GAB","7.0 [5.5-9.3]","7.00000","5.50000","9.30000",""
"LBW_NUMBER","PUBLISHED","2007","AFR","","","GAB","7.2 [5.6-9.6]","7.20000","5.60000","9.60000",""
"LBW_NUMBER","PUBLISHED","2008","AFR","","","GAB","7.3 [5.9-9.8]","7.30000","5.90000","9.80000",""
"LBW_NUMBER","PUBLISHED","2009","AFR","","","GAB","7.5 [6.0-9.9]","7.50000","6.00000","9.90000",""
"LBW_NUMBER","PUBLISHED","2010","AFR","","","GAB","7.7 [6.0-10.0]","7.70000","6.00000","10.00000",""
"LBW_NUMBER","PUBLISHED","2011","AFR","","","GAB","7.8 [6.1-10.5]","7.80000","6.10000","10.50000",""
"LBW_NUMBER","PUBLISHED","2012","AFR","","","GAB","8.0 [6.3-10.5]","8.00000","6.30000","10.50000",""
"LBW_NUMBER","PUBLISHED","2013","AFR","","","GAB","8.1 [6.3-10.6]","8.10000","6.30000","10.60000",""
"LBW_NUMBER","PUBLISHED","2014","AFR","","","GAB","8.2 [6.3-10.9]","8.20000","6.30000","10.90000",""
"LBW_NUMBER","PUBLISHED","2015","AFR","","","GAB","8.2 [6.5-10.9]","8.20000","6.50000","10.90000",""
"LBW_NUMBER","PUBLISHED","2000","AFR","","","GMB","10.7 [8.5-13.4]","10.70000","8.50000","13.40000",""
"LBW_NUMBER","PUBLISHED","2001","AFR","","","GMB","10.9 [8.8-13.6]","10.90000","8.80000","13.60000",""
"LBW_NUMBER","PUBLISHED","2002","AFR","","","GMB","11.1 [8.8-13.9]","11.10000","8.80000","13.90000",""
"LBW_NUMBER","PUBLISHED","2003","AFR","","","GMB","11.2 [8.9-14.3]","11.20000","8.90000","14.30000",""
"LBW_NUMBER","PUBLISHED","2004","AFR","","","GMB","11.4 [9.0-14.4]","11.40000","9.00000","14.40000",""
"LBW_NUMBER","PUBLISHED","2005","AFR","","","GMB","11.5 [9.2-14.5]","11.50000","9.20000","14.50000",""
"LBW_NUMBER","PUBLISHED","2006","AFR","","","GMB","11.7 [9.4-14.5]","11.70000","9.40000","14.50000",""
"LBW_NUMBER","PUBLISHED","2007","AFR","","","GMB","11.9 [9.3-14.9]","11.90000","9.30000","14.90000",""
"LBW_NUMBER","PUBLISHED","2008","AFR","","","GMB","12.0 [9.5-14.8]","12.00000","9.50000","14.80000",""
"LBW_NUMBER","PUBLISHED","2009","AFR","","","GMB","12.2 [9.7-15.7]","12.20000","9.70000","15.70000",""
"LBW_NUMBER","PUBLISHED","2010","AFR","","","GMB","12.4 [10.0-15.7]","12.40000","10.00000","15.70000",""
"LBW_NUMBER","PUBLISHED","2011","AFR","","","GMB","12.6 [10.2-15.8]","12.60000","10.20000","15.80000",""
"LBW_NUMBER","PUBLISHED","2012","AFR","","","GMB","12.8 [10.3-16.5]","12.80000","10.30000","16.50000",""
"LBW_NUMBER","PUBLISHED","2013","AFR","","","GMB","13.0 [10.3-16.5]","13.00000","10.30000","16.50000",""
"LBW_NUMBER","PUBLISHED","2014","AFR","","","GMB","13.1 [10.5-16.7]","13.10000","10.50000","16.70000",""
"LBW_NUMBER","PUBLISHED","2015","AFR","","","GMB","13.3 [10.7-16.6]","13.30000","10.70000","16.60000",""
"LBW_NUMBER","PUBLISHED","2000","EUR","","","GEO","3.5 [3.2-3.7]","3.50000","3.20000","3.70000",""
"LBW_NUMBER","PUBLISHED","2001","EUR","","","GEO","3.5 [3.3-3.6]","3.50000","3.30000","3.60000",""
"LBW_NUMBER","PUBLISHED","2002","EUR","","","GEO","3.4 [3.3-3.6]","3.40000","3.30000","3.60000",""
"LBW_NUMBER","PUBLISHED","2003","EUR","","","GEO","3.4 [3.2-3.6]","3.40000","3.20000","3.60000",""
"LBW_NUMBER","PUBLISHED","2004","EUR","","","GEO","3.3 [3.1-3.6]","3.30000","3.10000","3.60000",""
"LBW_NUMBER","PUBLISHED","2005","EUR","","","GEO","3.3 [3.1-3.5]","3.30000","3.10000","3.50000",""
