"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"AIR_5","PUBLISHED","2016","EMR","ARE","MLE","ENVCAUSE039","1 [1–1]","1.09199","0.80359","1.39779",""
"AIR_5","PUBLISHED","2016","AMR","ARG","FMLE","ENVCAUSE039","9 [3–17]","9.28801","3.46096","17.10854",""
"AIR_5","PUBLISHED","2016","EUR","ARM","BTSX","ENVCAUSE039","3 [2–4]","2.68633","1.85956","3.58953",""
"AIR_5","PUBLISHED","2016","EUR","ARM","MLE","ENVCAUSE039","3 [2–4]","3.03507","2.10097","4.05553",""
"AIR_5","PUBLISHED","2016","EUR","ARM","BTSX","ENVCAUSE114","9 [7–13]","9.47329","6.73183","13.39446",""
"AIR_5","PUBLISHED","2016","EUR","ARM","MLE","ENVCAUSE114","9 [7–13]","9.42390","7.19891","12.54558",""
"AIR_5","PUBLISHED","2016","AMR","ATG","MLE","ENVCAUSE068","1 [0–1]","0.54106","0.28713","0.85310",""
"AIR_5","PUBLISHED","2016","AMR","ATG","FMLE","ENVCAUSE114","7 [5–10]","6.64874","4.56053","9.90417",""
"AIR_5","PUBLISHED","2016","WPR","AUS","FMLE","ENVCAUSE068","1 [1–2]","1.24396","0.50673","2.35404",""
"AIR_5","PUBLISHED","2016","WPR","AUS","BTSX","ENVCAUSE114","3 [1–8]","2.85286","1.07512","7.80395",""
"AIR_5","PUBLISHED","2016","EUR","AUT","BTSX","ENVCAUSE068","4 [2–6]","3.51258","1.69562","5.88190",""
"AIR_5","PUBLISHED","2016","EUR","AUT","MLE","ENVCAUSE068","4 [2–7]","4.40674","2.12725","7.37918",""
"AIR_5","PUBLISHED","2016","EUR","AZE","MLE","ENVCAUSE113","38 [30–45]","38.21225","30.14938","45.49566",""
"AIR_5","PUBLISHED","2016","EUR","AZE","FMLE","ENVCAUSE068","1 [0–1]","0.51702","0.27312","0.81852",""
"AIR_5","PUBLISHED","2016","AFR","BDI","FMLE","ENVCAUSE113","7 [5–8]","6.53817","5.34338","7.69390",""
"AIR_5","PUBLISHED","2016","AFR","BDI","BTSX","ENVCAUSE068","0 [0–0]","0.12719","0.07537","0.18523",""
"AIR_5","PUBLISHED","2016","EUR","BEL","BTSX","ENVCAUSE113","15 [9–20]","14.64897","9.49297","20.28386",""
"AIR_5","PUBLISHED","2016","EUR","BEL","MLE","ENVCAUSE113","16 [11–20]","15.66844","10.95404","20.42493",""
"AIR_5","PUBLISHED","2016","EMR","BHR","MLE","ENVCAUSE039","2 [1–2]","1.66187","1.32431","2.00949",""
"AIR_5","PUBLISHED","2016","AMR","BHS","FMLE","ENVCAUSE039","4 [2–6]","3.60710","1.72192","5.85716",""
"AIR_5","PUBLISHED","2016","AMR","BHS","FMLE","ENVCAUSE114","5 [3–8]","4.91437","3.27759","7.88379",""
"AIR_5","PUBLISHED","2016","EUR","BIH","BTSX","ENVCAUSE039","2 [1–3]","2.29509","1.48326","3.18833",""
"AIR_5","PUBLISHED","2016","EUR","BIH","MLE","ENVCAUSE039","2 [2–3]","2.34912","1.51818","3.26340",""
"AIR_5","PUBLISHED","2016","EUR","BIH","BTSX","ENVCAUSE114","23 [16–34]","23.35135","16.15751","33.99272",""
"AIR_5","PUBLISHED","2016","EUR","BIH","MLE","ENVCAUSE114","21 [15–29]","21.16476","15.30472","29.49196",""
"AIR_5","PUBLISHED","2016","EUR","BLR","MLE","ENVCAUSE068","7 [4–11]","6.82336","3.63002","10.74300",""
"AIR_5","PUBLISHED","2016","EUR","BLR","FMLE","ENVCAUSE114","17 [10–29]","16.73084","10.38189","28.51058",""
"AIR_5","PUBLISHED","2016","AMR","BLZ","FMLE","ENVCAUSE068","1 [0–1]","0.50505","0.27365","0.78119",""
"AIR_5","PUBLISHED","2016","AMR","BLZ","BTSX","ENVCAUSE114","4 [3–6]","4.32370","3.22251","5.86061",""
"AIR_5","PUBLISHED","2016","AMR","BOL","BTSX","ENVCAUSE068","0 [0–1]","0.42323","0.22830","0.65652",""
"AIR_5","PUBLISHED","2016","AMR","BOL","MLE","ENVCAUSE068","0 [0–1]","0.41190","0.22219","0.63894",""
"AIR_5","PUBLISHED","2016","AMR","BRA","MLE","ENVCAUSE113","12 [10–15]","12.22890","9.62072","14.71113",""
"AIR_5","PUBLISHED","2016","AMR","BRA","FMLE","ENVCAUSE068","1 [0–1]","0.80477","0.38588","1.35267",""
"AIR_5","PUBLISHED","2016","AMR","BRB","FMLE","ENVCAUSE113","17 [12–22]","16.59747","11.58420","21.72474",""
"AIR_5","PUBLISHED","2016","AMR","BRB","BTSX","ENVCAUSE068","2 [1–3]","1.93692","1.06125","2.96727",""
"AIR_5","PUBLISHED","2016","WPR","BRN","BTSX","ENVCAUSE113","5 [3–7]","4.90096","3.34711","6.56558",""
"AIR_5","PUBLISHED","2016","WPR","BRN","MLE","ENVCAUSE113","6 [4–8]","6.00722","4.21876","7.87305",""
"AIR_5","PUBLISHED","2016","EUR","CHE","MLE","ENVCAUSE039","2 [1–4]","1.90867","0.56125","3.89944",""
"AIR_5","PUBLISHED","2016","AMR","CHL","FMLE","ENVCAUSE039","4 [2–7]","4.43453","2.49052","6.71282",""
"AIR_5","PUBLISHED","2016","AMR","CHL","FMLE","ENVCAUSE114","6 [4–10]","5.85437","3.62372","9.92750",""
"AIR_5","PUBLISHED","2016","WPR","CHN","BTSX","ENVCAUSE039","4 [3–5]","4.00702","3.09909","4.96287",""
"AIR_5","PUBLISHED","2016","WPR","CHN","MLE","ENVCAUSE039","4 [3–5]","4.10886","3.17786","5.08900",""
"AIR_5","PUBLISHED","2016","WPR","CHN","BTSX","ENVCAUSE114","23 [18–29]","23.16639","18.43384","28.76985",""
"AIR_5","PUBLISHED","2016","WPR","CHN","MLE","ENVCAUSE114","24 [19–30]","24.10505","19.45370","29.65355",""
"AIR_5","PUBLISHED","2016","AFR","CIV","MLE","ENVCAUSE068","0 [0–0]","0.14621","0.08143","0.22159",""
"AIR_5","PUBLISHED","2016","AFR","CIV","FMLE","ENVCAUSE114","9 [7–11]","8.93357","7.31487","10.71096",""
"AIR_5","PUBLISHED","2016","AFR","CMR","FMLE","ENVCAUSE068","0 [0–0]","0.17726","0.11958","0.23423",""
"AIR_5","PUBLISHED","2016","AFR","CMR","BTSX","ENVCAUSE114","8 [7–10]","8.26439","7.00187","9.61813",""
"AIR_5","PUBLISHED","2016","AFR","COD","BTSX","ENVCAUSE068","0 [0–0]","0.10013","0.06066","0.14405",""
"AIR_5","PUBLISHED","2016","AFR","COD","MLE","ENVCAUSE068","0 [0–0]","0.11557","0.07002","0.16627",""
"AIR_5","PUBLISHED","2016","AFR","COG","MLE","ENVCAUSE113","8 [7–9]","8.21269","6.86788","9.47619",""
"AIR_5","PUBLISHED","2016","AFR","COG","FMLE","ENVCAUSE068","0 [0–0]","0.11054","0.06800","0.15728",""
"AIR_5","PUBLISHED","2016","AMR","COL","BTSX","ENVCAUSE113","14 [11–17]","13.91715","10.61421","17.03310",""
"AIR_5","PUBLISHED","2016","AMR","COL","MLE","ENVCAUSE113","17 [13–20]","16.62405","12.97913","19.91883",""
"AIR_5","PUBLISHED","2016","EUR","CYP","MLE","ENVCAUSE039","2 [1–2]","1.50204","0.72730","2.43036",""
"AIR_5","PUBLISHED","2016","EUR","CZE","FMLE","ENVCAUSE039","5 [2–8]","4.70476","2.17355","7.80938",""
"AIR_5","PUBLISHED","2016","EUR","CZE","FMLE","ENVCAUSE114","9 [4–18]","8.83616","4.19620","18.41796",""
"AIR_5","PUBLISHED","2016","EUR","DEU","BTSX","ENVCAUSE039","3 [1–6]","3.16803","1.08895","6.03225",""
"AIR_5","PUBLISHED","2016","EUR","DEU","MLE","ENVCAUSE039","3 [1–6]","3.25202","1.11782","6.19218",""
"AIR_5","PUBLISHED","2016","EUR","DEU","BTSX","ENVCAUSE114","6 [3–13]","5.92972","2.78974","12.86768",""
"AIR_5","PUBLISHED","2016","EUR","DEU","MLE","ENVCAUSE114","5 [3–10]","5.05964","2.86864","9.76266",""
"AIR_5","PUBLISHED","2016","EMR","DJI","MLE","ENVCAUSE068","0 [0–1]","0.37227","0.23026","0.52729",""
"AIR_5","PUBLISHED","2016","EMR","DJI","FMLE","ENVCAUSE114","7 [6–8]","6.85044","5.59979","8.19464",""
"AIR_5","PUBLISHED","2016","EUR","DNK","BTSX","ENVCAUSE068","4 [2–7]","4.16501","1.87263","7.30257",""
"AIR_5","PUBLISHED","2016","EUR","DNK","MLE","ENVCAUSE068","4 [2–8]","4.37920","1.96894","7.67811",""
"AIR_5","PUBLISHED","2016","AMR","DOM","MLE","ENVCAUSE113","19 [15–23]","19.43248","15.30348","23.17918",""
"AIR_5","PUBLISHED","2016","AMR","DOM","FMLE","ENVCAUSE068","1 [0–1]","0.73989","0.36610","1.21980",""
"AIR_5","PUBLISHED","2016","AFR","DZA","FMLE","ENVCAUSE113","18 [14–22]","17.91705","14.06141","21.97998",""
"AIR_5","PUBLISHED","2016","AFR","DZA","BTSX","ENVCAUSE068","1 [1–2]","1.32270","0.81108","1.88653",""
"AIR_5","PUBLISHED","2016","AMR","ECU","BTSX","ENVCAUSE113","7 [5–9]","7.20991","5.32082","9.10693",""
