"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","PUBLICPLACE","Display Value","Numeric","Low","High","Comments"
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_SPORTING_EVENTS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","ZWE","SA_RELIGIOUS_PLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_LEISURE_EVENTS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_PUBLIC_TRANSPORT","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","MOZ","SA_PARKS_AND_STREETS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","TGO","SA_PUBLIC_TRANSPORT","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","NGA","SA_GOVERNMENT_OFFICES","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","CMR","SA_SPORTING_EVENTS","voluntary/self-restricted","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","COD","SA_SPORTING_EVENTS","voluntary/self-restricted","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","NER","SA_PARKS_AND_STREETS","voluntary/self-restricted","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","HTI","SA_RELIGIOUS_PLACES","","","","","missing data"
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","COL","SA_HEALTH_CARE_ESTABLISHMENTS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","SLV","SA_WORKPLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_LEISURE_EVENTS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_HEALTH_CARE_ESTABLISHMENTS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_PUBLIC_TRANSPORT","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EMR","DJI","SA_GOVERNMENT_OFFICES","","","","","missing data"
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EMR","LBY","SA_HEALTH_CARE_ESTABLISHMENTS","","","","","missing data"
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EMR","LBY","SA_GOVERNMENT_OFFICES","","","","","missing data"
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EMR","ARE","SA_WORKPLACES","","","","","missing data"
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_PARKS_AND_STREETS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EMR","JOR","SA_EDUCATIONAL_BUILDINGS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EMR","SDN","SA_RELIGIOUS_PLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EMR","YEM","SA_LEISURE_EVENTS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","ARM","SA_HEALTH_CARE_ESTABLISHMENTS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","FIN","SA_RELIGIOUS_PLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_PARKS_AND_STREETS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SA_HEALTH_CARE_ESTABLISHMENTS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","MCO","SA_GOVERNMENT_OFFICES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","SRB","SA_PUBLIC_TRANSPORT","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","SVK","SA_WORKPLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","SVN","SA_EDUCATIONAL_BUILDINGS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","UKR","SA_WORKPLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","LUX","SA_SPORTING_EVENTS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","LUX","SA_WORKPLACES","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","CHE","SA_HEALTH_CARE_ESTABLISHMENTS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","CHE","SA_PUBLIC_TRANSPORT","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","HRV","SA_LEISURE_EVENTS","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","GEO","SA_EDUCATIONAL_BUILDINGS","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","GEO","SA_SPORTING_EVENTS","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_SPORTING_EVENTS","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_PUBLIC_TRANSPORT","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","HRV","SA_PUBLIC_TRANSPORT","voluntary/self-restricted","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SA_SPORTING_EVENTS","voluntary/self-restricted","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","SEAR","BTN","SA_PUBLIC_TRANSPORT","","","","","missing data"
"SA_0000001553_ARCHIVED","PUBLISHED","2012","SEAR","IND","SA_EDUCATIONAL_BUILDINGS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","SEAR","MDV","SA_SPORTING_EVENTS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","SEAR","MDV","SA_WORKPLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","SEAR","THA","SA_WORKPLACES","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","VUT","SA_WORKPLACES","","","","","missing data"
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","BRN","","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","MNG","SA_SPORTING_EVENTS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","TON","SA_RELIGIOUS_PLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","VNM","SA_EDUCATIONAL_BUILDINGS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","VNM","SA_PARKS_AND_STREETS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","PNG","SA_LEISURE_EVENTS","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","PNG","SA_RELIGIOUS_PLACES","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","TON","SA_PARKS_AND_STREETS","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","FJI","SA_SPORTING_EVENTS","voluntary/self-restricted","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_PARKS_AND_STREETS","voluntary/self-restricted","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_LEISURE_EVENTS","voluntary/self-restricted","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","COM","SA_HEALTH_CARE_ESTABLISHMENTS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_SPORTING_EVENTS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_SPORTING_EVENTS","ban","","","",""
