"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"WHOSIS_000013","PUBLISHED","2008","EUR","WB_LMI","GEO","FMLE","2.8","","","",""
"WHOSIS_000013","PUBLISHED","2004","EMR","WB_LI","AFG","FMLE","3.2","","","",""
"WHOSIS_000013","PUBLISHED","2007","AFR","WB_UMI","DZA","FMLE","5.7","","","",""
"WHOSIS_000013","PUBLISHED","2009","EUR","WB_LMI","ALB","FMLE","6.7","","","",""
"WHOSIS_000013","PUBLISHED","2003","AFR","WB_LI","ETH","MLE","9.9","","","",""
"WHOSIS_000013","PUBLISHED","2008","EUR","WB_UMI","BIH","FMLE","10.5","","","",""
"WHOSIS_000013","PUBLISHED","2009","SEAR","WB_LMI","BTN","FMLE","11.6","","","",""
"WHOSIS_000013","PUBLISHED","2007","AFR","WB_LMI","CPV","FMLE","11.7","","","",""
"WHOSIS_000013","PUBLISHED","2009","EMR","WB_LMI","DJI","FMLE","14.3","","","",""
"WHOSIS_000013","PUBLISHED","2007","AFR","WB_LMI","CPV","MLE","14.7","","","",""
"WHOSIS_000013","PUBLISHED","2008","AMR","WB_UMI","CRI","MLE","15.9","","","",""
"WHOSIS_000013","PUBLISHED","2003","AMR","WB_LMI","BOL","FMLE","16.6","","","",""
"WHOSIS_000013","PUBLISHED","2009","AMR","WB_HI","BHS","MLE","17.8","","","",""
"WHOSIS_000013","PUBLISHED","2004","AMR","WB_UMI","DOM","MLE","18.4","","","",""
"WHOSIS_000013","PUBLISHED","2008","AFR","WB_LI","TCD","MLE","20.9","","","",""
"WHOSIS_000013","PUBLISHED","2007","AFR","WB_LI","COM","MLE","21.8","","","",""
"WHOSIS_000013","PUBLISHED","2003","AMR","WB_LMI","BOL","MLE","24.7","","","",""
"WHOSIS_000013","PUBLISHED","2007","AFR","WB_UMI","DZA","MLE","25.5","","","",""
"WHOSIS_000013","PUBLISHED","2008","EUR","WB_UMI","BGR","MLE","26.4","","","",""
"WHOSIS_000013","PUBLISHED","2007","AMR","WB_UMI","COL","MLE","27","","","",""
"WHOSIS_000013","PUBLISHED","2008","AFR","WB_LI","COD","FMLE","29.3","","","",""
"WHOSIS_000013","PUBLISHED","2007","AMR","WB_UMI","ARG","FMLE","29.7","","","",""
"WHOSIS_000013","PUBLISHED","2008","WPR","","COK","MLE","33.7","","","",""
"WHOSIS_000013","PUBLISHED","2008","AFR","WB_LI","GMB","MLE","34","","","",""
"WHOSIS_000013","PUBLISHED","2008","WPR","","COK","FMLE","36.3","","","",""
"WHOSIS_000013","PUBLISHED","2008","AFR","WB_LI","GMB","FMLE","36.6","","","",""
"WHOSIS_000013","PUBLISHED","2010","EMR","WB_UMI","LBY","FMLE","5","","","",""
"WHOSIS_000013","PUBLISHED","2009","AFR","WB_LI","NER","FMLE","5.6","","","",""
"WHOSIS_000013","PUBLISHED","2006","EMR","WB_LMI","MAR","FMLE","8.2","","","",""
"WHOSIS_000013","PUBLISHED","2009","SEAR","WB_LMI","IND","FMLE","8.3","","","",""
"WHOSIS_000013","PUBLISHED","2008","EUR","WB_LI","KGZ","MLE","10.3","","","",""
"WHOSIS_000013","PUBLISHED","2010","EMR","WB_UMI","LBY","MLE","11","","","",""
"WHOSIS_000013","PUBLISHED","2009","EUR","WB_UMI","KAZ","MLE","12.2","","","",""
"WHOSIS_000013","PUBLISHED","2006","EMR","WB_LMI","MAR","MLE","12.5","","","",""
"WHOSIS_000013","PUBLISHED","2005","EUR","WB_HI","GRC","FMLE","14.4","","","",""
"WHOSIS_000013","PUBLISHED","2007","AFR","WB_LI","KEN","MLE","14.9","","","",""
"WHOSIS_000013","PUBLISHED","2009","AFR","WB_LI","MWI","MLE","16.7","","","",""
"WHOSIS_000013","PUBLISHED","2008","EMR","WB_LMI","IRQ","MLE","17.7","","","",""
"WHOSIS_000013","PUBLISHED","2007","EMR","WB_LMI","IRN","FMLE","19.5","","","",""
"WHOSIS_000013","PUBLISHED","2008","AFR","WB_LI","GIN","FMLE","20","","","",""
"WHOSIS_000013","PUBLISHED","2007","SEAR","WB_LI","MMR","MLE","22.5","","","",""
"WHOSIS_000013","PUBLISHED","2008","AFR","WB_LI","MLI","MLE","23.1","","","",""
"WHOSIS_000013","PUBLISHED","2010","AMR","WB_LMI","GUY","MLE","25.3","","","",""
"WHOSIS_000013","PUBLISHED","2008","AFR","WB_LMI","LSO","MLE","26.4","","","",""
"WHOSIS_000013","PUBLISHED","2009","AFR","WB_LI","MRT","MLE","27.5","","","",""
"WHOSIS_000013","PUBLISHED","2009","WPR","WB_LMI","MHL","MLE","29.4","","","",""
"WHOSIS_000013","PUBLISHED","2003","AMR","WB_LMI","NIC","MLE","30.4","","","",""
